"GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"GO:1901652","response to peptide",500,58,44.57,291,0.02268,0.02268,"ADCY8,AHCYL1,AKT1,ALPL,ANO1,ARHGEF2,ASS1,CARD9,CSH2,CXCL12,CYC1,ECHDC3,EIF2B2,EIF2B3,EIF6,EPHB2,ERFE,FGF21,FYN,GAL,GCK,GJB2,GPT2,GRB10,GSK3B,HADH,HSD11B2,HSF1,IGF1,IGF1R,INHBA,KLF1,KLF15,MMP13,MMP2,MMP9,MTCL2,NAGK,NFKBIA,NKX6-1,PARP1,PKM,RANGAP1,RARRES2,RBM4,RELA,SLC25A33,SLC2A4,SORT1,STC2,TH,TRIB3,TRIM16,TSHR,UCP2,VWA2,WDTC1,ZBTB7B"
"GO:0006754","ATP biosynthetic process",91,29,8.11,20,0.02274,5.7e-10,"ATP5F1B,ATP5MC1,ATP5MC3,ATP5ME,ATP5MF,ATP5MJ,ATP5PO,ENO1,LDHC,NDUFA1,NDUFA11,NDUFA3,NDUFA8,NDUFA9,NDUFB11,NDUFB2,NDUFB4,NDUFB7,NDUFB9,NDUFC2,NDUFS3,NDUFS5,NDUFS6,NDUFS7,NDUFS8,NDUFV1,PARP1,STOML2,UQCC3"
"GO:0018208","peptidyl-proline modification",40,8,3.57,292,0.02287,0.02287,"EGLN3,FKBP1C,FKBP4,NTMT1,PPIAL4C,PPIE,PPIF,PPIH"
"GO:0006094","gluconeogenesis",88,14,7.84,294,0.02333,0.02333,"ATF3,ENO1,ERFE,GCK,GPI,GPT2,MDH2,MTCL2,PGAM1,PGK1,PGM1,SLC25A10,SLC25A11,TPI1"
"GO:0033604","negative regulation of catecholamine secretion",13,4,1.16,295,0.02335,0.02335,"ADRA2A,ADRA2B,ADRA2C,DRD2"
"GO:0071801","regulation of podosome assembly",13,4,1.16,296,0.02335,0.02335,"CSF2,FSCN1,HCK,LCP1"
"GO:0098761","cellular response to interleukin-7",13,4,1.16,297,0.02335,0.02335,"ATP5F1B,GIPC1,IL2RG,STIP1"
"GO:2000317","negative regulation of T-helper 17 type immune response",13,4,1.16,298,0.02335,0.02335,"ASCL2,FOXP3,LOXL3,ZBTB7B"
"GO:0090177","establishment of planar polarity involved in neural tube closure",13,4,1.16,299,0.02335,0.02335,"CTHRC1,DVL3,SFRP1,SFRP2"
"GO:0000413","protein peptidyl-prolyl isomerization",26,6,2.32,301,0.02417,0.02417,"FKBP1C,FKBP4,PPIAL4C,PPIE,PPIF,PPIH"
"GO:1990089","response to nerve growth factor",48,9,4.28,302,0.02425,0.02425,"AKT1,CSTF2,EHD1,NGF,NTF3,PARP1,RAB35,SORT1,TMEM108"
"GO:2001237","negative regulation of extrinsic apoptotic signaling pathway",97,15,8.65,303,0.02448,0.02448,"AKT1,ARHGEF2,CSF2,EYA2,FAIM2,GCLM,GSK3B,GSTP1,IGF1,LMNA,PEA15,RELA,SFRP2,SIAH2,UNC5B"
"GO:0051881","regulation of mitochondrial membrane potential",72,12,6.42,304,0.02462,0.02462,"AKT1,BAD,BAK1,GCLM,KCNQ3,MTLN,P2RX7,PARP1,PRELID1,SLC25A33,TUSC2,UCP2"
"GO:0006413","translational initiation",123,18,10.96,305,0.02465,0.02465,"AGO2,EIF1AD,EIF2B2,EIF2B3,EIF3I,EIF3K,EIF4EBP1,EIF4EBP3,EIF4G1,EIF6,HSPB1,MCTS1,PPP1CA,PPP1R15A,RBM4,RPS17,RPS5,RPS6KB2"
"GO:0001704","formation of primary germ layer",123,18,10.96,306,0.02465,0.02465,"AHDC1,ATOH8,CRB2,DUSP2,EYA2,FN1,GPI,INHBA,ITGB5,LHX1,MESP1,MESP2,MMP2,MMP9,NR0B1,SFRP2,SIX2,SOX7"
"GO:0050433","regulation of catecholamine secretion",56,10,4.99,307,0.02485,0.02485,"ADRA2A,ADRA2B,ADRA2C,CXCL12,DRD2,DTNBP1,GRK2,SNCG,SYT12,SYT7"
"GO:0010803","regulation of tumor necrosis factor-mediated signaling pathway",56,10,4.99,308,0.02485,0.02485,"APOA1,CCDC3,CPNE1,GSTP1,H2BC11,MAPKAPK2,PYDC1,SHARPIN,TRAF2,TRAIP"
"GO:0006721","terpenoid metabolic process",98,15,8.73,313,0.02661,0.02661,"AKR1B1,AKR1B10,CRABP2,CYP1A1,CYP1A2,CYP26C1,DHRS3,DHRS4L1,DHRS4L2,HSD17B6,HTRA2,LRP2,RARRES2,RBP1,SDR16C5"
"GO:0006720","isoprenoid metabolic process",133,19,11.85,314,0.02684,0.02684,"AKR1B1,AKR1B10,ALG3,CRABP2,CYP1A1,CYP1A2,CYP26C1,DHRS3,DHRS4L1,DHRS4L2,DPM3,HSD17B6,HTRA2,LRP2,PMVK,RARRES2,RBP1,SDR16C5,TH"
"GO:0045581","negative regulation of T cell differentiation",49,9,4.37,318,0.02743,0.02743,"ASCL2,DTX1,FOXP3,GLI3,IRF1,LOXL3,NRARP,RUNX3,ZBTB7B"
"GO:0034471","ncRNA 5'-end processing",21,9,1.87,75,0.02789,3.8e-05,"ABT1,HSD17B10,NOP9,POP4,POP7,PRORP,RPP21,RPP25,RPP25L"
"GO:0007413","axonal fasciculation",20,5,1.78,320,0.0279,0.0279,"AMIGO1,CRTAC1,EPHB2,EPHB3,FEZF2"
"GO:0106030","neuron projection fasciculation",20,5,1.78,321,0.0279,0.0279,"AMIGO1,CRTAC1,EPHB2,EPHB3,FEZF2"
"GO:0009179","purine ribonucleoside diphosphate metabolic process",20,5,1.78,322,0.0279,0.0279,"AK1,AK2,AK4,BAD,GUK1"
"GO:0009135","purine nucleoside diphosphate metabolic process",20,5,1.78,323,0.0279,0.0279,"AK1,AK2,AK4,BAD,GUK1"
"GO:0015740","C4-dicarboxylate transport",27,6,2.41,326,0.0288,0.0288,"SLC13A3,SLC13A5,SLC1A5,SLC25A10,SLC25A11,UCP2"
"GO:0006972","hyperosmotic response",27,6,2.41,327,0.0288,0.0288,"AKR1B1,ARHGEF2,ICOSLG,PKN1,SST,YBX3"
"GO:0009142","nucleoside triphosphate biosynthetic process",116,36,10.34,10,0.029,1.2e-11,"AK1,AK4,ATP5F1B,ATP5MC1,ATP5MC3,ATP5ME,ATP5MF,ATP5MJ,ATP5PO,DTYMK,ENO1,IMPDH1,LDHC,NDUFA1,NDUFA11,NDUFA3,NDUFA8,NDUFA9,NDUFB11,NDUFB2,NDUFB4,NDUFB7,NDUFB9,NDUFC2,NDUFS3,NDUFS5,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NME1,NME2,PARP1,STOML2,UCK2,UQCC3"
"GO:1902075","cellular response to salt",198,26,17.65,328,0.02934,0.02934,"ADCY1,ADCY8,ALOX5AP,AMIGO1,BCL11A,CPNE1,DAXX,FYN,GCLM,GRK2,HSF1,ITPKB,JUNB,KCNQ3,LYPD1,P2RX7,PPIF,PPP1R1B,RGS10,RYR1,SCN5A,SIX1,SLC13A5,SYT12,SYT7,ZNF16"
"GO:0000245","spliceosomal complex assembly",74,12,6.6,329,0.02988,0.02988,"CELF4,ISY1,PRPF19,PRPF6,PUF60,SF3B2,SF3B4,SF3B5,SNRPB,SNRPC,SNRPG,USP39"
"GO:0072528","pyrimidine-containing compound biosynthetic process",42,8,3.74,330,0.03,0.03,"DTYMK,NME1,NME2,SHMT1,SLC25A19,TK1,UCK2,UMPS"
"GO:1902043","positive regulation of extrinsic apoptotic signaling pathway via death domain receptors",14,4,1.25,333,0.03044,0.03044,"ATF3,FAF1,PEA15,SFRP1"
"GO:0043144","sno(s)RNA processing",14,4,1.25,334,0.03044,0.03044,"EXOSC4,EXOSC5,FBL,RNF113A"
"GO:0098760","response to interleukin-7",14,4,1.25,335,0.03044,0.03044,"ATP5F1B,GIPC1,IL2RG,STIP1"
"GO:0045842","positive regulation of mitotic metaphase/anaphase transition",14,4,1.25,336,0.03044,0.03044,"ANAPC11,CDC20,MAD2L1BP,UBE2C"
"GO:0071826","protein-RNA complex organization",211,39,18.81,64,0.03046,9e-06,"AAR2,ABT1,AGO2,BOP1,CELF4,EIF3I,EIF3K,EIF6,GEMIN7,ISY1,LSM2,LSM4,MCTS1,MRPL20,MRTO4,NOP2,PRMT5,PRPF19,PRPF6,PUF60,RAMACL,RPL10,RPL24,RPLP0P6,RPS14,RPS5,RPSA,RUVBL1,RUVBL2,SART1,SF3B2,SF3B4,SF3B5,SNRPB,SNRPC,SNRPG,TSSC4,USP39,YJU2"
"GO:0001706","endoderm formation",58,10,5.17,337,0.03102,0.03102,"DUSP2,FN1,INHBA,ITGB5,LHX1,MESP1,MMP2,MMP9,NR0B1,SOX7"
"GO:0006839","mitochondrial transport",185,31,16.49,106,0.03138,0.00045,"ABLIM3,AIP,ALKBH7,BAD,BAK1,CHCHD10,DNAJC19,DNLZ,EYA2,GSK3B,HAX1,HTRA2,MFN2,MTCH1,MTCH2,MTX1,PARL,PPIF,ROMO1,SIAH3,SLC25A10,SLC25A5,TIMM10,TIMM17B,TIMM8B,TOMM40,TOMM40L,TOMM5,UBE2J2,UCP2,VDAC2"
"GO:0070873","regulation of glycogen metabolic process",35,7,3.12,341,0.03233,0.03233,"AKT1,GCK,GSK3B,IGF1,PPP1CA,PPP1R3F,RUBCNL"
"GO:0070633","transepithelial transport",35,7,3.12,342,0.03233,0.03233,"AHCYL1,BEST1,CLCNKA,CLCNKB,CLDN3,CSF2,RHCG"
"GO:0000018","regulation of DNA recombination",136,19,12.12,343,0.0329,0.0329,"ALYREF,ANKLE1,DMAP1,FOXP3,H1-10,H1-3,H1-4,HMCES,KHDC3L,KPNA1,PARP1,RAD51,RPA2,RUVBL1,RUVBL2,SENP3,SHLD1,VPS72,WRAP53"
"GO:0034097","response to cytokine",908,97,80.93,345,0.0337,0.0337,"ACKR3,ADAMTS12,AKT1,ALPL,APOA1,ARHGEF2,ASS1,ATP5F1B,BAD,CCDC3,CCL24,CCL26,CD14,CD47,CD70,CDC42EP4,CDK4,COMMD7,CPNE1,CRNN,CSF1,CSF2,CSF3,CSNK2B,CXCL12,DPYSL3,DTX1,EDN2,EIF5A,ENDOG,FADD,GAPDH,GCLM,GFPT2,GIPC1,GSK3B,GSTP1,H2BC11,HAX1,HCK,HTRA2,HYAL3,IFNLR1,IKBKE,IL15RA,IL1RL2,IL24,IL2RG,IL34,ILDR1,INHBA,IRAK1,IRF1,IRF8,MAPKAPK2,MAT2A,MCM2,MMP2,MT1X,MT2A,MT3,MYBL2,NEFH,NFATC1,NFKBIA,NKX6-1,NLRP7,PADI2,PHB1,PLVAP,PTP4A3,PYDC1,RAB20,RAB43,RELA,RELB,RIPOR2,RNF113A,RPS6KA4,SFRP1,SHARPIN,SHMT1,SHMT2,SLC25A5,SLC2A4,SPI1,SRM,STIP1,TCF7,TNFRSF18,TRAF2,TRAIP,TREX1,TUBA1B,USP18,YBX3,ZYX"
"GO:0045600","positive regulation of fat cell differentiation",67,11,5.97,346,0.0338,0.0338,"ADIRF,AKT1,CCDC3,MEDAG,METRNL,RARRES2,SFRP1,SFRP2,SIX1,SOX13,ZBTB7B"
"GO:0010962","regulation of glucan biosynthetic process",28,6,2.5,347,0.03398,0.03398,"AKT1,GCK,GSK3B,IGF1,PPP1CA,PPP1R3F"
"GO:0001963","synaptic transmission, dopaminergic",28,6,2.5,348,0.03398,0.03398,"ARRB2,DRD1,DRD2,FLOT1,RASD2,TH"
"GO:0000470","maturation of LSU-rRNA",28,6,2.5,349,0.03398,0.03398,"BOP1,EIF6,NHP2,NOP2,RPL10A,RPL35"
"GO:0046639","negative regulation of alpha-beta T cell differentiation",28,6,2.5,350,0.03398,0.03398,"ASCL2,FOXP3,GLI3,LOXL3,RUNX3,ZBTB7B"
"GO:0021680","cerebellar Purkinje cell layer development",28,6,2.5,351,0.03398,0.03398,"B4GALT2,FAIM2,LHX1,SKOR2,SPTBN2,UQCRQ"
"GO:0044342","type B pancreatic cell proliferation",28,6,2.5,352,0.03398,0.03398,"BAD,CCN3,CDK4,FMC1,NKX6-1,SFRP1"
"GO:0035308","negative regulation of protein dephosphorylation",28,6,2.5,353,0.03398,0.03398,"ENSA,GSK3B,PPP1R15A,PPP1R16B,PPP1R1B,STYXL1"
"GO:0005979","regulation of glycogen biosynthetic process",28,6,2.5,354,0.03398,0.03398,"AKT1,GCK,GSK3B,IGF1,PPP1CA,PPP1R3F"
"GO:0043555","regulation of translation in response to stress",21,5,1.87,355,0.03401,0.03401,"EIF4G1,KRT13,PPP1CA,PPP1R15A,RBM4"
"GO:0042745","circadian sleep/wake cycle",21,5,1.87,356,0.03401,0.03401,"CSF2,DRD2,PARP1,PTGDS,TH"
"GO:2000319","regulation of T-helper 17 cell differentiation",21,5,1.87,357,0.03401,0.03401,"ASCL2,FOXP3,JUNB,LOXL3,ZBTB7B"
"GO:0032495","response to muramyl dipeptide",21,5,1.87,358,0.03401,0.03401,"ARHGEF2,CARD9,NAGK,NFKBIA,RELA"
"GO:0009250","glucan biosynthetic process",43,8,3.83,359,0.03408,0.03408,"AKT1,GCK,GSK3B,GYG1,IGF1,NHLRC1,PPP1CA,PPP1R3F"
"GO:0005978","glycogen biosynthetic process",43,8,3.83,360,0.03408,0.03408,"AKT1,GCK,GSK3B,GYG1,IGF1,NHLRC1,PPP1CA,PPP1R3F"
"GO:0043266","regulation of potassium ion transport",93,14,8.29,364,0.03565,0.03565,"ADRA2A,AMIGO1,DRD1,DRD2,FLNA,GAL,GCK,GNB2,KCNA5,KCNAB2,KCNG1,KCNH2,KCNIP3,LRRC38"
"GO:0030832","regulation of actin filament length",156,21,13.9,365,0.03701,0.03701,"ADD2,ARPC5L,CAPZB,CCL24,CCL26,CDC42EP1,CDC42EP4,CSF3,CXCL12,DAAM2,ELN,HAX1,HCK,MYO3A,PFN1,PLEK,PREX1,SPTBN2,TMOD1,TMSB10,WDR1"
"GO:0090559","regulation of membrane permeability",68,11,6.06,368,0.0372,0.0372,"ALKBH7,BAD,BAK1,CHCHD10,CLDN3,EYA2,GSK3B,LAPTM4B,PPIF,SLC25A5,VDAC2"
"GO:0072524","pyridine-containing compound metabolic process",85,13,7.58,369,0.03747,0.03747,"ALPL,DCXR,G6PD,GCK,IDH2,IDO1,KCNAB2,MDH2,NAXE,NMNAT1,PGAM1,PGD,QPRT"
"GO:0015986","proton motive force-driven ATP synthesis",67,25,5.97,19,0.03835,2e-10,"ATP5F1B,ATP5MC1,ATP5MC3,ATP5ME,ATP5MF,ATP5MJ,ATP5PO,NDUFA1,NDUFA11,NDUFA3,NDUFA8,NDUFA9,NDUFB11,NDUFB2,NDUFB4,NDUFB7,NDUFB9,NDUFC2,NDUFS3,NDUFS5,NDUFS6,NDUFS7,NDUFS8,NDUFV1,STOML2"
"GO:1902101","positive regulation of metaphase/anaphase transition of cell cycle",15,4,1.34,373,0.03866,0.03866,"ANAPC11,CDC20,MAD2L1BP,UBE2C"
"GO:0045187","regulation of circadian sleep/wake cycle, sleep",15,4,1.34,374,0.03866,0.03866,"CSF2,DRD2,PARP1,PTGDS"
"GO:0030174","regulation of DNA-templated DNA replication initiation",15,4,1.34,375,0.03866,0.03866,"CDT1,MCM2,MCM5,MCM7"
"GO:0045651","positive regulation of macrophage differentiation",15,4,1.34,376,0.03866,0.03866,"CSF1,FADD,HSF1,IL34"
"GO:1904874","positive regulation of telomerase RNA localization to Cajal body",15,4,1.34,377,0.03866,0.03866,"NHP2,NOP10,RUVBL1,RUVBL2"
"GO:1902065","response to L-glutamate",15,4,1.34,378,0.03866,0.03866,"AMIGO1,BCL11A,FYN,IGF1R"
"GO:0060688","regulation of morphogenesis of a branching structure",52,9,4.63,379,0.03873,0.03873,"BCL11A,ESR1,FKBPL,GREM1,LHX1,PHB2,SFRP1,SIX1,SIX2"
"GO:0000966","RNA 5'-end processing",22,9,1.96,80,0.03912,5.9e-05,"ABT1,HSD17B10,NOP9,POP4,POP7,PRORP,RPP21,RPP25,RPP25L"
"GO:0051156","glucose 6-phosphate metabolic process",29,6,2.58,382,0.03972,0.03972,"G6PD,GCK,GPI,HK1,PGAM1,PGD"
"GO:0045649","regulation of macrophage differentiation",22,5,1.96,386,0.04088,0.04088,"CSF1,FADD,HSF1,IL34,INHBA"
"GO:0033762","response to glucagon",22,5,1.96,387,0.04088,0.04088,"ADCY8,ASS1,CYC1,FGF21,GJB2"
"GO:1900273","positive regulation of long-term synaptic potentiation",22,5,1.96,388,0.04088,0.04088,"ADCY1,ADCY8,DRD2,EPHB2,SQSTM1"
"GO:0006261","DNA-templated DNA replication",161,26,14.35,146,0.04132,0.00213,"ALYREF,CDT1,CENPX,CHRAC1,ENDOG,FEN1,GINS2,GINS4,HMGA1,KHDC3L,MCM2,MCM5,MCM7,ORC1,PARP1,POLD2,POLE3,POLE4,PRIM2,RAD51,RFC2,RFC5,TK1,TONSL,TRAIP,ZPR1"
"GO:0009408","response to heat",103,20,9.18,114,0.04155,0.00068,"AKT1,ANO1,CLPB,CRNN,DAXX,DNAJB1,DNAJB6,EIF2B2,EIF2B3,GSK3B,HIKESHI,HSF1,HSP90AB3P,HSPA6,HSPB1,HTRA2,IGF1,IRAK1,MAPKAPK2,MICB"
"GO:0007005","mitochondrion organization",542,91,48.31,24,0.04171,2.2e-09,"ABLIM3,ACAD9,AIP,AKT1,ALKBH7,ATAD3A,ATAD3B,BAD,BAK1,CHCHD10,CHCHD2,CHCHD3,CHCHD7,COA4,COA8,COX17,COX7A2,COX7A2L,DMAC1,DNAJC19,DNLZ,ECSIT,ENDOG,EYA2,FAM162A,FMC1,FUNDC2,GCLM,GSK3B,HAX1,HIGD2A,HSD17B10,HTRA2,IGF1,INF2,JTB,LMNA,MFN2,MMP9,MTCH1,MTCH2,MTFP1,MTX1,NDUFA1,NDUFA11,NDUFA3,NDUFA8,NDUFA9,NDUFAF4,NDUFB11,NDUFB2,NDUFB4,NDUFB7,NDUFB9,NDUFC2,NDUFS3,NDUFS5,NDUFS7,NDUFS8,P2RX7,PARL,PARP1,PEX5,PHB1,PHB2,POLDIP2,PPIF,PRELID1,RAB32,RAB5IF,ROMO1,SHARPIN,SIAH3,SLC25A33,SLC25A5,SQSTM1,STOML2,TACO1,TIMM10,TIMM17B,TIMM8B,TMEM223,TOMM40,TOMM40L,TOMM5,UBE2J2,UCP2,UQCC2,UQCC3,UQCRFS1,VDAC2"
"GO:0042255","ribosome assembly",63,14,5.62,132,0.04185,0.00109,"ABT1,BOP1,EIF6,MRPL20,MRPS2,MRTO4,NGRN,NOP2,RPL10,RPL24,RPLP0P6,RPS14,RPS5,RPSA"
"GO:0050432","catecholamine secretion",61,10,5.44,390,0.04218,0.04218,"ADRA2A,ADRA2B,ADRA2C,CXCL12,DRD2,DTNBP1,GRK2,SNCG,SYT12,SYT7"
"GO:0022617","extracellular matrix disassembly",61,10,5.44,391,0.04218,0.04218,"FLOT1,FSCN1,KLK7,LCP1,MMP13,MMP2,MMP20,MMP7,MMP9,PRSS2"
