"GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"GO:0051094","positive regulation of developmental process",1298,39,17.27,23,0.01265,1.3e-06,"AKAP6,ASB4,AXIN2,CBLN2,DCN,DDHD2,DIO3,DLX2,FZD3,GPM6B,KRAS,LAMA2,MEF2C,NEFL,PAX6,PBRM1,PPP2R3C,PRKCH,PTPRC,RHOH,ROBO1,ROBO2,SERPINF1,SIX1,SIX4,SLC23A2,SLITRK6,SOX11,SYT1,TBX2,TCF12,TCF4,THBS2,TWIST1,UNC13A,WIF1,YAP1,ZDHHC15,ZEB2"
"GO:0060251","regulation of glial cell proliferation",37,3,0.49,379,0.01294,0.01294,"KRAS,PRKCH,SOX11"
"GO:0003407","neural retina development",80,6,1.06,147,0.01309,0.00069,"CRB1,DIO3,DLX2,HCN1,RPGRIP1L,SIX3"
"GO:0001894","tissue homeostasis",277,13,3.68,77,0.01338,9e-05,"ANGPT1,CLRN1,COL3A1,CRB1,CUBN,ILDR2,JAM2,JAM3,KRAS,LAMA2,POC1B,YAP1,ZEB2"
"GO:0060249","anatomical structure homeostasis",277,13,3.68,78,0.01338,9e-05,"ANGPT1,CLRN1,COL3A1,CRB1,CUBN,ILDR2,JAM2,JAM3,KRAS,LAMA2,POC1B,YAP1,ZEB2"
"GO:0000226","microtubule cytoskeleton organization",651,16,8.66,386,0.01377,0.01377,"CHMP1B,EPHA3,FMN2,MAP1A,NAV3,NEFL,PAX6,PCM1,PIERCE2,POC1B,PPP2R3C,RANBP9,RTTN,SLAIN1,SNCA,TNKS"
"GO:0060041","retina development in camera-type eye",159,8,2.11,175,0.01384,0.00132,"CRB1,DIO3,DLX2,HCN1,PAX6,RPGRIP1L,SERPINF1,SIX3"
"GO:0060078","regulation of postsynaptic membrane potential",147,6,1.96,387,0.01391,0.01391,"CHRNA9,GRIA2,GRIN3A,HCN1,MEF2C,SNCA"
"GO:0050673","epithelial cell proliferation",428,16,5.69,99,0.01393,0.00021,"FABP7,FGL1,ITGA4,MEF2C,NR4A3,PAX6,ROBO1,SCG2,SERPINF1,SIX1,SIX4,SOX11,TBX2,TWIST1,YAP1,ZEB2"
"GO:1901699","cellular response to nitrogen compound",669,18,8.9,239,0.01408,0.00373,"AKAP6,CACNA1A,COL1A2,COL3A1,COL5A2,COLEC12,FDX1,GCG,HCN1,ITGA4,MEF2C,MGARP,NR4A2,NR4A3,PAX6,PDE4B,SIX1,SNCA"
"GO:0072075","metanephric mesenchyme development",14,2,0.19,391,0.01443,0.01443,"SIX1,SIX4"
"GO:0098814","spontaneous synaptic transmission",14,2,0.19,392,0.01443,0.01443,"CBLN2,SYT1"
"GO:0070341","fat cell proliferation",14,2,0.19,393,0.01443,0.01443,"DIO3,FTO"
"GO:0001921","positive regulation of receptor recycling",14,2,0.19,394,0.01443,0.01443,"EPS15,SNCA"
"GO:0072160","nephron tubule epithelial cell differentiation",14,2,0.19,395,0.01443,0.01443,"MEF2C,YAP1"
"GO:0007638","mechanosensory behavior",14,2,0.19,396,0.01443,0.01443,"ETV1,SLITRK6"
"GO:0042698","ovulation cycle",71,4,0.94,400,0.0148,0.0148,"A2M,MAP2K6,ROBO2,SERPINF1"
"GO:0001944","vasculature development",733,22,9.75,108,0.01487,0.00033,"ADAMTS6,ANGPT1,ASB4,COL1A2,COL3A1,DCN,ERRFI1,HOXB13,JAM3,MEF2C,NDNF,PAX6,ROBO1,ROBO2,SCG2,SERPINF1,SIX1,TBX2,THBS2,TWIST1,WIF1,YAP1"
"GO:0035295","tube development",1072,28,14.26,133,0.01544,0.00049,"ANGPT1,ASB4,COL3A1,DACT1,DCN,EPHA7,ERRFI1,FZD3,GZF1,HHIP,HOXB13,JAM3,KRAS,MEF2C,NDNF,PAX6,ROBO1,ROBO2,RPGRIP1L,SCG2,SERPINF1,SIX1,SIX4,SOX11,TBX2,THBS2,TWIST1,YAP1"
"GO:0070848","response to growth factor",699,19,9.3,208,0.01559,0.0026,"BAG4,COL1A2,COL3A1,DCN,FEZ1,FGFBP3,HHIP,MEF2C,MEIS2,NDNF,PAX6,PAX9,ROBO1,SOX11,SPRY3,TBX2,TWIST1,WASF1,ZEB2"
"GO:0051961","negative regulation of nervous system development",151,6,2.01,405,0.01569,0.01569,"DLX2,EPHA7,PAX6,PCM1,ROBO2,SOX11"
"GO:0007229","integrin-mediated signaling pathway",110,5,1.46,406,0.01581,0.01581,"ADAM11,COL3A1,ITGA10,ITGA4,LAMA2"
"GO:0035249","synaptic transmission, glutamatergic",110,5,1.46,407,0.01581,0.01581,"GRIA2,GRIN3A,MEF2C,SYT1,UNC13A"
"GO:2000677","regulation of transcription regulatory region DNA binding",40,3,0.53,409,0.01599,0.01599,"PAX6,SOX11,TWIST1"
"GO:2000008","regulation of protein localization to cell surface",40,3,0.53,410,0.01599,0.01599,"GPM6B,MAP1A,TMEM35A"
"GO:0060914","heart formation",32,6,0.43,31,0.016,3.5e-06,"AXIN2,MEF2C,RBM20,ROBO1,ROBO2,SIX1"
"GO:0010976","positive regulation of neuron projection development",152,6,2.02,412,0.01616,0.01616,"CNTN1,EPHA3,FEZ1,NDNF,SERPINF1,ZDHHC15"
"GO:0048663","neuron fate commitment",73,4,0.97,413,0.01624,0.01624,"DLX2,PAX6,SIX1,ZNF521"
"GO:0048863","stem cell differentiation",243,8,3.23,414,0.01629,0.01629,"A2M,MEF2C,PAX6,PTPRC,SIX1,TBX2,TWIST1,YAP1"
"GO:0051253","negative regulation of RNA metabolic process",1445,36,19.22,95,0.01636,0.00019,"AXIN2,BAG4,CREM,DACT1,DLX2,FOXN3,GZF1,HOXB13,HOXC8,HSF4,LHX9,MAEL,MAGEB17,MEF2C,MEIS2,NKX6-3,NR2F1,NR4A2,NR4A3,PAX6,PAX9,RBM20,RPS6KA5,SIX1,SIX3,SIX4,SNCA,SOX11,TBX2,TCEAL7,TRDMT1,TWIST1,VGLL4,YAP1,ZEB2,ZNF25"
"GO:0045176","apical protein localization",15,2,0.2,417,0.01651,0.01651,"HCN1,JAM3"
"GO:0050910","detection of mechanical stimulus involved in sensory perception of sound",15,2,0.2,418,0.01651,0.01651,"CHRNA9,COL11A1"
"GO:0046321","positive regulation of fatty acid oxidation",15,2,0.2,419,0.01651,0.01651,"NR4A3,TWIST1"
"GO:0030856","regulation of epithelial cell differentiation",153,6,2.04,422,0.01664,0.01664,"ERRFI1,KRAS,NKX6-3,PAX6,PRKCH,YAP1"
"GO:1901652","response to peptide",500,13,6.65,424,0.01669,0.01669,"CACNA1A,CDO1,COL3A1,GCG,ITGA4,MGARP,NEFL,NR4A2,NR4A3,PAX6,SERPINF1,TCF12,VGF"
"GO:0048585","negative regulation of response to stimulus",1633,32,21.72,428,0.01696,0.01696,"A2M,AXIN2,CARD16,COL3A1,DACT1,DCN,DKK2,DLK1,DLX2,ERRFI1,GRIN3A,HHIP,MMRN1,NR4A2,OXR1,PDE11A,PDE4B,PTPRC,RANBP9,RHOH,ROBO1,ROBO2,RPGRIP1L,SCG2,SNCA,SOCS6,SPRY3,TNIP3,TWIST1,VGLL4,WIF1,YAP1"
"GO:0045934","negative regulation of nucleobase-containing compound metabolic process",1562,38,20.78,96,0.01708,2e-04,"AXIN2,BAG4,CREM,DACT1,DLX2,FOXN3,GZF1,HOXB13,HOXC8,HSF4,LHX9,MAEL,MAGEB17,MEF2C,MEIS2,NKX6-3,NR2F1,NR4A2,NR4A3,PAX6,PAX9,RBM20,RPS6KA5,SIX1,SIX3,SIX4,SNCA,SOX11,TBX2,TCEAL7,TNKS,TNKS2,TRDMT1,TWIST1,VGLL4,YAP1,ZEB2,ZNF25"
"GO:0060412","ventricular septum morphogenesis",41,3,0.55,429,0.01708,0.01708,"ROBO1,ROBO2,SOX11"
"GO:0007605","sensory perception of sound",154,6,2.05,431,0.01713,0.01713,"CHRNA9,CLRN1,COL11A1,PGAP1,SIX1,SLITRK6"
"GO:0048514","blood vessel morphogenesis",613,15,8.15,434,0.01741,0.01741,"ANGPT1,ASB4,COL3A1,DCN,HOXB13,JAM3,NDNF,ROBO1,SCG2,SERPINF1,SIX1,TBX2,THBS2,TWIST1,YAP1"
"GO:1901019","regulation of calcium ion transmembrane transporter activity",75,4,1,437,0.01777,0.01777,"AKAP6,ANK2,CBARP,PDE4B"
"GO:0009968","negative regulation of signal transduction",1265,26,16.83,438,0.0179,0.0179,"AXIN2,CARD16,DACT1,DCN,DKK2,DLK1,DLX2,ERRFI1,HHIP,NR4A2,PDE11A,PDE4B,PTPRC,RANBP9,RHOH,ROBO1,RPGRIP1L,SCG2,SNCA,SOCS6,SPRY3,TNIP3,TWIST1,VGLL4,WIF1,YAP1"
"GO:0071417","cellular response to organonitrogen compound",632,17,8.41,262,0.01812,0.00479,"AKAP6,CACNA1A,COL1A2,COL3A1,COL5A2,FDX1,GCG,HCN1,ITGA4,MEF2C,MGARP,NR4A2,NR4A3,PAX6,PDE4B,SIX1,SNCA"
"GO:0022008","neurogenesis",1698,61,22.59,3,0.01817,2.9e-13,"ADGRL3,ATCAY,CLRN1,CNTN1,CNTNAP1,COL3A1,CRB1,DIO3,DLX2,DOCK10,EPHA3,EPHA7,ETV1,FEZ1,FZD3,GPM6B,GRIN3A,HCN1,HERC1,HHIP,HOXC8,ITGA4,KRAS,LAMA2,LHX9,MAP1A,MEF2C,MGARP,NAV3,NCAM2,NDNF,NEFL,NR2F1,NR4A2,PAX6,PCM1,PRKCH,ROBO1,ROBO2,RPGRIP1L,RPS6KA5,SCLT1,SERPINF1,SIX1,SIX3,SIX4,SLC23A2,SLITRK6,SOX11,SPRY3,SYT1,TBX2,TCF12,TCF4,TWIST1,UNC13A,WASF1,YAP1,ZDHHC15,ZEB2,ZNF521"
"GO:0085029","extracellular matrix assembly",42,3,0.56,439,0.01822,0.01822,"COL1A2,COL3A1,GPM6B"
"GO:0031346","positive regulation of cell projection organization",348,10,4.63,440,0.01841,0.01841,"CLRN1,CNTN1,EPHA3,FEZ1,NDNF,NEFL,ROBO1,ROBO2,SERPINF1,ZDHHC15"
"GO:0097305","response to alcohol",249,8,3.31,441,0.01858,0.01858,"A2M,CDO1,FDX1,GRIN3A,NEFL,PAX6,PTPRC,SLC23A2"
"GO:2000291","regulation of myoblast proliferation",16,2,0.21,443,0.0187,0.0187,"MEIS2,SIX1"
"GO:0014857","regulation of skeletal muscle cell proliferation",16,2,0.21,444,0.0187,0.0187,"ANGPT1,SIX1"
"GO:1900117","regulation of execution phase of apoptosis",16,2,0.21,445,0.0187,0.0187,"FZD3,GCG"
"GO:0042063","gliogenesis",329,12,4.38,185,0.01915,0.00157,"CNTN1,CNTNAP1,COL3A1,CRB1,DLX2,GPM6B,KRAS,LAMA2,PAX6,PRKCH,SOX11,ZEB2"
"GO:0040011","locomotion",1212,25,16.12,449,0.01931,0.01931,"ANGPT1,BAG4,COL3A1,DCN,DOCK10,EPHA7,ITGA4,JAM2,JAM3,LAMA2,MEF2C,NAV3,NEFL,NR4A3,PAX6,PDE4B,PIK3C2G,PTPRC,ROBO1,ROBO2,SCG2,SERPINF1,SNCA,TWIST1,ZEB2"
"GO:0018198","peptidyl-cysteine modification",43,3,0.57,451,0.0194,0.0194,"OXR1,ZDHHC15,ZDHHC22"
"GO:0045597","positive regulation of cell differentiation",845,26,11.24,57,0.0194,6.2e-05,"AKAP6,ASB4,AXIN2,DLX2,FZD3,KRAS,LAMA2,MEF2C,NEFL,PAX6,PBRM1,PPP2R3C,PRKCH,PTPRC,RHOH,ROBO1,ROBO2,SERPINF1,SIX1,SOX11,TCF12,TCF4,TWIST1,WIF1,YAP1,ZEB2"
"GO:0050808","synapse organization",480,19,6.38,48,0.01952,2.4e-05,"ADGRL3,CBLN2,CNTNAP1,DOCK10,EPHA7,MEF2C,NEFL,PCDHB14,ROBO2,RPS6KA5,SIX1,SIX4,SLITRK6,SNCA,SPARCL1,THBS2,UNC13A,WASF1,ZDHHC15"
"GO:0051928","positive regulation of calcium ion transport",117,5,1.56,453,0.0201,0.0201,"AKAP6,ANK2,GCG,MCHR1,SNCA"
"GO:0071230","cellular response to amino acid stimulus",78,4,1.04,454,0.02023,0.02023,"COL1A2,COL3A1,COL5A2,SIX1"
"GO:0097009","energy homeostasis",78,4,1.04,455,0.02023,0.02023,"MEX3C,NR4A3,TWIST1,VGF"
"GO:0072359","circulatory system development",1113,31,14.8,70,0.02031,7.6e-05,"ADAMTS6,AKAP6,ANGPT1,ANK2,ASB4,AXIN2,CACNA1C,COL11A1,COL1A2,COL3A1,DCN,ERRFI1,HOXB13,JAM3,MEF2C,NDNF,PAX6,RBM20,ROBO1,ROBO2,RPGRIP1L,SCG2,SERPINF1,SIX1,SOX11,TBX2,THBS2,TWIST1,VGLL4,WIF1,YAP1"
"GO:0035239","tube morphogenesis",857,24,11.4,129,0.0204,0.00048,"ANGPT1,ASB4,COL3A1,DACT1,DCN,EPHA7,FZD3,GZF1,HHIP,HOXB13,JAM3,KRAS,MEF2C,NDNF,ROBO1,SCG2,SERPINF1,SIX1,SIX4,SOX11,TBX2,THBS2,TWIST1,YAP1"
"GO:0002920","regulation of humoral immune response",44,3,0.59,457,0.02062,0.02062,"A2M,PPP2R3C,PTPRC"
"GO:0060428","lung epithelium development",44,3,0.59,458,0.02062,0.02062,"ERRFI1,KRAS,YAP1"
"GO:0035329","hippo signaling",44,3,0.59,459,0.02062,0.02062,"SOX11,VGLL4,YAP1"
"GO:0021879","forebrain neuron differentiation",44,3,0.59,460,0.02062,0.02062,"DLX2,NDNF,PAX6"
"GO:0003254","regulation of membrane depolarization",44,3,0.59,461,0.02062,0.02062,"DCN,HCN1,PPP2R3C"
"GO:0051100","negative regulation of binding",118,5,1.57,462,0.02077,0.02077,"CARD16,DACT1,ITGA4,SOX11,TNKS"
"GO:0070507","regulation of microtubule cytoskeleton organization",161,6,2.14,464,0.02083,0.02083,"CHMP1B,EPHA3,MAP1A,NAV3,SLAIN1,SNCA"
"GO:0007155","cell adhesion",1503,44,19.99,20,0.02093,4.9e-07,"ADGRL3,ANGPT1,BAG4,CADM2,CD226,CDH19,CNTN1,CNTNAP1,COL3A1,CRB1,DAPL1,DMP1,ENTPD1,EPHA3,EPHA7,FEZ1,FGL1,FNDC3A,GPM6B,HMCN1,ILDR2,ITGA10,ITGA4,JAM2,JAM3,LAMA2,MMRN1,NCAM2,NDNF,NR4A3,PBRM1,PCDH18,PCDHA1,PCDHB14,PTPRC,RHOH,ROBO1,ROBO2,RSU1,SLC23A2,SOCS6,SPARCL1,SPECC1L,THBS2"
"GO:0007063","regulation of sister chromatid cohesion",17,2,0.23,465,0.02101,0.02101,"AXIN2,TNKS"
"GO:0014841","skeletal muscle satellite cell proliferation",17,2,0.23,466,0.02101,0.02101,"ANGPT1,SIX1"
"GO:0072074","kidney mesenchyme development",17,2,0.23,467,0.02101,0.02101,"SIX1,SIX4"
