evidence_path,original_local_path,bytes,sha256
docs/cluster/evidence/cnvkit_commands.txt,judy_archive/data/cnvkit wes - new/commands.txt,10749,3d47d39646843ea4f283e309a5faa1b79159e5d2c1c5c9fbfcf1dbfd67cf8866
docs/cluster/evidence/cnvkit_command_diagram.txt,judy_archive/data/cnvkit wes - new/command_diagram.txt,2791,b6a9aab9ccc7e59ea6108b9d67e9d20af6efd649556a1124cc89adbee1520d60
