source_id,role,model_or_reference,project_path,bundle_relative_path,sha256,bytes,original_cluster_path,inventory_sha256,inventory_hash_match,availability
WQC0156,mosdepth md per-base target cumulative fractions,TOV3121D,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/mosdepth/TOV3121D_P68/TOV3121D_P68.md.mosdepth.region.dist.txt,sarek_3.5.1_run/reports/mosdepth/TOV3121D_P68/TOV3121D_P68.md.mosdepth.region.dist.txt,a9d65c7a28895464b9a870521022147a6e0cf6a84234426276ffcc48e5570e8e,772614,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/mosdepth/TOV3121D_P68/TOV3121D_P68.md.mosdepth.region.dist.txt,a9d65c7a28895464b9a870521022147a6e0cf6a84234426276ffcc48e5570e8e,True,present
WQC0157,samtools recal primary report,TOV3121D,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/samtools/TOV3121D_P68/TOV3121D_P68.recal.cram.stats,sarek_3.5.1_run/reports/samtools/TOV3121D_P68/TOV3121D_P68.recal.cram.stats,345527053632c5eae4c73cadccc83667ca92c3664828400124e000c73d4a4b68,117932,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/samtools/TOV3121D_P68/TOV3121D_P68.recal.cram.stats,345527053632c5eae4c73cadccc83667ca92c3664828400124e000c73d4a4b68,True,present
WQC0158,mosdepth recal integer depth-sum and target length,TOV3121D,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/mosdepth/TOV3121D_P68/TOV3121D_P68.recal.mosdepth.summary.txt,sarek_3.5.1_run/reports/mosdepth/TOV3121D_P68/TOV3121D_P68.recal.mosdepth.summary.txt,919854eb1843d8c4cf7d756f609ddc16a978bf40614a66f667ff64ba3555521f,3204,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/mosdepth/TOV3121D_P68/TOV3121D_P68.recal.mosdepth.summary.txt,919854eb1843d8c4cf7d756f609ddc16a978bf40614a66f667ff64ba3555521f,True,present
WQC0159,mosdepth recal per-base target cumulative fractions,TOV3121D,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/mosdepth/TOV3121D_P68/TOV3121D_P68.recal.mosdepth.region.dist.txt,sarek_3.5.1_run/reports/mosdepth/TOV3121D_P68/TOV3121D_P68.recal.mosdepth.region.dist.txt,a25d7d02fdd1174b192e6a44da8b35535b17b41d934e3447209e13c05a801d31,772558,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/mosdepth/TOV3121D_P68/TOV3121D_P68.recal.mosdepth.region.dist.txt,a25d7d02fdd1174b192e6a44da8b35535b17b41d934e3447209e13c05a801d31,True,present
WQC0160,Picard/GATK MarkDuplicates primary library metrics,TOV3121D,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/markduplicates/TOV3121D_P68/TOV3121D_P68.md.cram.metrics,sarek_3.5.1_run/reports/markduplicates/TOV3121D_P68/TOV3121D_P68.md.cram.metrics,b248b6cd6f8de01b4182a68c10e9d6bdda9ba759d2d6d31ee9bdc935b9321547,4202,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/markduplicates/TOV3121D_P68/TOV3121D_P68.md.cram.metrics,b248b6cd6f8de01b4182a68c10e9d6bdda9ba759d2d6d31ee9bdc935b9321547,True,present
WQC0161,GATK CalculateContamination primary table,TOV3121D,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/variant_calling/mutect2/TOV3121D_P68/TOV3121D_P68.mutect2.contamination.table,sarek_3.5.1_run/variant_calling/mutect2/TOV3121D_P68/TOV3121D_P68.mutect2.contamination.table,dd1c8e57664df258e7e7214f472e141a75078ded24043d7a24057ee44e8955e9,96,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/variant_calling/mutect2/TOV3121D_P68/TOV3121D_P68.mutect2.contamination.table,dd1c8e57664df258e7e7214f472e141a75078ded24043d7a24057ee44e8955e9,True,present
WQC0162,samtools md primary report,TOV3121EP,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/samtools/TOV3121EP_P68/TOV3121EP_P68.md.cram.stats,sarek_3.5.1_run/reports/samtools/TOV3121EP_P68/TOV3121EP_P68.md.cram.stats,0db26f6401926ce24c5bc4287ed4ee6fd56e9859f81910d9357009c320a8aec4,93675,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/samtools/TOV3121EP_P68/TOV3121EP_P68.md.cram.stats,0db26f6401926ce24c5bc4287ed4ee6fd56e9859f81910d9357009c320a8aec4,True,present
WQC0163,mosdepth md integer depth-sum and target length,TOV3121EP,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/mosdepth/TOV3121EP_P68/TOV3121EP_P68.md.mosdepth.summary.txt,sarek_3.5.1_run/reports/mosdepth/TOV3121EP_P68/TOV3121EP_P68.md.mosdepth.summary.txt,eba9c60d4301b1c47241aa47f78b507acaed4d93704d20874811d2efc9cbe0f3,197192,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/mosdepth/TOV3121EP_P68/TOV3121EP_P68.md.mosdepth.summary.txt,eba9c60d4301b1c47241aa47f78b507acaed4d93704d20874811d2efc9cbe0f3,True,present
WQC0164,mosdepth md per-base target cumulative fractions,TOV3121EP,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/mosdepth/TOV3121EP_P68/TOV3121EP_P68.md.mosdepth.region.dist.txt,sarek_3.5.1_run/reports/mosdepth/TOV3121EP_P68/TOV3121EP_P68.md.mosdepth.region.dist.txt,a3b44034bf35e46552bc83f9399068aaea1f0808aa553f48a5ff4f84180aafc9,774260,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/mosdepth/TOV3121EP_P68/TOV3121EP_P68.md.mosdepth.region.dist.txt,a3b44034bf35e46552bc83f9399068aaea1f0808aa553f48a5ff4f84180aafc9,True,present
WQC0165,samtools recal primary report,TOV3121EP,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/samtools/TOV3121EP_P68/TOV3121EP_P68.recal.cram.stats,sarek_3.5.1_run/reports/samtools/TOV3121EP_P68/TOV3121EP_P68.recal.cram.stats,da9d6dc3c0af8c20d492f53161dc09dd7716e0fd03d0e9f4c619233a49372287,119154,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/samtools/TOV3121EP_P68/TOV3121EP_P68.recal.cram.stats,da9d6dc3c0af8c20d492f53161dc09dd7716e0fd03d0e9f4c619233a49372287,True,present
WQC0166,mosdepth recal integer depth-sum and target length,TOV3121EP,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/mosdepth/TOV3121EP_P68/TOV3121EP_P68.recal.mosdepth.summary.txt,sarek_3.5.1_run/reports/mosdepth/TOV3121EP_P68/TOV3121EP_P68.recal.mosdepth.summary.txt,100727bb2c7c6b383833243255ad49ff359f4feba0c3593762df2f020096f398,3207,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/mosdepth/TOV3121EP_P68/TOV3121EP_P68.recal.mosdepth.summary.txt,100727bb2c7c6b383833243255ad49ff359f4feba0c3593762df2f020096f398,True,present
WQC0167,mosdepth recal per-base target cumulative fractions,TOV3121EP,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/mosdepth/TOV3121EP_P68/TOV3121EP_P68.recal.mosdepth.region.dist.txt,sarek_3.5.1_run/reports/mosdepth/TOV3121EP_P68/TOV3121EP_P68.recal.mosdepth.region.dist.txt,31a634448d010411f98bc1421a9ad8041e1f40366716304bcb58489b3a3dd888,774204,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/mosdepth/TOV3121EP_P68/TOV3121EP_P68.recal.mosdepth.region.dist.txt,31a634448d010411f98bc1421a9ad8041e1f40366716304bcb58489b3a3dd888,True,present
WQC0168,Picard/GATK MarkDuplicates primary library metrics,TOV3121EP,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/markduplicates/TOV3121EP_P68/TOV3121EP_P68.md.cram.metrics,sarek_3.5.1_run/reports/markduplicates/TOV3121EP_P68/TOV3121EP_P68.md.cram.metrics,d6534057d166292d5ce30631664c63b2de8053a77f7c6aed8627ce28dce6b32e,4279,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/markduplicates/TOV3121EP_P68/TOV3121EP_P68.md.cram.metrics,d6534057d166292d5ce30631664c63b2de8053a77f7c6aed8627ce28dce6b32e,True,present
WQC0169,GATK CalculateContamination primary table,TOV3121EP,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/variant_calling/mutect2/TOV3121EP_P68/TOV3121EP_P68.mutect2.contamination.table,sarek_3.5.1_run/variant_calling/mutect2/TOV3121EP_P68/TOV3121EP_P68.mutect2.contamination.table,519076bcc5f5a62513ec86d874585421e4f1c6bba388493d469f295d660af8bd,97,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/variant_calling/mutect2/TOV3121EP_P68/TOV3121EP_P68.mutect2.contamination.table,519076bcc5f5a62513ec86d874585421e4f1c6bba388493d469f295d660af8bd,True,present
WQC0170,samtools md primary report,TOV3133D,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/samtools/TOV3133D_P66/TOV3133D_P66.md.cram.stats,sarek_3.5.1_run/reports/samtools/TOV3133D_P66/TOV3133D_P66.md.cram.stats,1c419942f727df2e6476d583b0810d8e1ebe5b1dd7cc8e9ca160c95407b58598,93703,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/samtools/TOV3133D_P66/TOV3133D_P66.md.cram.stats,1c419942f727df2e6476d583b0810d8e1ebe5b1dd7cc8e9ca160c95407b58598,True,present
WQC0171,mosdepth md integer depth-sum and target length,TOV3133D,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/mosdepth/TOV3133D_P66/TOV3133D_P66.md.mosdepth.summary.txt,sarek_3.5.1_run/reports/mosdepth/TOV3133D_P66/TOV3133D_P66.md.mosdepth.summary.txt,21e44a9ddb4fde2230fd6a5a5de9edd508c5d4337ed56b907f2576326caa5228,197177,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/mosdepth/TOV3133D_P66/TOV3133D_P66.md.mosdepth.summary.txt,21e44a9ddb4fde2230fd6a5a5de9edd508c5d4337ed56b907f2576326caa5228,True,present
WQC0172,mosdepth md per-base target cumulative fractions,TOV3133D,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/mosdepth/TOV3133D_P66/TOV3133D_P66.md.mosdepth.region.dist.txt,sarek_3.5.1_run/reports/mosdepth/TOV3133D_P66/TOV3133D_P66.md.mosdepth.region.dist.txt,c96cd79fa2fe971fc38edc5b0e5de3371943f83ba16f722b9df454e348904b63,849206,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/mosdepth/TOV3133D_P66/TOV3133D_P66.md.mosdepth.region.dist.txt,c96cd79fa2fe971fc38edc5b0e5de3371943f83ba16f722b9df454e348904b63,True,present
WQC0173,samtools recal primary report,TOV3133D,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/samtools/TOV3133D_P66/TOV3133D_P66.recal.cram.stats,sarek_3.5.1_run/reports/samtools/TOV3133D_P66/TOV3133D_P66.recal.cram.stats,45de0bc3fa6377f53bca6c16eac424fc82fbba688e40340fae3f57a6b7841100,116961,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/samtools/TOV3133D_P66/TOV3133D_P66.recal.cram.stats,45de0bc3fa6377f53bca6c16eac424fc82fbba688e40340fae3f57a6b7841100,True,present
WQC0174,mosdepth recal integer depth-sum and target length,TOV3133D,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/mosdepth/TOV3133D_P66/TOV3133D_P66.recal.mosdepth.summary.txt,sarek_3.5.1_run/reports/mosdepth/TOV3133D_P66/TOV3133D_P66.recal.mosdepth.summary.txt,51be3fbb5c0fdc1d46aaf34112f297c9e0f72aa7384b8ea626bb10aeb99b52e7,3134,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/mosdepth/TOV3133D_P66/TOV3133D_P66.recal.mosdepth.summary.txt,51be3fbb5c0fdc1d46aaf34112f297c9e0f72aa7384b8ea626bb10aeb99b52e7,True,present
WQC0175,mosdepth recal per-base target cumulative fractions,TOV3133D,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/mosdepth/TOV3133D_P66/TOV3133D_P66.recal.mosdepth.region.dist.txt,sarek_3.5.1_run/reports/mosdepth/TOV3133D_P66/TOV3133D_P66.recal.mosdepth.region.dist.txt,187dfeb6a9978d517f8a72fde0dae260dd91b471ef208885b88827f763e8afc9,849122,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/mosdepth/TOV3133D_P66/TOV3133D_P66.recal.mosdepth.region.dist.txt,187dfeb6a9978d517f8a72fde0dae260dd91b471ef208885b88827f763e8afc9,True,present
WQC0176,Picard/GATK MarkDuplicates primary library metrics,TOV3133D,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/markduplicates/TOV3133D_P66/TOV3133D_P66.md.cram.metrics,sarek_3.5.1_run/reports/markduplicates/TOV3133D_P66/TOV3133D_P66.md.cram.metrics,fb954219f99679613677264f87ea7f7bf1111a7a6a8561141274ee6e676c6bdf,4439,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/markduplicates/TOV3133D_P66/TOV3133D_P66.md.cram.metrics,fb954219f99679613677264f87ea7f7bf1111a7a6a8561141274ee6e676c6bdf,True,present
WQC0177,GATK CalculateContamination primary table,TOV3133D,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/variant_calling/mutect2/TOV3133D_P66/TOV3133D_P66.mutect2.contamination.table,sarek_3.5.1_run/variant_calling/mutect2/TOV3133D_P66/TOV3133D_P66.mutect2.contamination.table,43879f7fbec4f25dde2556734b1cdff07c0a756f088c803a7f0c6b12d2a9dbf8,77,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/variant_calling/mutect2/TOV3133D_P66/TOV3133D_P66.mutect2.contamination.table,43879f7fbec4f25dde2556734b1cdff07c0a756f088c803a7f0c6b12d2a9dbf8,True,present
WQC0178,samtools md primary report,TOV3133G,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/samtools/TOV3133G_P65/TOV3133G_P65.md.cram.stats,sarek_3.5.1_run/reports/samtools/TOV3133G_P65/TOV3133G_P65.md.cram.stats,e5479fe9595aca3732edfdac61f14f89d8d9940cb2da4b942cf48cf61d15aecd,93325,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/samtools/TOV3133G_P65/TOV3133G_P65.md.cram.stats,e5479fe9595aca3732edfdac61f14f89d8d9940cb2da4b942cf48cf61d15aecd,True,present
WQC0179,mosdepth md integer depth-sum and target length,TOV3133G,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/mosdepth/TOV3133G_P65/TOV3133G_P65.md.mosdepth.summary.txt,sarek_3.5.1_run/reports/mosdepth/TOV3133G_P65/TOV3133G_P65.md.mosdepth.summary.txt,6af19cc25c3877251783dce92493d5e536a401eb3a5931be6910bd1433d52b2d,199578,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/mosdepth/TOV3133G_P65/TOV3133G_P65.md.mosdepth.summary.txt,6af19cc25c3877251783dce92493d5e536a401eb3a5931be6910bd1433d52b2d,True,present
WQC0180,mosdepth md per-base target cumulative fractions,TOV3133G,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/mosdepth/TOV3133G_P65/TOV3133G_P65.md.mosdepth.region.dist.txt,sarek_3.5.1_run/reports/mosdepth/TOV3133G_P65/TOV3133G_P65.md.mosdepth.region.dist.txt,477eab592414172d860b6e22bd8fda168e3cbbad9f88a20c2a50d74a3f793a1c,794898,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/mosdepth/TOV3133G_P65/TOV3133G_P65.md.mosdepth.region.dist.txt,477eab592414172d860b6e22bd8fda168e3cbbad9f88a20c2a50d74a3f793a1c,True,present
WQC0181,samtools recal primary report,TOV3133G,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/samtools/TOV3133G_P65/TOV3133G_P65.recal.cram.stats,sarek_3.5.1_run/reports/samtools/TOV3133G_P65/TOV3133G_P65.recal.cram.stats,6f9740bda8af0a1edd902107690f590081d511e6cfb59a65f14056ae16844969,115891,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/samtools/TOV3133G_P65/TOV3133G_P65.recal.cram.stats,6f9740bda8af0a1edd902107690f590081d511e6cfb59a65f14056ae16844969,True,present
WQC0182,mosdepth recal integer depth-sum and target length,TOV3133G,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/mosdepth/TOV3133G_P65/TOV3133G_P65.recal.mosdepth.summary.txt,sarek_3.5.1_run/reports/mosdepth/TOV3133G_P65/TOV3133G_P65.recal.mosdepth.summary.txt,95732937cd8cc9bdd67faf77f4042b8b3cf213bd4cf5436b857e302d473c017b,3217,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/mosdepth/TOV3133G_P65/TOV3133G_P65.recal.mosdepth.summary.txt,95732937cd8cc9bdd67faf77f4042b8b3cf213bd4cf5436b857e302d473c017b,True,present
WQC0183,mosdepth recal per-base target cumulative fractions,TOV3133G,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/mosdepth/TOV3133G_P65/TOV3133G_P65.recal.mosdepth.region.dist.txt,sarek_3.5.1_run/reports/mosdepth/TOV3133G_P65/TOV3133G_P65.recal.mosdepth.region.dist.txt,24ae5ee0622e5988f9a3b4bb7320bf9875263e1613f4906a18e704bfa2752d4e,794842,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/mosdepth/TOV3133G_P65/TOV3133G_P65.recal.mosdepth.region.dist.txt,24ae5ee0622e5988f9a3b4bb7320bf9875263e1613f4906a18e704bfa2752d4e,True,present
WQC0184,Picard/GATK MarkDuplicates primary library metrics,TOV3133G,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/markduplicates/TOV3133G_P65/TOV3133G_P65.md.cram.metrics,sarek_3.5.1_run/reports/markduplicates/TOV3133G_P65/TOV3133G_P65.md.cram.metrics,5c87567bdd9301938da0237ed0e2a99d3df1e40b80279962b5a0e50916e485c2,4656,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/markduplicates/TOV3133G_P65/TOV3133G_P65.md.cram.metrics,5c87567bdd9301938da0237ed0e2a99d3df1e40b80279962b5a0e50916e485c2,True,present
WQC0185,GATK CalculateContamination primary table,TOV3133G,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/variant_calling/mutect2/TOV3133G_P65/TOV3133G_P65.mutect2.contamination.table,sarek_3.5.1_run/variant_calling/mutect2/TOV3133G_P65/TOV3133G_P65.mutect2.contamination.table,de6721c96e776acd2a157b841d9f52dee0b778d8082049d34a59a67fc72ee6b2,96,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/variant_calling/mutect2/TOV3133G_P65/TOV3133G_P65.mutect2.contamination.table,de6721c96e776acd2a157b841d9f52dee0b778d8082049d34a59a67fc72ee6b2,True,present
WQC0186,samtools md primary report,TOV3392D,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/samtools/TOV3392D_P69/TOV3392D_P69.md.cram.stats,sarek_3.5.1_run/reports/samtools/TOV3392D_P69/TOV3392D_P69.md.cram.stats,9dcb55f2f7a2c1a80496a184be11b50daf7b1c4562edd679d9a099f66d104ca2,97197,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/samtools/TOV3392D_P69/TOV3392D_P69.md.cram.stats,9dcb55f2f7a2c1a80496a184be11b50daf7b1c4562edd679d9a099f66d104ca2,True,present
WQC0187,mosdepth md integer depth-sum and target length,TOV3392D,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/mosdepth/TOV3392D_P69/TOV3392D_P69.md.mosdepth.summary.txt,sarek_3.5.1_run/reports/mosdepth/TOV3392D_P69/TOV3392D_P69.md.mosdepth.summary.txt,86467516a24eea0486eebf50c905561673f7cdd1b70feca95f0bc2626caeb188,208119,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/mosdepth/TOV3392D_P69/TOV3392D_P69.md.mosdepth.summary.txt,86467516a24eea0486eebf50c905561673f7cdd1b70feca95f0bc2626caeb188,True,present
WQC0188,mosdepth md per-base target cumulative fractions,TOV3392D,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/mosdepth/TOV3392D_P69/TOV3392D_P69.md.mosdepth.region.dist.txt,sarek_3.5.1_run/reports/mosdepth/TOV3392D_P69/TOV3392D_P69.md.mosdepth.region.dist.txt,ff4156e344a1d747118a7cb01aad660fa3a911ee5995be81b348edcb95cc945a,814075,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/mosdepth/TOV3392D_P69/TOV3392D_P69.md.mosdepth.region.dist.txt,ff4156e344a1d747118a7cb01aad660fa3a911ee5995be81b348edcb95cc945a,True,present
WQC0189,samtools recal primary report,TOV3392D,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/samtools/TOV3392D_P69/TOV3392D_P69.recal.cram.stats,sarek_3.5.1_run/reports/samtools/TOV3392D_P69/TOV3392D_P69.recal.cram.stats,906743f14da5a5efbdb72468800066392fdc97a1703c2ac39ae284684d08d325,117578,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/samtools/TOV3392D_P69/TOV3392D_P69.recal.cram.stats,906743f14da5a5efbdb72468800066392fdc97a1703c2ac39ae284684d08d325,True,present
WQC0190,mosdepth recal integer depth-sum and target length,TOV3392D,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/mosdepth/TOV3392D_P69/TOV3392D_P69.recal.mosdepth.summary.txt,sarek_3.5.1_run/reports/mosdepth/TOV3392D_P69/TOV3392D_P69.recal.mosdepth.summary.txt,4c3e2a26a1fd897ed71534499014ec4b2d701ef32e50acf0bca01fad9292b519,3142,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/mosdepth/TOV3392D_P69/TOV3392D_P69.recal.mosdepth.summary.txt,4c3e2a26a1fd897ed71534499014ec4b2d701ef32e50acf0bca01fad9292b519,True,present
WQC0191,mosdepth recal per-base target cumulative fractions,TOV3392D,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/mosdepth/TOV3392D_P69/TOV3392D_P69.recal.mosdepth.region.dist.txt,sarek_3.5.1_run/reports/mosdepth/TOV3392D_P69/TOV3392D_P69.recal.mosdepth.region.dist.txt,654c4685b8a1bf8f8e990fbf4f8a6e09569f4f1b8f2a2d3c6a40e7ef4b502400,813991,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/mosdepth/TOV3392D_P69/TOV3392D_P69.recal.mosdepth.region.dist.txt,654c4685b8a1bf8f8e990fbf4f8a6e09569f4f1b8f2a2d3c6a40e7ef4b502400,True,present
WQC0192,Picard/GATK MarkDuplicates primary library metrics,TOV3392D,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/markduplicates/TOV3392D_P69/TOV3392D_P69.md.cram.metrics,sarek_3.5.1_run/reports/markduplicates/TOV3392D_P69/TOV3392D_P69.md.cram.metrics,e79905289d66b63f8e90d4f0bb3ec06f4e51fdd5ca9f94e2fee63b7c314e0752,4257,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/markduplicates/TOV3392D_P69/TOV3392D_P69.md.cram.metrics,e79905289d66b63f8e90d4f0bb3ec06f4e51fdd5ca9f94e2fee63b7c314e0752,True,present
WQC0193,GATK CalculateContamination primary table,TOV3392D,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/variant_calling/mutect2/TOV3392D_P69/TOV3392D_P69.mutect2.contamination.table,sarek_3.5.1_run/variant_calling/mutect2/TOV3392D_P69/TOV3392D_P69.mutect2.contamination.table,bdb8a920db28fb1af635d42a5e545b3c6298bd343bfed164888f6b5b3abf1136,95,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/variant_calling/mutect2/TOV3392D_P69/TOV3392D_P69.mutect2.contamination.table,bdb8a920db28fb1af635d42a5e545b3c6298bd343bfed164888f6b5b3abf1136,True,present
WQC0194,samtools md primary report,TOV81D,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/samtools/TOV81D_P23/TOV81D_P23.md.cram.stats,sarek_3.5.1_run/reports/samtools/TOV81D_P23/TOV81D_P23.md.cram.stats,8d854d3d82bb92b1d255decbd1d38e77b3f5aaba0e4d51c01327e14db9fb9ec1,99656,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/samtools/TOV81D_P23/TOV81D_P23.md.cram.stats,8d854d3d82bb92b1d255decbd1d38e77b3f5aaba0e4d51c01327e14db9fb9ec1,True,present
WQC0195,mosdepth md integer depth-sum and target length,TOV81D,data/cluster_wes_retrieval/2026-09-05/ovcan_human_wes_handoff_2026-09-05/sarek_3.5.1_run/reports/mosdepth/TOV81D_P23/TOV81D_P23.md.mosdepth.summary.txt,sarek_3.5.1_run/reports/mosdepth/TOV81D_P23/TOV81D_P23.md.mosdepth.summary.txt,3b20ba03daa2d87813d87b4b52699b9983e77253a0b6d17098dcd5a10b434cd0,207323,/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/reports/mosdepth/TOV81D_P23/TOV81D_P23.md.mosdepth.summary.txt,3b20ba03daa2d87813d87b4b52699b9983e77253a0b6d17098dcd5a10b434cd0,True,present
