signature,cell_line,contribution,total_fitted,rel_contribution,reference_set,boot_mean,boot_median,boot_lo95,boot_hi95,boot_selected_frac,n_boots,signature_group,n_snv_used,cosmic_source,cosmic_genome,mutationalpatterns_version,fit_method,max_delta,n_boots_requested,bootstrap_input_sha256,subtype,is_hypermutator
SBS94,OV3133-R2,0,391.17715671243946,0,full,0.5746327146106676,0,0,0,0.01,200,other,395,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS24,OV3291,72.5075719693775,413.0692105457035,0.17553371231321774,full,63.84573947924529,62.89233449607501,0,107.04388513843944,0.955,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS39,OV3291,72.07831835566112,413.0692105457035,0.17449453146226718,full,35.64738575747545,35.62111575914668,0,94.70236587306728,0.59,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS4,OV3291,50.7146780716006,413.0692105457035,0.12277525600274519,full,33.174783337742944,32.01083832788611,0,93.97385435065556,0.62,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS12,OV3291,45.97693572467091,413.0692105457035,0.11130564697361739,full,26.56843583409935,26.16787127510147,0,73.22708365285007,0.635,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS89,OV3291,40.13060907016184,413.0692105457035,0.09715226418629824,full,29.844618722510237,27.229488081745572,0,95.75035397038964,0.59,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS44,OV3291,40.103284513964034,413.0692105457035,0.09708611411870616,full,13.998876901888757,0,0,63.69597085946757,0.33,200,MMR-d / MSI,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS1,OV3291,38.27969095987935,413.0692105457035,0.09267137318055794,full,22.34939818080304,25.72532830672397,0,51.60340280908037,0.67,200,clock-like (age),430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS19,OV3291,28.212046162982176,413.0692105457035,0.06829859365628194,full,13.085258494097117,0,0,40.87013983916444,0.49,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS7a,OV3291,25.06607571740602,413.0692105457035,0.060682508106308285,full,14.286887263755778,17.748507534692557,0,35.80128105347055,0.595,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS2,OV3291,0,413.0692105457035,0,full,0.8825293757005943,0,0,13.241485092146307,0.07,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS3,OV3291,0,413.0692105457035,0,full,10.916755879957291,0,0,122.65688969838833,0.13,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS5,OV3291,0,413.0692105457035,0,full,2.9013655915754737,0,0,28.753892331871235,0.03,200,clock-like (age),430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS6,OV3291,0,413.0692105457035,0,full,15.518467407543064,0,0,73.85705757180577,0.32,200,MMR-d / MSI,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS7b,OV3291,0,413.0692105457035,0,full,8.097835995829778,0,0,45.73234359260117,0.25,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS7d,OV3291,0,413.0692105457035,0,full,0.22030306139711137,0,0,0,0.01,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS8,OV3291,0,413.0692105457035,0,full,14.855242990453124,0,0,69.08800711566501,0.355,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS10a,OV3291,0,413.0692105457035,0,full,0.10424240987501628,0,0,0,0.01,200,POLE proofreading,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS10b,OV3291,0,413.0692105457035,0,full,0.34582260390810654,0,0,0,0.02,200,POLE proofreading,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS10c,OV3291,0,413.0692105457035,0,full,0.7427164088235325,0,0,0,0.02,200,POLE proofreading,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS10d,OV3291,0,413.0692105457035,0,full,0.155625223553923,0,0,0,0.01,200,POLE proofreading,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS11,OV3291,0,413.0692105457035,0,full,1.9064439946421656,0,0,25.422527838739317,0.08,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS13,OV3291,0,413.0692105457035,0,full,0.3641889084601401,0,0,0.3118976352339226,0.025,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS14,OV3291,0,413.0692105457035,0,full,1.1370507637999758,0,0,18.33963273582962,0.055,200,MMR-d / MSI,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS15,OV3291,0,413.0692105457035,0,full,3.419406975929435,0,0,32.443241194170454,0.125,200,MMR-d / MSI,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS17a,OV3291,0,413.0692105457035,0,full,0.15421614790608393,0,0,0,0.01,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS17b,OV3291,0,413.0692105457035,0,full,0.49063611885072234,0,0,10.298380182236588,0.045,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS18,OV3291,0,413.0692105457035,0,full,2.152145014361363,0,0,31.701562528917226,0.06,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS20,OV3291,0,413.0692105457035,0,full,4.987392364413822,0,0,34.87439680887174,0.19,200,MMR-d / MSI,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS23,OV3291,0,413.0692105457035,0,full,3.449116346745844,0,0,40.579114308395006,0.115,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS25,OV3291,0,413.0692105457035,0,full,4.787950019662821,0,0,43.56836432704253,0.125,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS26,OV3291,0,413.0692105457035,0,full,14.25804523588424,0,0,56.30988110235144,0.395,200,MMR-d / MSI,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS29,OV3291,0,413.0692105457035,0,full,5.190628702783819,0,0,59.9326756061585,0.12,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS30,OV3291,0,413.0692105457035,0,full,3.885652729943585,0,0,40.584624180186296,0.115,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS31,OV3291,0,413.0692105457035,0,full,4.1679089304241055,0,0,44.16625454758442,0.12,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS32,OV3291,0,413.0692105457035,0,full,2.279034027630115,0,0,22.97089978101403,0.105,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS36,OV3291,0,413.0692105457035,0,full,0.07722336479571347,0,0,0,0.005,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS37,OV3291,0,413.0692105457035,0,full,13.6659928716878,0,0,59.09676351986425,0.375,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS40,OV3291,0,413.0692105457035,0,full,1.1873070828997865,0,0,0,0.015,200,clock-like (age),430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS41,OV3291,0,413.0692105457035,0,full,0.07069412351162976,0,0,0,0.005,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS42,OV3291,0,413.0692105457035,0,full,1.6230338991616196,0,0,28.6202057659945,0.045,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS84,OV3291,0,413.0692105457035,0,full,5.623472752728084,0,0,41.81584687379944,0.18,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS85,OV3291,0,413.0692105457035,0,full,1.719588823473121,0,0,24.540596545583515,0.075,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS86,OV3291,0,413.0692105457035,0,full,13.526714411512147,0,0,44.601316058443594,0.44,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS87,OV3291,0,413.0692105457035,0,full,17.3974169405934,0,0,63.24517515736037,0.475,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS88,OV3291,0,413.0692105457035,0,full,0.6463397038492402,0,0,13.44797421692588,0.035,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS91,OV3291,0,413.0692105457035,0,full,4.817457953911767,0,0,19.91354210351841,0.32,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS94,OV3291,0,413.0692105457035,0,full,0.0950767426316103,0,0,0,0.005,200,other,430,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS24,OV3331,88.6730188350146,299.7379253844768,0.29583516574111485,full,83.32409025264755,84.43434470382667,37.47047117552109,124.6355349529973,0.995,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS26,OV3331,50.561888130405954,299.7379253844768,0.1686869890273302,full,31.39730784884245,34.30648435835403,0,58.67077445664385,0.865,200,MMR-d / MSI,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS39,OV3331,40.8302132577608,299.7379253844768,0.13621970995291133,full,27.427660431892697,30.08599319163902,0,55.30282476991498,0.8,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS1,OV3331,28.95746662208556,299.7379253844768,0.09660928487758608,full,29.26812661977528,30.24813831445207,0,52.7737961887672,0.89,200,clock-like (age),303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS31,OV3331,24.984093839231193,299.7379253844768,0.0833531285945342,full,19.0917560147232,20.709921406490324,0,52.47468142837031,0.635,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS30,OV3331,23.178077501216134,299.7379253844768,0.0773278105247622,full,5.876852433215016,0,0,33.3269033264283,0.275,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS87,OV3331,22.324156391910567,299.7379253844768,0.07447891808577493,full,17.604756769763416,13.898708031230502,0,66.77902863846423,0.555,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS15,OV3331,20.22901080685202,299.7379253844768,0.06748899319598635,full,15.415187359196818,15.111395032977253,0,47.91657855614032,0.575,200,MMR-d / MSI,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS2,OV3331,0,299.7379253844768,0,full,3.605095149248347,0,0,14.277459604445005,0.35,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS3,OV3331,0,299.7379253844768,0,full,1.0176257905453905,0,0,0,0.02,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS5,OV3331,0,299.7379253844768,0,full,12.645924730169252,0,0,124.05212914735118,0.15,200,clock-like (age),303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS6,OV3331,0,299.7379253844768,0,full,3.625679007879079,0,0,34.71102627325022,0.12,200,MMR-d / MSI,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS7a,OV3331,0,299.7379253844768,0,full,0.277590884925799,0,0,0,0.02,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS7b,OV3331,0,299.7379253844768,0,full,2.0612060317500926,0,0,22.984207021467626,0.11,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS7d,OV3331,0,299.7379253844768,0,full,3.637015931163598,0,0,19.822038120621237,0.245,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS8,OV3331,0,299.7379253844768,0,full,0.3027977102881011,0,0,0,0.015,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS10a,OV3331,0,299.7379253844768,0,full,0.02999766145407998,0,0,0,0.005,200,POLE proofreading,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS10b,OV3331,0,299.7379253844768,0,full,4.0837246561969565,0,0,20.894942136601053,0.3,200,POLE proofreading,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS11,OV3331,0,299.7379253844768,0,full,0.20628852179901808,0,0,0,0.01,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS12,OV3331,0,299.7379253844768,0,full,2.507488855745249,0,0,32.47646567142488,0.095,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS13,OV3331,0,299.7379253844768,0,full,0.3362907391416922,0,0,10.071514287096663,0.03,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS16,OV3331,0,299.7379253844768,0,full,5.298996061295739,0,0,30.483891279791,0.27,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS17a,OV3331,0,299.7379253844768,0,full,4.980739875234442,0,0,17.94824482694052,0.39,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS18,OV3331,0,299.7379253844768,0,full,0.1259551509452867,0,0,0,0.005,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS19,OV3331,0,299.7379253844768,0,full,3.2862241714764218,0,0,24.522612170290326,0.175,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS21,OV3331,0,299.7379253844768,0,full,0.27165885388508354,0,0,0,0.02,200,MMR-d / MSI,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS23,OV3331,0,299.7379253844768,0,full,0.6222035976269391,0,0,12.098721871097403,0.04,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS25,OV3331,0,299.7379253844768,0,full,0.09844653597406158,0,0,0,0.005,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS29,OV3331,0,299.7379253844768,0,full,2.50402803943,0,0,27.99905619182077,0.1,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS32,OV3331,0,299.7379253844768,0,full,8.25673078694314,0,0,38.55312379342464,0.36,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS33,OV3331,0,299.7379253844768,0,full,0.20398519042993823,0,0,0,0.02,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS37,OV3331,0,299.7379253844768,0,full,0.3067023031243395,0,0,0,0.015,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS84,OV3331,0,299.7379253844768,0,full,0.03579148440847675,0,0,0,0.005,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS89,OV3331,0,299.7379253844768,0,full,8.640784021910028,0,0,45.328481624750665,0.33,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS91,OV3331,0,299.7379253844768,0,full,0.04267830090909576,0,0,0,0.005,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS92,OV3331,0,299.7379253844768,0,full,6.04024701394539,0,0,56.38728101382061,0.13,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS94,OV3331,0,299.7379253844768,0,full,0.4139408106285495,0,0,0,0.015,200,other,303,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS5,OV90,135.1724786100031,557.485399079141,0.24246819528059774,full,141.18397441690308,154.07059170295403,0,315.8968433892609,0.82,200,clock-like (age),583,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS6,OV90,92.82003835313675,557.485399079141,0.16649770291106758,full,51.17954968323317,52.09260664275681,0,127.24821704502168,0.73,200,MMR-d / MSI,583,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
