signature,cell_line,contribution,total_fitted,rel_contribution,reference_set,boot_mean,boot_median,boot_lo95,boot_hi95,boot_selected_frac,n_boots,signature_group,n_snv_used,cosmic_source,cosmic_genome,mutationalpatterns_version,fit_method,max_delta,n_boots_requested,bootstrap_input_sha256,subtype,is_hypermutator
SBS7c,TOV3121D,0,320.4848620389088,0,full,0.9712187365322832,0,0,14.804844161814152,0.07,200,other,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS7d,TOV3121D,0,320.4848620389088,0,full,1.329069887118076,0,0,15.355208385580786,0.1,200,other,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS10a,TOV3121D,0,320.4848620389088,0,full,0.7772013942485456,0,0,9.240576044721584,0.09,200,POLE proofreading,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS10d,TOV3121D,0,320.4848620389088,0,full,0.1393278205488064,0,0,0,0.01,200,POLE proofreading,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS11,TOV3121D,0,320.4848620389088,0,full,0.19620139663719197,0,0,0,0.01,200,other,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS12,TOV3121D,0,320.4848620389088,0,full,8.949881574126827,0,0,46.84666270796181,0.3,200,other,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS13,TOV3121D,0,320.4848620389088,0,full,3.4631869123207695,0,0,17.83335733181786,0.27,200,other,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS14,TOV3121D,0,320.4848620389088,0,full,1.698033361201584,0,0,18.503313384178515,0.105,200,MMR-d / MSI,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS16,TOV3121D,0,320.4848620389088,0,full,4.274995022471095,0,0,27.528787979504397,0.225,200,other,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS17a,TOV3121D,0,320.4848620389088,0,full,1.6780156794785512,0,0,14.166228016371402,0.14,200,other,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS20,TOV3121D,0,320.4848620389088,0,full,0.3730971239882152,0,0,0.280163164547741,0.025,200,MMR-d / MSI,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS21,TOV3121D,0,320.4848620389088,0,full,1.3504379602418568,0,0,18.56705355684954,0.085,200,MMR-d / MSI,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS23,TOV3121D,0,320.4848620389088,0,full,11.755223697322714,0,0,50.41024521790055,0.39,200,other,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS24,TOV3121D,0,320.4848620389088,0,full,9.705931759652596,0,0,40.59351058317966,0.395,200,other,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS32,TOV3121D,0,320.4848620389088,0,full,2.5529981151619947,0,0,26.29862260856935,0.135,200,other,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS33,TOV3121D,0,320.4848620389088,0,full,2.4997520908885864,0,0,18.74098997544439,0.185,200,other,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS34,TOV3121D,0,320.4848620389088,0,full,0.07714314703086844,0,0,0,0.005,200,other,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS35,TOV3121D,0,320.4848620389088,0,full,0.15474489558994192,0,0,0,0.01,200,other,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS36,TOV3121D,0,320.4848620389088,0,full,0.06535880302100479,0,0,0,0.005,200,other,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS37,TOV3121D,0,320.4848620389088,0,full,4.158322008199419,0,0,38.18710848907607,0.145,200,other,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS38,TOV3121D,0,320.4848620389088,0,full,0.09968696987605634,0,0,0,0.01,200,other,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS40,TOV3121D,0,320.4848620389088,0,full,1.799132078267466,0,0,1.1883044394145676,0.025,200,clock-like (age),316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS41,TOV3121D,0,320.4848620389088,0,full,0.04425712138241664,0,0,0,0.005,200,other,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS42,TOV3121D,0,320.4848620389088,0,full,0.3725786130618835,0,0,0,0.02,200,other,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS44,TOV3121D,0,320.4848620389088,0,full,0.08745000340595196,0,0,0,0.005,200,MMR-d / MSI,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS85,TOV3121D,0,320.4848620389088,0,full,0.08276519561218085,0,0,0,0.005,200,other,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS88,TOV3121D,0,320.4848620389088,0,full,0.5669583483130849,0,0,10.090302157510235,0.035,200,other,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS91,TOV3121D,0,320.4848620389088,0,full,0.200151899119128,0,0,0,0.02,200,other,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS92,TOV3121D,0,320.4848620389088,0,full,4.434376967228581,0,0,59.64025455253635,0.085,200,other,316,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS39,TOV3121EP,66.5645374839396,403.58246373105055,0.16493416703134692,full,48.509102070055896,51.54774470339186,0,99.04598072115684,0.835,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS87,TOV3121EP,62.12897282843343,403.58246373105055,0.15394368787499277,full,44.90246419076382,47.30206588712004,0,86.39962380968294,0.885,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS29,TOV3121EP,52.411310527101456,403.58246373105055,0.1298651830472709,full,30.815426480946968,29.122367126605685,0,99.48219579761997,0.61,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS24,TOV3121EP,47.34491971167174,403.58246373105055,0.11731163756218764,full,66.30130351922575,68.6515720745584,0,125.66288112996658,0.89,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS8,TOV3121EP,44.95240418402322,403.58246373105055,0.11138344260165808,full,15.916465569525736,0,0,60.35871023754444,0.42,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS26,TOV3121EP,42.49739453530202,403.58246373105055,0.10530039918588362,full,19.624322059711233,18.834061747302016,0,57.2026957470389,0.545,200,MMR-d / MSI,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS30,TOV3121EP,31.633878441187584,403.58246373105055,0.07838268825839907,full,15.244654911961955,11.737003215653438,0,49.68130153650028,0.51,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS15,TOV3121EP,30.935141079649938,403.58246373105055,0.0766513509870074,full,17.378267476491693,17.638506527468568,0,49.048110799082394,0.58,200,MMR-d / MSI,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS23,TOV3121EP,25.113904939741555,403.58246373105055,0.0622274434512536,full,15.98774276310666,0,0,59.155653736127626,0.48,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS1,TOV3121EP,0,403.58246373105055,0,full,15.249155046238442,15.320941572174435,0,44.8531093492236,0.55,200,clock-like (age),400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS2,TOV3121EP,0,403.58246373105055,0,full,2.8340526451192325,0,0,16.039722371141774,0.235,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS3,TOV3121EP,0,403.58246373105055,0,full,3.640890801640216,0,0,59.02908971341597,0.045,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS4,TOV3121EP,0,403.58246373105055,0,full,18.06998043159191,0,0,79.4886746744468,0.44,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS5,TOV3121EP,0,403.58246373105055,0,full,0.6096524745252287,0,0,0,0.01,200,clock-like (age),400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS6,TOV3121EP,0,403.58246373105055,0,full,1.8073239596259696,0,0,32.920979176364035,0.055,200,MMR-d / MSI,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS7a,TOV3121EP,0,403.58246373105055,0,full,0.36390550017416495,0,0,0.2758853014614681,0.025,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS7b,TOV3121EP,0,403.58246373105055,0,full,2.4918916622148632,0,0,26.091553212492844,0.11,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS7c,TOV3121EP,0,403.58246373105055,0,full,2.8508446178261075,0,0,20.337632256330643,0.165,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS7d,TOV3121EP,0,403.58246373105055,0,full,0.2989165928206878,0,0,0,0.02,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS10a,TOV3121EP,0,403.58246373105055,0,full,3.8543783695393175,0,0,16.756072126322028,0.32,200,POLE proofreading,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS10b,TOV3121EP,0,403.58246373105055,0,full,0.43465538354479943,0,0,11.650423653802594,0.03,200,POLE proofreading,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS10d,TOV3121EP,0,403.58246373105055,0,full,0.664402083689938,0,0,15.420129752376734,0.035,200,POLE proofreading,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS11,TOV3121EP,0,403.58246373105055,0,full,0.21777655170622728,0,0,0,0.01,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS12,TOV3121EP,0,403.58246373105055,0,full,11.781243838416607,0,0,49.81450568662523,0.36,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS13,TOV3121EP,0,403.58246373105055,0,full,0.6922935364819464,0,0,12.68085308513673,0.055,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS14,TOV3121EP,0,403.58246373105055,0,full,0.7566590306197422,0,0,18.87612378720432,0.04,200,MMR-d / MSI,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS16,TOV3121EP,0,403.58246373105055,0,full,0.7110379355004554,0,0,12.507594727422005,0.04,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS17a,TOV3121EP,0,403.58246373105055,0,full,1.853218641006951,0,0,15.346903844957,0.13,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS18,TOV3121EP,0,403.58246373105055,0,full,1.5431115091685634,0,0,25.715844880775716,0.04,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS19,TOV3121EP,0,403.58246373105055,0,full,6.897515458151607,0,0,38.031705638678574,0.27,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS20,TOV3121EP,0,403.58246373105055,0,full,0.14706827176201057,0,0,0,0.005,200,MMR-d / MSI,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS21,TOV3121EP,0,403.58246373105055,0,full,3.527956716375764,0,0,25.990085499942936,0.19,200,MMR-d / MSI,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS25,TOV3121EP,0,403.58246373105055,0,full,1.1033882424672976,0,0,20.140159620455048,0.035,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS31,TOV3121EP,0,403.58246373105055,0,full,12.831980733953763,0,0,61.13029951039,0.345,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS32,TOV3121EP,0,403.58246373105055,0,full,1.4555566895840475,0,0,25.62583227794125,0.065,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS33,TOV3121EP,0,403.58246373105055,0,full,1.3665799752522605,0,0,18.00675197219985,0.085,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS34,TOV3121EP,0,403.58246373105055,0,full,0.11462682511347136,0,0,0,0.01,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS35,TOV3121EP,0,403.58246373105055,0,full,0.2209292545788168,0,0,0,0.015,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS36,TOV3121EP,0,403.58246373105055,0,full,0.8605851861377005,0,0,18.903385850110748,0.035,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS38,TOV3121EP,0,403.58246373105055,0,full,0.7151606669231299,0,0,14.869287375632153,0.045,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS40,TOV3121EP,0,403.58246373105055,0,full,3.3969254745048914,0,0,63.076489930883334,0.05,200,clock-like (age),400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS42,TOV3121EP,0,403.58246373105055,0,full,2.1366076125534157,0,0,37.98624966254056,0.055,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS84,TOV3121EP,0,403.58246373105055,0,full,0.45019212195275154,0,0,0,0.02,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS86,TOV3121EP,0,403.58246373105055,0,full,8.27295458291685,0,0,37.918692734131554,0.32,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS91,TOV3121EP,0,403.58246373105055,0,full,0.7988342883402098,0,0,11.901850995066516,0.065,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS92,TOV3121EP,0,403.58246373105055,0,full,10.730220374512806,0,0,74.70901561414064,0.24,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS94,TOV3121EP,0,403.58246373105055,0,full,0.8927090883365728,0,0,0.3659760813563681,0.025,200,other,400,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS24,TOV3133D,101.05998777859817,416.40079453362966,0.24269883512538853,full,92.66589511131926,94.6174191473223,26.845370871140737,150.4708690656791,0.985,200,other,411,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS87,TOV3133D,56.41694105986849,416.40079453362966,0.13548711193756405,full,63.22681544282566,65.54895547746082,27.764732130854256,96.21167306044602,0.99,200,other,411,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS39,TOV3133D,50.64151361344783,416.40079453362966,0.12161723579362162,full,34.33584873363444,37.65889427268855,0,84.18904392504214,0.72,200,other,411,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS4,TOV3133D,49.45280679327041,416.40079453362966,0.11876251784931806,full,24.791801220634216,15.03478643133597,0,84.8737454120348,0.51,200,other,411,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS5,TOV3133D,45.374956032785136,416.40079453362966,0.10896942712034266,full,40.85574773868881,0,0,158.49167463793603,0.41,200,clock-like (age),411,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS31,TOV3133D,36.574505613560994,416.40079453362966,0.08783486029253275,full,18.37203148828045,0,0,67.14590993515607,0.46,200,other,411,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS12,TOV3133D,32.14590359852849,416.40079453362966,0.0771994290609652,full,25.887430009114695,28.918671825532737,0,61.523167939724814,0.68,200,other,411,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS6,TOV3133D,29.19991150932488,416.40079453362966,0.07012453360476625,full,12.472200385111671,0,0,51.73921836669778,0.385,200,MMR-d / MSI,411,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
SBS7a,TOV3133D,15.534268534245276,416.40079453362966,0.037306049215500924,full,7.730276243867457,0,0,28.78090676717309,0.385,200,other,411,COSMIC_v3.2,GRCh38,3.18.0,fit_to_signatures_strict(method='backwards'),0.004,200,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,HGS,FALSE
