cell_line,patient_id,wes_sample_id,stage,depth_x,fraction_ge_depth,fraction_decimal_places,target_summed_bp,source_id
OV1369-R2,1369,OV1369_R2_P66,md,0,1.0,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,1,0.99,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,2,0.99,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,3,0.98,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,4,0.98,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,5,0.98,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,6,0.97,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,7,0.97,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,8,0.96,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,9,0.96,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,10,0.95,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,11,0.94,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,12,0.94,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,13,0.93,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,14,0.92,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,15,0.91,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,16,0.91,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,17,0.9,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,18,0.89,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,19,0.88,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,20,0.87,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,21,0.86,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,22,0.85,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,23,0.84,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,24,0.83,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,25,0.82,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,26,0.81,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,27,0.8,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,28,0.79,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,29,0.78,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,30,0.77,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,31,0.76,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,32,0.75,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,33,0.73,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,34,0.72,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,35,0.71,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,36,0.7,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,37,0.69,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,38,0.68,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,39,0.67,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,40,0.66,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,41,0.65,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,42,0.64,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,43,0.63,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,44,0.62,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,45,0.61,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,46,0.6,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,47,0.59,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,48,0.58,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,49,0.57,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,50,0.56,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,51,0.55,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,52,0.54,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,53,0.53,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,54,0.53,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,55,0.52,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,56,0.51,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,57,0.5,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,58,0.49,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,59,0.48,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,60,0.47,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,61,0.47,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,62,0.46,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,63,0.45,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,64,0.44,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,65,0.43,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,66,0.43,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,67,0.42,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,68,0.41,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,69,0.41,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,70,0.4,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,71,0.39,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,72,0.38,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,73,0.38,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,74,0.37,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,75,0.37,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,76,0.36,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,77,0.35,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,78,0.35,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,79,0.34,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,80,0.33,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,81,0.33,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,82,0.32,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,83,0.32,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,84,0.31,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,85,0.31,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,86,0.3,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,87,0.3,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,88,0.29,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,89,0.29,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,90,0.28,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,91,0.28,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,92,0.27,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,93,0.27,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,94,0.26,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,95,0.26,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,96,0.26,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,97,0.25,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,98,0.25,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,99,0.24,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,100,0.24,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,101,0.23,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,102,0.23,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,103,0.23,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,104,0.22,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,105,0.22,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,106,0.22,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,107,0.21,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,108,0.21,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,109,0.21,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,110,0.2,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,111,0.2,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,112,0.2,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,113,0.19,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,114,0.19,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,115,0.19,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,116,0.18,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,117,0.18,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,118,0.18,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,119,0.18,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,120,0.17,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,121,0.17,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,122,0.17,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,123,0.17,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,124,0.16,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,125,0.16,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,126,0.16,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,127,0.16,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,128,0.15,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,129,0.15,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,130,0.15,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,131,0.15,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,132,0.15,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,133,0.14,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,134,0.14,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,135,0.14,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,136,0.14,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,137,0.14,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,138,0.13,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,139,0.13,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,140,0.13,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,141,0.13,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,142,0.13,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,143,0.12,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,144,0.12,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,145,0.12,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,146,0.12,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,147,0.12,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,148,0.12,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,149,0.11,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,md,150,0.11,2,63709951,WQC0020
OV1369-R2,1369,OV1369_R2_P66,recal,0,1.0,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,1,0.99,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,2,0.99,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,3,0.98,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,4,0.98,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,5,0.98,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,6,0.97,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,7,0.97,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,8,0.96,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,9,0.96,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,10,0.95,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,11,0.94,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,12,0.94,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,13,0.93,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,14,0.92,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,15,0.91,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,16,0.91,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,17,0.9,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,18,0.89,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,19,0.88,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,20,0.87,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,21,0.86,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,22,0.85,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,23,0.84,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,24,0.83,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,25,0.82,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,26,0.81,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,27,0.8,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,28,0.79,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,29,0.78,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,30,0.77,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,31,0.76,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,32,0.75,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,33,0.73,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,34,0.72,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,35,0.71,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,36,0.7,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,37,0.69,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,38,0.68,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,39,0.67,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,40,0.66,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,41,0.65,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,42,0.64,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,43,0.63,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,44,0.62,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,45,0.61,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,46,0.6,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,47,0.59,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,48,0.58,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,49,0.57,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,50,0.56,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,51,0.55,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,52,0.54,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,53,0.53,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,54,0.53,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,55,0.52,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,56,0.51,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,57,0.5,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,58,0.49,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,59,0.48,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,60,0.47,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,61,0.47,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,62,0.46,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,63,0.45,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,64,0.44,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,65,0.43,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,66,0.43,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,67,0.42,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,68,0.41,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,69,0.41,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,70,0.4,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,71,0.39,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,72,0.38,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,73,0.38,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,74,0.37,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,75,0.37,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,76,0.36,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,77,0.35,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,78,0.35,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,79,0.34,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,80,0.33,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,81,0.33,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,82,0.32,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,83,0.32,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,84,0.31,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,85,0.31,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,86,0.3,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,87,0.3,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,88,0.29,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,89,0.29,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,90,0.28,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,91,0.28,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,92,0.27,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,93,0.27,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,94,0.26,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,95,0.26,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,96,0.26,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,97,0.25,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,98,0.25,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,99,0.24,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,100,0.24,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,101,0.23,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,102,0.23,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,103,0.23,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,104,0.22,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,105,0.22,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,106,0.22,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,107,0.21,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,108,0.21,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,109,0.21,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,110,0.2,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,111,0.2,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,112,0.2,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,113,0.19,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,114,0.19,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,115,0.19,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,116,0.18,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,117,0.18,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,118,0.18,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,119,0.18,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,120,0.17,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,121,0.17,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,122,0.17,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,123,0.17,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,124,0.16,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,125,0.16,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,126,0.16,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,127,0.16,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,128,0.15,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,129,0.15,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,130,0.15,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,131,0.15,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,132,0.15,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,133,0.14,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,134,0.14,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,135,0.14,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,136,0.14,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,137,0.14,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,138,0.13,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,139,0.13,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,140,0.13,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,141,0.13,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,142,0.13,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,143,0.12,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,144,0.12,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,145,0.12,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,146,0.12,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,147,0.12,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,148,0.12,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,149,0.11,2,63709444,WQC0023
OV1369-R2,1369,OV1369_R2_P66,recal,150,0.11,2,63709444,WQC0023
OV2085,OV2085,OV2085_P64,md,0,1.0,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,1,0.99,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,2,0.99,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,3,0.99,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,4,0.98,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,5,0.98,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,6,0.98,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,7,0.97,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,8,0.97,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,9,0.97,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,10,0.96,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,11,0.96,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,12,0.95,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,13,0.95,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,14,0.94,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,15,0.93,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,16,0.93,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,17,0.92,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,18,0.91,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,19,0.91,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,20,0.9,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,21,0.89,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,22,0.88,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,23,0.87,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,24,0.86,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,25,0.85,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,26,0.84,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,27,0.83,2,63709951,WQC0028
OV2085,OV2085,OV2085_P64,md,28,0.82,2,63709951,WQC0028
