gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,subtype,n_group,evidence
ENSG00000268447,20.16314559142416,-6.914357670446546,2.506869526934994,-2.7581641549970635,0.005812700002124668,0.06886678914246372,SSX2B,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000168710,9417.737691462367,-1.548500688023113,0.5619245217500984,-2.755709402395094,0.005856500332746013,0.06934379487642953,AHCYL1,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000116213,1659.8535545908815,-1.1907946556845914,0.43220180089547056,-2.7551820774865052,0.005865948161883957,0.06941371991562682,WRAP73,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000117448,5587.962700775321,-1.5373075105825378,0.5580647060948959,-2.754711942527193,0.005874382928060816,0.06947157987826176,AKR1A1,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000197958,47726.83319457675,-1.5477424843373302,0.5619751069445702,-2.754112175452622,0.005885159313659001,0.06955704578435572,RPL12,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000015133,1581.9666491106987,-2.003137141039078,0.7278667725527153,-2.752065647967193,0.0059220648008354885,0.06995104390426295,CCDC88C,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000132031,806.8985943767897,4.080224857299361,1.4834268203146364,2.750540034346919,0.005949712087859031,0.07021826268175081,MATN3,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000138413,9206.879137179461,-2.3802004680885553,0.8653946132774573,-2.750422098277414,0.005951854169952444,0.07021826268175081,IDH1,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000101307,534.5711407437179,-5.392096892959512,1.9607564451049784,-2.7500085012704476,0.0059593718582481026,0.07026465158497583,SIRPB1,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000116761,987.2553011584831,-3.333113006995957,1.2122026012504636,-2.749633603786727,0.005966193521953418,0.07026817311579939,CTH,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000185477,194.9994087328351,4.9693385818791445,1.8072964227615782,2.749597973688187,0.005966842215997662,0.07026817311579939,GPRIN3,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000265107,318.99157113304807,-6.302174675695669,2.2930215815947825,-2.7484148977405374,0.005988417834391414,0.0704375965682678,GJA5,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000282988,177.43400938008028,-2.823596686881286,1.0273200376968337,-2.74850736213766,0.0059867290431474835,0.0704375965682678,AL031777.3,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000274332,36.758780003226725,-7.684895444777167,2.796524162209014,-2.748016823393637,0.0059956932596895995,0.0704808668967471,LRRC37A2,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000153310,3406.1021897213504,1.1978847283756529,0.43600062315704124,2.7474381107574515,0.006006284334695802,0.07056303826300896,FAM49B,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000198517,3968.802870153533,1.8400537946595081,0.6698318460959686,2.7470383878939653,0.006013609539816688,0.07060676605287466,MAFK,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000167977,3002.2184332976094,-1.4598393715286067,0.53150303052083,-2.746624737206262,0.006021198455694951,0.07061125370305102,KCTD5,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000182218,237.04292865568033,-3.193254882782572,1.1625414104762468,-2.7467880748217155,0.006018200801842976,0.07061125370305102,HHIPL1,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000162595,50.946211963976694,-5.388304115351268,1.9624086002823027,-2.7457605488358197,0.0060370808719443555,0.07075516553027607,DIRAS3,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000137573,375.15094861226254,-5.631830051685861,2.051312064260918,-2.7454769802248458,0.006042300632744387,0.07077401267140407,SULF1,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000128595,22065.599757738233,1.689691912774576,0.6155774767047449,2.7448891109851608,0.006053134729914723,0.07082617686243263,CALU,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000177519,30.837785851669185,-7.430877198966681,2.7072137937767446,-2.7448431357909526,0.006053982764062802,0.07082617686243263,RPRM,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000171984,234.2442369187113,-2.176852850136053,0.7931884995580086,-2.7444331975930925,0.006061549000468194,0.07087238318208516,SHLD1,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000282432,6.8831891337496085,-5.278924334865806,1.9238961597854551,-2.7438717562877666,0.006071925354446852,0.07095137104695319,AL356095.3,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000139926,2369.6615645837464,-4.709079150261594,1.716742106493513,-2.743032359053627,0.006087468633010056,0.07109060508490171,FRMD6,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000238243,50.17306533807835,-8.132584239541675,2.965384419796087,-2.7425058907205386,0.006097235626306841,0.07116225689881409,OR2W3,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000047936,26.23246071221859,-7.1964624681707745,2.6245427218584774,-2.7419871691304967,0.006106872704867982,0.07123230805035297,ROS1,MMMT,2,"descriptive; model-level, source-confounded"
ENSG00000140835,71.49011381240635,-4.95285908250605,1.8067342732872926,-2.74133233410937,0.0061190581594702115,0.07129562011231418,CHST4,MMMT,2,"descriptive; model-level, source-confounded"
