signature,boot_mean,boot_median,boot_lo95,boot_hi95,boot_selected_frac,n_boots,cell_line,reference_set,bootstrap_seed,cache_max_delta,cache_sha256,cache_n_ref_full,cache_n_ref_restricted,cosmic_source,mutationalpatterns_version
SBS11,0.946131754900894,0,0,12.933450791876844,0.03,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS12,0.1025545528121483,0,0,0,0.005,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS13,0,0,0,0,0,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS14,18.181667579552343,21.80513279238724,0,46.24465347426428,0.605,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS15,21.60877282163898,20.900737058704802,0,65.7281634455796,0.53,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS16,4.986129341327039,0,0,33.30534714261558,0.195,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS17a,2.6169386075752916,0,0,18.729945048928048,0.16,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS17b,0,0,0,0,0,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS18,0.7912509039880057,0,0,0,0.015,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS19,7.276601551639381,0,0,42.80342088351814,0.24,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS2,0.4659443349232138,0,0,11.68749601124648,0.035,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS20,0.7404656158590454,0,0,0.48022289251360983,0.025,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS21,0.8542445963288671,0,0,18.517868048757656,0.04,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS22,3.2725374302922194,0,0,26.263781510345893,0.145,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS23,3.6780986789825603,0,0,41.128294074062566,0.105,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS24,58.17812918438622,60.4160504510551,0,110.6388236592523,0.875,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS25,1.003307993889589,0,0,0.5538280728589756,0.025,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS26,34.781914358191116,39.08453649068943,0,70.04121635973453,0.75,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS28,0,0,0,0,0,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS29,15.173629674967657,0,0,88.31597776491449,0.3,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS3,0.7044710333057316,0,0,0,0.01,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS30,4.009598331914223,0,0,51.335158253788066,0.09,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS31,21.4000504617345,0,0,82.40998101129645,0.475,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS32,10.303897975717216,0,0,43.736494397343776,0.35,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS33,1.0606394686920682,0,0,17.206793748998578,0.06,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS34,0,0,0,0,0,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS35,2.994352333680087,0,0,47.98925922425733,0.065,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS36,0,0,0,0,0,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS37,0.5428055773908843,0,0,0,0.02,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS38,0,0,0,0,0,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS39,27.318024248453852,21.75891838111576,0,83.50868878673008,0.54,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS4,56.32330709711646,56.596699637978716,0,132.31262423467288,0.84,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS40,1.0162070856187215,0,0,0,0.015,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS41,0,0,0,0,0,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS42,0.47900054551010934,0,0,0,0.01,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS44,0,0,0,0,0,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS5,22.445767844868183,0,0,172.12020628356214,0.18,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS6,35.41358529255293,32.2268551874394,0,103.77594259335896,0.63,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS7a,12.605917039219285,0,0,39.33940942846512,0.495,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS7b,19.965478072511097,0,0,62.17321532252889,0.49,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS7c,0,0,0,0,0,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS7d,0,0,0,0,0,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS8,11.473535583491786,0,0,67.32362828840905,0.265,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS84,0,0,0,0,0,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS85,0,0,0,0,0,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS86,10.160839733023554,0,0,41.31822700924062,0.335,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS87,39.01442623504796,43.5533459188737,0,75.3389369139577,0.82,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS88,0.7422399140321958,0,0,16.683546921385126,0.035,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS89,32.69545679657979,30.14102827564114,0,98.09101444257043,0.59,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS9,0,0,0,0,0,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS90,0,0,0,0,0,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS91,3.6191515787153863,0,0,21.329068688116582,0.21,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS92,0,0,0,0,0,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS93,0,0,0,0,0,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS94,0,0,0,0,0,200,TOV2835EP,full,253343173,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS1,14.733291123601091,0,0,50.649566307337196,0.425,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10a,0.1410079622081854,0,0,0,0.01,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10b,0,0,0,0,0,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10c,0.5621134764778225,0,0,0,0.015,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10d,0.8304195893993782,0,0,22.348287873519464,0.03,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS11,1.5143071732306017,0,0,26.10074404299041,0.06,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS12,61.33283908422863,68.01175278595814,0,101.68186357579238,0.875,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS13,1.4509572911126947,0,0,18.483809058031607,0.08,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS14,0.43222623082654477,0,0,0,0.02,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS15,51.772022222516284,54.1391704765301,0,92.35527043657527,0.89,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS16,0.2732089343965279,0,0,0,0.01,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS17a,0,0,0,0,0,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS17b,1.4851362957943235,0,0,15.704326782942005,0.1,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS18,0.6044756227588369,0,0,0,0.015,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS19,1.4441074906531886,0,0,22.154665263051704,0.05,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS2,0.18204007807422637,0,0,0,0.015,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS20,0.6699669975379037,0,0,0.50962613516874955,0.025,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS21,0,0,0,0,0,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS22,0,0,0,0,0,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS23,14.023219954661716,0,0,56.43363713259886,0.345,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS24,54.43001453619186,55.10995519776945,0,140.80425606960955,0.725,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS25,0.5446513489293139,0,0,0,0.02,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS26,12.121456429938519,0,0,68.58007006670655,0.26,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS28,0,0,0,0,0,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS29,58.03321880043569,58.585260181794595,0,142.89928926667957,0.74,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS3,0.5522285301797417,0,0,0,0.01,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS30,7.797255912671109,0,0,46.5698794491535,0.24,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS31,30.439425295190212,33.53069502640683,0,88.92017087359571,0.555,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS32,0.4333096524990404,0,0,0,0.015,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS33,0.06697428442819654,0,0,0,0.005,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS34,0.1973990759823841,0,0,0,0.01,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS35,5.0415207195129765,0,0,50.75862407660669,0.13,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS36,0,0,0,0,0,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS37,0.4459114915041421,0,0,0,0.005,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS38,1.330933711575656,0,0,20.713472502104036,0.065,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS39,36.988837244048376,29.636936058264777,0,114.61409240457029,0.535,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS4,20.396052040260226,0,0,95.33136066843194,0.335,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS40,2.818255112276909,0,0,65.28885978800865,0.03,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS41,1.7080294853883693,0,0,39.58600122826431,0.045,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS42,0.37585401762006226,0,0,0,0.01,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS44,0,0,0,0,0,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS5,12.483986362983684,0,0,153.91632890280005,0.105,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS6,1.9096155724479562,0,0,33.82925765782231,0.035,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS7a,0.1977575086462351,0,0,0,0.01,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS7b,4.284151159296127,0,0,37.495356102661574,0.13,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS7c,0,0,0,0,0,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS7d,0,0,0,0,0,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS8,20.80481529986176,0,0,87.51711944043805,0.38,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS84,0,0,0,0,0,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS85,3.0734678918245,0,0,30.4549915909339,0.105,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS86,19.639808052096846,17.386558704241217,0,53.774746555589864,0.515,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS87,32.2783633365813,37.74606542423615,0,78.79366277026521,0.63,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS88,1.9922273421715544,0,0,29.756578985364328,0.07,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS89,49.37927718497536,54.584168934306376,0,121.23200350590449,0.715,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS9,6.537602939037993,0,0,54.37169427366819,0.155,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS90,0,0,0,0,0,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS91,6.438908827923832,0,0,25.541284831655197,0.325,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS92,0.3393872042598805,0,0,0,0.005,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS93,1.805283263310548,0,0,36.0408233113029,0.04,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS94,1.153218163646177,0,0,0.5185750395185856,0.025,200,TOV2881EP,full,222089623,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS1,2.505739161100941,0,0,53.53444433515452,0.045,200,TOV2929D,full,263591523,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10a,0.2811582530352174,0,0,0,0.015,200,TOV2929D,full,263591523,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10b,1.136256299540956,0,0,23.58733017211402,0.04,200,TOV2929D,full,263591523,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10c,0,0,0,0,0,200,TOV2929D,full,263591523,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS10d,0.17092286445328933,0,0,0,0.005,200,TOV2929D,full,263591523,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS11,2.4515367860198687,0,0,45.18986050065379,0.055,200,TOV2929D,full,263591523,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS12,41.12637231838079,40.57470738197392,0,114.88404640875684,0.515,200,TOV2929D,full,263591523,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS13,0.387387324501555,0,0,0,0.015,200,TOV2929D,full,263591523,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS14,0,0,0,0,0,200,TOV2929D,full,263591523,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS15,51.03976364682741,61.19132109314433,0,114.9177874653673,0.635,200,TOV2929D,full,263591523,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
SBS16,0.4352974941420612,0,0,0,0.01,200,TOV2929D,full,263591523,0.004,58c63a68196bddc66383c4d3e332e3e326edecd8c023d2463b0d8179b1d0aae1,60,22,COSMIC_v3.2,3.18.0
