gene_id,OV1369-R2,OV1946,OV2085,OV2295,OV2295-R2,OV3133-R,OV4453,OV4485,OV866-2,TOV1369,TOV3041G,TOV3133G,TOV3291G,OV3331,OV90,TOV21G,TOV3392D,VOA10816,VOA12539,VOA295,VOA4841,VOA6861,TOV112D,VOA4395,TOV2414,VOA8762,VOA8771,VOA5217,VOA5436,BIN67,COV434
ENSG00000000003,2355,2592,2762,2472,8381,4576,6851,2937,949,965,2630,3860,1813,2482,1916,5105,2336,3204,5958,9856,8995,7881,1492,2048,2233,18570,12269,1418,237,1933,1198
ENSG00000000419,1184,1951,2674,1031,2915,1363,1910,597,3189,596,1994,1545,1076,1248,2400,815,1218,2598,2576,2718,3587,6683,2233,2529,483,5975,4605,4014,9849,732,2519
ENSG00000000457,390,846,761,322,243,317,723,330,212,439,506,252,282,225,727,479,254,846,851,791,722,1020,891,344,316,1416,994,321,777,379,494
ENSG00000000460,2577,610,945,1133,1892,943,3013,617,1019,2389,3854,514,1585,1057,518,1446,209,670,590,1306,540,2903,994,478,724,1642,1947,412,551,666,5152
ENSG00000000938,0,0,6,11,0,3,2,0,0,0,1,2,2,1,0,1,2,23,2,2,1,1,0,0,28,3,2,1,0,0,1
ENSG00000000971,1,102,10,30,181,22,17,4,29,338,100,105,7,11,734,462,0,2,9,27,61,301,661,1708,157,5366,8280,224,7,3499,1262
ENSG00000001036,14870,5001,5187,8743,11300,3168,12056,8813,3357,4234,6916,2368,3546,3012,11499,13267,3609,5789,11138,10610,12895,10638,823,9617,6857,15248,13005,10317,12031,6,6
ENSG00000001084,1558,4441,1409,1053,1432,1119,4736,1665,766,497,2824,2208,772,1372,8695,1618,1096,2218,1494,3258,1915,4100,891,1499,886,5880,2713,613,1721,975,1092
ENSG00000001167,3265,2223,3386,1091,1252,900,6866,1386,2245,912,1491,1496,794,1318,1422,3261,536,2035,2410,2395,3088,2545,4251,1746,1022,3083,2385,1686,3344,1653,2181
ENSG00000001460,234,724,1118,667,993,283,588,662,144,387,1118,411,384,675,742,858,620,450,395,1151,783,548,792,334,1519,856,381,244,253,393,268
ENSG00000001461,1116,1635,2699,2587,6804,2100,1861,3303,391,2715,4918,1652,1536,2005,1191,1132,1910,1469,363,3292,6092,3055,1042,811,7320,2229,1574,421,1966,695,643
ENSG00000001497,11133,2516,1967,2585,6503,4284,4849,5466,4846,6822,10977,4597,4905,3311,1514,3430,1776,1963,3336,3756,3050,4183,4786,2588,4284,3244,4685,3217,6533,2407,3802
ENSG00000001561,126,252,641,93,998,148,1459,78,49,112,119,300,22,552,50,322,27,1149,443,1879,1378,2497,1215,3,34,1624,1275,576,3569,1808,563
ENSG00000001617,11974,54,23505,394,3847,5225,10224,7488,1156,20360,14011,9759,199,6980,272,3168,1035,729,926,1601,210,11338,940,96,1292,3342,1893,3282,12867,3293,823
ENSG00000001626,30,6,6,3,15,7,376,0,11,88,25,13,20,6,524,50,630,4,17,17,18447,20,1,10,2,2246,11915,3,18,8,28
ENSG00000001629,2967,2320,835,717,630,1856,2722,453,501,605,1031,2673,1143,1307,4224,3119,661,9992,5048,5563,4907,9108,4634,3057,946,4884,6456,4039,9243,3985,2758
ENSG00000001630,17215,2385,1889,956,1873,4617,6440,2094,1130,5485,4649,4946,2149,2279,1340,5492,2506,11190,1702,5039,16056,16744,3950,7062,10845,7096,32612,7519,8869,9131,5980
ENSG00000001631,1665,486,341,241,93,522,843,153,210,494,451,1044,348,518,2070,441,394,3998,2929,2064,2978,4821,1870,1285,290,3041,2639,2314,4054,1319,1582
ENSG00000002016,651,787,411,261,337,157,704,406,281,315,864,342,249,199,143,532,489,335,1941,1836,1126,1191,798,626,342,1149,619,605,1023,942,704
ENSG00000002079,22,9,6,11,0,6,15,2,81,5,45,5,99,12,26,70,5,61,29,1280,478,56,5,8,352,31,8,1,8,16,5
ENSG00000002330,3462,2027,6799,5071,12383,7293,4055,3280,2250,4009,6227,7169,4701,5238,1640,2786,1133,1379,2843,1955,4138,626,949,1886,8294,4078,3254,1558,3062,1530,877
ENSG00000002549,5735,1941,1534,3556,4102,3530,1381,1820,2416,1630,10021,2853,1887,3300,1989,4793,1505,3111,3740,4652,2145,4759,4098,2553,3287,4295,4053,945,1753,2453,3122
ENSG00000002586,7845,4360,4849,6477,4201,1913,49713,1480,3782,1980,3920,2268,5743,1863,18136,13196,704,680,1349,6872,12100,4741,4159,15614,7177,21744,15143,3520,4345,4575,5259
ENSG00000002587,150,3,3,3,5,70,861,85,135,189,1933,70,386,78,118,169,1220,617,1731,4493,438,50,7,4,11019,789,418,431,80,50,26
ENSG00000002726,0,5,94,8,1,13,8029,2149,2,3,97,27,8,16,9,9,122311,363,180,335,3,50,9,9,1053,51,654,5,8,14,7
ENSG00000002745,4,0,6,0,6,2,12,1,5,3,0,0,20,6,2,0,0,0,2,4,15,11,53,0,13,89,443,1,4,0,4
ENSG00000002746,259,222,15,2,2,7,229,43,32,30,67,12,188,1338,3,1,2,5,123,15,15,605,0,21,4,16,9,1,3,3,18
ENSG00000002822,3220,1032,5350,2005,2688,1759,2574,1383,2786,4764,1673,1790,3136,4042,672,2076,2103,603,2759,1487,1325,1677,1421,1242,8481,2598,3474,1148,1464,1198,1237
ENSG00000002834,51186,16419,34843,21792,41406,15412,21421,13317,29312,34730,24640,23506,39924,59259,33066,51253,14893,15973,23173,35375,25552,18055,14143,6593,75440,41522,37559,9860,25837,6513,24534
ENSG00000002919,2122,1679,3510,3589,5821,1135,1556,2527,2349,1980,2335,1888,1317,1756,1849,1380,2511,1607,2064,1290,1264,1508,1106,1990,3348,1735,973,569,1437,845,827
ENSG00000002933,0,0,63,38,0,7,613,70,3,18,1,22,7,123,5,196,30,6,1,5,3,39,5,1,21,58,347,0,21,0,1
ENSG00000003056,38660,30616,24829,8000,16060,4643,13761,11845,8489,21803,20219,5765,6921,6682,5295,12189,6197,5263,11537,20567,15204,17079,12361,13112,9686,10626,9873,5163,12183,15328,8404
ENSG00000003096,4083,163,350,81,1082,183,3193,145,60,686,1743,128,538,270,13,10182,2525,715,4236,5098,395,3398,663,717,1,651,2361,1032,125,24,71
ENSG00000003137,20,113,8,19,1,8,194,8,12,0,37,13,119,8,1268,320,7,1283,582,1951,1084,95,7,1221,42,1739,502,55,2399,20,23
ENSG00000003147,19,521,356,733,961,695,946,508,21,496,533,585,711,673,219,1549,145,1103,277,831,753,1437,166,97,1483,3115,3620,52,154,25,108
ENSG00000003249,1762,1236,950,0,2714,551,2020,517,854,1191,2149,459,1603,4547,3901,4523,3916,1222,604,3520,839,2210,2262,1874,608,1885,1903,2230,3111,2187,1486
ENSG00000003393,2816,4340,1212,1134,892,501,4690,953,942,412,1327,718,1450,1179,2998,2535,751,1031,2739,4767,4147,2537,5383,1885,1240,3574,2466,1115,2974,2846,2064
ENSG00000003400,349,531,161,208,518,490,844,762,197,764,569,230,684,498,447,746,30,539,239,893,313,635,49,78,1220,1987,716,21,51,229,69
ENSG00000003402,3164,7259,1816,2695,2354,1683,5713,2597,2245,1437,2569,2479,2747,1764,5106,3364,1435,7914,8489,16085,7410,2892,3889,2550,7638,7021,3648,2601,5480,3015,2868
ENSG00000003436,1286,1231,829,1641,693,1555,2468,1060,2049,718,728,1592,638,1795,46139,3234,8924,22000,25750,14418,2948,2944,2903,6729,2512,3874,1716,21965,17467,1769,13131
ENSG00000003509,572,671,425,423,579,822,862,535,602,230,755,734,140,412,773,708,301,1339,1283,1871,2105,1080,1587,1986,344,1642,953,473,804,1137,851
ENSG00000003756,3698,3125,5745,2761,1728,3113,4515,4307,2480,2369,4913,3566,3260,3354,2889,5657,2979,5541,10848,10221,12509,5686,5078,8588,6165,8677,4808,2464,4437,7012,5373
ENSG00000003987,8,86,77,126,18,14,83,29,2,17,6,51,16,44,322,21,34,119,208,113,173,309,877,106,5,300,116,289,266,68,82
ENSG00000003989,2875,2163,4970,9094,102,42,347,4661,378,440,226,1082,26,35,26835,1009,8774,45977,12797,49,555,1412,8859,14,15,19698,12709,22137,822,11,16
ENSG00000004059,14947,2699,9792,8361,18833,11412,9499,6161,8455,6989,22347,10444,7356,12815,3942,11265,11306,2399,6726,7550,4153,8362,4571,3014,11837,8355,4696,7036,13372,7466,4805
ENSG00000004139,856,403,837,484,71,942,1913,172,349,986,645,981,1312,1340,165,1571,46,299,988,258,306,1208,3181,1836,369,920,522,1034,1070,585,2714
ENSG00000004142,15781,5648,23721,7510,21964,15645,9214,5385,6795,10900,16738,15101,22653,9244,5780,9100,9212,7178,12601,6490,4868,9661,5712,5304,11794,6869,7861,4510,7125,5772,6856
ENSG00000004399,15059,1021,16810,4725,7654,682,8552,5414,7176,14182,9763,459,1223,4716,3579,15336,10529,5939,9419,5641,1460,12680,1115,1787,111,7438,5909,8773,31438,3782,2097
ENSG00000004455,12552,8368,19126,15726,25100,11088,7897,7493,7381,16297,24485,9542,6292,8707,9231,11327,5847,4693,7311,11720,6401,9888,3952,6008,9907,6870,6810,2963,3389,4822,8801
ENSG00000004468,35,40,17,16,11,20,91,7,3,1,19,19,9,58,13,4,10,352,18,30,50,74,15,9,6,83,30,13,23,9,7
ENSG00000004478,25772,10062,14214,28875,78441,8671,29188,14905,15355,24772,48673,13002,21124,20193,1252,13681,10008,3617,16007,13442,5802,14376,4522,5716,13030,4343,7001,4174,6157,7592,13244
ENSG00000004487,8424,4011,5951,8060,15359,5525,16557,3372,7114,9177,11205,5516,5298,8779,10671,10337,4292,3773,7429,8232,4534,9766,9802,5926,5393,8004,6223,4409,3280,4876,6588
ENSG00000004534,2463,2729,2779,962,1192,1181,4762,1561,1667,995,2160,1574,1827,1806,1602,2177,955,5695,5369,6543,6219,4661,3366,4811,2241,12858,7627,1420,2338,5688,3591
ENSG00000004660,869,308,939,1970,340,79,2632,107,732,281,917,51,136,968,103,1190,62,84,292,894,655,1451,597,414,333,1598,550,30,198,402,389
ENSG00000004700,188,2417,207,128,516,149,2101,121,185,137,180,306,211,200,1699,306,259,924,2369,1781,1521,3930,4556,1513,231,2445,2814,2295,3073,2125,2796
ENSG00000004766,219,396,256,177,249,355,431,42,41,132,202,455,217,151,1041,279,148,1609,1798,987,1458,1812,1114,795,125,1617,2053,973,2603,658,726
ENSG00000004776,4,21,6474,32,16,0,60,10,381,9,11,16,23,51,8,34,0,2,28,4,0,33,10,9,43,163,54,9,29,12,1
ENSG00000004777,464,536,219,323,198,334,774,368,104,199,909,480,382,745,179,404,88,84,1360,1298,165,3823,407,495,308,1615,1900,655,1515,1210,1271
ENSG00000004779,2435,2194,5483,6604,5231,3485,3278,5122,1337,2479,8537,5754,1375,3604,2849,2409,3227,2080,2456,2871,2153,3931,2233,3154,4018,3918,4005,1569,3635,2656,3690
ENSG00000004799,506,59,85,112,15,13,86,11,5,33,15,13,134,91,143,10567,1270,10684,5305,36,30,34,6881,34,42,339,1791,6449,421,6,1
ENSG00000004809,36,31,27,33,101,15,212,18,11,16,29,62,16,67,18,45,12,97,139,237,101,56,21,442,15,163,30,66,48,141,88
ENSG00000004838,22,8,226,206,177,71,2087,108,36,30,64,89,141,335,10,191,50,23,123,214,27,82,54,29,83,51,44,122,133,74,44
ENSG00000004846,1,3,45,14,4,7,166,9,6,22,13,13,0,203,197,34,1,13,73,149,25,74,5,484,3,50,836,2,8,13,10
ENSG00000004848,2,0,0,0,4,0,6,3,0,0,9,4,7,3,0,21,0,8,80,46,14,7,3,17,3,8,39,4,74,14,11
ENSG00000004864,14277,1957,10847,2925,2772,3263,5908,1191,3494,4320,8515,2030,4770,5009,4126,5087,2352,7212,8357,3412,2387,6142,3903,3094,2039,4201,5984,2402,4938,2794,2143
ENSG00000004866,2591,940,2194,1744,1827,1093,2517,1361,472,2248,1929,912,1577,1241,1305,1612,2015,2753,1657,2168,2518,2243,848,4156,2006,2170,2173,1874,4060,1426,770
ENSG00000004897,1289,4007,1569,367,2258,999,3511,498,715,659,1153,1278,622,916,3398,2457,2868,5288,6774,6205,4927,11717,5759,3047,896,3889,4634,4227,5836,4068,6214
ENSG00000004939,30,3,58,45,7,15,18,11,10,21,27,14,4,18,48,12,20,12,19,36,29,31,22,5,8,43,25,10,18,23,15
ENSG00000004948,0,8,30,0,1,7,0,3,1,1,2,5,2,2,128,10,1,4,59,0,2,13,3,0,0,244,32,77,110,957,24
ENSG00000004961,2583,2199,1266,1355,4081,2201,3694,840,929,1466,4825,1782,2446,1526,1144,2312,568,1778,947,2009,1318,3370,1194,1135,1886,1027,1702,838,1628,4117,4381
ENSG00000004975,5840,3412,14196,6413,9189,2701,11937,4216,3805,4520,3085,3218,4616,5013,1368,3610,4087,1689,3732,4882,4772,4788,7385,2701,4857,5568,5690,1565,2345,3524,3215
ENSG00000005001,4,1,7,98,257,129,387,818,3,323,172,206,102,1238,609,27,33,2030,6,1661,1506,920,0,0,1814,7271,2328,1,2,1,1
ENSG00000005007,17597,7115,8192,9439,12851,7097,15948,17334,12345,18953,27040,11259,9843,12731,5067,9154,20222,8114,7379,8058,9768,12766,6060,5772,20568,10722,8253,4463,6877,4221,6675
ENSG00000005020,1820,1385,698,183,162,175,2445,218,632,400,272,83,624,388,577,5255,1684,1961,3472,7370,2249,1864,4584,48,771,5387,10992,2717,5246,1451,708
ENSG00000005022,61399,18254,21000,13999,37929,122251,14614,34293,20065,54966,83337,73440,30395,17166,7632,31373,10612,10082,15308,23126,6524,28765,19378,12022,47124,14694,24076,5554,14840,24927,12542
ENSG00000005059,2097,590,93,763,3162,1104,1332,350,264,864,1905,689,938,528,146,2587,74,889,1087,2557,398,972,1354,545,1890,567,695,976,2606,1484,1996
ENSG00000005073,142,188,3,0,12,0,234,0,11,36,3,0,146,1,66,4186,2,74,84,5,16,184,145,0,124,50,37,1,5,16,3
ENSG00000005075,9079,1317,6852,5329,2923,5058,6663,2687,2411,5551,7253,4225,4861,4368,3945,3001,3973,4465,3845,3188,2166,3606,1899,1639,3949,3757,2959,2334,4532,1783,1867
ENSG00000005100,5473,4144,1825,1587,2715,746,6695,1229,1562,752,2422,1398,1081,1573,1651,3126,763,973,2006,2762,2887,4937,5334,1891,1246,3624,2945,726,1533,1908,4042
ENSG00000005102,7,70,305,5707,484,5001,1724,69,664,1243,2730,5818,3,6094,3,7,2,0,4,6,0,83,0,127,8,93,534,3,3,0,19
ENSG00000005108,0,26,7,2,4,2,69,0,0,0,10,11,339,10,62,0,4,2179,741,0,728,100,781,73,1369,231,4326,626,554,6705,4811
ENSG00000005156,2282,2221,6409,1537,2600,1531,2865,1533,990,2376,2501,2397,1347,1016,1988,2876,3703,2784,4866,2104,1566,1820,2076,2624,1271,3591,4255,1794,1804,1465,2422
ENSG00000005175,211,531,670,647,2537,295,1563,154,217,223,239,424,224,337,2084,413,399,2336,2077,3316,1417,3626,1689,1099,183,2454,3084,1014,1725,1816,2533
ENSG00000005187,103,26,60,44,55,16,572,38,295,77,309,59,28,805,70,1632,782,4148,1677,1579,883,361,41,108,28,4984,2251,511,2408,26,22
ENSG00000005189,821,132,555,580,1481,451,352,132,113,486,619,1057,303,525,315,833,116,252,188,1127,95,567,668,256,473,518,744,219,529,337,569
ENSG00000005194,7634,3294,9494,3385,10852,5986,4406,2672,2721,6315,11711,5069,5954,4406,4848,4103,5101,1371,2444,3054,1573,4284,3046,3164,5383,3602,4282,4616,3464,2455,3667
ENSG00000005206,2280,881,2247,2882,3270,1488,3725,1915,1318,2271,2235,2872,2521,1825,1923,2639,1431,2475,4792,6022,5638,7332,2346,5364,4105,8081,6305,3197,2999,3034,1917
ENSG00000005238,1361,2372,638,439,512,282,1351,419,972,488,311,240,2693,1723,297,3084,658,689,1073,1886,1932,2554,655,1504,4651,880,585,602,1987,1264,575
ENSG00000005243,1115,80,464,178,167,10,18,356,15,438,631,7,246,504,3,213,223,103,0,6,10,183,8,152,271,163,49,181,3,0,0
ENSG00000005249,1706,270,202,80,405,18,393,8,182,92,418,38,57,142,2434,120,0,8,11,814,38,812,1014,986,1,1040,364,35,48,72,172
ENSG00000005302,3721,1997,724,1449,1176,969,5545,334,624,323,2152,838,677,1025,1445,1824,425,570,612,1613,1547,2436,1058,662,801,1534,1101,635,778,2005,922
ENSG00000005339,8600,8917,8056,3609,1495,3968,6671,6960,4338,2644,9020,4829,1204,5481,5641,4696,3295,4898,6864,6632,7235,4995,6861,3884,5349,8092,7250,3484,6774,2785,3640
ENSG00000005379,572,47,963,1660,104,42,595,495,8,298,569,264,6,668,12,1894,6,10,16,19,19,323,37,6,49,257,18,10,9,18,9
ENSG00000005381,7,0,89,2,1,0,45,0,0,8,0,1,361,220,0,5,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0
ENSG00000005421,0,2,7,0,5,2,0,0,1,0,1,5,0,4,17,49,0,7,9,2,11,13,2,0,1,71,68,2,2,5,2
ENSG00000005436,417,1057,569,159,427,354,665,288,356,296,694,641,96,495,906,494,340,962,1116,1188,938,1056,2987,759,125,1808,1454,637,1304,1150,1285
ENSG00000005448,5200,1310,4286,611,2237,1665,1816,1281,2918,3394,3297,2414,964,2740,296,3771,246,555,712,4259,1601,3022,2191,1493,5828,2224,1262,1021,1457,1425,736
ENSG00000005469,1047,304,189,38,71,321,2039,84,169,291,565,275,264,287,341,1391,272,410,1253,409,907,559,609,464,170,6557,3413,318,973,799,597
ENSG00000005471,11,140,3,2,14,0,199,0,0,113,8,1,11,9,46,0,0,0,2,5,3,4,0,0,0,49,75,0,3,0,2
ENSG00000005483,1406,1833,1548,707,602,701,3881,315,367,583,541,2016,658,944,4632,1676,1337,4527,5154,3973,5070,4937,3587,3383,924,3980,2591,4144,7256,1940,2559
ENSG00000005486,7244,1324,15115,9704,3286,3751,7877,2381,2102,8943,5204,6123,4327,8682,3179,7690,1654,2471,8216,3011,1976,8685,2960,7760,5901,4959,5636,2943,7534,3852,2290
ENSG00000005513,413,0,500,13,4,3,102,2,143,59,44,2,3,29,6,24,27,1,294,184,0,42,61,131,0,3,5,1,736,189,244
ENSG00000005700,256,1874,246,179,376,187,1049,152,89,108,177,437,78,169,1630,658,560,2718,3276,2603,3314,2053,2571,3470,174,3016,2728,1405,2514,1596,1125
ENSG00000005801,157,1399,238,145,306,932,424,86,176,77,96,1213,169,117,1079,434,174,618,4075,3916,1599,1020,1339,1969,265,2509,1824,602,1278,1528,1454
ENSG00000005810,470,2731,896,1441,407,1520,2750,384,370,270,460,1815,231,1489,3095,3750,570,1395,1363,1709,6147,2567,5824,6310,1135,5350,6871,1748,4137,3266,3616
ENSG00000005812,349,2135,1690,1270,552,1505,1674,228,250,311,482,2057,213,711,3005,851,359,963,1363,1343,2775,893,2319,1314,611,3697,2948,676,1828,1237,1506
ENSG00000005844,3,12,2,2,0,5,10,3,7,4,3,5,2,2,11,36,98,90,185,49,6,5,10,8,2,103,71,18,19,14,7
ENSG00000005882,1911,1069,2074,2895,2071,867,838,3115,1926,2501,1766,601,1170,2445,258,3869,6801,1510,2290,1693,1046,1961,239,1523,1436,1432,2702,934,3169,417,1092
ENSG00000005884,190501,16895,21734,9718,127835,26371,40238,71141,35754,59669,92916,43568,27760,70015,2145,91887,19922,128668,15190,147716,182001,30658,397,867,196603,11772,12849,5430,9954,3175,1232
ENSG00000005889,292,1530,323,311,532,400,5137,187,328,122,411,1191,339,313,1986,999,414,1319,1707,3857,3072,2620,1559,2104,216,4523,14150,857,1812,1884,2052
ENSG00000005893,12655,11158,2172,5233,3472,13433,9720,2463,4161,2060,5909,7938,5432,5486,6801,5854,3433,11238,13881,8006,15512,25058,6349,8283,4020,18674,17667,6129,12891,7024,2500
ENSG00000005961,40,10,294,29,42,2,95,118,5,338,56,24,36,344,28,42,40,25,80,460,23,157,6,9,5,383,210,66,86,7,33
ENSG00000005981,8,25,14,4,5,8,25,10,4,7,19,14,6,8,44,19,6,48,40,109,57,38,391,14,27,112,204,18,20,39,29
ENSG00000006007,8453,3890,4992,3549,5530,3952,5824,2979,1832,3159,8035,3765,2362,6139,4838,8269,5067,4692,4973,7648,8319,5377,3306,4452,10008,11702,10344,2752,8390,4143,4251
ENSG00000006015,3238,908,676,401,3633,1488,1561,1867,170,1834,3792,1538,1681,1237,986,2300,4813,1601,1704,5760,2496,2714,1140,1012,2757,2248,1225,1230,1662,1554,1486
ENSG00000006016,159,48,76,74,933,129,2662,100,146,564,292,167,117,203,56,1625,101,95,260,1556,189,645,206,811,81,256,122,213,3301,169,617
ENSG00000006025,296,377,348,173,268,228,415,203,435,133,587,384,417,677,293,440,821,521,0,1255,1036,1589,17,0,1139,1568,1266,325,1143,19,6
ENSG00000006042,13,116,106,4371,22,42,2757,718,151,7,610,366,15,3168,267,2233,153,58,266,3,1435,191,3308,14,488,5063,5706,2,911,6,619
ENSG00000006047,409,6,2737,1473,236,183,1230,174,108,3383,94,233,1215,2637,7,1311,37,22,106,138,64,729,128,3,558,213,24,2,2112,16,31
ENSG00000006062,6874,697,1298,513,7159,1073,2570,1288,353,3268,3044,635,4594,953,257,2207,700,1509,2665,2931,2796,3460,1755,810,2225,1638,945,572,863,733,388
ENSG00000006071,6,11,20,3,4,4,11,9,1,6,13,8,11,34,16,70,4,6,30,223,32,45,478,110,6,63,46,137,33,464,61
ENSG00000006118,11879,10296,4586,7690,12716,2783,14361,2503,6577,2413,4734,4852,3968,15142,2084,11294,3749,7185,6041,9661,9681,11399,5832,8489,11258,11964,7043,3790,12956,8579,5858
ENSG00000006125,23966,24938,18750,10077,23778,7759,26147,7530,7729,10114,14837,5801,21761,6859,7741,29538,16774,13051,12699,13619,13525,13115,20408,12408,49539,10299,15074,13715,27899,10776,16775
ENSG00000006128,0,1,155,0,0,0,4,0,0,0,3,0,0,1,3,0,0,0,0,0,0,1,50,99,0,12,0,1,0,34,76
ENSG00000006194,2769,3982,4019,2188,1345,2559,2600,1821,2055,1851,2983,2210,1161,2032,2967,2889,2182,2147,3149,5321,4867,2124,2970,3636,3023,4051,3070,1477,3046,3286,2112
ENSG00000006210,4962,7,505,13,10141,1013,3116,1323,509,7528,3935,1067,151,3398,84,927,7,25,240,91,14,2998,7,41,464,5714,9346,4560,11182,17,6
ENSG00000006282,9693,3597,6918,4416,8151,3169,2706,11114,1340,6216,5375,4868,3158,4451,404,5091,6562,13883,11768,13948,8166,6937,6516,9365,8449,11442,8258,4461,10456,2650,1150
ENSG00000006283,7,16,162,89,8,10,114,2,348,2,15,12,4,55,37,99,3,20,214,69,10,195,908,285,10,277,237,43,203,219,90
ENSG00000006327,26153,13184,33754,9093,24341,6485,8551,9013,14959,10504,36389,6177,13108,10153,14114,10983,10979,15310,13898,57829,32787,17967,3247,2426,48682,9497,4017,7588,5530,10193,3075
ENSG00000006377,395,74,1,385,162,67,688,21,2,109,186,213,196,1009,10,505,131,3422,6735,510,123,45,1874,126,1,95,138,60,75,226,34
ENSG00000006432,3458,690,1515,1160,846,818,3996,1427,1613,2915,3788,1487,1825,1797,858,3863,1282,2028,2822,3832,3815,4583,1308,659,7757,3461,1995,1058,2537,1361,1518
ENSG00000006451,1933,4248,3091,1971,3850,1424,4667,584,1115,542,4362,1988,3560,1138,2094,2250,1048,1439,2725,3052,1704,2789,1736,1482,2452,3623,3782,1827,3188,1516,1503
ENSG00000006453,10648,552,2709,4249,3252,2947,5610,3732,3294,9482,7526,3379,13558,5715,4649,4682,2814,12026,5993,10663,8939,7799,2347,2459,9741,5481,4997,3665,5865,2542,1967
ENSG00000006459,24,1009,131,324,340,317,500,64,51,113,47,612,56,235,1690,122,364,367,525,595,1142,962,2121,473,119,745,238,311,589,424,255
ENSG00000006468,212,826,677,0,138,3,21,18,3,120,16,14,247,132,159,1162,4,7,1,2,21,0,20887,2765,664,6,385,26,5,352,881
ENSG00000006530,2046,1209,2828,736,1633,1235,3626,1216,1067,862,2394,1352,1050,1855,2365,2396,905,610,3170,2196,2067,3872,1307,1633,844,1680,1628,1541,2406,1003,1307
ENSG00000006534,2710,248,5417,4164,1125,1490,1733,5463,521,2934,4885,1003,4862,2872,391,3512,17023,1613,2994,3110,1624,2245,107,23,15181,1813,1367,2390,12884,120,152
ENSG00000006555,14,50,1,1102,547,312,1547,1022,6,429,2002,143,539,897,29,1,2,28,16,13,595,191,0,5,1930,889,285,4,8,3,8
ENSG00000006576,810,511,508,202,387,657,1230,46,89,362,338,876,251,700,836,572,134,468,1407,3198,1203,5310,3536,2254,99,4113,6847,3022,10728,3388,3134
ENSG00000006606,16,3,3,0,29,21,26,0,18,6,10,4,76,1,29998,106,0,12,10,10,7,18,1,0,23,5,1,0,0,1,0
ENSG00000006607,3119,1556,893,1274,1563,697,4655,1381,1640,1322,4472,1279,1256,1798,1073,4521,1496,2677,2377,2901,1524,2360,4459,2080,1859,3741,3388,2304,2978,2172,2086
ENSG00000006611,0,0,12,0,0,1,1,6,0,1,1,0,2,46,0,7249,856,140,233,676,0,6,1,0,5,2715,19141,359,838,1,2
ENSG00000006625,2979,1392,2613,1839,3264,1454,5269,613,715,814,2830,2852,1410,1852,648,2625,1855,17695,2037,5290,926,4247,2144,14259,544,5008,7060,1262,2572,2203,2611
ENSG00000006634,1117,864,581,354,716,388,749,61,294,471,536,631,533,462,1490,550,91,871,1110,2555,265,3026,1707,886,212,1949,2374,1097,1512,1626,2232
ENSG00000006638,13,143,338,7,4,4,48,14,1,4,21,7,103,54,2,277,0,31,31,14,123,65,62,2,73,12,3,23,5,625,774
ENSG00000006652,7774,5410,8662,3299,6205,1098,9546,2270,852,2264,4215,2269,2912,2332,8627,1443,2177,12183,5709,3742,6180,6804,2966,9912,594,4017,2218,2841,4872,1082,1251
ENSG00000006659,2,0,2,2,9,23,2,55,0,187,249,43,0,1088,2,1,3328,34,6,9,6,113,2,7,1,619,346,2,8,5,6
ENSG00000006695,791,1259,1761,589,808,590,2276,1056,775,721,1457,658,539,930,568,1554,365,196,1144,868,797,1598,1034,758,1000,1715,1282,236,582,576,995
ENSG00000006704,5209,1658,9848,6850,2097,2000,4310,3198,1035,6620,4011,2597,3368,8729,973,2638,1871,2472,6515,5227,3590,3580,2103,869,5276,1579,1386,3127,5918,895,1258
ENSG00000006712,3821,3717,11619,6013,10675,5340,7136,7100,4549,5127,8462,4891,2702,38743,4724,5246,5656,4533,31355,4985,3601,8327,3245,2619,8797,11389,9438,2223,3760,2903,3328
ENSG00000006715,1117,2309,3834,749,962,1455,3653,559,537,262,1152,1462,1140,1259,1662,8865,4701,3280,7564,3553,4916,4102,4249,4011,1059,6878,7337,4894,10622,3006,2850
ENSG00000006740,93,13,37,737,62,1137,1902,310,33,156,421,446,110,1321,78,2246,309,455,475,698,660,129,811,26,11,316,893,292,186,588,530
ENSG00000006744,8685,2140,7214,3652,11920,3553,14835,3748,8087,6095,10351,4157,5600,5353,2165,6216,2286,2501,4335,6692,6417,8972,4611,3867,6212,7758,7751,1859,2447,4420,6705
ENSG00000006747,222,45,54,25,46,18,623,26,18,32,40,45,32,51,55,32935,1580,1833,11903,4700,187,207,102,56,176,363,3186,17305,45412,115,75
ENSG00000006756,4111,1192,1247,4747,1733,1233,15919,918,905,1370,3529,1955,1947,2122,325,6884,6426,5930,3768,8186,5493,5493,1069,2131,1962,2706,163,1767,3466,22,1691
ENSG00000006757,1544,756,45,2676,1398,1134,8220,692,356,1395,3441,1847,939,330,561,2045,2546,1300,707,2638,2238,943,18,37,793,1470,1486,391,635,840,804
ENSG00000006788,0,21,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,4,0,0,14,1,74,0,0,0,1,0,0,0,0
ENSG00000006831,5032,5196,3458,1853,4929,1476,6468,3151,1760,2419,4445,2144,1508,2339,2053,3132,3545,1761,2279,4680,3653,5308,3203,1858,5759,4681,5825,2024,3510,4258,3269
ENSG00000006837,85,58,107,113,66,41,96,52,40,47,80,66,64,91,215,105,26,55,196,309,176,215,168,171,56,138,102,71,227,201,101
