gene_id,OV1369-R2,OV1946,OV2085,OV2295,OV2295-R2,OV3133-R,OV4453,OV4485,OV866-2,TOV1369,TOV3041G,TOV3133G,TOV3291G,OV3331,OV90,TOV21G,TOV3392D,VOA10816,VOA12539,VOA295,VOA4841,VOA6861,TOV112D,VOA4395,TOV2414,VOA8762,VOA8771,VOA5217,VOA5436,BIN67,COV434
ENSG00000071539,12328,1515,3234,915,7122,3476,3361,922,8950,4152,12777,3744,3986,5827,698,3605,126,1128,1217,4187,390,3433,2839,1428,3188,2585,3167,1804,2259,2359,6211
ENSG00000071553,10532,8112,8881,17688,16295,13188,9132,14281,5847,9448,10106,10483,8305,9025,11648,11965,9773,15480,20140,12582,15464,25138,4465,15543,13198,17212,15935,7939,15819,9605,5613
ENSG00000071564,12889,3251,7839,12353,23264,6310,19239,5550,6343,16502,10883,6601,12768,11966,2187,7930,2734,3714,5046,13214,6369,6963,12966,9015,11072,6533,3536,3702,5947,8711,10262
ENSG00000071575,933,6,891,292,1546,2500,1726,112,606,2402,3852,4441,67,6111,1636,1860,451,11,5,17,266,1209,3,8746,1829,1283,874,351,15,147,30
ENSG00000071626,16883,10020,13939,11732,19480,11422,12246,11728,10758,11225,22323,15233,10580,7158,5587,9057,5343,6140,8514,15317,10566,9517,11100,7740,16020,12426,10269,5144,5801,7458,9379
ENSG00000071655,8797,3454,7446,10188,21396,6161,9718,6733,7185,8522,11488,10380,10785,4650,3769,8617,3546,3828,7103,8485,6686,6073,6637,5377,19098,8051,6604,2867,2904,5772,7229
ENSG00000071794,699,1861,1113,511,1170,596,1453,286,304,711,271,1246,311,1768,2545,1443,407,1901,4384,8744,2305,9933,3251,2998,203,5654,4239,2810,15504,2870,1681
ENSG00000071859,10166,6223,6407,6286,13005,6200,5152,5583,6623,6982,7218,3749,9343,3192,5281,4743,5993,5320,9397,6418,7320,7443,5882,5377,10206,10135,5803,4606,5288,5079,3687
ENSG00000071889,6337,2722,6389,4942,4151,5505,2360,3352,3090,6808,5408,4415,3636,2158,1719,2853,3220,2296,3401,2707,2796,4981,2328,2116,3824,4711,3882,1742,3113,4499,3271
ENSG00000071894,11140,2268,5676,5905,11517,4676,12566,4696,3643,11556,15208,5366,1914,7073,2452,4309,4789,1730,3415,6092,3910,3755,4488,2565,6315,6842,4828,3445,3516,3203,3320
ENSG00000071909,5,5,5,179,212,7,1788,54,7,305,245,13,84,624,118,7,18,66,12,43,1357,1074,26,9,4,393,68,7,4,4,11
ENSG00000071967,15990,3034,1974,2414,1135,2236,10595,324,1696,3168,1980,376,741,956,200,3544,501,1010,1070,31,1021,14679,11490,3461,2902,7070,7616,12119,34272,7596,137
ENSG00000071991,3,0,54,1,2,1,4,0,1,2,1,1,2,1,4,2,1,2,9,5,4,4,1406,2,0,147,871,1,5,1384,1020
ENSG00000071994,5134,2803,5828,3021,3132,3141,4454,1822,3925,1637,4264,2729,2010,1447,2556,4659,2836,2147,3346,2451,4035,3545,3592,2295,3379,5210,4222,1637,3603,3453,4911
ENSG00000072041,313,4392,126,227,229,0,19,1,54,3,6,4,11,82,0,0,1,0,1,0,1,1,8557,0,2,0,0,0,0,44,2
ENSG00000072042,4621,2838,1427,824,1795,1121,4453,1491,1741,3413,5271,2866,759,2265,2047,4548,3601,5221,4530,8379,9516,12963,4673,6890,4961,9874,9423,3995,6373,4989,6349
ENSG00000072062,5667,2011,12536,2336,4952,4016,9248,3916,3098,6759,10159,4544,7418,9523,1304,7035,3028,2781,4272,4623,1804,9600,4426,3349,6843,2686,3081,2914,5007,6222,4695
ENSG00000072071,1462,1136,20803,1984,4340,4845,3836,14615,2221,8342,5215,6913,3932,11628,303,4146,2517,1853,4419,9303,2927,12261,10563,13225,4080,1107,577,2437,6811,10530,20119
ENSG00000072080,0,0,6,0,0,2,9,0,4,1,2,3,3,2,9,2,0,39,11,17,23,20,6,10,0,36,37,8,26,13,12
ENSG00000072110,77437,23299,11819,9943,22731,17833,46919,28141,40954,53717,106399,22948,13451,39753,11010,27109,5196,10642,16661,35766,47237,25738,10389,5440,61527,17067,11721,13522,15983,8533,23371
ENSG00000072121,3270,2962,5868,1762,1849,1301,3095,3761,2272,3243,5343,2778,1404,2800,1674,4661,2555,2092,2665,2608,3247,3585,5555,3276,4891,2710,2432,1047,1787,2177,2462
ENSG00000072133,23,354,254,139,103,161,673,84,22,46,109,478,121,198,223,22,980,157,1066,178,58,483,565,19,26,276,42,89,43,816,528
ENSG00000072134,2721,2014,1209,2046,850,1224,2523,2281,1900,1766,1629,2002,898,4893,1572,4430,1096,4632,2765,2845,2688,4688,2570,1522,3518,5654,2995,777,1781,2005,1956
ENSG00000072135,4388,1513,1750,4897,2638,2611,2458,1666,2034,2544,3400,2916,2720,1742,730,2455,734,1330,2511,4970,1629,1450,2072,668,6573,3439,2009,1550,3136,1943,2225
ENSG00000072163,94,375,1590,1376,137,1514,1640,691,26,280,387,1507,70,2354,0,4853,728,18,532,207,490,321,11,52,37,319,162,4034,7903,15,3
ENSG00000072182,5,3,35,5,3,5,3,3,3,4,2,3,1,8,6,3,2,8,15,39,6,8,5,9,3,19,15,11,107,4,9
ENSG00000072195,869,349,6875,658,8,4518,6417,513,1842,1073,1607,1800,977,2068,86,1552,758,2115,2354,2083,4553,2375,843,1572,760,3484,2220,569,2985,189,167
ENSG00000072201,24,48,42,72,201,63,665,78,9,110,114,65,324,380,671,63,126,358,180,238,93,63,86,121,127,742,761,109,191,33,123
ENSG00000072210,3897,1882,1665,3695,1111,2263,5048,2096,944,2824,4262,1495,745,3511,1880,4455,920,1394,1159,2018,1249,6793,3104,2799,6493,5617,5448,1154,4766,1248,637
ENSG00000072274,23935,4676,21813,6186,47952,12639,55180,5399,10226,6106,18796,15336,6484,12931,15754,15526,1068,28528,11883,31107,30566,53464,8312,22494,1448,49643,35448,24314,48426,28386,29324
ENSG00000072310,2256,2878,6437,5497,10341,3419,8496,6155,3373,5740,2926,7410,2317,6653,5840,7128,4330,5791,12963,19996,6419,17998,9700,8886,29757,12327,7454,5025,14084,14433,21957
ENSG00000072364,2351,10540,7815,1692,2438,819,8319,1298,1573,861,1243,1807,1196,2611,8467,5028,3043,6495,8541,12148,12389,16072,10316,11942,3299,5944,6625,5287,10180,9843,9696
ENSG00000072401,778,1164,876,162,847,335,1900,145,376,209,265,582,579,527,1528,717,708,1912,2038,2289,1203,2231,1099,862,265,1539,1353,408,639,868,752
ENSG00000072415,1149,1110,846,376,830,616,1902,400,391,954,1909,1507,376,909,1225,1679,1038,2692,2963,3218,2168,4511,3754,1283,936,4064,4928,2116,6923,2680,1840
ENSG00000072422,1459,567,490,652,343,29,1781,149,858,94,111,62,130,1097,683,5534,0,335,672,218,38,1609,2011,9,114,1457,1312,781,1097,110,168
ENSG00000072501,38383,5066,4708,5446,3652,4384,61484,2994,4626,9720,12174,8881,6468,5590,5151,18513,4967,6549,6028,22353,7425,18237,14079,7797,4575,16505,43332,4343,8440,12023,10682
ENSG00000072506,11884,3644,12590,8429,16355,15745,18911,4184,2689,13870,15460,10616,7380,4376,2994,7022,2485,1104,4442,3747,1895,6746,5280,2992,4411,3589,5926,2106,3915,5211,3480
ENSG00000072518,4390,3066,4956,4974,8806,4485,8587,4969,2592,4054,6042,6235,4274,7091,1818,4182,2647,4444,3816,3764,3870,3539,2183,2046,7045,8660,6101,1601,3098,2170,2595
ENSG00000072571,574,622,176,405,2130,494,924,37,327,805,629,455,790,503,379,251,10,1038,825,7289,143,8185,2423,1063,391,921,4208,1030,1265,1553,5032
ENSG00000072609,2100,3504,3710,1333,2175,1656,3625,1320,2714,2315,2611,1690,1651,2493,2055,2149,2342,2738,2783,1963,2566,2702,2804,1807,3985,3720,4534,600,1162,2242,1608
ENSG00000072657,472,6,5,29,683,3,2635,1523,22,0,84,19,35,1248,4,4,2365,4567,332,31,13,12089,4,9,8,26,13,21,21,16,469
ENSG00000072682,14640,4198,16287,4091,11001,1569,4877,3563,4093,1868,4787,1005,5179,2317,1389,2754,3123,2200,3753,5356,6595,9410,2447,2890,9073,4654,4555,3261,2165,3263,2386
ENSG00000072694,2,2,4,0,0,0,5,4,0,2,2,0,1,1,7,0,0,8,3,2,0,1,0,58,0,6,12,1,4,4,4
ENSG00000072736,2888,2183,2120,1370,1897,1011,4545,1224,932,1494,3486,1684,1143,2079,1656,3521,1844,1273,742,3392,1184,3888,2828,1485,2071,5153,2526,1432,3462,1830,1895
ENSG00000072756,405,745,564,147,356,347,569,87,452,168,447,542,270,452,522,776,246,1617,1273,3079,1291,1945,1085,959,331,1530,1635,503,781,793,1180
ENSG00000072778,31614,6507,5196,17918,46660,6632,19514,4279,9938,17960,18724,5540,27196,17757,5712,21665,8122,9696,24278,39159,23074,37636,10637,21174,29891,33136,24185,6653,12075,21370,9299
ENSG00000072786,4831,4341,1768,612,2411,1090,4431,1428,4621,2484,2865,687,3308,1540,1365,3710,1322,1248,728,5071,3002,1894,1977,596,10783,1026,732,271,816,1758,2111
ENSG00000072803,7058,5448,3583,6863,2909,1828,8242,6997,3117,3217,7676,2607,1764,6454,3967,5004,2137,4796,5064,5188,4253,6210,3063,2814,6459,3563,4995,1215,6091,2903,5090
ENSG00000072818,164,47,379,97,69,49,295,40,70,94,108,106,367,148,36,240,203,77,132,733,223,200,237,89,151,433,243,46,137,272,212
ENSG00000072832,1295,671,574,406,1,381,1339,559,516,432,977,566,633,4594,0,324,58,899,961,384,1147,2903,9839,402,3,117,1009,151,1271,3467,2961
ENSG00000072840,4672,2622,638,1478,16,1205,2148,1683,2065,510,2581,1800,1365,1188,5,1740,272,2351,1597,627,2925,2792,3113,941,104,230,3447,186,1853,1091,1025
ENSG00000072849,3888,2039,3609,1838,2475,943,5652,1195,1893,1186,1659,857,1135,1489,2888,3602,553,1182,2412,3254,3546,4516,1628,2167,1575,6283,4720,1173,3564,2239,2487
ENSG00000072858,2,21,7,7,17,7,26,4,4,6,10,7,5,39,34,13,4,10,10,11,22,88,0,15,20,226,80,13,10,7,5
ENSG00000072864,1532,1208,654,709,1912,490,1315,294,1048,1349,2356,814,1205,1044,672,1261,372,306,1224,1415,226,993,982,402,2312,1174,2482,357,807,638,1038
ENSG00000072952,1,5,4,2,48,3,44,4,13,46,70,4,8,8,3,11,25,100,16,120,70,8,7,3,13,69,92,3,20,0,0
ENSG00000072954,731,59,1107,2238,1136,1496,1261,1856,997,1534,3777,1039,806,2636,891,864,691,3700,800,317,627,3097,595,1921,474,545,310,494,676,316,578
ENSG00000072958,10753,4467,15232,1480,3498,2057,4105,2735,6340,4047,4653,2533,5121,3009,2014,4700,3305,1858,4487,2763,2030,3191,3453,2576,6081,2038,2671,3652,6278,3972,3115
ENSG00000073008,12535,14224,11915,4539,10771,6721,2788,12065,5341,3589,11167,15361,3200,3317,21784,22594,21381,15074,16938,38104,24441,10125,3617,4554,19932,11846,4818,5497,7182,4537,2823
ENSG00000073050,3808,1831,11893,4209,5261,2899,2326,3430,2772,3473,5137,2951,1459,3149,1318,4083,3389,1143,4078,4106,1328,3448,2159,1366,4901,5384,5318,1374,1947,1488,1735
ENSG00000073060,4318,2384,1818,1013,6415,3239,1936,1532,10891,2385,1937,4402,887,4799,2935,7487,2506,6409,4008,11704,8771,12676,3221,8125,4526,5664,16895,11047,22553,14221,11785
ENSG00000073067,5,3,668,33,6,17,99,17,1,11,4,11,17,56,3,15,40,10,15,22,3,29,17,7,10,11374,368,8,38,21,16
ENSG00000073111,8686,3104,20895,24328,25567,15353,11871,30353,13571,26861,28253,15902,15241,25341,2128,11241,2074,2895,3379,10966,2822,8737,8191,2774,10948,6641,8046,4982,6899,3448,12439
ENSG00000073146,0,104,2003,285,86,37,28,232,6,2,11,40,4,14,97,3,0,8,8,597,23,2,1,10,0,31,1,0,0,5,2
ENSG00000073150,1120,1901,1565,3459,4198,733,3922,2375,839,580,1005,546,2224,619,3647,171,1404,1346,709,19,535,1590,364,645,244,372,234,1319,1810,311,243
ENSG00000073169,1848,1015,4074,1207,4703,1942,2347,1641,1005,1594,2937,3467,1890,1338,552,1986,5856,2050,1910,2946,2223,2161,1089,1484,4079,2409,1448,2217,2079,1590,1320
ENSG00000073282,60,90,49,3,29,2,2725,0,2,98,32,1,13,41,61,3,3,5,5,15,4,17,5,1,12,792,628,1,0,3,1
ENSG00000073331,555,632,216,569,176,204,719,259,125,261,395,162,340,607,594,908,349,1073,1262,2612,1643,1053,88,828,911,1477,1396,581,1433,92,72
ENSG00000073350,624,130,4239,9789,27158,8705,9317,6344,1413,4654,9994,5427,6767,5543,1070,3202,29701,6742,12544,8294,4653,5908,1077,283,36064,12380,8469,3156,6715,812,1013
ENSG00000073417,1147,2667,334,371,2862,640,1943,326,851,117,1166,1030,163,963,2110,2473,379,1688,3300,4783,3682,1434,3319,3261,1298,7853,4158,1442,2637,2951,2636
ENSG00000073464,773,1205,909,739,108,170,2732,498,135,91,888,244,1012,941,3914,630,42,95,165,52,2576,2483,1186,1662,536,928,1357,353,2558,2934,100
ENSG00000073536,3500,2090,3560,1209,5734,1667,1315,1556,1884,2265,3967,2651,1694,901,688,2340,6081,1294,1883,3280,1354,905,1805,1452,3387,2727,1974,930,1948,991,1793
ENSG00000073578,18324,5633,15132,5595,26097,11189,15588,10435,4841,20785,28516,13681,8650,21782,4320,37110,17276,3951,7203,10750,6640,10561,5985,5838,21885,13899,10661,6481,9531,7430,11028
ENSG00000073584,8287,4015,3884,2573,2520,2168,6507,1705,2107,2969,3427,2281,3071,3063,5079,8202,5228,16993,14953,11482,6462,4151,8231,5313,3249,7459,6153,8810,8923,3917,4858
ENSG00000073598,5,12,3,17,8,0,0,9,0,9,1,3,0,5,3,12,1,1,2,4,1,0,8,1,5,13,5,2,5,0,7
ENSG00000073605,375,325,55,207,89,67,460,185,114,267,140,66,169,336,255,84,61,587,459,1645,875,2068,92,346,2989,1304,230,97,154,412,223
ENSG00000073614,2178,9160,2080,1805,3047,1635,8141,2645,1887,1500,2972,1796,1000,2397,2501,2905,2432,1585,3310,3381,3947,5746,3938,2734,2681,4616,4942,1478,4679,1620,2798
ENSG00000073670,203,83,462,48,137,13,191,101,35,62,87,59,42,357,61,114,28,86,263,434,106,1055,1499,2046,34,157,192,692,657,2929,1105
ENSG00000073711,627,842,68,286,209,679,1195,406,431,182,296,1476,511,2589,358,785,1019,1793,4164,2711,1950,2535,837,597,765,1698,1339,1091,2977,716,776
ENSG00000073712,3647,3188,2401,1620,1795,706,2318,270,1041,691,2539,2189,353,667,7827,3082,1794,3185,13627,3199,2133,4129,22671,4655,659,1999,2812,5007,12007,3464,31430
ENSG00000073734,0,0,0,0,6,0,5,0,0,1,0,0,0,0,70,277,0,10,0,0,1,0,0,0,0,40,49,0,0,0,0
ENSG00000073737,32,0,6,1,23,6,370,0,2,47,10,0,10,0,528,166,1,115,2,6,42,33,4,4,79,180,113,1,0,8,3
ENSG00000073756,6,10129,8,18,17,0,18,11,173,3,1,14,7,2,484,6,10710,510,2,2,61,3,649,7,18,6518,11466,0,0,15,41
ENSG00000073792,10835,8662,17132,6601,11635,2200,10721,6533,7423,7487,2796,2660,2118,6377,6068,4105,5528,4253,8840,11298,8610,5590,5774,4787,5135,13312,4130,4213,5960,5492,5418
ENSG00000073803,2325,988,1350,941,4393,1812,1899,1062,442,1450,2295,1968,517,1165,735,659,446,1782,1181,1386,1384,1960,1005,737,753,4675,2400,1014,2536,681,651
ENSG00000073849,285,1403,9671,11390,7364,5156,3132,3846,416,3505,2559,2549,1959,6720,1589,1111,899,1363,6042,3380,2250,775,1233,2853,564,1540,1007,61,773,312,215
ENSG00000073861,0,0,0,0,474,0,8,4,0,4,0,0,2,1,0,0,0,4,4,0,0,5,12,0,0,5,0,0,0,0,5
ENSG00000073910,108,176,456,217,94,179,623,286,88,138,351,1220,17,1495,70,332,80,119,428,51,314,861,260,853,46,779,1394,3205,2909,259,368
ENSG00000073921,14460,13526,3191,2001,3290,2304,7690,1549,2126,1979,2920,3176,3754,6461,7275,11100,2284,13801,6173,18197,28341,5995,9820,6410,5508,21629,10534,3703,6579,5159,6618
ENSG00000073969,1325,1133,1133,1,1,1025,1214,1,546,758,1576,605,617,1023,1427,835,440,1378,1688,689,854,2286,1371,1134,1,1707,2651,823,1698,787,1757
ENSG00000074047,2354,201,610,167,43,181,411,115,689,433,864,541,6,1856,156,722,1,1,6,51,179,1480,396,30,443,324,409,487,1268,140,287
ENSG00000074054,7045,3567,1079,1999,1205,739,4982,1574,2523,900,2635,1296,1320,3175,2966,2786,1979,4006,5033,8854,4041,4798,6824,2994,2548,4274,4182,2051,4105,3072,4070
ENSG00000074071,10010,4643,7082,5525,11984,8297,4896,6121,5769,7850,20869,6578,3318,6501,5115,5237,7013,2009,4644,7209,3052,3255,2338,3506,11471,6560,4614,2156,3416,2919,4795
ENSG00000074181,1496,191,18234,5517,5905,3102,30035,17580,594,10051,8521,3644,1091,16289,202,3401,10667,12118,7031,10587,2149,26557,6248,17000,12,7686,5269,41832,34124,10945,4838
ENSG00000074201,11611,3898,2765,6415,11500,2735,7168,3921,3418,4953,6989,3074,1898,2778,2401,3827,1803,6356,2630,7154,5921,3220,4177,3636,2528,8103,6971,3835,6106,3653,4725
ENSG00000074211,3787,10,199,175,6,441,4639,1144,347,117,3890,151,85,796,6,1669,959,2911,1519,7060,2960,1384,12,667,655,95,168,284,176,3070,1551
ENSG00000074219,4924,1277,9118,7506,12289,4983,7993,3465,2598,4130,5333,6105,5713,9438,5451,4470,170,747,6688,3827,314,3785,2631,3209,4064,2534,966,997,2165,3325,4922
ENSG00000074266,1904,828,396,902,1922,1369,1957,250,779,981,1353,1041,1084,1768,250,1467,217,987,610,2032,1555,1485,1105,517,594,3475,1663,331,642,666,1535
ENSG00000074276,20,13,138,60,25,32,200,15,8,26,49,48,328,76,9,76,29,10,106,509,51,153,57,38,22,5,19,7,138,81,86
ENSG00000074317,3,3,157,453,17,0,17,35,73,24,3,4,7,22,0,1,0,0,17,5,2,70,65,42,39,11,7,0,17,629,1551
ENSG00000074319,3052,4168,3557,1945,2307,2120,2344,2618,2318,1823,3064,1890,2295,1693,1715,3637,5377,2048,4190,3626,2040,2461,2861,2199,6241,8216,12519,2002,5414,2160,2128
ENSG00000074356,2040,3237,2149,1880,1821,605,9293,1153,1114,697,2120,935,1050,2137,2179,2961,668,1710,3697,4209,4639,6012,4115,2791,1760,9533,7138,998,1546,2352,2922
ENSG00000074370,589,563,2026,1408,1042,29,4361,586,45,662,78,15,77,1556,225,1046,0,17,260,1514,15,2468,1583,25,294,5029,7261,462,908,36,1064
ENSG00000074410,29242,681,1654,678,4,262,767,367,8363,386,383,208,3,2783,21,927,38382,15688,17530,13,60,10521,178,692,137,20,12,11614,1414,643,26433
ENSG00000074416,9763,11353,432,1251,7242,3491,903,1321,8719,4584,7643,959,2529,1455,4925,22935,14279,11007,14205,15017,8660,1466,12,14,75398,1524,1140,21273,38716,15,21
ENSG00000074527,3654,777,278,248,944,1329,949,175,5,1064,843,2187,1164,2403,2027,7581,2351,4536,9265,2455,34054,11388,136,32,5108,6320,2513,8312,29632,12,18337
ENSG00000074582,3666,1484,4422,1731,3685,2255,1649,1149,2637,2060,3515,2556,1898,1613,986,1692,1232,1675,1940,2504,2123,1356,2073,1635,2229,2758,1430,1018,1711,1008,2447
ENSG00000074590,3960,4987,575,1410,4748,884,7216,1322,5066,2806,5874,1197,1362,1686,2187,6427,562,944,8377,1622,4829,1783,385,554,3485,5420,1936,2855,5385,560,837
ENSG00000074603,858,2782,461,416,614,430,1728,360,547,350,1336,775,332,666,2556,1424,785,963,2057,2956,2844,3354,1750,1883,670,5805,2996,577,1957,1504,1391
ENSG00000074621,539,1262,292,651,129,265,281,540,506,401,571,708,129,593,330,1735,734,645,846,2256,1614,508,877,702,805,1875,1492,351,823,776,422
ENSG00000074657,4115,4456,2898,2915,1035,1459,3287,2581,1245,1037,3249,2062,2146,5342,3816,4032,107,2760,3944,346,8287,6491,2395,4213,2787,1993,242,1015,109,2252,24
ENSG00000074660,9,61,37,57,3,16,41,8,201,5,23,20,11,34,30,200,6,20,39,1364,24,121,21,5,10,92,4,4,48,130,7
ENSG00000074695,4501,4338,766,1437,3789,772,4721,650,1543,971,860,1366,1169,1971,7500,1636,2015,18328,6909,13387,29232,28732,9742,11835,1921,13399,9572,17817,22428,9863,10760
ENSG00000074696,8206,7706,3433,6078,5755,3699,10122,3018,6143,3322,11331,3331,2381,7110,4375,16180,7097,5086,8588,16911,13731,16845,9058,9659,3808,16390,15706,3607,9138,9732,10163
ENSG00000074706,0,14,32,7,12,2,65,0,0,5,11,9,3,2,116,5,31,63,57,2,10,12,0,3,0,104,24,253,369,2,3
ENSG00000074755,3418,6123,7021,5869,2497,1815,5297,3605,2697,2158,3232,2365,2109,3370,2342,4383,2911,1654,3562,3157,6420,6565,3933,3265,4807,7082,7861,1187,2653,2454,2843
ENSG00000074800,389033,73230,234461,145355,688863,212729,277435,109764,247421,410629,514182,180853,106379,115191,94631,136836,69861,46440,151416,171545,55357,126221,38318,59718,162041,49074,32778,101504,39444,52251,70761
ENSG00000074803,0,4,9,8,0,3,9,1,16,1,3,11,0,4,1,114,0,2,31,4,3,5,1,1,0,5,13,3,0,3,215
ENSG00000074842,10190,4279,4823,4739,7794,5574,3373,3688,11246,4117,5732,5529,7236,6492,8468,7905,3456,3142,5804,8015,9659,5243,3340,6415,15883,10420,5462,8679,5570,4484,4863
ENSG00000074855,659,476,544,323,428,668,2531,1083,410,615,1102,1007,602,2134,481,1075,1317,1863,2288,2578,2382,4400,2053,1932,1622,1479,874,1047,2355,3930,2104
ENSG00000074935,507,2298,1322,449,600,167,443,325,165,142,464,579,201,60,865,556,199,994,1137,1307,2599,684,1982,1911,132,1371,701,318,919,1083,797
ENSG00000074964,1587,1155,2825,2069,1062,736,1891,837,455,2515,2643,1179,1035,1355,323,4056,4164,1963,3915,2510,1825,1333,995,474,1019,3544,2973,2104,1450,476,273
ENSG00000074966,41,34,6,2,86,75,43,1,41,4,4,41,36,67,50,28,9,47,88,112,195,49,5,9,71,174,106,6,15,8,7
ENSG00000075035,0,2,0,0,0,19,4,1,0,12,6,96,1,365,0,8,273,1,17,4,1,2,1,0,0,0,1,52,4,23,7
ENSG00000075043,10,0,1303,0,1,15,6,1,23,201,2,5,11,119,0,1,250,346,307,509,12,40,2207,73,2,6,0,7,380,613,1463
ENSG00000075073,11,24,46,21,75,25,55,20,8,21,5,20,34,56,16,57,2,19,78,21,21,28,9,5,15,11,7,15,373,26,5
ENSG00000075089,183,753,855,339,2254,319,774,78,166,255,166,383,146,437,1070,350,387,1096,1317,1374,919,2307,970,677,160,1144,1826,570,1761,1272,1610
ENSG00000075131,641,403,267,298,837,198,515,292,319,253,879,293,164,309,371,436,62,97,328,947,232,1075,730,368,227,834,659,127,224,541,952
ENSG00000075142,15000,2865,1834,2342,2523,6107,4792,2204,4074,13722,7197,4588,6351,5825,7216,5520,3962,11437,2645,6163,3726,3983,4354,1228,5471,4114,5173,5116,8376,3662,3315
ENSG00000075151,2717,4084,2260,2437,1730,1019,4031,977,2335,836,2269,1997,692,3257,8216,6170,974,4121,7510,7801,9656,12345,7891,7347,1815,6350,5361,3624,3954,8517,8077
ENSG00000075188,3468,1521,1632,681,3932,750,1331,410,1636,2863,3170,768,975,1412,708,2018,643,1499,1546,2260,786,3647,1528,943,1288,2307,2348,936,1797,1169,1828
ENSG00000075213,2625,95,41,587,2099,15,2645,3,99,1310,859,53,236,787,2534,107,0,348,1,1,92,3780,19647,168,1192,4012,6102,3,110,14516,68
ENSG00000075218,4360,2150,1617,1927,3940,1248,2968,677,1883,2975,6090,2500,3754,5331,350,3670,66,1027,1702,3924,160,3526,3625,1180,3976,2021,3438,2244,3284,1773,3449
ENSG00000075223,4001,638,346,21,709,120,1745,22,673,205,1336,994,300,932,2493,3581,485,8503,3220,33605,27911,14476,2526,3657,876,11384,13477,6057,20646,21613,159
ENSG00000075234,1924,2372,2612,956,2712,1236,3753,751,1078,2181,4224,2003,1092,3543,386,2041,4974,1006,1796,2157,1166,1120,925,1223,3049,1362,1360,882,2005,1383,1904
ENSG00000075239,3851,1665,929,1923,1647,583,1483,432,1107,531,3314,664,1587,1264,2416,6788,1245,1817,2344,3385,1466,2345,6143,5117,658,3592,2844,1173,2944,4486,4846
ENSG00000075240,1138,1107,2470,870,1072,774,1442,739,594,854,1511,1253,940,1301,423,2500,4668,3340,2264,2149,1718,1546,1605,1088,1559,1386,1348,2308,2458,3519,1799
ENSG00000075275,8043,4347,9873,7277,1671,2558,15343,3372,1867,3887,7342,6349,1197,14600,4888,20423,1616,14407,10695,14077,11824,6176,3296,5140,7881,10705,6168,34959,72964,5796,5440
ENSG00000075290,12,0,1,2,0,0,7,15,0,7,8,5,0,92,0,10,0,1,4,28,8,33,6,8,0,30,8,2,33,12,10
ENSG00000075292,762,1949,942,1224,1730,977,2717,368,509,627,676,1221,627,913,5380,1070,1372,5379,6883,10895,8084,10416,9078,5866,635,10723,6704,4178,7557,6237,7208
ENSG00000075303,1554,389,438,180,331,379,680,118,172,555,744,520,246,463,1032,905,271,1029,798,1643,566,1796,1092,396,383,1612,2134,600,2484,1236,978
ENSG00000075336,3277,869,558,979,918,992,2142,424,576,759,1953,980,255,765,451,1146,309,1051,953,1101,2051,2801,1309,1004,553,1027,847,1196,1179,1358,2665
ENSG00000075340,9654,4478,407,241,7525,17,4601,2512,5,287,5850,43,1711,7508,7,320,71,10,57,15,56,4949,5625,102,2,81,197,6,24,184,83
ENSG00000075388,0,0,20,0,4,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,212,0,0,0,0,0
ENSG00000075391,2357,1851,761,376,1973,238,4145,449,1233,1583,3434,429,986,1245,1595,2101,661,1428,4421,4095,3854,8799,3003,4636,1793,4962,5327,911,4345,1586,539
ENSG00000075399,1640,1058,1039,1225,996,379,1362,935,505,753,2345,396,841,1275,1530,1806,3988,1654,1050,2392,828,2486,1485,1740,2331,2575,1715,1523,2125,1138,575
ENSG00000075407,1014,1880,530,463,85,215,1330,251,361,189,149,654,398,383,984,723,320,4387,2215,2494,2307,2805,4807,2344,313,1473,1049,1117,1679,3282,3593
ENSG00000075413,3408,4427,4161,725,2355,1873,4860,2398,1847,1888,4742,3835,1381,1368,3287,3993,1960,5476,6011,7957,5051,7736,6736,6525,4074,5863,4187,3583,7736,4213,3584
ENSG00000075415,60992,28170,45993,31757,83418,53421,13266,39217,32921,74807,39352,57983,19601,28608,19085,41937,18114,30158,32459,28957,28905,30557,26568,26391,51884,21021,25952,15898,39693,23820,21594
ENSG00000075420,6147,4870,1803,1070,5511,852,6065,1605,5459,2704,3151,1160,1322,3633,7627,5590,3005,9846,18606,6836,10243,6591,2593,3193,2387,12438,4315,12171,22194,7487,3253
ENSG00000075426,23247,8195,2157,3237,9606,13824,17727,22502,7867,9394,18995,19829,4370,28489,5696,35122,13684,21240,20552,21392,20966,5083,4944,1327,16216,17940,9388,16017,16960,1036,1010
ENSG00000075461,0,2,10,2730,9090,7955,10995,1058,481,458,6608,5217,5735,4030,3,7,131,23,131,0,102,7437,7,124,101,3396,5010,3,76,46,11
ENSG00000075539,890,812,178,419,986,677,4366,171,338,273,418,1357,571,620,1373,1975,399,2634,3779,7335,3083,3579,3107,7310,1028,4068,3824,1636,3152,2783,3264
ENSG00000075568,2252,3307,1714,808,284,491,3365,1003,2332,758,1408,898,678,1387,2734,3513,1899,2606,4481,4652,10403,5045,8265,4821,5036,4840,4714,3615,6691,6487,4698
ENSG00000075618,31429,2872,76984,2937,34670,3601,34682,4510,21242,19086,20694,4097,6893,19779,732,17108,3745,2188,5421,16891,8122,4532,3381,1268,26731,4570,3448,2567,11851,6669,9222
