level,id,subtype,n,spearman,pearson,p_value,q_value,inference_note
per_gene,ADNP2,NA,30,-0.1208,0.0888,0.5249,0.608,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,ADO,NA,30,0.7864,0.7492,2.58e-7,7.197e-6,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,ADPGK,NA,30,0.681,0.7328,3.445e-5,2.926e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,ADPRHL2,NA,30,0.5275,0.4295,0.002741,0.009035,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,ADRM1,NA,30,-0.3935,-0.3789,0.03143,0.06406,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,ADSL,NA,30,0.3949,0.3793,0.0308,0.06308,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,ADSS,NA,30,0.6022,0.7233,4.297e-4,0.002131,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,ADSSL1,NA,30,0.2062,0.249,0.2742,0.3659,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AEBP2,NA,30,0.0136,0.0272,0.9433,0.9579,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AES,NA,30,0.3424,0.3546,0.06402,0.1133,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AFAP1,NA,30,0.7611,0.7676,1.047e-6,2.026e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AFAP1L1,NA,13,0.522,0.6892,0.06729,0.1177,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AFAP1L2,NA,30,0.721,0.8484,6.966e-6,8.596e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AFDN,NA,30,0.5172,0.5938,0.003422,0.01076,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AFF1,NA,26,0.1672,0.3078,0.4143,0.5063,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AFF4,NA,30,-0.0687,-0.0905,0.7181,0.7785,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AFG1L,NA,30,0.1066,0.088,0.5752,0.653,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AFG3L2,NA,30,0.4981,0.6035,0.005091,0.01481,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AFM,NA,23,-0.5158,-0.5296,0.01175,0.02922,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AFP,NA,30,0.1175,-0.0567,0.5364,0.6183,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AFTPH,NA,30,0.3789,0.3633,0.03896,0.07644,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AGA,NA,30,0.5604,0.5551,0.001278,0.00496,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AGAP1,NA,30,0.0398,0.1243,0.8345,0.8721,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AGAP2,NA,17,-0.3284,-0.2317,0.1981,0.2821,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AGAP3,NA,30,0.2151,0.1777,0.2536,0.3436,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AGFG1,NA,30,0.5715,0.4858,9.701e-4,0.004,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AGFG2,NA,30,0.5987,0.6722,4.742e-4,0.002307,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AGK,NA,30,0.3606,0.3997,0.05026,0.09364,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AGL,NA,30,0.3397,0.4271,0.06626,0.1163,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AGMAT,NA,30,0.721,0.7913,6.966e-6,8.596e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AGO1,NA,30,0.317,0.3308,0.08783,0.1457,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AGO2,NA,30,-0.0874,-0.0971,0.6459,0.7158,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AGO3,NA,30,-0.1021,-0.0487,0.5913,0.6671,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AGPAT1,NA,30,0.5546,0.6378,0.00147,0.005505,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AGPAT2,NA,30,0.6271,0.6535,2.082e-4,0.001203,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AGPAT3,NA,30,0.3624,0.3565,0.04906,0.09209,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AGPAT4,NA,30,0.1657,0.1354,0.3814,0.4752,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AGPAT5,NA,30,0.4483,0.4575,0.01298,0.0315,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AGPS,NA,30,0.3971,0.5198,0.02979,0.06141,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AGR2,NA,30,0.6154,0.8163,2.951e-4,0.001588,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AGR3,NA,13,0.6298,0.7221,0.02105,0.04624,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AGRN,NA,30,0.5951,0.6014,5.228e-4,0.002489,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AGTRAP,NA,30,0.7126,0.6943,9.979e-6,1.129e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AHCTF1,NA,30,-0.1622,-0.1629,0.3919,0.4851,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AHCY,NA,30,-0.1208,-0.0035,0.5249,0.608,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AHCYL1,NA,30,0.4763,0.5233,0.007796,0.02106,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AHCYL2,NA,24,0.4496,0.4574,0.02752,0.05751,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AHDC1,NA,30,0.5235,0.5394,0.002992,0.009681,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AHNAK,NA,30,0.6632,0.7256,6.496e-5,4.827e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AHNAK2,NA,30,0.7397,0.7293,3e-6,4.531e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AHR,NA,30,0.2058,0.1455,0.2753,0.3672,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AHSA1,NA,30,0.3553,0.394,0.05402,0.09944,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AHSG,NA,30,-0.0442,-0.1359,0.8164,0.8584,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AIDA,NA,30,0.6578,0.6668,7.795e-5,5.522e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AIF1L,NA,30,0.8047,0.7712,8.348e-8,2.994e-6,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AIFM1,NA,30,0.4158,0.4027,0.0223,0.0484,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AIFM2,NA,26,0.7928,0.7969,1.372e-6,2.499e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AIMP1,NA,30,0.3335,0.2943,0.07172,0.1238,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AIMP2,NA,30,0.2997,0.4411,0.1077,0.1714,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AIP,NA,30,-0.1835,-0.0316,0.3316,0.4261,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AJUBA,NA,30,0.0216,0.0078,0.9099,0.9325,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AK1,NA,30,0.5813,0.6267,7.548e-4,0.003272,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AK2,NA,30,0.2792,0.2896,0.1351,0.2064,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AK3,NA,30,0.3477,0.2642,0.05972,0.1075,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AK4,NA,30,0.5551,0.6701,0.001454,0.005472,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AK6,NA,30,0.4781,0.5041,0.007537,0.02051,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AKAP1,NA,30,0.5938,0.6102,5.421e-4,0.002557,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AKAP10,NA,30,0.5475,0.4599,0.00174,0.006289,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AKAP11,NA,30,0.2329,0.2483,0.2155,0.3013,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AKAP12,NA,30,0.6298,0.6371,1.92e-4,0.001129,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AKAP13,NA,30,0.4501,0.4438,0.01258,0.03082,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AKAP17A,NA,30,0.4389,0.5687,0.01524,0.03564,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AKAP2,NA,30,0.8509,0.7836,2.568e-9,2.383e-7,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AKAP5,NA,20,0.1008,0.1467,0.6726,0.7402,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AKAP7,NA,26,0.414,0.4277,0.0355,0.07068,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AKAP8,NA,30,0.3228,0.3278,0.08188,0.1379,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AKAP8L,NA,30,0.0679,0.2382,0.7216,0.7814,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AKAP9,NA,30,0.4434,0.2869,0.01413,0.03363,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AKR1A1,NA,30,0.4781,0.5548,0.007537,0.02051,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AKR1B1,NA,30,0.7335,0.692,4.004e-6,5.682e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AKR1B10,NA,30,0.5253,0.8807,0.002878,0.009391,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AKR1C1,NA,30,0.4167,0.6705,0.02199,0.04794,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AKR1C2,NA,30,0.7192,0.7126,7.521e-6,9.072e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AKR1C3,NA,30,0.8576,0.8217,1.412e-9,1.512e-7,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AKR7A2,NA,30,0.1106,0.2344,0.5608,0.64,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AKT1,NA,30,0.2316,0.2977,0.2182,0.3042,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AKT1S1,NA,30,0.2049,0.2208,0.2774,0.3694,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AKT2,NA,30,0.2245,0.4875,0.2331,0.3207,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AKT3,NA,12,0.1329,0.1466,0.6806,0.7467,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,AKTIP,NA,23,-0.0899,-0.009,0.6833,0.7488,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,ALAD,NA,30,0.5987,0.6315,4.742e-4,0.002307,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,ALAS1,NA,30,0.1907,0.177,0.3129,0.4066,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,ALB,NA,19,-0.1087,0.0759,0.6578,0.7265,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,ALCAM,NA,30,0.5546,0.6132,0.00147,0.005505,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,ALDH16A1,NA,30,0.6934,0.6606,2.153e-5,2.044e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,ALDH18A1,NA,30,0.6214,0.6089,2.477e-4,0.001372,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,ALDH1A1,NA,30,0.5529,0.7674,0.001531,0.005698,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,ALDH1A2,NA,30,-0.018,0.1537,0.9247,0.9448,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
