rna_has_zero,n_genes,median_range_ratio,median_iqr_ratio,median_sd_ratio,median_rna_range,median_rna_iqr
FALSE,7510,0.3400253739083687,0.29948370974676486,0.32126518669016735,3.385756435600527,1.1193942767324043
TRUE,525,0.3695561605434993,0.2744217186191905,0.3032819630638137,6.347955671917021,1.9755543535978113
