gene,n_paired,rna_min,rna_max,rna_range,rna_iqr,rna_sd,prot_min,prot_max,prot_range,prot_iqr,prot_sd,range_ratio_floor_sensitive,range_ratio,iqr_ratio,sd_ratio,complete30,rna_n_zero_lines,rna_has_zero,concord_spearman,is_adc_target
CD55,30,1.5050458929096375,8.980135892334246,7.4750899994246085,2.1409131792398473,1.8487383952118448,12.19645522388539,13.79052800047726,1.5940727765918687,0.6758131435784005,0.45209988459375583,0.21325131559814955,0.21325131559814955,0.3156658336880129,0.24454508315761475,TRUE,0,FALSE,0.6752,FALSE
CD58,30,0.18266814647195026,5.14560246570789,4.96293431923594,1.9114431472107505,1.3485268826665429,10.02316354070081,10.90997953717106,0.8868159964702489,0.35761526792782306,0.22965141769760705,0.17868783655528553,0.17868783655528553,0.18709176281265213,0.17029799008789515,TRUE,0,FALSE,0.5123,FALSE
CD59,30,6.013757379118922,10.033348319486874,4.019590940367952,1.1440296812412267,0.9924032489639447,11.28317742929612,13.58856589792812,2.3053884686319996,0.5694387812236474,0.5266087053303217,0.5735380795790541,0.5735380795790541,0.4977482582495841,0.5306398441158812,TRUE,0,FALSE,0.8389,FALSE
CD63,30,8.601791806668842,11.648567759726163,3.0467759530573204,0.9011447541020949,0.7353842048162449,10.94559957282072,12.81747921102529,1.87187963820457,0.5995692514518502,0.4670992899744782,0.6143804687463849,0.6143804687463849,0.6653417763600744,0.6351772133740556,TRUE,0,FALSE,0.6098,FALSE
CD70,30,0.046658125153218453,7.087444807449617,7.040786682296399,4.048875503626891,2.393987311448781,8.583797245689585,11.46053584084368,2.8767385951540945,0.7600604617908822,0.6111333881647677,0.4085819845085588,0.4085819845085588,0.18772137130668434,0.25527845750983746,TRUE,0,FALSE,0.4358,FALSE
CD74,30,0.13007988996000014,10.065594823909834,9.935514933949834,5.786884982595351,2.9360332671913523,11.12643951908702,13.47751344063382,2.3510739215467993,0.6314073230938781,0.6553561990167536,0.23663332370556228,0.23663332370556228,0.10911005229806715,0.22321143508148183,TRUE,0,FALSE,0.7824,FALSE
CD81,30,6.826708414581721,9.937461239748014,3.1107528251662933,0.8936386590262675,0.7195021900614349,10.81605404794658,12.98180488592457,2.16575083797799,0.4755579949445927,0.4385152977687497,0.6962143762940132,0.6962143762940132,0.5321591564344065,0.6094704141641417,TRUE,0,FALSE,0.5813,FALSE
CD9,30,3.0498760747205353,10.48896079144318,7.439084716722645,2.341787935994372,1.9175785583774188,11.87157287917867,15.00929638319129,3.1377235040126195,1.0512445172473832,0.8128194269282413,0.421788919402839,0.421788919402839,0.4489067951411249,0.42387803272895264,TRUE,0,FALSE,0.8745,FALSE
CD99,30,4.197901426834745,9.869226144331837,5.671324717497091,1.7682557447332767,1.4453656701019229,9.75824241582172,11.98460173850311,2.2263593226813914,0.5598025923222707,0.5075340762375772,0.3925642479635594,0.3925642479635594,0.3165846309221018,0.35114579426934045,TRUE,0,FALSE,0.7731,FALSE
CD99L2,23,1.6049505302016729,6.280702131469452,4.675751601267779,2.2911336196192025,1.438122633298987,7.440619191144656,8.962066342739575,1.521447151594919,0.5027467990217431,0.3650609251002987,0.3253909277777706,0.3253909277777706,0.2194314616645109,0.2538454764896272,FALSE,0,FALSE,0.334,FALSE
CDA,30,0,8.487137402881334,8.487137402881334,4.295771890419244,2.618180890329816,10.34380765427781,12.95593213556209,2.6121244812842797,0.46762270743876044,0.7236307343707667,0.3077745012585137,0.3077745012585137,0.10885650341017594,0.2763868367703234,TRUE,2,TRUE,0.6728,FALSE
CDAN1,23,2.4388761201380653,4.579475368260024,2.1405992481219585,0.7284501413951405,0.5662931929117165,7.764484835203525,8.535230395627078,0.7707455604235527,0.26701870640629544,0.2270502180975901,0.360060651754298,0.360060651754298,0.36655728543740346,0.400941104254076,FALSE,0,FALSE,0.3281,FALSE
CDC123,30,4.11432537611062,7.639892709312889,3.525567333202269,1.5739375696461728,0.9687023998624605,9.81578440266774,11.50244712610946,1.6866627234417209,0.4997708742999052,0.38083992447793447,0.47840888119125125,0.47840888119125125,0.31752903287787687,0.3931444007282395,TRUE,0,FALSE,0.5889,FALSE
CDC16,30,2.901316327593319,6.6299694749841365,3.7286531473908173,1.1986653780897765,0.9184852202707989,11.97222738202528,12.5285433807058,0.5563159986805211,0.28258743413469567,0.16877060097505622,0.14920025453958136,0.14920025453958136,0.23575172796350735,0.18374884783153858,TRUE,0,FALSE,0.3864,FALSE
CDC20,30,1.782082663571497,9.43106548320245,7.6489828196309535,1.5771868704916265,1.7067316211450725,9.787781304396344,11.23866760088641,1.4508862964900668,0.4707197153220548,0.34420542706533575,0.18968356063846786,0.18968356063846786,0.29845525861835653,0.2016751918115884,TRUE,0,FALSE,0.6147,FALSE
CDC23,30,2.722111209017166,6.020024572415951,3.297913363398785,0.496672430408311,0.6297337379408061,11.71926996838936,12.4586601101068,0.7393901417174398,0.2588626488623831,0.17990713324839067,0.22419938313826238,0.22419938313826238,0.5211939157757838,0.28568762067072484,TRUE,0,FALSE,0.5724,FALSE
CDC26,30,3.218846823635813,5.781337233537701,2.562490409901888,0.9246481829831064,0.6792642570472656,10.57911334474501,11.22791524941884,0.6488019046738298,0.20151396300486546,0.15287772742821787,0.2531919347548586,0.2531919347548586,0.21793582328225608,0.22506370067633355,TRUE,0,FALSE,-0.0732,FALSE
CDC27,30,1.7790917989705448,5.956393559517507,4.177301760546962,2.0201002068113474,1.2021235692153518,12.93829491196174,13.46448326581917,0.5261883538574299,0.2406795738814118,0.16153663642568544,0.12596369235928326,0.12596369235928326,0.11914239356537443,0.13437606629002655,TRUE,0,FALSE,0.4154,FALSE
CDC34,30,4.835860020405556,7.9020840617307755,3.0662240413252198,0.46293654504662296,0.5289902681968718,9.912735143949806,11.04470577269172,1.1319706287419145,0.5029788337052299,0.3243813940072523,0.36917414170840485,0.36917414170840485,1.0864962792137618,0.6132086231244784,TRUE,0,FALSE,-0.0354,FALSE
CDC37,30,6.644342548485744,8.667342322170866,2.0229997736851217,0.8847056883372577,0.528730015391036,13.87018733016487,15.14982867628894,1.2796413461240714,0.6409855262075599,0.38797590858030334,0.6325464603454012,0.6325464603454012,0.7245183733499524,0.733788317830539,TRUE,0,FALSE,0.6263,FALSE
CDC37L1,30,0.3919656371017469,3.9311341423784,3.539168505276653,1.3407419464437182,0.90532365494579,9.218487305249624,10.51492813419799,1.2964408289483664,0.5130191123790819,0.3285081474259717,0.36631226431164937,0.36631226431164937,0.38263822038226764,0.3628626576046358,TRUE,0,FALSE,0.5168,FALSE
CDC40,30,0.5004506655959509,5.04867235532328,4.548221689727329,1.3660766304833665,1.0958827236976034,12.45214396144452,13.29496145673677,0.84281749529225,0.27077048234133194,0.19889185714634872,0.18530703927555867,0.18530703927555867,0.1982103172686028,0.18149009273115496,TRUE,0,FALSE,0.3344,FALSE
CDC42,30,5.807136440265945,7.724555257532415,1.9174188172664692,0.40654192896115315,0.4584788988101624,13.29008278623844,13.96495706799428,0.6748742817558409,0.21338403471583156,0.17657314492787074,0.35197019851821537,0.35197019851821537,0.5248758357129292,0.3851281823135388,TRUE,0,FALSE,0.1115,FALSE
CDC42BPA,30,0.9094268157755603,5.001108289841889,4.091681474066329,2.1391864334839323,1.2419260216892156,11.95860666681562,12.54956805542705,0.5909613886114311,0.21059740687368844,0.1484643043619884,0.14442995926174365,0.14442995926174365,0.09844743009645225,0.1195435974197992,TRUE,0,FALSE,0.2044,FALSE
CDC42BPB,30,4.350125422318774,7.009761023213112,2.6596356008943376,0.6454217898213237,0.6113961326471408,14.03568097457082,15.17063625823599,1.134955283665171,0.1626322177391497,0.20429324188756234,0.4267333777918777,0.4267333777918777,0.2519781951956909,0.3341421886380618,TRUE,0,FALSE,0.3508,FALSE
CDC42BPG,30,0.06576337159601237,5.219400146405268,5.1536367748092555,3.677695570216558,1.798330736578663,9.238549317315112,10.84528920795904,1.6067398906439276,0.4947200994724028,0.41796805058516,0.31176816699570287,0.31176816699570287,0.13451904596966727,0.23242001156046924,TRUE,0,FALSE,0.6979,FALSE
CDC42EP1,30,0.0766023274504521,7.5998874014487185,7.523285073998267,0.908331864395028,1.8531141100814863,11.41985914049295,12.30465669857062,0.8847975580776701,0.17658819016457983,0.2382319615606792,0.117607873339225,0.117607873339225,0.19440933108979067,0.12855763186121524,TRUE,0,FALSE,0.5453,FALSE
CDC42EP3,24,0.7617666871812682,7.367418158667881,6.605651471486613,2.203515326725182,1.7805408321696243,8.764583361457902,9.772751971278288,1.0081686098203857,0.23446481489147608,0.26740970243608275,0.15262213184757925,0.15262213184757925,0.10640489405623184,0.1501845380935402,FALSE,0,FALSE,0.4513,FALSE
CDC42EP4,30,0.7533563645434642,6.911651784988147,6.158295420444683,0.9178905525274672,1.2258104282772615,11.48519111215581,12.83381100543231,1.3486198932764992,0.3671288832027937,0.3100028575452919,0.2189923998772889,0.2189923998772889,0.3999702167016341,0.25289624757146667,TRUE,0,FALSE,0.556,FALSE
CDC42SE2,30,2.359784356740896,5.16124441132884,2.8014600545879444,1.3556958256735707,0.8734292154156168,8.282082525311129,10.72259137161195,2.440508846300821,0.36330225102404157,0.46004668136191157,0.8711560396172722,0.8711560396172722,0.2679821270700872,0.5267131820670788,TRUE,0,FALSE,0.2552,FALSE
CDC5L,30,1.1678460233597066,4.478713002441722,3.3108669790820158,1.6438363626908514,1.0012966259981042,14.46853699508166,15.20142030333414,0.7328833082524806,0.22107927956047213,0.1610987000309787,0.2213569173521078,0.2213569173521078,0.1344898340115679,0.16089008576294125,TRUE,0,FALSE,-0.0674,FALSE
CDC73,30,1.5862872962035515,5.340556358664435,3.754269062460884,1.4238769469053465,0.9572685613229969,13.83123074208897,14.43924323756841,0.608012495479441,0.2231878013312425,0.14341910423833854,0.16195229626959534,0.16195229626959534,0.15674655160076773,0.14982117875063775,TRUE,0,FALSE,0.3695,FALSE
CDCA2,30,0.27534931908259397,4.9306450967345095,4.655295777651915,1.784459320840679,1.1484661249776196,10.41401382352949,12.02962610635024,1.6156122828207486,0.5160012241785346,0.4111693020976951,0.3470482564344488,0.3470482564344488,0.2891639042438023,0.35801604693016753,TRUE,0,FALSE,0.3611,FALSE
CDCA3,30,1.1388137482097562,7.734563582294397,6.595749834084641,1.2945102807203641,1.416542733034261,9.249370352222892,10.4014594332696,1.152089081046709,0.40250822362848737,0.2903683989819328,0.17467143388202747,0.17467143388202747,0.3109347446854583,0.2049838612068965,TRUE,0,FALSE,0.2997,FALSE
CDCA5,30,1.470318199206008,6.735976535725379,5.265658336519371,1.3834813755332007,1.2441763675417812,9.197534459299234,10.90640483456608,1.7088703752668462,0.5473095850866994,0.36151746250778394,0.32453119174390244,0.32453119174390244,0.395603146356606,0.2905676975862055,TRUE,0,FALSE,0.7081,FALSE
CDCA7,24,1.341939420892592,6.275463369218899,4.933523948326307,2.7362942571220996,1.4594129124154533,7.388860838048149,8.766221336753278,1.3773604987051282,0.44757778630079326,0.3545181393760382,0.27918390852696606,0.27918390852696606,0.16357078012930293,0.24291832445779882,FALSE,0,FALSE,0.6591,FALSE
CDCA7L,30,0,6.617414186528435,6.617414186528435,2.0128709849275825,2.042414968337299,7.040666190513798,9.562623115006735,2.5219569244929367,0.7322134314612407,0.5749826452477238,0.3811091241087906,0.3811091241087906,0.363765704282127,0.2815209710864041,TRUE,2,TRUE,0.7705,FALSE
CDCA8,30,0.9773063039680435,6.214004316630141,5.236698012662098,1.2318927095035015,1.244789393127298,11.58254625676525,12.64881073364989,1.0662644768846405,0.35874063806284084,0.2895871368333632,0.20361389453935697,0.20361389453935697,0.29121094336813363,0.2326394636974133,TRUE,0,FALSE,0.5217,FALSE
CDCP1,30,0.07165655661886779,7.618313975116113,7.5466574184972455,2.3992809852236365,2.30093593129715,12.22771429587775,14.175769655391,1.9480553595132513,0.4906030082199422,0.4084757836752226,0.25813486044012907,0.25813486044012907,0.20447917990489686,0.17752592678447365,TRUE,0,FALSE,0.8185,FALSE
CDH1,30,0.0528885532393739,7.957722348334591,7.904833795095217,5.291401598173314,2.7982624530794475,12.5502410395058,14.73976052271574,2.1895194832099403,0.9155137029599256,0.6148874166230061,0.27698488544673655,0.27698488544673655,0.173019130371049,0.21973900837869276,TRUE,0,FALSE,0.8945,FALSE
CDH13,30,0.002468012527441699,7.004587243518554,7.002119230991112,0.5396994375742667,1.3548691237453756,9.811990674043187,13.08843083245133,3.2764401584081426,1.1844802219087676,0.7361434461613422,0.4679212178945402,0.4679212178945402,2.1947034579701117,0.5433317751949064,TRUE,0,FALSE,0.2979,FALSE
CDH17,13,0.051334093428208494,5.802512280979872,5.751178187551664,1.1521014226024058,1.9968504509361018,10.80201209502891,13.15077167001411,2.3487595749852,0.48249112611779843,0.827570976142571,0.4083962448023352,0.4083962448023352,0.41879223187480413,0.41443813469086516,FALSE,0,FALSE,0.4011,FALSE
CDH2,30,0,7.3422176233252925,7.3422176233252925,4.375784784698265,2.3222593367145317,10.55157206184402,13.47698003994928,2.9254079781052607,0.6074260607098783,0.7116059021265267,0.39843656619651413,0.39843656619651413,0.13881534184084962,0.3064282661613871,TRUE,2,TRUE,0.8455,FALSE
CDH3,30,0.02812326224308008,7.454070492630827,7.425947230387747,5.139200161238081,2.674535598715904,9.584470774242993,12.08099359572788,2.496522821484888,0.9619876467404165,0.6383005919484805,0.33618914113324927,0.33618914113324927,0.18718625789205778,0.23865847672954546,TRUE,0,FALSE,0.8398,FALSE
CDH5,23,0,4.523065081602247,4.523065081602247,1.6053055266061185,1.271625964210363,9.572263095581922,11.10674857382746,1.5344854782455375,0.3423076966292129,0.38374063080551346,0.3392578816712411,0.3392578816712411,0.2132352321448167,0.3017716227930306,FALSE,4,TRUE,0.5082,FALSE
CDH6,30,0.06273583208705853,9.183401330806829,9.12066549871977,4.925892299551324,2.750159596318387,12.37670499989213,14.717332809272,2.3406278093798694,0.7646214908120061,0.5840893844163392,0.2566290595470707,0.2566290595470707,0.15522497129741383,0.21238381408782755,TRUE,0,FALSE,0.7228,TRUE
CDIPT,30,5.502221491549727,7.714219157325911,2.2119976657761846,0.628681517924039,0.5213674916884798,9.934112587321987,11.36962324029812,1.4355106529761326,0.3319590258199767,0.302657855657276,0.6489657178152651,0.6489657178152651,0.5280241526999779,0.5805077234046573,TRUE,0,FALSE,0.0278,FALSE
CDK1,30,0.31100977125006635,6.764739095499324,6.453729324249258,1.475331491391378,1.4374207301474353,12.72902639116122,14.62798113791606,1.898954746754839,0.2717932024913221,0.40956573810495234,0.2942414612307495,0.2942414612307495,0.18422517520790888,0.2849310083784192,TRUE,0,FALSE,0.2009,FALSE
CDK11A,11,3.1828369589975725,5.572884887666814,2.3900479286692415,1.1183869727239593,0.7791567244416824,7.581941850349649,8.545093537098305,0.963151686748656,0.29123471258934863,0.28593779797746477,0.4029842561713525,0.4029842561713525,0.2604060309107618,0.36698367479579697,FALSE,0,FALSE,0.3727,FALSE
CDK11B,30,3.5708729721734653,6.270138352712064,2.699265380538599,0.5157347335371592,0.5773761192974122,10.90346214048921,11.66966703205083,0.7662048915616193,0.260603088411262,0.1992708861762787,0.2838568215951906,0.2838568215951906,0.5053045130854762,0.34513184649681067,TRUE,0,FALSE,0.1324,FALSE
CDK12,30,1.1779056766949043,5.637837540305248,4.459931863610343,1.5776566575899746,1.124717377905939,12.11622749754361,13.11926619619065,1.003038698647039,0.22822855620517934,0.21863474540142686,0.22490000504964502,0.22490000504964502,0.1446630070663289,0.19439083070672664,TRUE,0,FALSE,0.5778,FALSE
CDK13,30,2.3847067191280678,5.158655748705427,2.7739490295773592,1.3140002472056218,0.7923894287390969,11.71537611216666,12.63604285833987,0.9206667461732092,0.21702006605901936,0.18855898922234235,0.3318974993255311,0.3318974993255311,0.16515983655295224,0.23796252497006432,TRUE,0,FALSE,-0.1373,FALSE
CDK16,30,6.414645190687561,9.77388555802638,3.3592403673388196,0.9450787405929493,0.7646124064120863,10.83653965737588,11.82767525864214,0.9911356012662598,0.2437480668379841,0.19583689631100917,0.29504753839673414,0.29504753839673414,0.25791297208215136,0.256125711103703,TRUE,0,FALSE,0.3798,FALSE
CDK17,30,1.0032020401754471,6.0581690144841644,5.0549669743087176,1.7488491293080743,1.282255376813367,9.31391746497279,10.77345002107347,1.4595325561006813,0.3140612932306208,0.3009126042095893,0.28873236235144284,0.28873236235144284,0.17958169630954843,0.2346744725355808,TRUE,0,FALSE,0.5902,FALSE
CDK19,23,0.9339902795622613,5.2984938404208295,4.3645035608585685,1.4141458743185598,1.0628107261845106,7.905687594903634,9.04577508213958,1.1400874872359452,0.29191851470915076,0.2887202405123924,0.2612181365735148,0.2612181365735148,0.20642744147580866,0.27165725128584073,FALSE,0,FALSE,0.3567,FALSE
CDK2,30,3.923165252595171,7.036462115218788,3.1132968626236166,0.9437880564883052,0.7756323911499174,11.20557787145385,12.34586384142686,1.1402859699730108,0.3593562178742893,0.2610437140363683,0.36626316740385517,0.36626316740385517,0.38075944636489706,0.33655597292598455,TRUE,0,FALSE,2e-4,FALSE
CDK2AP1,30,4.909590043995631,7.910239229063957,3.000649185068326,1.1016461518108684,0.6787148455119842,5.712492309740567,9.372714151912666,3.660221842172099,0.31468859087587653,0.6160119720301428,1.2198099865808718,1.2198099865808718,0.2856530568899972,0.9076152910217516,TRUE,0,FALSE,0.1858,FALSE
CDK2AP2,13,4.75604488071531,7.57296566553265,2.8169207848173405,0.6678591572729156,0.803035357361222,9.240490805698194,10.12183497915909,0.8813441734608958,0.42023088827349575,0.2746634420554019,0.312875029433263,0.312875029433263,0.6292208225300587,0.34203156752393477,FALSE,0,FALSE,0.0879,FALSE
CDK4,30,6.5924617316256535,9.250173426300941,2.657711694675288,1.2390770865925855,0.7820646422355892,9.772993802982953,11.21138891799785,1.438395115014897,0.3065770183555685,0.3147674789078673,0.5412156321909236,0.5412156321909236,0.24742368467053455,0.402482687374897,TRUE,0,FALSE,0.3201,FALSE
CDK5,30,3.2423235426765316,5.889823562912745,2.647500020236213,0.6788655926579379,0.5697502121155779,10.91431471721485,12.2657210232733,1.3514063060584505,0.3499752103050007,0.3167078252203303,0.5104461929098971,0.5104461929098971,0.5155294569205597,0.5558713599146214,TRUE,0,FALSE,0.2512,FALSE
CDK5RAP1,30,4.245571434024214,6.153633053415751,1.9080616193915372,0.7724893384521732,0.5111416282214871,11.72994043712596,12.41051622028327,0.6805757831573107,0.26674385044154647,0.1809712401316619,0.3566843839007358,0.3566843839007358,0.3453042484392311,0.3540530258929404,TRUE,0,FALSE,0.4443,FALSE
CDK5RAP2,30,2.137879223246833,5.946585345967125,3.808706122720292,1.6625845338236873,1.0270307579577385,11.3049397007455,12.45529158038421,1.1503518796387109,0.3165080538792928,0.23028032231803208,0.3020321974374581,0.3020321974374581,0.1903711044101759,0.22421949930296825,TRUE,0,FALSE,0.0928,FALSE
CDK5RAP3,30,5.343963550825874,7.704611995235608,2.3606484444097333,0.9713476040842934,0.6440122833614224,13.06162269360363,13.85071358516385,0.789090891560221,0.11369095612546509,0.16455660467207278,0.3342687020716161,0.3342687020716161,0.11704456329270876,0.2555178044325017,TRUE,0,FALSE,0.2329,FALSE
CDK6,30,0.07683023338494246,5.899209843316987,5.822379609932044,1.9019841547978207,1.3279249390523424,10.21733604028139,12.13224531703291,1.9149092767515192,0.3635070683627486,0.41522874769568097,0.32888774093069983,0.32888774093069983,0.19111992465646438,0.3126899235675203,TRUE,0,FALSE,0.6707,FALSE
CDK7,30,2.9515722413743473,6.021183002754352,3.0696107613800048,1.3477948438144396,0.8843452358088474,11.24531997877049,12.04168150528706,0.79636152651657,0.3930492928492999,0.22293851245546326,0.25943404178012125,0.25943404178012125,0.29162397723448613,0.2520944348748115,TRUE,0,FALSE,0.4563,FALSE
CDK8,30,1.4101261498367004,4.643264909905075,3.2331387600683748,1.6329844157140418,1.0025509443424585,6.770073891251363,8.227906308276992,1.457832417025629,0.6368973072103161,0.3843737983627372,0.4509031393984459,0.4509031393984459,0.3900204442133792,0.38339577707428707,TRUE,0,FALSE,0.3384,FALSE
CDK9,30,4.454781211056071,7.070297854476277,2.6155166434202064,0.8913639076755135,0.6463883590806695,11.88463415351574,12.60353396316649,0.7188998096507486,0.2482121547809797,0.1842403860884526,0.2748595813600605,0.2748595813600605,0.2784633219312906,0.2850304828361851,TRUE,0,FALSE,0.0585,FALSE
CDKAL1,30,2.0598134889682154,5.435068807789472,3.3752553188212566,0.9007108859817912,0.7964191424618746,12.29338049886664,13.63740875192495,1.34402825305831,0.3859949415856274,0.2956942565739829,0.3982004696248242,0.3982004696248242,0.4285447723493271,0.37127969533723015,TRUE,0,FALSE,0.6298,FALSE
CDKN1A,30,1.068971355154337,9.086333994741668,8.017362639587331,3.5343671985565686,2.304710003517721,8.687631909784514,11.09313310299076,2.4055011932062467,1.2531772293412562,0.6860116768434673,0.30003647101212605,0.30003647101212605,0.3545690526590028,0.29765639746275896,TRUE,0,FALSE,0.7758,FALSE
CDKN1B,30,3.2118423611295017,5.848281460106321,2.6364390989768194,0.9147360783843945,0.6569495513685166,9.596541053473937,10.814890564108,1.218349510634063,0.36453755164427903,0.26201861270383375,0.4621193454105936,0.4621193454105936,0.3985166434980073,0.3988412993935574,TRUE,0,FALSE,0.3077,FALSE
CDKN1C,13,0.753560039661345,8.11990494841097,7.366344908749625,1.7447964552053024,1.7363817592726474,7.682960124355644,9.33929360162754,1.6563334772718967,0.22571471534904752,0.43650795513988283,0.22485146945869053,0.22485146945869053,0.12936449674440031,0.2513893922283148,FALSE,0,FALSE,0.8242,FALSE
CDKN2A,30,0,10.286801836067395,10.286801836067395,4.521558538992386,3.215784421598871,10.3663383600654,11.26888507230983,0.9025467122444297,0.3030997601602099,0.2232868967659779,0.08773832009477786,0.08773832009477786,0.06703435497879337,0.0694346596327377,TRUE,1,TRUE,0.7259,FALSE
CDKN2AIP,30,1.3478765181225294,5.649521364688947,4.301644846566417,2.023991292930975,1.1922663328862124,12.76761791455193,14.33902307070007,1.5714051561481401,0.4183633676411418,0.3517387403421041,0.3653033228446182,0.3653033228446182,0.20670215781180704,0.29501691915649636,TRUE,0,FALSE,0.4634,FALSE
CDKN2AIPNL,30,3.9330730847164115,6.474892808142516,2.5418197234261046,0.9406359536962965,0.699373259834975,10.49711466319323,12.06016842042997,1.563053757236741,0.33811494561011024,0.3263143018275997,0.6149349392607236,0.6149349392607236,0.3594535636039249,0.4665810384351801,TRUE,0,FALSE,0.6044,FALSE
CDKN2C,26,0.5728183805514342,6.412262095492951,5.839443714941517,1.5168771082565327,1.3911446363288946,9.399014569565049,11.14858690740718,1.7495723378421317,0.3130978813024239,0.4080151087216948,0.29961284383398734,0.29961284383398734,0.20640952361809464,0.29329452744641266,FALSE,0,FALSE,0.4783,FALSE
CDR2,13,2.6823887913709608,5.266310560184207,2.5839217688132465,0.7083236835013476,0.6907920943831396,7.752196129968697,9.478620820498053,1.726424690529356,0.2876592906552684,0.4475995582161356,0.6681412383944871,0.6681412383944871,0.40611276645915106,0.6479511879993807,FALSE,0,FALSE,0.4066,FALSE
CDR2L,30,3.203293573559969,7.655015446805999,4.45172187324603,1.566946639405546,1.0738746716664898,11.01288952812796,12.64445944124238,1.6315699131144203,0.38737202266985804,0.34614740917676534,0.3665031103851823,0.3665031103851823,0.24721455914849513,0.32233501572357354,TRUE,0,FALSE,0.6316,FALSE
CDS1,30,0.0446712300887913,5.497918786025645,5.453247555936853,2.1070952965839336,1.4754638304532184,7.93913736619381,9.61437153044551,1.6752341642517,0.8087130587962736,0.4730814465844718,0.3071993609437192,0.3071993609437192,0.3838046908022508,0.3206323576492928,TRUE,0,FALSE,0.7161,FALSE
CDS2,30,3.053740231786249,5.258132382921179,2.20439215113493,0.5170317609675559,0.5480254140693889,10.62380025445507,11.31053389827276,0.686733643817691,0.26816983315547915,0.1936298263334217,0.31152970829810234,0.31152970829810234,0.5186718755026483,0.35332271344063076,TRUE,0,FALSE,0.6129,FALSE
CDT1,17,1.438225240301087,6.1002098557082265,4.66198461540714,0.9778791149904116,1.0793734625604798,8.867715498890586,10.60675831947712,1.7390428205865334,0.5526652275941988,0.4197403427731471,0.3730262890270519,0.3730262890270519,0.5651672268300953,0.38887406197428914,FALSE,0,FALSE,-0.0907,FALSE
CDV3,30,5.811237755421773,8.465697849357504,2.6544600939357306,0.8414046551784438,0.6391953561594633,12.70104341042131,13.59079241906864,0.8897490086473301,0.270078482829911,0.22931775376515476,0.3351901995739223,0.3351901995739223,0.3209852490923445,0.35876004347557505,TRUE,0,FALSE,0.4474,FALSE
CDYL,30,3.444384939906202,5.539904135091119,2.0955191951849166,0.8462919171459018,0.544332252928589,11.94784049706717,13.22610120334109,1.2782607062739189,0.5230791378455422,0.3133579304881149,0.6099971354168962,0.6099971354168962,0.6180835799656618,0.5756740093981246,TRUE,0,FALSE,0.3317,FALSE
CDYL2,13,0.05517774194033249,4.861433622442996,4.806255880502663,1.9801874968580038,1.458920926949865,8.2984213365932,10.15412159081232,1.8557002542191192,0.6299438508407018,0.5781493132932314,0.3861010109235051,0.3861010109235051,0.3181233352095416,0.39628557148875493,FALSE,0,FALSE,0.8901,FALSE
CEACAM1,19,0.18873892763460506,4.444233649969052,4.255494722334446,2.082469025402829,1.3719323902459335,9.278092462449836,12.38810463662928,3.1100121741794435,0.5931377280618957,0.6985530044613775,0.73082270737099575,0.73082270737099575,0.2848242738914977,0.5091745113883888,FALSE,0,FALSE,0.7,FALSE
CEACAM5,24,0,9.529276814011132,9.529276814011132,0.15826921567391594,2.3547503406105497,8.246758437235776,13.07754078525888,4.830782348023103,0.6710192568036266,1.0076348675446625,0.5069411291442687,0.5069411291442687,4.2397332541669766,0.4279157964930578,FALSE,2,TRUE,0.4575,FALSE
CEACAM6,24,0,8.38511801520804,8.38511801520804,1.0545902784556715,2.527974666484664,7.986341014315831,10.86837854457292,2.8820375302570893,1.0095164369131826,0.7259522193728474,0.34370864250568145,0.34370864250568145,0.9572593807630253,0.28716752149353525,FALSE,5,TRUE,0.4594,FALSE
CEACAM7,14,0,8.903408455676743,8.903408455676743,0.9116914366712762,2.3872182011870704,8.44950531376054,11.15149663609034,2.7019913223297998,0.4258721038678619,0.7943878656610234,0.30347830673847515,0.30347830673847515,0.46712307118161117,0.33276717866259786,FALSE,9,TRUE,0.5046,FALSE
CEBPA,19,0.020298792748896823,7.39485707738292,7.3745582846340225,3.429178568074107,2.21616648660283,8.672641682082062,11.245405970724493,2.5727642886424302,0.506671980290486,0.5655657830643259,0.34887029017089244,0.34887029017089244,0.14775316310665115,0.2552000431751334,FALSE,0,FALSE,0.4614,FALSE
CEBPB,30,3.4257963060342034,8.729661525875295,5.303865219841092,1.5266283963994383,1.419861865361071,11.61025209013998,13.82023350077104,2.2099814106310607,0.6295749517217821,0.44387826576128303,0.41667374999722817,0.41667374999722817,0.4123956774331188,0.3126207390945067,TRUE,0,FALSE,0.6089,FALSE
CEBPD,23,0.02103164061338447,6.7880722782365055,6.767040637623121,1.8150206136087865,1.6114060557413752,7.614279825928814,9.193858258600208,1.5795784326713944,0.39118857570633736,0.3707392199400276,0.23342233588628353,0.23342233588628353,0.21552844787175238,0.23007187953594851,FALSE,0,FALSE,0.6285,FALSE
CEBPG,24,2.4941109097050473,6.99964942759849,4.505538517893442,1.7601522413765611,1.3207292209313493,7.671679324072776,11.32265838469989,3.6509790606271144,0.9669198943549961,0.9746493624996118,0.8103313391124052,0.8103313391124052,0.5493387853762001,0.7379630487862685,FALSE,0,FALSE,0.14,FALSE
CEBPZ,30,1.500889223869512,5.995868884845054,4.494979660975542,2.626866919257999,1.4564777727167042,13.58021213559588,14.45197912703433,0.8717669914384487,0.2611522318425905,0.22900550830145586,0.19394236619287614,0.19394236619287614,0.09941585922303105,0.15723240861705834,TRUE,0,FALSE,0.2067,FALSE
