bundle_path,bytes,sha256,recovery_inventory_record,recovery_inventory_hash_match
sarek_3.5.1_run/reports/bcftools/mutect2/TOV1369_P65/TOV1369_P65.mutect2.filtered.bcftools_stats.txt,19956,4ff4c3556461f9c59481422b9cf31c6dfe95fe32ffb94f304b8d63b614fbd46a,C00791,True
sarek_3.5.1_run/reports/bcftools/mutect2/TOV21G_P59/TOV21G_P59.mutect2.filtered.bcftools_stats.txt,19979,7dc4c04340ec359035d8b569e84c11185bbb08fa23e6489f319c3b1a5de8dfd7,C00792,True
sarek_3.5.1_run/reports/bcftools/mutect2/TOV2295_R_P57/TOV2295_R_P57.mutect2.filtered.bcftools_stats.txt,19845,97b077e6c641bc583468670a5f2bb9514b554023a4ed73b82abb4838ded9bd32,C00793,True
sarek_3.5.1_run/reports/bcftools/mutect2/TOV2414_P65/TOV2414_P65.mutect2.filtered.bcftools_stats.txt,18936,9fec06196440ee6ff505ed0907e9fff640426ad1b99a80b8d3a891596afb898f,C00794,True
sarek_3.5.1_run/reports/bcftools/mutect2/TOV2835EP_P64/TOV2835EP_P64.mutect2.filtered.bcftools_stats.txt,20154,515c358ddb196b48b86536f28b18043a5d227ff2629d2f10957d4b518e789d6e,C00795,True
sarek_3.5.1_run/reports/bcftools/mutect2/TOV2881EP_P64/TOV2881EP_P64.mutect2.filtered.bcftools_stats.txt,19883,937d327873b5c2441576a1236e25a1adb7364cecca0ecb0f1bfe288738229f33,C00796,True
sarek_3.5.1_run/reports/bcftools/mutect2/TOV2929D_P57/TOV2929D_P57.mutect2.filtered.bcftools_stats.txt,20092,34ddbae03c0d840d5504758fb753c415cc597b15f7099bdd4e0674561e205cc8,C00797,True
sarek_3.5.1_run/reports/bcftools/mutect2/TOV3121D_P68/TOV3121D_P68.mutect2.filtered.bcftools_stats.txt,20216,351c4c66c27ba83faab9e0e8eb5fb3ea15fdcf3691b63709e4c40d95c9b84e06,C00798,True
sarek_3.5.1_run/reports/bcftools/mutect2/TOV3121EP_P68/TOV3121EP_P68.mutect2.filtered.bcftools_stats.txt,19753,90880c403b84007b494cbde27519a8157f295668266431bfc3dd07eef65f5ac1,C00799,True
sarek_3.5.1_run/reports/bcftools/mutect2/TOV3133D_P66/TOV3133D_P66.mutect2.filtered.bcftools_stats.txt,20004,782d2e03d59c91fcfb944a5bce18803a73f9a0c5fdc248888948d4771d930f25,C00800,True
