pathway,pval,padj,log2err,ES,NES,size,leadingEdge,subtype,n_group,evidence,go_id,term
GO:1900226 negative regulation of NLRP3 inflammasome complex assembly,0.8885792087137594,0.9664503596024915,0.005780469754161084,-0.2446495666272988,-0.6689659841470403,14,ABHD17A;HSPA8;CARD8;CPTP,CC,7,"descriptive; model-level, source-confounded",GO:1900226,negative regulation of NLRP3 inflammasome complex assembly
GO:1904385 cellular response to angiotensin,0.8949097898195797,0.9664503596024915,0.010128034088191032,0.19132220271992537,0.7309987697239879,33,CAMK2A;SLC26A6;SRC;MAS1;FAT1;AGTRAP,CC,7,"descriptive; model-level, source-confounded",GO:1904385,cellular response to angiotensin
GO:1904896 ESCRT complex disassembly,0.8904699309891554,0.9664503596024915,0.005931799103023311,-0.2655903999119654,-0.6589867554135065,10,IST1;CHMP1A;CHMP1B;VPS4A;VTA1,CC,7,"descriptive; model-level, source-confounded",GO:1904896,ESCRT complex disassembly
GO:1904903 ESCRT III complex disassembly,0.8904699309891554,0.9664503596024915,0.005931799103023311,-0.2655903999119654,-0.6589867554135065,10,IST1;CHMP1A;CHMP1B;VPS4A;VTA1,CC,7,"descriptive; model-level, source-confounded",GO:1904903,ESCRT III complex disassembly
GO:0001895 retina homeostasis,0.8953715069680122,0.9665312380297524,0.011235307839579866,0.17739080279077976,0.7691792057986128,57,SLC28A2;ERCC6;CCDC66;DRAM2;CLRN1;BBS12;USH1C;ABCA4;CNGB1;NPHP3;BBS10;CLN8;WHRN;EPG5;CDH3,CC,7,"descriptive; model-level, source-confounded",GO:0001895,retina homeostasis
GO:0003085 negative regulation of systemic arterial blood pressure,0.8967553436875288,0.9665312380297524,0.005454969634513908,-0.22084480390654432,-0.6782084111676734,22,IER3;TAC1,CC,7,"descriptive; model-level, source-confounded",GO:0003085,negative regulation of systemic arterial blood pressure
GO:0003143 embryonic heart tube morphogenesis,0.8956972412676132,0.9665312380297524,0.004593454756998273,-0.18971061911050027,-0.7445425772334907,70,SOX18;MESP1;HAND2;ASB2;TEAD2;SRF,CC,7,"descriptive; model-level, source-confounded",GO:0003143,embryonic heart tube morphogenesis
GO:0009083 branched-chain amino acid catabolic process,0.8961402429647854,0.9665312380297524,0.005459458902186616,-0.22109968770765906,-0.6789911524173139,22,HSD17B10;HMGCLL1;ECHS1;MCCC1;BCAT2;BCKDHA,CC,7,"descriptive; model-level, source-confounded",GO:0009083,branched-chain amino acid catabolic process
GO:0030810 positive regulation of nucleotide biosynthetic process,0.8964858867846638,0.9665312380297524,0.008842018757375997,0.2374605384345495,0.657876118578794,11,IL4;ADCY10;NOS3;PPARA;TREM2,CC,7,"descriptive; model-level, source-confounded",GO:0030810,positive regulation of nucleotide biosynthetic process
GO:0031663 lipopolysaccharide-mediated signaling pathway,0.8958801498127341,0.9665312380297524,0.004777935411480632,-0.19420411158127746,-0.7319503473857009,56,AKT1;IRAK1;CX3CL1;HCK;NFKBIL1;CD14;CARD8;MIF;NFKBIA;MAPK14;CACTIN;MAPK3,CC,7,"descriptive; model-level, source-confounded",GO:0031663,lipopolysaccharide-mediated signaling pathway
GO:0032107 regulation of response to nutrient levels,0.8967463972663794,0.9665312380297524,0.005228704831155106,-0.21023948064175838,-0.6950042668705664,30,MT3;NPY;RXRB;MN1;GHR,CC,7,"descriptive; model-level, source-confounded",GO:0032107,regulation of response to nutrient levels
GO:0035721 intraciliary retrograde transport,0.8952678278015117,0.9665312380297524,0.005896997342192335,-0.2633305356196172,-0.6533795473284891,10,DYNLL1,CC,7,"descriptive; model-level, source-confounded",GO:0035721,intraciliary retrograde transport
GO:0106056 regulation of calcineurin-mediated signaling,0.8957697339729612,0.9665312380297524,0.005092063875360712,-0.2032327506977487,-0.7075600146585999,38,IGF1;HOMER2;PTBP1,CC,7,"descriptive; model-level, source-confounded",GO:0106056,regulation of calcineurin-mediated signaling
GO:1900373 positive regulation of purine nucleotide biosynthetic process,0.8964858867846638,0.9665312380297524,0.008842018757375997,0.2374605384345495,0.657876118578794,11,IL4;ADCY10;NOS3;PPARA;TREM2,CC,7,"descriptive; model-level, source-confounded",GO:1900373,positive regulation of purine nucleotide biosynthetic process
GO:1903729 regulation of plasma membrane organization,0.8963875309504159,0.9665312380297524,0.005664135371572882,-0.23577717211847554,-0.6679388731170177,16,S100A10;ANXA2;NOX5;ASAP1;ATP10A;MYH9,CC,7,"descriptive; model-level, source-confounded",GO:1903729,regulation of plasma membrane organization
GO:0055074 calcium ion homeostasis,0.8973216275235082,0.9667988690592582,0.0031715968871606245,-0.1733595540240815,-0.817130308501313,295,ANKH;CORO1A;KDR;P2RX1;TRDN;MCUR1;CACNA1C;CASQ1;CDH23;SGCD;YWHAE;CXCL12;BAK1;ALPL;CX3CL1;CALR;P2RY1;STOML2;LCK;SNCA;RYR1;SLC25A23;ANK2;CALM3;SYPL2;CIB2;CNR1;RGN;PLCE1;FKBP1A;IMMT;TMEM203;KCTD17;TRPC3;HTR1B;AFG3L2;GP1BB;CALM1;PLCB1;RAP1GDS1;ANXA6;CALM2;GRM1,CC,7,"descriptive; model-level, source-confounded",GO:0055074,calcium ion homeostasis
GO:0061037 negative regulation of cartilage development,0.8972974594318965,0.9667988690592582,0.005286804126544672,-0.2129643804231735,-0.6923638939695165,28,LTBP3;RFLNA;WNT11;BMP4;RARB;WNT9A;RARG;RARA;RFLNB;GLI3;CHADL;EFEMP1;NKX3-2;ADAMTS12,CC,7,"descriptive; model-level, source-confounded",GO:0061037,negative regulation of cartilage development
GO:0050655 dermatan sulfate proteoglycan metabolic process,0.8975684371538584,0.9668395567566948,0.008982638188590611,0.22795533453003522,0.6664737269878016,13,IDUA;DSE;CSGALNACT1,CC,7,"descriptive; model-level, source-confounded",GO:0050655,dermatan sulfate proteoglycan metabolic process
GO:0055090 acylglycerol homeostasis,0.8976773783009864,0.9668395567566948,0.010291736486479687,0.18692411224745828,0.7346181656079441,37,SLC25A27;MLXIPL;CETP,CC,7,"descriptive; model-level, source-confounded",GO:0055090,acylglycerol homeostasis
GO:1901532 regulation of hematopoietic progenitor cell differentiation,0.8979123652213811,0.9669213906341806,0.004984578738065077,-0.19999375025543403,-0.7118031882645744,42,KDR;KAT5;DPF2;PCID2;METTL3;MYB;NUDT21;PDCD2;RARA;TMSB4X;FLCN;SPI1;ABL1;CDK6;HES5;ZNHIT1,CC,7,"descriptive; model-level, source-confounded",GO:1901532,regulation of hematopoietic progenitor cell differentiation
GO:0097212 lysosomal membrane organization,0.898157936889316,0.9670145917535287,0.00571082452755179,-0.24080875855855854,-0.6584637380770977,14,LAPTM4B;CHMP1A;CHMP4B;CHMP1B;CHMP3;CHMP6;CHMP4A,CC,7,"descriptive; model-level, source-confounded",GO:0097212,lysosomal membrane organization
GO:0007175 negative regulation of epidermal growth factor-activated receptor activity,0.8987035888057996,0.967088395598667,0.005831192232591394,-0.2566632093309288,-0.6546892619866915,11,CBLC;ZFYVE28;ERRFI1;CHMP6;ZGPAT,CC,7,"descriptive; model-level, source-confounded",GO:0007175,negative regulation of epidermal growth factor-activated receptor activity
GO:0032728 positive regulation of interferon-beta production,0.8985175084858859,0.967088395598667,0.005057462264289609,-0.2019691965931849,-0.7071728415257945,39,FLOT1;POLR3C;TLR7;POLR3G;TLR9;POLR3D;IRF1;POLR3A,CC,7,"descriptive; model-level, source-confounded",GO:0032728,positive regulation of interferon-beta production
GO:0070536 protein K63-linked deubiquitination,0.8985816455315824,0.967088395598667,0.005289444160050771,-0.21369315931791583,-0.6892217698316789,27,OTUD5;SHMT2;VCP;OTUD7B,CC,7,"descriptive; model-level, source-confounded",GO:0070536,protein K63-linked deubiquitination
GO:0090085 regulation of protein deubiquitination,0.898899519968651,0.9671280928749765,0.005829778529175279,-0.2565405805218054,-0.6543764638854265,11,VCP;PARK7;UBXN1;TNIP1;DNAJB2;TRIM21,CC,7,"descriptive; model-level, source-confounded",GO:0090085,regulation of protein deubiquitination
GO:0033574 response to testosterone,0.900521768882046,0.9680599556763384,0.0049268198383307605,-0.19862462091106742,-0.7136296496104242,44,AR;ELK1;CALR;HSF1;SRD5A1;CBL;IGF1R;PSPH;KCNJ11;RWDD1,CC,7,"descriptive; model-level, source-confounded",GO:0033574,response to testosterone
GO:0045542 positive regulation of cholesterol biosynthetic process,0.9006227710650982,0.9680599556763384,0.009021586499199818,0.22354956933582432,0.66927717716866,14,SCAP;GNAI1;MBTPS2;KPNB1;SREBF2;PRKAA1;PAQR3,CC,7,"descriptive; model-level, source-confounded",GO:0045542,positive regulation of cholesterol biosynthetic process
GO:0106120 positive regulation of sterol biosynthetic process,0.9006227710650982,0.9680599556763384,0.009021586499199818,0.22354956933582432,0.66927717716866,14,SCAP;GNAI1;MBTPS2;KPNB1;SREBF2;PRKAA1;PAQR3,CC,7,"descriptive; model-level, source-confounded",GO:0106120,positive regulation of sterol biosynthetic process
GO:1900426 positive regulation of defense response to bacterium,0.9004928647360113,0.9680599556763384,0.0057298601208166855,-0.24491372402263764,-0.6562028514961108,13,KLK7;EMILIN2,CC,7,"descriptive; model-level, source-confounded",GO:1900426,positive regulation of defense response to bacterium
GO:1902033 regulation of hematopoietic stem cell proliferation,0.9007208073041807,0.9680599556763384,0.005692299404427105,-0.23996676231261296,-0.6561613965888938,14,TSC22D1;ACE;PIM1;PDCD2;CEBPA;KAT7,CC,7,"descriptive; model-level, source-confounded",GO:1902033,regulation of hematopoietic stem cell proliferation
GO:1904377 positive regulation of protein localization to cell periphery,0.9001952759275607,0.9680599556763384,0.004497081398250623,-0.18768322167436352,-0.7452893716754837,75,CLIP3;EPHA3;PKP1;AKT1;EIF4G1;NUMA1;SNCA;NRXN1;RHOG;STAC2;VIL1;RANGRF;SQSTM1;RER1;AGR2,CC,7,"descriptive; model-level, source-confounded",GO:1904377,positive regulation of protein localization to cell periphery
GO:0009062 fatty acid catabolic process,0.9012773160972607,0.9682058164195495,0.004195989421552521,-0.18222245930710826,-0.7606354462445554,102,CPT1A;HSD17B10;HADHA;PPARD;AKT1;ACOT7;ETFA;PEX5;ACOX3;HADHB;CNR1;HADH;ABCD2;ECHS1;ILVBL;GLYATL2;ABHD2;NUDT8;MCEE;ABHD1;ACACB,CC,7,"descriptive; model-level, source-confounded",GO:0009062,fatty acid catabolic process
"GO:0042147 retrograde transport, endosome to Golgi",0.9012024615701522,0.9682058164195495,0.004223928428483155,-0.1824671421586044,-0.7582134774546007,99,SNX12;TRIM27;RAB6B;STX5;YKT6;RAB7A;TBC1D10B;VPS26B;SNX8;TBC1D17;PLEKHJ1;SNX3;RUFY1;DCTN1;VPS52;EIPR1;VPS53;STX10;RNF126;GBF1;VPS51;HEATR5A;STX6;MAGEL2;BET1L;RHOBTB3;TBC1D10C;RGP1;EHD3;SNX5,CC,7,"descriptive; model-level, source-confounded",GO:0042147,"retrograde transport, endosome to Golgi"
GO:0070593 dendrite self-avoidance,0.9014933946008041,0.9682058164195495,0.005661140409954349,-0.23684018679907726,-0.6596175496418197,15,CNTN4;CNTN6;BSG;IGSF9;EXT1;EMB;PALLD,CC,7,"descriptive; model-level, source-confounded",GO:0070593,dendrite self-avoidance
GO:0090190 positive regulation of branching involved in ureteric bud morphogenesis,0.90147845632697,0.9682058164195495,0.0056097173540838,-0.23114916952938286,-0.6648234618199423,17,MAGED1;SIX1;LHX1,CC,7,"descriptive; model-level, source-confounded",GO:0090190,positive regulation of branching involved in ureteric bud morphogenesis
GO:0006206 pyrimidine nucleobase metabolic process,0.9017895413630519,0.9683528520269677,0.009057567764441934,0.21842564281357738,0.6690230833291007,15,CPS1,CC,7,"descriptive; model-level, source-confounded",GO:0006206,pyrimidine nucleobase metabolic process
GO:0030866 cortical actin cytoskeleton organization,0.9020611147842584,0.9683912774266603,0.004970108339767052,-0.1991911969900779,-0.7056356050057027,41,LCP1;EPB41L3;CALR;RACGAP1;TLN1;EHD2;FMNL3;IQGAP2;VIL1;PLEK;CAVIN3;LLGL1,CC,7,"descriptive; model-level, source-confounded",GO:0030866,cortical actin cytoskeleton organization
GO:1905898 positive regulation of response to endoplasmic reticulum stress,0.9021438228288161,0.9683912774266603,0.010339711193288447,0.18524849968752627,0.7363690151407687,39,BBC3;APP;TMEM259;ERN1;SERINC3;TMX1;PTPN2;BAX;TMEM33,CC,7,"descriptive; model-level, source-confounded",GO:1905898,positive regulation of response to endoplasmic reticulum stress
GO:0042430 indole-containing compound metabolic process,0.9024770483284255,0.9684070815043507,0.009567773964845339,0.20144561892794788,0.6977631369759756,23,ACMSD;TPH2;KYNU;PDE1B;KMO;ALDH2;IDO2;GRIN2A,CC,7,"descriptive; model-level, source-confounded",GO:0042430,indole-containing compound metabolic process
GO:1904062 regulation of monoatomic cation transmembrane transport,0.902434637951577,0.9684070815043507,0.0031972718513914884,-0.17280180660808525,-0.8094248322900413,275,ADRA2A;GJC2;CORO1A;CRACR2A;P2RX1;TRDN;CACNA1C;CASQ1;ADCYAP1R1;COMMD1;YWHAE;FYN;BAK1;CX3CL1;GAL;SNCA;FXYD4;KCNIP3;PHB2;ANK2;REM1;COX17;CALM3;LRRC38;KCNG1;FKBP1A;CACNG1;FGF11;GNB2;TRPC3;KCNN4;AFG3L2;KCNE2;CALM1;FGF14;CALM2;RGS4;MMP9;STAC2;FXYD1;SCN4B;P2RX5;KCNH2;TLR9;RANGRF;CRHR1;PRKACA;RGS7;EDN3;JPH1;LHCGR;JPH2;PLA2G1B;CACNG6;CXCL9,CC,7,"descriptive; model-level, source-confounded",GO:1904062,regulation of monoatomic cation transmembrane transport
GO:0031468 nuclear membrane reassembly,0.9029486251808972,0.9685712806006415,0.00527932837052919,-0.21332255968673303,-0.6828525999244293,26,BANF1;RCC1;UBE2I;CHMP1A;CHMP4B;CHMP1B;CHMP3;CHMP6;CHMP4A;VPS4A,CC,7,"descriptive; model-level, source-confounded",GO:0031468,nuclear membrane reassembly
GO:0050931 pigment cell differentiation,0.9028844942687996,0.9685712806006415,0.010176584823152122,0.18799036742506384,0.7282858458576202,35,ADAMTS9;ADAMTSL4;KITLG;MITF;SOD2;KIT;MREG;BLOC1S5;ENPP1,CC,7,"descriptive; model-level, source-confounded",GO:0050931,pigment cell differentiation
GO:0035050 embryonic heart tube development,0.9031594536778016,0.968626567515822,0.012165257773066918,0.1697456030990124,0.7926722281493946,82,HIF1A;TGFBR2;RNF207;NOTCH1;PITX2;CLUAP1;PSEN1;PKD2;IHH;NODAL;CITED2;TMED2;NPHP3;AHI1;WNT5A;CCDC39;SMAD3,CC,7,"descriptive; model-level, source-confounded",GO:0035050,embryonic heart tube development
GO:2001171 positive regulation of ATP biosynthetic process,0.903680578376602,0.9690145648224505,0.005836378154880893,-0.25957430751965116,-0.6440595396436851,10,ENO1;VCP;PID1,CC,7,"descriptive; model-level, source-confounded",GO:2001171,positive regulation of ATP biosynthetic process
GO:1900046 regulation of hemostasis,0.9046860659720347,0.9699217149463933,0.004525104789334803,-0.1874868140652291,-0.7358149817650124,70,SERPINB2;FGG;F7;ADAMTS18;PRKG1;APOH;CD9;EMILIN2,CC,7,"descriptive; model-level, source-confounded",GO:1900046,regulation of hemostasis
GO:0036258 multivesicular body assembly,0.9052575393648252,0.9703633169182976,0.0051529766824500054,-0.20606783877291127,-0.6904722837773718,32,VPS37C;IST1;VPS28;VPS37B;CHMP1A;CHMP4B;MVB12A;CHMP1B;CHMP3;CHMP6;CHMP4A;VPS4A;VTA1,CC,7,"descriptive; model-level, source-confounded",GO:0036258,multivesicular body assembly
GO:0001675 acrosome assembly,0.9057223830197781,0.9706625070037119,0.005259131805401282,-0.21251620873975666,-0.6802714437569666,26,NECTIN2;PAFAH1B1;CCDC42;TBPL1,CC,7,"descriptive; model-level, source-confounded",GO:0001675,acrosome assembly
GO:0046467 membrane lipid biosynthetic process,0.9058558998924626,0.9706625070037119,0.0038118073237767692,-0.1775295880496107,-0.7757022605192463,143,GAL3ST2;P2RX1;ST8SIA5;GPAA1;ST3GAL5;B3GALT4;DEGS2;ST8SIA2;B4GALNT1;B4GALT3;CERK;ST6GALNAC3;DPM3;B3GALT1;SMPD1;SPTSSB;B3GALT2;ST8SIA6;CERS2;ST3GAL2,CC,7,"descriptive; model-level, source-confounded",GO:0046467,membrane lipid biosynthetic process
GO:0043604 amide biosynthetic process,0.9060483482615814,0.9706976754366944,0.00369935104355314,-0.1764562591085045,-0.782549309561038,163,P2RX1;ST3GAL5;PGK1;B3GALT4;ACOT7;GGT6;DEGS2;PPT1;ST8SIA2;SNCA;B4GALNT1;B4GALT3;ST6GALNAC3;B3GALT1;SMPD1;ASL;PPT2;CARNS1;SPTSSB;B3GALT2;ST8SIA6;AGMAT;PDHB;CERS2;ST3GAL2;FH;NANS;PDHA1;CHAC2;SMPD4;FASN;ACSBG1,CC,7,"descriptive; model-level, source-confounded",GO:0043604,amide biosynthetic process
GO:0002755 MyD88-dependent toll-like receptor signaling pathway,0.9064931830915769,0.9708321673793376,0.005463052095164328,-0.22204549875202106,-0.6583190376069501,19,IRAK1;TLR9;IRF1;CD300A;TNIP1;TRAF6;CD300LF;TIRAP,CC,7,"descriptive; model-level, source-confounded",GO:0002755,MyD88-dependent toll-like receptor signaling pathway
GO:0032007 negative regulation of TOR signaling,0.9063766549581195,0.9708321673793376,0.004518963600844023,-0.18761041985437182,-0.7347685588093227,69,RNF152;TBC1D7;AKT1S1;SH3BP4;TNFAIP8L1;CASTOR2;OTUD7B;YWHAZ;GSK3B;ENDOG;PREX1;PRKACA;MAPK3;SPAAR;SESN3;NPRL2;ITFG2;MAPKAPK5;KPTN;FLCN;PDCD6;GSK3A;STK11;DEPTOR;SEH1L;YWHAG;RNF167,CC,7,"descriptive; model-level, source-confounded",GO:0032007,negative regulation of TOR signaling
GO:0002887 negative regulation of myeloid leukocyte mediated immunity,0.9080963930027349,0.9717289735658314,0.008754966501240267,0.23286667639864028,0.645148984439395,11,IL13RA2;CCR2,CC,7,"descriptive; model-level, source-confounded",GO:0002887,negative regulation of myeloid leukocyte mediated immunity
GO:0010517 regulation of phospholipase activity,0.9078664090532708,0.9717289735658314,0.009215999569016552,0.208923627576825,0.6750258039170666,18,CCL5,CC,7,"descriptive; model-level, source-confounded",GO:0010517,regulation of phospholipase activity
GO:0035930 corticosteroid hormone secretion,0.9077893036834586,0.9717289735658314,0.005439052592701173,-0.22125981286333646,-0.663317782877801,20,POMC;GAL;KCNK9;REN;CRHR1;C1QTNF1;CRY2;AGTR1,CC,7,"descriptive; model-level, source-confounded",GO:0035930,corticosteroid hormone secretion
GO:0048168 regulation of neuronal synaptic plasticity,0.9078918603803833,0.9717289735658314,0.011199875360518141,0.17400053849006358,0.76063362065218465,59,CAMK2A;APP;NEURL1;RAB5A;GRIN2D;JPH3;SHANK3;KMT2A;NOG;NF1;KIT;FMR1,CC,7,"descriptive; model-level, source-confounded",GO:0048168,regulation of neuronal synaptic plasticity
GO:1900225 regulation of NLRP3 inflammasome complex assembly,0.9081295439524124,0.9717289735658314,0.010481460195755965,0.18183238064327578,0.73522381739797,42,TLR6;NLRC3;MEFV;FBXL2;CD36;EIF2AK2;LATS1;BRCC3;IRGM;TREM2;DDX3X;LAMP2;PTPN22;ZDHHC1;USP50;MAPK8,CC,7,"descriptive; model-level, source-confounded",GO:1900225,regulation of NLRP3 inflammasome complex assembly
GO:0034063 stress granule assembly,0.9083929199390458,0.9718397864442888,0.00505167165841681,-0.201857413472175,-0.690174170396219,35,UBAP2L;ANG;STYXL1;HSF1;G3BP1;RPS23;CAPRIN1;OGFOD1;EIF2S1,CC,7,"descriptive; model-level, source-confounded",GO:0034063,stress granule assembly
GO:0034315 regulation of Arp2/3 complex-mediated actin nucleation,0.9090964703003609,0.9719261815222995,0.009921367409057276,0.1919825875223326,0.7130971529066636,30,CARMIL1;WASH6P;WASHC4;HIP1R;WASF3;AP1AR,CC,7,"descriptive; model-level, source-confounded",GO:0034315,regulation of Arp2/3 complex-mediated actin nucleation
GO:0034405 response to fluid shear stress,0.908820935019112,0.9719261815222995,0.0050707723504978125,-0.2021734521533874,-0.686577991970007,34,AKT1;CSF2;ACE;MMP2;KLF4;HDAC3;MEF2C;KLF2;TGFB3,CC,7,"descriptive; model-level, source-confounded",GO:0034405,response to fluid shear stress
GO:0061045 negative regulation of wound healing,0.9091129946552934,0.9719261815222995,0.004491564926715564,-0.18633581374246022,-0.7312977399219937,70,SERPINB2;FGG;ADAMTS18;PRKG1;APOH;CD9;MMRN1;CLDN3;EPPK1;WNT4;CLDN19,CC,7,"descriptive; model-level, source-confounded",GO:0061045,negative regulation of wound healing
