cell_line,subtype,HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_HYPOXIA,HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_MITOTIC_SPINDLE,HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_TGF_BETA_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_DNA_REPAIR,HALLMARK_G2M_CHECKPOINT,HALLMARK_APOPTOSIS,HALLMARK_NOTCH_SIGNALING,HALLMARK_ADIPOGENESIS,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_ANDROGEN_RESPONSE,HALLMARK_MYOGENESIS,HALLMARK_PROTEIN_SECRETION,HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_SURFACE,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_COMPLEMENT,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_MTORC1_SIGNALING,HALLMARK_E2F_TARGETS,HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_GLYCOLYSIS,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_P53_PATHWAY,HALLMARK_UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_DN,HALLMARK_ANGIOGENESIS,HALLMARK_HEME_METABOLISM,HALLMARK_COAGULATION,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_PEROXISOME,HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_SPERMATOGENESIS,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_PANCREAS_BETA_CELLS
VOA4841,CC,0.30938250651289123,0.27948703723855584,0.36987582902744665,0.3178405793163107,0.23645966198979596,0.35668719685410544,0.20900450040380014,0.36834571167929475,0.2946563678433318,0.29924468814736016,0.26857479079497903,0.320470425587565,0.2686958136459313,0.23109291751215688,0.3058561186862335,0.1735528664818924,0.37042986794675514,0.3064999231543062,0.24743667478506626,0.25894680791435465,0.20556138989087258,0.17819437470165578,0.21690362087326942,0.403740355585374,0.3217695060806557,0.38743866417162587,0.3029190571786693,0.4391325072314417,0.37532630792687616,0.24860164247564764,0.17788422734151677,0.20278434496291242,0.2760599907845611,0.412580993217869,0.30872804380538943,0.3554513368990049,0.3372926146345039,0.294733096775027,0.2986999219716733,0.1768258662054344,0.23923952771712464,0.15248956346580522,0.21860930074242524,0.1466569651343903,0.2541570453695223,0.11232596216203239,0.05225289439717229,0.15628580083389232,0.004081796759488943,-0.0016014731320797004
VOA6861,CC,0.25898986004201996,0.2856320355280162,0.37386043992154716,0.3582277771550275,0.26305272108843536,0.3411846310975484,0.20405903348088494,0.38108955739407313,0.38479561527015116,0.28748442836347343,0.30531119246861926,0.33432860156321653,0.2838586515304372,0.27422710988492793,0.30678003803510334,0.18203641867663012,0.3837069620988509,0.3510270543415489,0.2660355375297646,0.2604751695532762,0.2326847074461338,0.26328755106721957,0.19956967098256817,0.40096469559736914,0.30162461384475525,0.40003278830773215,0.4044497208380181,0.46056233679931646,0.39650648380588627,0.24808744886370715,0.15543509332436523,0.21624778215967544,0.29299569228472544,0.43114021075051845,0.3389523811141343,0.3725237311177646,0.3141985194637421,0.3186171602381086,0.2643723842776863,0.17434457277117543,0.2542532546147308,0.14911735465078557,0.22440897422121675,0.1710324393945446,0.27658971778961716,0.12305159972412438,0.09903479081490685,0.15046965060991424,0.05938803396800729,0.02130740472071868
TOV112D,EC,0.17721126722083924,0.2283064092251077,0.32389901979949176,0.3552932078321608,0.29564798575680273,0.3333385020612887,0.09694974415292701,0.3791645795053056,0.3949533745011764,0.2552761603493645,0.23928608786610883,0.31361068933930714,0.195510621289682,0.1730597465556274,0.2922945747331629,0.16354077931061584,0.3674723105861729,0.1831337673950707,0.14377620505016542,0.2147557592063225,0.15869138395507054,0.21042096747196337,0.16615660557143652,0.3966787126548952,0.2850169768553087,0.3831699252270111,0.40971776389610715,0.4698092317687037,0.40730207836010535,0.22033925172586755,0.047759514601199426,0.18348970027593492,0.2791798905343663,0.43644288436746814,0.27452518119203473,0.3317102522643305,0.27134329602175034,0.2994762845991643,0.2677429715393649,0.12603761771032873,0.22615970909467142,0.11910988608202622,0.18212006984450035,0.14227330364631174,0.26536612529401393,0.04344698143787029,0.09217598389102633,0.08419412591359676,-0.009737404338059474,-0.004565174934434479
VOA4395,EC,0.18646035434578379,0.2419251501967653,0.32997195546998404,0.32497659024954173,0.20685321003401358,0.2959830713822006,0.07778762525428162,0.3686379612250965,0.3639784137608414,0.24162123481328024,0.236311889818689,0.3095809286679144,0.16871523213301043,0.15626843453256034,0.27789774897339947,0.13536723496416025,0.35841256675093724,0.22295031576594204,0.1605951341687245,0.1891055714365787,0.1347953416637495,0.192646630338423,0.1601192478000112,0.39705406971425083,0.2733388170372826,0.38946414232259285,0.37031592689590676,0.46069172498904853,0.40211099089803026,0.18683953083123583,0.053436606692449984,0.17898169566984723,0.26576475223818896,0.43643685892046413,0.29234093541626327,0.36622011291609546,0.29971676822630955,0.2787535688294239,0.2577557398109981,0.16321439863118148,0.2380857641905082,0.10527945097504954,0.20214297674511617,0.1541352989336634,0.25525247573713117,0.038074869582423565,0.08334709188984091,0.08068753655337746,-0.023109902566105234,-0.08157329390100998
TOV2414,MC,0.2857723164487066,0.2928520066657705,0.3511562678243053,0.32808793574122563,0.27273331207483,0.34926645412857316,0.16276738708449945,0.38193155913817944,0.33838871815048954,0.293930211074408,0.266616980474198,0.317542366836168,0.26746927859471303,0.2565447524838388,0.3113657605595118,0.13963893677394057,0.33748141415656674,0.3410606917975373,0.2496784343830638,0.23727621770080154,0.17962776940677494,0.14663188826275364,0.18384465556863405,0.3818646884815956,0.29078365057625477,0.3787405875863894,0.3543723865716917,0.4327769021636566,0.3772860806086461,0.190424025027769,0.1405827868393028,0.19630137265492043,0.2943123373482215,0.4241016478896922,0.31335748472280245,0.3887691598839742,0.34326835959083,0.26940912098780323,0.25177731188473873,0.14054024313885938,0.24362466257554105,0.11836444831523363,0.22222686168561046,0.16734294500579094,0.23814430440709156,0.06590819929384073,0.04127198888995687,0.14785703029622788,-0.004642146922714363,-0.05121017242341386
VOA8762,MC,0.2888171344630559,0.2816357026975318,0.38353161388600177,0.34362046085787823,0.26147361288265303,0.3264434189688181,0.21965743626301104,0.38169997578986736,0.35677213495945936,0.3074117490622026,0.3003844142259414,0.3359517153374344,0.27589438267893596,0.2722323574366513,0.3286531864208414,0.2072458388120858,0.37864572992545065,0.32700113172749123,0.26595443845471867,0.27057970405246345,0.22208207134123759,0.20678426850663645,0.2434130654111316,0.38981885273398187,0.3211742846228689,0.39207796078063195,0.3704065087598324,0.4516211124925227,0.3691413770002002,0.2539308282918865,0.16631270668684484,0.2710909962759531,0.330002964155962,0.427343198251219,0.3283882712338042,0.3672635018341889,0.32257088518192,0.3236296699810667,0.2829884455023369,0.28555642346581356,0.26284389991902524,0.22747306125361677,0.2493544847799235,0.20872988138503934,0.31198238496368635,0.12636994213702968,0.10482705547050375,0.19160602778486213,0.08907250993075966,0.06570364376987892
VOA8771,MC,0.2937521308867572,0.26943219328173973,0.39178774602084043,0.3503778679067323,0.26132945365646254,0.3206916585000765,0.22837181074220536,0.3855418552624733,0.3768783447919323,0.30083754409047647,0.28654637377963743,0.3406686243672007,0.26401839264747007,0.26416045929235576,0.33418032997442215,0.19074275899859128,0.3891561622641565,0.3155604379738818,0.2639888120075319,0.26402191581189405,0.20266007640442607,0.19116265878108207,0.23482386077013617,0.37843971414920763,0.32270626113877365,0.3915718401779815,0.3973860338617653,0.45802761501394806,0.36464718316366607,0.24581709936490792,0.15412546942435967,0.2613642025002859,0.32710878524151765,0.4296631354744689,0.3170496864169098,0.3525934080829608,0.31247110741324324,0.3212465029419068,0.2798373621696604,0.2760783784956635,0.2570250748494928,0.2116860800799243,0.24331808131259658,0.22111331323135908,0.3179685517959039,0.12555243753052414,0.09581455246552983,0.16504903521615588,0.06049141258797974,0.07547081636069419
VOA5217,MMMT,0.2219209856980443,0.2794372502203075,0.37392470783919396,0.34199833782279687,0.20219494047619047,0.33779239494043556,0.1598221353075383,0.3754988761727781,0.3622087264542089,0.25102685319970885,0.29710338214783827,0.3347574500752395,0.2520734754789232,0.23845769774870218,0.3147478191353774,0.13016818813682796,0.384693206736348,0.2510723467277707,0.1894279075929115,0.22513550249425485,0.19200797528271163,0.2506245854178678,0.17699778599854266,0.39383596108688357,0.2869940384684494,0.38424176860558645,0.38616930995868337,0.4536753108461903,0.36974875252190786,0.2221486244577826,0.12455621882181489,0.2092861413145014,0.2829173825856913,0.42136497393643846,0.3098794242163819,0.3502355313794092,0.3051608249215221,0.3158351240280367,0.2758104305744934,0.08485295120484548,0.24605648972225036,0.13549046034279189,0.203711788209889,0.15299058468788684,0.26732827865856534,0.059078075550121345,0.07414361661517632,0.0978617972861815,-0.002087265630622115,0.045690112158919716
VOA5436,MMMT,0.21113308323417945,0.269083115159507,0.3647661470273984,0.3439635396674966,0.22606093218537415,0.34153713834410493,0.16305125129850218,0.37577478528767705,0.3502918597243302,0.2620800907004087,0.32122995118549513,0.3332341178855023,0.26525837344411496,0.252463497225085,0.3149101331059244,0.18622714502929694,0.3944747651675924,0.248559434322547,0.1973218339657079,0.23277380752199983,0.21728650137741046,0.2580266200474871,0.17368463090633934,0.4000899637095544,0.30185966775675255,0.38364674261320675,0.3725837287797831,0.44887665316645065,0.3634232877978161,0.21730008865699935,0.10847542178129022,0.2333148206648935,0.28606204344462194,0.43256796143713916,0.3156118408612524,0.3621228749920977,0.30692085676533787,0.3131681013755693,0.28012937727090026,0.13620921596706903,0.243736891908495,0.14497112315596905,0.20013267300547244,0.1840071987699189,0.29069163688902067,0.08493312417720544,0.07248775243095285,0.10033021087276472,0.03836877687769058,0.043450421293454555
BIN67,SCCOHT,0.2129573546627851,0.22311262748143834,0.34846504877284623,0.3328245180195635,0.261371306335034,0.32674837391818523,0.11388590521054598,0.38147008283095907,0.37239507976031305,0.23686033816695595,0.28058751743375177,0.3134254211207468,0.18184974393639342,0.2026050701676898,0.3043554907428815,0.148549053594064,0.3749787117639013,0.16274608086961384,0.15417995672451457,0.22317288829101511,0.13140128050976874,0.21791599248637694,0.15615926797825241,0.38443399103412523,0.29801947779698845,0.37979962858884386,0.39314920871080494,0.46337885319458727,0.39976330643298275,0.20599632124405132,0.07834482372064344,0.1608940543196793,0.26927006403438136,0.4338118659267979,0.2899974127555117,0.334703730514057,0.2789794890475811,0.3091112269021914,0.27019377034450687,0.22053134705871413,0.22871727333015757,0.11115740110025563,0.17727407601018286,0.14195480051120246,0.2660062909308256,0.07588224159248402,0.08598179411717077,0.07492011243054941,0.015161774176490228,0.01210521176273649
COV434,SCCOHT,0.18111921319457758,0.21071622893208974,0.30832705637252755,0.3518372266550722,0.24635483099489797,0.30922793676784965,0.14523331294263464,0.38807048998942006,0.40015935478041464,0.21787343933710324,0.24481171548117153,0.30811194559653254,0.16510158189902613,0.16455825756816023,0.29728594104135553,0.16318786714448286,0.3670208087911958,0.1705628015611319,0.157695240715642,0.23300403564822603,0.12457827902328156,0.20575130031554734,0.14409800459615496,0.39700781718560996,0.28817090522376043,0.38805019100433924,0.4275469638657622,0.47586931707054847,0.4206484575934454,0.18829634196465272,0.06450016815200943,0.17800666682518484,0.27942175991915674,0.4351283560338546,0.2865402993051238,0.3329444355533634,0.267524912109775,0.3028219051843303,0.2435313334962207,0.1479446025280986,0.22798656121995153,0.11181059677189154,0.16697174463523512,0.15200537162027228,0.2618419892757474,0.06419598607811672,0.07954594449984087,0.0801162018933611,0.024021756626644186,-0.033203364767591115
