cell_line,signature,cosine,group,cosmic_source,cosmic_genome,n_snv_used
OV3133-R2,SBS35,0.5079993909326836,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS31,0.5046300891699029,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS8,0.5044925653225746,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS39,0.4978019648267929,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS1,0.4941283059160265,clock-like (age),COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS32,0.4826748018722091,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS15,0.474372913440446,MMR-d / MSI,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS23,0.4586679845451907,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS7b,0.442057099814096,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS84,0.4375513987217318,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS10c,0.4362073155232192,POLE proofreading,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS93,0.4359602802881674,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS20,0.4215761792934207,MMR-d / MSI,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS9,0.411909132335458,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS19,0.41003613640519176,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS11,0.40941551713634344,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS36,0.3974250561728074,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS12,0.3856512404556932,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS26,0.3809937054758824,MMR-d / MSI,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS37,0.3784911736323153,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS14,0.3616773176017479,MMR-d / MSI,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS7a,0.3553172169842919,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS16,0.35023164614193036,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS41,0.33667831473833165,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS86,0.31993018465341844,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS10b,0.31177271618376795,POLE proofreading,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS88,0.29340837638527556,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS38,0.27853547726372824,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS85,0.2624915549962428,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS10d,0.26184424909884896,POLE proofreading,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS21,0.2557329637542007,MMR-d / MSI,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS7d,0.24193368599423368,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS7c,0.22168220252918794,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS33,0.2216468004616649,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS91,0.21738263235757457,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS10a,0.21022950217344616,POLE proofreading,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS13,0.20039039445985138,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS2,0.18367853399225453,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS17a,0.18039852911179083,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS22,0.16137038934024767,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS34,0.07926992370459508,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS90,0.07831286322353156,other,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS28,0.06833184532647608,POLE proofreading,COSMIC_v3.2,GRCh38,395
OV3133-R2,SBS17b,0.06079786013516184,other,COSMIC_v3.2,GRCh38,395
OV3291,SBS5,0.7647135991588787,clock-like (age),COSMIC_v3.2,GRCh38,430
OV3291,SBS40,0.7469415124234984,clock-like (age),COSMIC_v3.2,GRCh38,430
OV3291,SBS3,0.7401417215789987,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS94,0.6984876837497869,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS89,0.646724778552432,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS92,0.6456044904248771,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS25,0.6138173267932878,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS24,0.6098023525545514,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS44,0.5910714773391454,MMR-d / MSI,COSMIC_v3.2,GRCh38,430
OV3291,SBS4,0.5846204691265281,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS6,0.5808859175951562,MMR-d / MSI,COSMIC_v3.2,GRCh38,430
OV3291,SBS29,0.5693204019508423,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS42,0.5592454904849632,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS8,0.5499304095006637,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS39,0.5392038905943016,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS18,0.5190100698960859,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS35,0.5096811145319193,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS32,0.5000228293975665,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS30,0.49980920445852045,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS15,0.49838411978726843,MMR-d / MSI,COSMIC_v3.2,GRCh38,430
OV3291,SBS87,0.4905283823834723,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS31,0.4857038456025297,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS84,0.4714223410642484,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS20,0.45550869474409517,MMR-d / MSI,COSMIC_v3.2,GRCh38,430
OV3291,SBS23,0.455230945551271,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS1,0.43567512131580655,clock-like (age),COSMIC_v3.2,GRCh38,430
OV3291,SBS19,0.4354150705375019,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS93,0.4288597518568701,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS11,0.4269400744307402,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS9,0.42487362016202235,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS7b,0.42359692955064326,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS10c,0.41817695997879095,POLE proofreading,COSMIC_v3.2,GRCh38,430
OV3291,SBS37,0.4146690123224229,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS36,0.3960373682505697,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS12,0.37894786411771897,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS26,0.3752381760159706,MMR-d / MSI,COSMIC_v3.2,GRCh38,430
OV3291,SBS86,0.37077096829826467,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS14,0.3661005392675939,MMR-d / MSI,COSMIC_v3.2,GRCh38,430
OV3291,SBS41,0.3640706040323244,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS7a,0.35676661975156676,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS85,0.3052341152376153,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS16,0.28449361108875704,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS88,0.2702381116401535,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS38,0.2569112620440698,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS10b,0.25070950270881937,POLE proofreading,COSMIC_v3.2,GRCh38,430
OV3291,SBS10d,0.24944277364429035,POLE proofreading,COSMIC_v3.2,GRCh38,430
OV3291,SBS91,0.241365592553659,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS21,0.2303676656577378,MMR-d / MSI,COSMIC_v3.2,GRCh38,430
OV3291,SBS7d,0.22838596411373555,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS7c,0.21255535347894922,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS2,0.20601956835199342,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS13,0.1846842431156282,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS33,0.1840563066271291,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS10a,0.1645990749799525,POLE proofreading,COSMIC_v3.2,GRCh38,430
OV3291,SBS17a,0.15860537618067605,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS22,0.14960253571197557,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS34,0.08958722237889938,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS17b,0.07947793593061209,other,COSMIC_v3.2,GRCh38,430
OV3291,SBS28,0.0788860592526672,POLE proofreading,COSMIC_v3.2,GRCh38,430
OV3291,SBS90,0.05595563223136692,other,COSMIC_v3.2,GRCh38,430
OV3331,SBS5,0.7149486084113109,clock-like (age),COSMIC_v3.2,GRCh38,303
OV3331,SBS6,0.6605951527303263,MMR-d / MSI,COSMIC_v3.2,GRCh38,303
OV3331,SBS92,0.6204563354660297,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS24,0.6114782332264951,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS3,0.602786639413386,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS40,0.6023775541093854,clock-like (age),COSMIC_v3.2,GRCh38,303
OV3331,SBS94,0.5880906954017182,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS15,0.585697049041831,MMR-d / MSI,COSMIC_v3.2,GRCh38,303
OV3331,SBS1,0.5772540576711409,clock-like (age),COSMIC_v3.2,GRCh38,303
OV3331,SBS87,0.5557161356956959,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS29,0.5397642915084143,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS25,0.5326857778376421,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS89,0.5161692885029873,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS44,0.47177349504162197,MMR-d / MSI,COSMIC_v3.2,GRCh38,303
OV3331,SBS32,0.461925726821115,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS39,0.44248175628547337,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS31,0.4400133827760932,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS42,0.4346739994210587,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS30,0.4244754348535208,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS8,0.42309556760324746,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS18,0.41790297363489354,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS4,0.41465647731281746,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS26,0.39789463905702005,MMR-d / MSI,COSMIC_v3.2,GRCh38,303
OV3331,SBS35,0.3921554042979251,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS23,0.38953177851461007,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS37,0.38845668515700865,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS93,0.37582652483404416,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS12,0.3672231949435309,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS84,0.3607697996308457,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS9,0.3561915745721004,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS19,0.3551050088796662,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS7b,0.3481389132779194,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS11,0.33658856938400794,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS16,0.3350443826225944,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS41,0.30744469281636033,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS10c,0.30672014086089455,POLE proofreading,COSMIC_v3.2,GRCh38,303
OV3331,SBS10b,0.27815411017215613,POLE proofreading,COSMIC_v3.2,GRCh38,303
OV3331,SBS36,0.27240418779135245,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS86,0.26291291556056473,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS20,0.26289049810745463,MMR-d / MSI,COSMIC_v3.2,GRCh38,303
OV3331,SBS7d,0.2580120847183872,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS7a,0.25646790245803214,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS21,0.2456195790619749,MMR-d / MSI,COSMIC_v3.2,GRCh38,303
OV3331,SBS85,0.2435770172999705,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS88,0.24070747086327443,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS14,0.2136260737866937,MMR-d / MSI,COSMIC_v3.2,GRCh38,303
OV3331,SBS17a,0.20573201101159913,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS2,0.19490839294549048,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS33,0.1859651357401457,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS7c,0.14984529280524111,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS10d,0.1485633268101864,POLE proofreading,COSMIC_v3.2,GRCh38,303
OV3331,SBS38,0.14125877927423042,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS13,0.1376821588966525,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS91,0.11982519342355258,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS10a,0.1033346877190412,POLE proofreading,COSMIC_v3.2,GRCh38,303
OV3331,SBS22,0.10282096811550799,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS34,0.09568012625087738,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS90,0.06967212887536622,other,COSMIC_v3.2,GRCh38,303
OV3331,SBS28,0.03548524381708947,POLE proofreading,COSMIC_v3.2,GRCh38,303
OV3331,SBS17b,0.02671012246342132,other,COSMIC_v3.2,GRCh38,303
OV90,SBS5,0.8070191465408201,clock-like (age),COSMIC_v3.2,GRCh38,583
OV90,SBS40,0.7050124172309813,clock-like (age),COSMIC_v3.2,GRCh38,583
OV90,SBS3,0.6935573160712272,other,COSMIC_v3.2,GRCh38,583
OV90,SBS6,0.691362738972732,MMR-d / MSI,COSMIC_v3.2,GRCh38,583
OV90,SBS94,0.642454059061997,other,COSMIC_v3.2,GRCh38,583
OV90,SBS92,0.6363306942743595,other,COSMIC_v3.2,GRCh38,583
OV90,SBS89,0.6132885098870963,other,COSMIC_v3.2,GRCh38,583
OV90,SBS25,0.5946278195748644,other,COSMIC_v3.2,GRCh38,583
OV90,SBS44,0.5909487959486537,MMR-d / MSI,COSMIC_v3.2,GRCh38,583
OV90,SBS15,0.5724247968302605,MMR-d / MSI,COSMIC_v3.2,GRCh38,583
OV90,SBS24,0.5669340058286582,other,COSMIC_v3.2,GRCh38,583
OV90,SBS87,0.5662340586806447,other,COSMIC_v3.2,GRCh38,583
OV90,SBS1,0.5364079344390814,clock-like (age),COSMIC_v3.2,GRCh38,583
OV90,SBS30,0.5334034910969974,other,COSMIC_v3.2,GRCh38,583
OV90,SBS32,0.5291608201298438,other,COSMIC_v3.2,GRCh38,583
OV90,SBS39,0.52311789068048975,other,COSMIC_v3.2,GRCh38,583
OV90,SBS29,0.517735654738982,other,COSMIC_v3.2,GRCh38,583
OV90,SBS42,0.49645947256805983,other,COSMIC_v3.2,GRCh38,583
OV90,SBS31,0.4696364994089317,other,COSMIC_v3.2,GRCh38,583
OV90,SBS4,0.4614370704549428,other,COSMIC_v3.2,GRCh38,583
OV90,SBS8,0.45535615715737887,other,COSMIC_v3.2,GRCh38,583
OV90,SBS84,0.4501713215325994,other,COSMIC_v3.2,GRCh38,583
OV90,SBS9,0.4453659494794794,other,COSMIC_v3.2,GRCh38,583
OV90,SBS35,0.44212515750258047,other,COSMIC_v3.2,GRCh38,583
OV90,SBS23,0.44149780490885465,other,COSMIC_v3.2,GRCh38,583
OV90,SBS18,0.43917107916299347,other,COSMIC_v3.2,GRCh38,583
OV90,SBS93,0.43280450812805665,other,COSMIC_v3.2,GRCh38,583
OV90,SBS7b,0.4227045175400356,other,COSMIC_v3.2,GRCh38,583
OV90,SBS37,0.4159385191618319,other,COSMIC_v3.2,GRCh38,583
OV90,SBS11,0.41550864299375245,other,COSMIC_v3.2,GRCh38,583
OV90,SBS26,0.4052136409583599,MMR-d / MSI,COSMIC_v3.2,GRCh38,583
OV90,SBS19,0.3904533481189506,other,COSMIC_v3.2,GRCh38,583
OV90,SBS12,0.3851043991137007,other,COSMIC_v3.2,GRCh38,583
OV90,SBS20,0.3740225936528488,MMR-d / MSI,COSMIC_v3.2,GRCh38,583
OV90,SBS10c,0.3635235120089704,POLE proofreading,COSMIC_v3.2,GRCh38,583
OV90,SBS41,0.35907861143225456,other,COSMIC_v3.2,GRCh38,583
OV90,SBS86,0.3494250278671338,other,COSMIC_v3.2,GRCh38,583
OV90,SBS10b,0.32023105184645356,POLE proofreading,COSMIC_v3.2,GRCh38,583
OV90,SBS16,0.3116108929229138,other,COSMIC_v3.2,GRCh38,583
OV90,SBS7a,0.3100939360966338,other,COSMIC_v3.2,GRCh38,583
OV90,SBS36,0.30372803534447734,other,COSMIC_v3.2,GRCh38,583
OV90,SBS85,0.2862810022809112,other,COSMIC_v3.2,GRCh38,583
OV90,SBS88,0.27328812495578264,other,COSMIC_v3.2,GRCh38,583
OV90,SBS14,0.2727198904292197,MMR-d / MSI,COSMIC_v3.2,GRCh38,583
OV90,SBS21,0.2594433483184843,MMR-d / MSI,COSMIC_v3.2,GRCh38,583
OV90,SBS33,0.2577204385426243,other,COSMIC_v3.2,GRCh38,583
OV90,SBS7d,0.24494607768241414,other,COSMIC_v3.2,GRCh38,583
OV90,SBS2,0.20652266325550686,other,COSMIC_v3.2,GRCh38,583
OV90,SBS38,0.19743170103100527,other,COSMIC_v3.2,GRCh38,583
OV90,SBS10d,0.19352880530822664,POLE proofreading,COSMIC_v3.2,GRCh38,583
OV90,SBS91,0.18462062465076423,other,COSMIC_v3.2,GRCh38,583
OV90,SBS17a,0.17896978211450365,other,COSMIC_v3.2,GRCh38,583
OV90,SBS7c,0.16948972141255667,other,COSMIC_v3.2,GRCh38,583
OV90,SBS13,0.14452107973337872,other,COSMIC_v3.2,GRCh38,583
OV90,SBS22,0.12702858936059006,other,COSMIC_v3.2,GRCh38,583
OV90,SBS10a,0.11598134553785873,POLE proofreading,COSMIC_v3.2,GRCh38,583
OV90,SBS34,0.10462876443884431,other,COSMIC_v3.2,GRCh38,583
OV90,SBS28,0.08284726024139319,POLE proofreading,COSMIC_v3.2,GRCh38,583
OV90,SBS17b,0.07719187059007028,other,COSMIC_v3.2,GRCh38,583
OV90,SBS90,0.05828935436981799,other,COSMIC_v3.2,GRCh38,583
TOV112D,SBS5,0.7346547114991576,clock-like (age),COSMIC_v3.2,GRCh38,336
TOV112D,SBS40,0.6623809265635126,clock-like (age),COSMIC_v3.2,GRCh38,336
TOV112D,SBS6,0.6243972500994739,MMR-d / MSI,COSMIC_v3.2,GRCh38,336
TOV112D,SBS3,0.6137019617208699,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS92,0.6070410439287602,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS25,0.5951365943121181,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS94,0.5899035009278016,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS89,0.5755145806739275,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS15,0.5670569315587635,MMR-d / MSI,COSMIC_v3.2,GRCh38,336
TOV112D,SBS29,0.5416706185581176,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS18,0.5221921725211647,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS24,0.5191840610281243,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS87,0.514199285332469,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS4,0.5008887326217764,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS1,0.4997727088548233,clock-like (age),COSMIC_v3.2,GRCh38,336
TOV112D,SBS44,0.4869073570132483,MMR-d / MSI,COSMIC_v3.2,GRCh38,336
TOV112D,SBS8,0.47834295719744424,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS30,0.46913542100901306,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS32,0.46626517406175494,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS39,0.43516500833578303,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS31,0.4335163534149958,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS35,0.4056948613491683,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS42,0.39501250469333604,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS36,0.38755178798581746,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS9,0.3851146503612126,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS26,0.3775887131426419,MMR-d / MSI,COSMIC_v3.2,GRCh38,336
TOV112D,SBS10c,0.3751829978194665,POLE proofreading,COSMIC_v3.2,GRCh38,336
TOV112D,SBS37,0.3746334204866866,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS19,0.37341820619378974,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS93,0.36565712587929533,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS7b,0.3653914446378409,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS12,0.350063498676579,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS23,0.3416267935334887,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS20,0.3324221751231211,MMR-d / MSI,COSMIC_v3.2,GRCh38,336
TOV112D,SBS14,0.3193148369343904,MMR-d / MSI,COSMIC_v3.2,GRCh38,336
TOV112D,SBS7a,0.31103767738723404,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS11,0.30532370105057205,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS10b,0.30373894646500643,POLE proofreading,COSMIC_v3.2,GRCh38,336
TOV112D,SBS84,0.29551172561106503,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS16,0.28594476803944996,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS41,0.27555656737661427,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS86,0.2721586469669356,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS38,0.232266566920271,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS88,0.2207951716127809,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS21,0.21493791353534367,MMR-d / MSI,COSMIC_v3.2,GRCh38,336
TOV112D,SBS10d,0.21481812377937604,POLE proofreading,COSMIC_v3.2,GRCh38,336
TOV112D,SBS2,0.21264656737153204,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS85,0.20780544808853949,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS17a,0.20064071619686916,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS7d,0.1941808144211476,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS33,0.19411969285559894,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS91,0.1862878436601275,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS7c,0.16972760600588752,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS10a,0.16818609976969073,POLE proofreading,COSMIC_v3.2,GRCh38,336
TOV112D,SBS22,0.13798767780584423,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS13,0.11001275654581993,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS17b,0.08763227821656182,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS28,0.07173962055893575,POLE proofreading,COSMIC_v3.2,GRCh38,336
TOV112D,SBS34,0.05853365602399116,other,COSMIC_v3.2,GRCh38,336
TOV112D,SBS90,0.04805625492633513,other,COSMIC_v3.2,GRCh38,336
TOV1369,SBS3,0.7708350651583217,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS40,0.7530536271210072,clock-like (age),COSMIC_v3.2,GRCh38,686
TOV1369,SBS5,0.7458799311769558,clock-like (age),COSMIC_v3.2,GRCh38,686
TOV1369,SBS94,0.6975918480537538,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS89,0.6755957195968726,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS92,0.6210056769089021,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS6,0.601689307251135,MMR-d / MSI,COSMIC_v3.2,GRCh38,686
TOV1369,SBS24,0.599254137155742,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS8,0.5959264318147512,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS39,0.5942287660463251,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS25,0.591705108469764,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS4,0.5845293087985236,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS29,0.5834796362896685,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS44,0.5439220844181384,MMR-d / MSI,COSMIC_v3.2,GRCh38,686
TOV1369,SBS32,0.526147669051734,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS42,0.5235475052664454,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS87,0.5182978165968161,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS15,0.5112293878681649,MMR-d / MSI,COSMIC_v3.2,GRCh38,686
TOV1369,SBS35,0.488321462814974,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS30,0.48424947935001245,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS18,0.47898306272431146,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS93,0.4661892619608344,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS1,0.45362500790212124,clock-like (age),COSMIC_v3.2,GRCh38,686
TOV1369,SBS84,0.443434770764313,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS31,0.43268647923303455,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS9,0.3959666207087386,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS23,0.3949845197289761,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS11,0.3927923523240266,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS86,0.390054057558675,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS19,0.3825397991132523,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS20,0.38236579535428145,MMR-d / MSI,COSMIC_v3.2,GRCh38,686
TOV1369,SBS7b,0.3712949030460085,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS41,0.369013136281793,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS37,0.36109504844028084,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS36,0.3497736169557347,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS10c,0.3475907023304433,POLE proofreading,COSMIC_v3.2,GRCh38,686
TOV1369,SBS12,0.3231279545435712,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS26,0.2968308599145305,MMR-d / MSI,COSMIC_v3.2,GRCh38,686
TOV1369,SBS14,0.2914362048754968,MMR-d / MSI,COSMIC_v3.2,GRCh38,686
TOV1369,SBS16,0.2860211633981371,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS85,0.2691523567155205,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS7a,0.267508675448081,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS91,0.23953566287334563,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS88,0.23137426562109192,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS33,0.22709546149254836,other,COSMIC_v3.2,GRCh38,686
TOV1369,SBS10b,0.2256067393009118,POLE proofreading,COSMIC_v3.2,GRCh38,686
