symbol,group,ovarian_dir,cell_line,is_mucinous_line,assay,unit,value,z,rank_low_is_lowest,n_lines_in_assay,percentile,panel_min,panel_median,panel_max,z_reference_set,note
KRT7,Mullerian (ovarian),high,VOA6861,FALSE,RNA,log2(TPM+1),11.193557620575751,0.7942735243552866,24,31,75.8,0,10.327567029419294,12.506786360845545,z per gene across all 31 RNA lines (log2 TPM+1),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,TOV3133G,FALSE,RNA,log2(TPM+1),11.169599663329434,0.7887413611245534,23,31,72.6,0,10.327567029419294,12.506786360845545,z per gene across all 31 RNA lines (log2 TPM+1),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,TOV3392D,FALSE,RNA,log2(TPM+1),11.16766947591387,0.7882956590248701,22,31,69.4,0,10.327567029419294,12.506786360845545,z per gene across all 31 RNA lines (log2 TPM+1),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,VOA10816,FALSE,RNA,log2(TPM+1),10.946450540336388,0.737213705385779,21,31,66.1,0,10.327567029419294,12.506786360845545,z per gene across all 31 RNA lines (log2 TPM+1),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,OV3133-R,FALSE,RNA,log2(TPM+1),10.879987897917346,0.7218667297305604,20,31,62.9,0,10.327567029419294,12.506786360845545,z per gene across all 31 RNA lines (log2 TPM+1),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,OV4453,FALSE,RNA,log2(TPM+1),10.770042624035552,0.6964791227944451,19,31,59.7,0,10.327567029419294,12.506786360845545,z per gene across all 31 RNA lines (log2 TPM+1),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,VOA295,FALSE,RNA,log2(TPM+1),10.755335119021382,0.6930829935828143,18,31,56.5,0,10.327567029419294,12.506786360845545,z per gene across all 31 RNA lines (log2 TPM+1),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,OV3331,FALSE,RNA,log2(TPM+1),10.554190424824164,0.646636409266199,17,31,53.2,0,10.327567029419294,12.506786360845545,z per gene across all 31 RNA lines (log2 TPM+1),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,OV4485,FALSE,RNA,log2(TPM+1),10.327567029419294,0.5943065047424956,16,31,50,0,10.327567029419294,12.506786360845545,z per gene across all 31 RNA lines (log2 TPM+1),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,OV1369-R2,FALSE,RNA,log2(TPM+1),9.34529585945117,0.3674889846493612,15,31,46.8,0,10.327567029419294,12.506786360845545,z per gene across all 31 RNA lines (log2 TPM+1),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,OV2085,FALSE,RNA,log2(TPM+1),8.678419349897515,0.2134996579441562,14,31,43.5,0,10.327567029419294,12.506786360845545,z per gene across all 31 RNA lines (log2 TPM+1),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,OV1946,FALSE,RNA,log2(TPM+1),8.215955195023847,0.10671145530983003,13,31,40.3,0,10.327567029419294,12.506786360845545,z per gene across all 31 RNA lines (log2 TPM+1),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,VOA12539,FALSE,RNA,log2(TPM+1),8.084243543171523,0.07629774557885631,12,31,37.1,0,10.327567029419294,12.506786360845545,z per gene across all 31 RNA lines (log2 TPM+1),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,VOA5436,FALSE,RNA,log2(TPM+1),4.910716206068753,-0.6565056009479256,11,31,33.9,0,10.327567029419294,12.506786360845545,z per gene across all 31 RNA lines (log2 TPM+1),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,TOV21G,FALSE,RNA,log2(TPM+1),4.798862079860059,-0.6823339834705073,10,31,30.6,0,10.327567029419294,12.506786360845545,z per gene across all 31 RNA lines (log2 TPM+1),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,OV866-2,FALSE,RNA,log2(TPM+1),4.762817216804679,-0.6906571499242098,9,31,27.4,0,10.327567029419294,12.506786360845545,z per gene across all 31 RNA lines (log2 TPM+1),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,VOA8762,TRUE,RNA,log2(TPM+1),4.606411709715447,-0.726772950053048,8,31,24.2,0,10.327567029419294,12.506786360845545,z per gene across all 31 RNA lines (log2 TPM+1),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,VOA8771,TRUE,RNA,log2(TPM+1),2.734344535615347,-1.159054428792698,7,31,21,0,10.327567029419294,12.506786360845545,z per gene across all 31 RNA lines (log2 TPM+1),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,OV90,FALSE,RNA,log2(TPM+1),1.8736722679220894,-1.3577933873813472,6,31,17.7,0,10.327567029419294,12.506786360845545,z per gene across all 31 RNA lines (log2 TPM+1),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,VOA5217,FALSE,RNA,log2(TPM+1),1.6144115228248683,-1.417659624993063,5,31,14.5,0,10.327567029419294,12.506786360845545,z per gene across all 31 RNA lines (log2 TPM+1),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,TOV112D,FALSE,RNA,log2(TPM+1),0.44422857356202833,-1.6878680997217683,4,31,11.3,0,10.327567029419294,12.506786360845545,z per gene across all 31 RNA lines (log2 TPM+1),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,COV434,FALSE,RNA,log2(TPM+1),0.30617718063451055,-1.7197457273530858,3,31,8.1,0,10.327567029419294,12.506786360845545,z per gene across all 31 RNA lines (log2 TPM+1),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,BIN67,FALSE,RNA,log2(TPM+1),0.1802708606290022,-1.748818920317335,2,31,4.8,0,10.327567029419294,12.506786360845545,z per gene across all 31 RNA lines (log2 TPM+1),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,VOA4395,FALSE,RNA,log2(TPM+1),0,-1.7904455004339561,1,31,1.6,0,10.327567029419294,12.506786360845545,z per gene across all 31 RNA lines (log2 TPM+1),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,TOV2414,TRUE,protein,log2 TMT relative abundance,18.91981790012036,2.577945463772348,31,31,98.4,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,VOA4841,FALSE,protein,log2 TMT relative abundance,18.33571315119478,1.9522324816173355,30,31,95.2,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,OV4485,FALSE,protein,log2 TMT relative abundance,17.74043297700692,1.3145480017462434,29,31,91.9,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,TOV3291G,FALSE,protein,log2 TMT relative abundance,17.57462246866529,1.1369261148536616,28,31,88.7,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,TOV1369,FALSE,protein,log2 TMT relative abundance,17.47345921979869,1.028556583105729,27,31,85.5,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,VOA10816,FALSE,protein,log2 TMT relative abundance,17.36214946657467,0.9093177689018505,26,31,82.3,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,OV4453,FALSE,protein,log2 TMT relative abundance,17.25185453156264,0.791166062671219,25,31,79,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,TOV3133G,FALSE,protein,log2 TMT relative abundance,17.22379221802018,0.7611047527347393,24,31,75.8,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,VOA295,FALSE,protein,log2 TMT relative abundance,17.10725525357869,0.6362663711155069,23,31,72.6,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,OV2295-R2,FALSE,protein,log2 TMT relative abundance,17.07748672870624,0.6043773092536445,22,31,69.4,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,TOV3392D,FALSE,protein,log2 TMT relative abundance,16.96653961876105,0.48552697093165653,21,31,66.1,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,TOV3041G,FALSE,protein,log2 TMT relative abundance,16.82068759472459,0.3292852949633168,20,31,62.9,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,OV3133-R,FALSE,protein,log2 TMT relative abundance,16.71455110129705,0.2155882535676096,19,31,59.7,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,OV2295,FALSE,protein,log2 TMT relative abundance,16.65393599316362,0.15065527683084773,18,31,56.5,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,OV3331,FALSE,protein,log2 TMT relative abundance,16.59860365415459,0.09138138303930138,17,31,53.2,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,OV866-2,FALSE,protein,log2 TMT relative abundance,16.17013364841888,-0.3676103398426258,16,31,50,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,OV1369-R2,FALSE,protein,log2 TMT relative abundance,16.1303653303087,-0.4102115221918222,15,31,46.8,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,VOA14993,FALSE,protein,log2 TMT relative abundance,16.05086647578212,-0.4953734138477858,14,31,43.5,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,TOV21G,FALSE,protein,log2 TMT relative abundance,15.93647151902279,-0.6179172035859051,13,31,40.3,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,VOA4395,FALSE,protein,log2 TMT relative abundance,15.93014953747519,-0.6246895264176476,12,31,37.1,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,BIN67,FALSE,protein,log2 TMT relative abundance,15.92152299364738,-0.6339305751749434,11,31,33.9,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,VOA12539,FALSE,protein,log2 TMT relative abundance,15.84344694300028,-0.7175683106584246,10,31,30.6,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,OV1946,FALSE,protein,log2 TMT relative abundance,15.82961066293413,-0.7323902070358267,9,31,27.4,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,COV434,FALSE,protein,log2 TMT relative abundance,15.82625766334132,-0.7359820548649032,8,31,24.2,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,OV2085,FALSE,protein,log2 TMT relative abundance,15.78371607706576,-0.7815540569125644,7,31,21,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,VOA5436,FALSE,protein,log2 TMT relative abundance,15.73616521826423,-0.832492162996219,6,31,17.7,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,OV90,FALSE,protein,log2 TMT relative abundance,15.72918764559236,-0.8399667774600629,5,31,14.5,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,VOA8771,TRUE,protein,log2 TMT relative abundance,15.5980354136111,-0.9804615334781062,4,31,11.3,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,VOA5217,FALSE,protein,log2 TMT relative abundance,15.29332086092551,-1.3068821828867,3,31,8.1,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,TOV112D,FALSE,protein,log2 TMT relative abundance,15.24556186756667,-1.358043249825892,2,31,4.8,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
KRT7,Mullerian (ovarian),high,VOA8762,TRUE,protein,log2 TMT relative abundance,15.06655178509272,-1.549804971925605,1,31,1.6,15.06655178509272,16.17013364841888,18.91981790012036,z per gene across all 31 protein lines (log2 TMT relative abundance),diffuse in ovarian MOC; often lost in GI
MUC2,intestinal (shared),n/a,OV4453,FALSE,RNA,log2(TPM+1),0.35407420057849864,3.004988610255063,31,31,98.4,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,OV2085,FALSE,RNA,log2(TPM+1),0.3510076461120868,2.974927043694862,30,31,95.2,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,VOA295,FALSE,RNA,log2(TPM+1),0.33155251316184997,2.7842075307930014,29,31,91.9,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,BIN67,FALSE,RNA,log2(TPM+1),0.11791795839695392,0.6899387160804852,28,31,88.7,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,TOV3392D,FALSE,RNA,log2(TPM+1),0.049300596716072724,0.01727974069017967,27,31,85.5,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,TOV2414,TRUE,RNA,log2(TPM+1),0.04385912131388968,-0.03606327890399765,26,31,82.3,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,VOA8762,TRUE,RNA,log2(TPM+1),0.042261762400150935,-0.05172225768028972,25,31,79,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,OV2295,FALSE,RNA,log2(TPM+1),0.03918499185321117,-0.08188397292140817,24,31,75.8,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,VOA10816,FALSE,RNA,log2(TPM+1),0.031107150820419475,-0.1610713992429509,23,31,72.6,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,OV866-2,FALSE,RNA,log2(TPM+1),0.016864285002760167,-0.30069483116801937,22,31,69.4,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,VOA12539,FALSE,RNA,log2(TPM+1),0.016659678210214093,-0.3027006004377855,21,31,66.1,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,OV1946,FALSE,RNA,log2(TPM+1),0.012066048972994752,-0.3477321472699317,20,31,62.9,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,TOV1369,FALSE,RNA,log2(TPM+1),0.010261241674175262,-0.3654247515709671,19,31,59.7,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,TOV3041G,FALSE,RNA,log2(TPM+1),0.008966477018095288,-0.37811738570313896,18,31,56.5,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,COV434,FALSE,RNA,log2(TPM+1),0.008340503712445038,-0.38425382919332496,17,31,53.2,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,VOA8771,TRUE,RNA,log2(TPM+1),0.007003172311588694,-0.3973637469724569,16,31,50,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,TOV112D,FALSE,RNA,log2(TPM+1),0.005928158182807858,-0.40790215714565514,15,31,46.8,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,TOV3133G,FALSE,RNA,log2(TPM+1),0.005899738413364231,-0.4081807573792765,14,31,43.5,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,VOA4841,FALSE,RNA,log2(TPM+1),0.00579106858091313,-0.4092460524643944,13,31,40.3,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,TOV3291G,FALSE,RNA,log2(TPM+1),0.005455754104458716,-0.4125331548338258,12,31,37.1,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,TOV21G,FALSE,RNA,log2(TPM+1),0.004132101336306184,-0.4255089803827424,11,31,33.9,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,OV2295-R2,FALSE,RNA,log2(TPM+1),0.00371694112666576,-0.42957881394087755,10,31,30.6,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,OV3331,FALSE,RNA,log2(TPM+1),0.002323953616850198,-0.4432343309722925,9,31,27.4,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,OV1369-R2,FALSE,RNA,log2(TPM+1),0,-0.46601614916628187,1,31,1.6,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,OV3133-R,FALSE,RNA,log2(TPM+1),0,-0.46601614916628187,1,31,1.6,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,OV4485,FALSE,RNA,log2(TPM+1),0,-0.46601614916628187,1,31,1.6,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,OV90,FALSE,RNA,log2(TPM+1),0,-0.46601614916628187,1,31,1.6,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,VOA6861,FALSE,RNA,log2(TPM+1),0,-0.46601614916628187,1,31,1.6,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,VOA4395,FALSE,RNA,log2(TPM+1),0,-0.46601614916628187,1,31,1.6,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,VOA5217,FALSE,RNA,log2(TPM+1),0,-0.46601614916628187,1,31,1.6,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC2,intestinal (shared),n/a,VOA5436,FALSE,RNA,log2(TPM+1),0,-0.46601614916628187,1,31,1.6,0,0.007003172311588694,0.35407420057849864,z per gene across all 31 RNA lines (log2 TPM+1),intestinal mucin; shared
MUC5AC,gastric (mucinous),high,TOV2414,TRUE,RNA,log2(TPM+1),4.2521249591544015,5.224971156681601,31,31,98.4,0,0.0054004189340694665,4.2521249591544015,z per gene across all 31 RNA lines (log2 TPM+1),gastric mucin; mucinous differentiation
MUC5AC,gastric (mucinous),high,OV3331,FALSE,RNA,log2(TPM+1),0.9882054961282585,1.0191723077842987,30,31,95.2,0,0.0054004189340694665,4.2521249591544015,z per gene across all 31 RNA lines (log2 TPM+1),gastric mucin; mucinous differentiation
MUC5AC,gastric (mucinous),high,OV90,FALSE,RNA,log2(TPM+1),0.42915422790690333,0.2987938771903083,29,31,91.9,0,0.0054004189340694665,4.2521249591544015,z per gene across all 31 RNA lines (log2 TPM+1),gastric mucin; mucinous differentiation
MUC5AC,gastric (mucinous),high,TOV1369,FALSE,RNA,log2(TPM+1),0.1334925070996044,-0.08218786550300813,28,31,88.7,0,0.0054004189340694665,4.2521249591544015,z per gene across all 31 RNA lines (log2 TPM+1),gastric mucin; mucinous differentiation
MUC5AC,gastric (mucinous),high,OV4453,FALSE,RNA,log2(TPM+1),0.09547591680057113,-0.1311750214454015,27,31,85.5,0,0.0054004189340694665,4.2521249591544015,z per gene across all 31 RNA lines (log2 TPM+1),gastric mucin; mucinous differentiation
MUC5AC,gastric (mucinous),high,OV2085,FALSE,RNA,log2(TPM+1),0.058642615187264595,-0.17863742340758218,26,31,82.3,0,0.0054004189340694665,4.2521249591544015,z per gene across all 31 RNA lines (log2 TPM+1),gastric mucin; mucinous differentiation
MUC5AC,gastric (mucinous),high,VOA8762,TRUE,RNA,log2(TPM+1),0.025144347255276707,-0.2218023906515303,25,31,79,0,0.0054004189340694665,4.2521249591544015,z per gene across all 31 RNA lines (log2 TPM+1),gastric mucin; mucinous differentiation
MUC5AC,gastric (mucinous),high,VOA6861,FALSE,RNA,log2(TPM+1),0.022141111870463855,-0.22567227900738532,24,31,75.8,0,0.0054004189340694665,4.2521249591544015,z per gene across all 31 RNA lines (log2 TPM+1),gastric mucin; mucinous differentiation
MUC5AC,gastric (mucinous),high,TOV3392D,FALSE,RNA,log2(TPM+1),0.019192515815285374,-0.22947176059239818,23,31,72.6,0,0.0054004189340694665,4.2521249591544015,z per gene across all 31 RNA lines (log2 TPM+1),gastric mucin; mucinous differentiation
MUC5AC,gastric (mucinous),high,OV1369-R2,FALSE,RNA,log2(TPM+1),0.018152891697993164,-0.2308113922730584,22,31,69.4,0,0.0054004189340694665,4.2521249591544015,z per gene across all 31 RNA lines (log2 TPM+1),gastric mucin; mucinous differentiation
MUC5AC,gastric (mucinous),high,TOV3291G,FALSE,RNA,log2(TPM+1),0.014493070916396641,-0.23552733891474972,21,31,66.1,0,0.0054004189340694665,4.2521249591544015,z per gene across all 31 RNA lines (log2 TPM+1),gastric mucin; mucinous differentiation
MUC5AC,gastric (mucinous),high,OV2295,FALSE,RNA,log2(TPM+1),0.01216244492434176,-0.23853052089446272,20,31,62.9,0,0.0054004189340694665,4.2521249591544015,z per gene across all 31 RNA lines (log2 TPM+1),gastric mucin; mucinous differentiation
MUC5AC,gastric (mucinous),high,TOV3133G,FALSE,RNA,log2(TPM+1),0.011128592286819138,-0.2398627156014947,19,31,59.7,0,0.0054004189340694665,4.2521249591544015,z per gene across all 31 RNA lines (log2 TPM+1),gastric mucin; mucinous differentiation
MUC5AC,gastric (mucinous),high,VOA5436,FALSE,RNA,log2(TPM+1),0.006263951835188179,-0.24613116047078062,18,31,56.5,0,0.0054004189340694665,4.2521249591544015,z per gene across all 31 RNA lines (log2 TPM+1),gastric mucin; mucinous differentiation
MUC5AC,gastric (mucinous),high,VOA295,FALSE,RNA,log2(TPM+1),0.0056861268194889686,-0.24687573024752343,17,31,53.2,0,0.0054004189340694665,4.2521249591544015,z per gene across all 31 RNA lines (log2 TPM+1),gastric mucin; mucinous differentiation
MUC5AC,gastric (mucinous),high,OV1946,FALSE,RNA,log2(TPM+1),0.0054004189340694665,-0.24724388574560796,16,31,50,0,0.0054004189340694665,4.2521249591544015,z per gene across all 31 RNA lines (log2 TPM+1),gastric mucin; mucinous differentiation
MUC5AC,gastric (mucinous),high,TOV112D,FALSE,RNA,log2(TPM+1),0.005266714653845973,-0.2474161734856171,15,31,46.8,0,0.0054004189340694665,4.2521249591544015,z per gene across all 31 RNA lines (log2 TPM+1),gastric mucin; mucinous differentiation
MUC5AC,gastric (mucinous),high,TOV3041G,FALSE,RNA,log2(TPM+1),0.005087023722866364,-0.24764771838714802,14,31,43.5,0,0.0054004189340694665,4.2521249591544015,z per gene across all 31 RNA lines (log2 TPM+1),gastric mucin; mucinous differentiation
MUC5AC,gastric (mucinous),high,TOV21G,FALSE,RNA,log2(TPM+1),0.003670879988246025,-0.2494725231215814,13,31,40.3,0,0.0054004189340694665,4.2521249591544015,z per gene across all 31 RNA lines (log2 TPM+1),gastric mucin; mucinous differentiation
MUC5AC,gastric (mucinous),high,COV434,FALSE,RNA,log2(TPM+1),0.0024928533857560696,-0.2509904965228396,12,31,37.1,0,0.0054004189340694665,4.2521249591544015,z per gene across all 31 RNA lines (log2 TPM+1),gastric mucin; mucinous differentiation
MUC5AC,gastric (mucinous),high,OV4485,FALSE,RNA,log2(TPM+1),0.0021333508767860773,-0.25145374178839525,11,31,33.9,0,0.0054004189340694665,4.2521249591544015,z per gene across all 31 RNA lines (log2 TPM+1),gastric mucin; mucinous differentiation
