our_line,depmap_ACH,spearman_hvg,spearman_allgenes,depmap_name,depmap_subtype,our_subtype,is_selfpair,our_line_has_depmap_namesake
OV3331,ACH-000617,0.6044188718601418,0.8807089409791414,OVCAR4,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000524,0.5989914745024644,0.8635278563923693,KURAMOCHI,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000409,0.5924357341487428,0.8664013855313447,OVSAHO,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-001418,0.5654794954144887,0.8730087400342027,UWB1289,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-001373,0.5409164669727929,0.8543365112118785,OV17R,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-001632,0.5156482382668235,0.839121923281848,PEO4,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000256,0.5018048261574979,0.8467278900952248,COV318,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-001630,0.4992640230569971,0.8513279633443523,PEO1,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-001403,0.49881278657502115,0.8508225069214678,TO14,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000278,0.4951618819954579,0.8698800583393818,COV362,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000713,0.48542052645762335,0.8549244647626291,CAOV3,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-002524,0.48088958442030694,0.8456180746197137,SNU251,Endometrioid Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000132,0.4744651183097767,0.8391206761738389,JHOS2,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000460,0.39957518475564213,0.839560576784682,SNU8,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000962,0.3820807803474118,0.8332853092525662,OC314,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000966,0.37716352661984903,0.8385985127143945,IGROV1,Endometrioid Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000308,0.3720275568583347,0.8181492119273887,EFO21,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000574,0.36560303599359056,0.8308318675732961,FUOV1,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-001145,0.36489508098286416,0.8262268037783539,OC316,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000936,0.3625084413571924,0.8365486254153729,EFO27,Mucinous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000527,0.3602433666786587,0.8304726282513459,OVISE,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000704,0.35478788798238603,0.8418202271147679,OAW42,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000280,0.35355195467280914,0.8378280579505258,SNU840,"Brenner Tumor, Malignant",HGS,FALSE,FALSE
OV3331,ACH-000947,0.35285012932683235,0.8277858366547266,OVK18,Endometrioid Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000696,0.35176333145830635,0.8357661339213756,OVCAR8,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000608,0.3505863832491053,0.8041211638152156,COV644,Mucinous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000811,0.34934302256728356,0.8351680831137112,SKOV3,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-001048,0.34695900688151243,0.8256270460058215,COV504,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000646,0.34346917318895004,0.8105939866311404,OVMANA,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-001369,0.33986007322936873,0.8202734521425752,OCIC5X,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000494,0.3269817651939867,0.8363309670214016,OELE,Immortalized Ovarian Cells,HGS,FALSE,FALSE
OV3331,ACH-000701,0.3261715118359535,0.8311356470428696,RMUGS,Mucinous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-001719,0.32011264754831303,0.8220426138302703,OCIC4P,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000333,0.31748570875090776,0.8057330705633905,JHOM2B,Mucinous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-001374,0.31716683627502285,0.7915037622959534,PA1,Mixed Germ Cell Tumor,HGS,FALSE,FALSE
OV3331,ACH-002038,0.3166830769933401,0.7924711556087385,HSKTC,"Ovarian Cancer, Other",HGS,FALSE,FALSE
OV3331,ACH-001628,0.31254912552085945,0.8146119653884762,PEA1,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000520,0.3044898480586623,0.8312626361235628,59M,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000719,0.3014764319876998,0.8257338096945617,RMGI,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000796,0.2911453402986094,0.8114390692926757,MCAS,Mucinous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000657,0.2843834138427491,0.8011552576239533,A2780,Endometrioid Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000048,0.28395656279961384,0.8057812165974639,TOV112D,Endometrioid Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-001151,0.2736608835691649,0.8104314509854903,OVCAR5,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000885,0.2698213072831238,0.8262896142011802,TOV21G,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-001279,0.26702040691007745,0.7737541259840892,SCCOHT1,Small Cell Carcinoma of the Ovary,HGS,FALSE,FALSE
OV3331,ACH-000123,0.26110825494500367,0.7965265806061029,COV434,Small Cell Carcinoma of the Ovary,HGS,FALSE,FALSE
OV3331,ACH-002486,0.2563066774952975,0.8060010439005816,MESOV,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-001278,0.25496966347696914,0.7753077252951376,BIN67,Small Cell Carcinoma of the Ovary,HGS,FALSE,FALSE
OV3331,ACH-001991,0.2542264357293033,0.7596285825397576,NZOV9,Endometrioid Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000091,0.24774425178712078,0.8091065769130379,OV56,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-001370,0.24427760583624977,0.7841270852984159,OCIP5X,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000291,0.23767397663568676,0.8011471344415758,OV90,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000663,0.22629058450467207,0.8007535302649315,OVTOKO,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000688,0.22433157385671043,0.8175408050188842,OV7,Mixed Ovarian Carcinoma,HGS,FALSE,FALSE
OV3331,ACH-000237,0.219791976551045,0.8004319538322408,JHOM1,Mucinous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000324,0.2179763546315277,0.8065513161295057,JHOC5,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000430,0.20958082496621447,0.7850129630118714,TYKNU,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000542,0.1814973301728576,0.7861259314991826,HEYA8,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV3331,ACH-000906,0.15125050101499052,0.7953149129192297,ES2,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000617,0.6213711696811801,0.9025233925304597,OVCAR4,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000132,0.591261696444699,0.8805854530452958,JHOS2,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000001,0.5774663645141903,0.8880478203075446,NIHOVCAR3,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-001418,0.57574171133027,0.8884004366869395,UWB1289,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-001340,0.5751531161895663,0.8852759331758547,COV413A,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000103,0.5662876684580438,0.8823167021351608,CAOV4,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000635,0.5651996483690432,0.8840946853531516,SNU119,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000584,0.560875030117987,0.8918502018757412,JHOS4,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000013,0.5532838932514806,0.8870256866862584,ONCODG1,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000443,0.5473802778464212,0.867232310862023,OVKATE,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000460,0.5453666562703193,0.8863820011760067,SNU8,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000116,0.5423519656191217,0.8845010169810391,OAW28,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-002524,0.531669616745841,0.8738964356510474,SNU251,Endometrioid Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-001630,0.5306446871421384,0.8741343001778589,PEO1,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000713,0.5209650557602429,0.882123293932347,CAOV3,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000280,0.49083749374667796,0.8780853161124372,SNU840,"Brenner Tumor, Malignant",HGS,FALSE,FALSE
OV4453,ACH-001632,0.4900641326881729,0.8588403616989609,PEO4,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000701,0.48399970067005305,0.8702317257216409,RMUGS,Mucinous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000524,0.4819459969586606,0.8711687290978362,KURAMOCHI,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000278,0.48069396699631095,0.8856096061112787,COV362,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000409,0.4751550833865448,0.86935259265962606,OVSAHO,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000936,0.4641479368083409,0.8732609525171824,EFO27,Mucinous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000796,0.4502642801512104,0.859958827341031,MCAS,Mucinous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-001403,0.44723144212220556,0.8645063072249112,TO14,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000811,0.44221761790969843,0.8727871595245582,SKOV3,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000608,0.4409303637563011,0.8507190513596817,COV644,Mucinous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-001369,0.4378691236131956,0.8581410755871679,OCIC5X,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000527,0.43532089129408286,0.8656252487699984,OVISE,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-001048,0.429929264875909,0.8645720057073011,COV504,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-002038,0.4270734335126171,0.8354889107917352,HSKTC,"Ovarian Cancer, Other",HGS,FALSE,FALSE
OV4453,ACH-000256,0.4229395355959767,0.8623110329910062,COV318,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000308,0.4149164251459899,0.8558631325679575,EFO21,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-001373,0.41314216973604306,0.8563850186576702,OV17R,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000333,0.4126861200581396,0.8441304030252967,JHOM2B,Mucinous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000966,0.39531474617970824,0.8675773549146383,IGROV1,Endometrioid Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-001151,0.3790257132005298,0.8464200208193833,OVCAR5,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000719,0.3749303361522055,0.8534662337084297,RMGI,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000494,0.372349059061425,0.8645459258102647,OELE,Immortalized Ovarian Cells,HGS,FALSE,FALSE
OV4453,ACH-001145,0.37209120557096104,0.8529275472454073,OC316,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000962,0.36491359991750333,0.8541285134023031,OC314,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000646,0.3589230934080422,0.836071983738455,OVMANA,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000696,0.35731365230182605,0.8561737495829796,OVCAR8,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000574,0.34848417136692467,0.8506227670618574,FUOV1,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000704,0.3462292430217109,0.8647160702901376,OAW42,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000520,0.344216994519546,0.8618504144939708,59M,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000091,0.34155506085511,0.846724581983505,OV56,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-001628,0.3378382408726716,0.8462188458630765,PEA1,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000324,0.33430378659482524,0.8478549123314448,JHOC5,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-002486,0.3303477935825277,0.8444595584233839,MESOV,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-001719,0.3275313282330491,0.847678037608522,OCIC4P,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000663,0.3207424227864843,0.8376926965108278,OVTOKO,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000885,0.31680820379986036,0.8541492289967795,TOV21G,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-001374,0.30945513702190763,0.8218632928449477,PA1,Mixed Germ Cell Tumor,HGS,FALSE,FALSE
OV4453,ACH-000688,0.3064991185465533,0.8505805217959438,OV7,Mixed Ovarian Carcinoma,HGS,FALSE,FALSE
OV4453,ACH-000237,0.3025793064484975,0.8374058331034826,JHOM1,Mucinous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000947,0.28913737870624223,0.8321222554024698,OVK18,Endometrioid Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-001370,0.27883890714348575,0.8127100364403314,OCIP5X,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000542,0.2773353767476734,0.829564610159678,HEYA8,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000291,0.26313759546709486,0.8272479633677862,OV90,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-001991,0.25353161983769246,0.7910244136717106,NZOV9,Endometrioid Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000430,0.2232269825914011,0.810764971035988,TYKNU,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000048,0.20821432257417063,0.819885851669332,TOV112D,Endometrioid Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-000906,0.20255129408847214,0.8235347495977685,ES2,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV4453,ACH-001278,0.20212744072664568,0.7992073539312669,BIN67,Small Cell Carcinoma of the Ovary,HGS,FALSE,FALSE
OV4453,ACH-001279,0.18841718658803588,0.7937766708987989,SCCOHT1,Small Cell Carcinoma of the Ovary,HGS,FALSE,FALSE
OV4453,ACH-000123,0.1842370387888591,0.8067655333523704,COV434,Small Cell Carcinoma of the Ovary,HGS,FALSE,FALSE
OV4453,ACH-000657,0.17969103265759773,0.8101270855891062,A2780,Endometrioid Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-001340,0.693702306105227,0.8851396981183002,COV413A,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000103,0.6619347344070676,0.886911440697303,CAOV4,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000635,0.6085341429549336,0.8744334274397852,SNU119,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000013,0.5994100304132995,0.8778110258514674,ONCODG1,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000617,0.5993173363086598,0.8846142533097587,OVCAR4,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000443,0.5955001156624136,0.8612146709690812,OVKATE,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000001,0.5852439391719131,0.868534412673883,NIHOVCAR3,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000584,0.5740248496257093,0.8756303539422874,JHOS4,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000409,0.555613253895649,0.8664328940588961,OVSAHO,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000116,0.5427021205315079,0.866906619124405,OAW28,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-001418,0.5292367096646784,0.8678152303680141,UWB1289,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-001632,0.515322897789936,0.850815541805351,PEO4,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-001630,0.5008918300776387,0.8570679737796887,PEO1,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000713,0.49579610498811,0.854969283447635,CAOV3,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000132,0.4926764043633914,0.8447445021934201,JHOS2,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000524,0.48424787897699106,0.8541350745651305,KURAMOCHI,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000460,0.4791087101778177,0.8600420452859641,SNU8,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-001373,0.45868170547137277,0.8483909711299008,OV17R,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000256,0.44748749953336286,0.8512983944541183,COV318,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000278,0.43109294857476715,0.8644734312202866,COV362,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000308,0.42324529941109323,0.8401217090324117,EFO21,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000701,0.4180358113477697,0.8531508861314514,RMUGS,Mucinous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000608,0.4168766926438533,0.8237221588063157,COV644,Mucinous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-002524,0.41670554804106325,0.8412130294635589,SNU251,Endometrioid Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000527,0.4158623002726095,0.8490244093404212,OVISE,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000719,0.41173250822432583,0.856670590334498,RMGI,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-001369,0.4071246482975191,0.8389355970319289,OCIC5X,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000646,0.4049329848539839,0.8311318054761127,OVMANA,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000962,0.4047239614381706,0.8435347377474325,OC314,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000796,0.38786050549863954,0.8352333487637006,MCAS,Mucinous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000333,0.38602192500598137,0.8187246990195133,JHOM2B,Mucinous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-001403,0.38421094504222386,0.8366657752201903,TO14,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000936,0.382290368958622,0.8431459393134733,EFO27,Mucinous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000280,0.38080790857293395,0.850730104175069,SNU840,"Brenner Tumor, Malignant",HGS,FALSE,FALSE
OV4485,ACH-000811,0.3794533109855546,0.8480438255184114,SKOV3,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000704,0.37880771906235494,0.8561450412569788,OAW42,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-002038,0.3765350285912786,0.8075934442217273,HSKTC,"Ovarian Cancer, Other",HGS,FALSE,FALSE
OV4485,ACH-001145,0.3759057063779685,0.8369741981706047,OC316,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000966,0.3711693563476368,0.8481766849198749,IGROV1,Endometrioid Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000696,0.31805801027807895,0.8330925877274507,OVCAR8,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-001048,0.31186436671818885,0.8245270474448873,COV504,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-001151,0.30911279057110735,0.8237622891546601,OVCAR5,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000574,0.3012907658518456,0.8304377315141523,FUOV1,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000494,0.30099309289790677,0.8379479658501008,OELE,Immortalized Ovarian Cells,HGS,FALSE,FALSE
OV4485,ACH-000947,0.29830616286986233,0.8350697401790527,OVK18,Endometrioid Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-001719,0.29408943052339453,0.8272079045235224,OCIC4P,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-001628,0.2862803350867074,0.8203393067905305,PEA1,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000091,0.27615886812875273,0.8214880468658529,OV56,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000885,0.27313002188546176,0.8302383171917633,TOV21G,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000291,0.2666804971435337,0.8147002279314358,OV90,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000324,0.2608511637886111,0.8240733986042746,JHOC5,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000663,0.2592888646481269,0.8149046200667557,OVTOKO,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000520,0.25651262744051506,0.8326339045129186,59M,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-001991,0.2526996612847141,0.7757497553927087,NZOV9,Endometrioid Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-002486,0.24503100921969664,0.8145882391527791,MESOV,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-001374,0.23913234192122804,0.792995311731507,PA1,Mixed Germ Cell Tumor,HGS,FALSE,FALSE
OV4485,ACH-000237,0.2159609940113624,0.8103874486482759,JHOM1,Mucinous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000688,0.19940503545507504,0.8253614950988154,OV7,Mixed Ovarian Carcinoma,HGS,FALSE,FALSE
OV4485,ACH-001278,0.1957034227620377,0.7827836500167644,BIN67,Small Cell Carcinoma of the Ovary,HGS,FALSE,FALSE
OV4485,ACH-001370,0.19564776120976696,0.7884244514771716,OCIP5X,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000430,0.18526917124700593,0.7982843044273539,TYKNU,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-001279,0.1841976744117664,0.7793280560285951,SCCOHT1,Small Cell Carcinoma of the Ovary,HGS,FALSE,FALSE
OV4485,ACH-000048,0.1801100776970222,0.8046127007254157,TOV112D,Endometrioid Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000542,0.17901265540874767,0.7996387864449744,HEYA8,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000657,0.17865098368155233,0.7983953393547074,A2780,Endometrioid Ovarian Cancer,HGS,FALSE,FALSE
OV4485,ACH-000123,0.14866708637550555,0.7971967248507553,COV434,Small Cell Carcinoma of the Ovary,HGS,FALSE,FALSE
OV4485,ACH-000906,0.11888409840010153,0.8040937058318478,ES2,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV866-2,ACH-001628,0.6063054870125595,0.873535588025982,PEA1,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV866-2,ACH-002486,0.5893152555149813,0.8707845743861696,MESOV,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV866-2,ACH-000494,0.5829262441974742,0.8852794900924262,OELE,Immortalized Ovarian Cells,HGS,FALSE,FALSE
OV866-2,ACH-000520,0.582894161192358,0.8850409313541333,59M,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV866-2,ACH-000091,0.5783270179915809,0.867601908183992,OV56,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV866-2,ACH-001370,0.5777609726034517,0.8516234420827842,OCIP5X,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV866-2,ACH-000542,0.561022752265229,0.8594461242618334,HEYA8,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV866-2,ACH-001719,0.5465331009251455,0.8687239297511604,OCIC4P,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV866-2,ACH-000308,0.5429050656735562,0.8608383346163704,EFO21,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV866-2,ACH-000663,0.5425628830700766,0.8676432214539358,OVTOKO,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV866-2,ACH-000688,0.5322282851772862,0.8826694045110239,OV7,Mixed Ovarian Carcinoma,HGS,FALSE,FALSE
OV866-2,ACH-000811,0.529779016309138,0.8755712653070674,SKOV3,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV866-2,ACH-001403,0.5226098272277448,0.8654392429982631,TO14,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV866-2,ACH-000278,0.5182411319162398,0.8815157004378794,COV362,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV866-2,ACH-000696,0.5151472004954343,0.8719580890953588,OVCAR8,High-Grade Serous Ovarian Cancer,HGS,FALSE,FALSE
OV866-2,ACH-000936,0.5133897140974585,0.8752673735464968,EFO27,Mucinous Ovarian Cancer,HGS,FALSE,FALSE
OV866-2,ACH-000324,0.5127060422660505,0.8680433806406586,JHOC5,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV866-2,ACH-000906,0.5125652766593356,0.8704172696013469,ES2,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV866-2,ACH-001048,0.5006479102951048,0.8627333298082787,COV504,Serous Ovarian Cancer,HGS,FALSE,FALSE
OV866-2,ACH-000885,0.4976692306130587,0.8684100234675324,TOV21G,Clear Cell Ovarian Cancer,HGS,FALSE,FALSE
OV866-2,ACH-000460,0.49741435991369554,0.8779508367440335,SNU8,Serous Ovarian Cancer,HGS,FALSE,FALSE
