"cell_line","substrate","reference","signature","bootstrap_count_correlation_with_sbs3"
"TOV2835EP","baseline","target_full","SBS16",-0.0588814173846929
"TOV2835EP","baseline","target_full","SBS17a",-0.0187394325984601
"TOV2835EP","baseline","target_full","SBS17b",-0.00711272550088991
"TOV2835EP","baseline","target_full","SBS18",-0.027636707257933
"TOV2835EP","baseline","target_full","SBS19",-0.0520957433192979
"TOV2835EP","baseline","target_full","SBS20",-0.0101615464367259
"TOV2835EP","baseline","target_full","SBS21",-0.0140820071244996
"TOV2835EP","baseline","target_full","SBS22",-0.0396059001531737
"TOV2835EP","baseline","target_full","SBS23",-0.0224510171431229
"TOV2835EP","baseline","target_full","SBS24",0.0903582810651822
"TOV2835EP","baseline","target_full","SBS25",-0.00856871028800789
"TOV2835EP","baseline","target_full","SBS26",0.0271926143400528
"TOV2835EP","baseline","target_full","SBS28",
"TOV2835EP","baseline","target_full","SBS29",-0.0472384095986165
"TOV2835EP","baseline","target_full","SBS30",-0.0238749271410963
"TOV2835EP","baseline","target_full","SBS31",0.132161814049064
"TOV2835EP","baseline","target_full","SBS32",-0.0718333722560112
"TOV2835EP","baseline","target_full","SBS33",-0.0180419378376876
"TOV2835EP","baseline","target_full","SBS34",
"TOV2835EP","baseline","target_full","SBS35",-0.0070991000523087
"TOV2835EP","baseline","target_full","SBS36",-0.011092942420391
"TOV2835EP","baseline","target_full","SBS37",-0.0309725489480738
"TOV2835EP","baseline","target_full","SBS38",
"TOV2835EP","baseline","target_full","SBS39",-0.0440345037925543
"TOV2835EP","baseline","target_full","SBS40",-0.0399273518158445
"TOV2835EP","baseline","target_full","SBS41",-0.00502512562814083
"TOV2835EP","baseline","target_full","SBS42",-0.0142713893252966
"TOV2835EP","baseline","target_full","SBS44",-0.0218922010525074
"TOV2835EP","baseline","target_full","SBS84",-0.00704499387145684
"TOV2835EP","baseline","target_full","SBS85",
"TOV2835EP","baseline","target_full","SBS86",-0.0494161600232676
"TOV2835EP","baseline","target_full","SBS87",-0.0424554978238323
"TOV2835EP","baseline","target_full","SBS88",-0.0229539776843305
"TOV2835EP","baseline","target_full","SBS89",0.0146493900352026
"TOV2835EP","baseline","target_full","SBS90",
"TOV2835EP","baseline","target_full","SBS91",-0.0282901865713192
"TOV2835EP","baseline","target_full","SBS92",
"TOV2835EP","baseline","target_full","SBS93",
"TOV2835EP","baseline","target_full","SBS94",
"TOV2881EP","baseline","target_full","SBS1",0.102676212732317
"TOV2881EP","baseline","target_full","SBS2",-0.0112529890575815
"TOV2881EP","baseline","target_full","SBS3",1
"TOV2881EP","baseline","target_full","SBS4",-0.0212853974581379
"TOV2881EP","baseline","target_full","SBS5",-0.00921154442856156
"TOV2881EP","baseline","target_full","SBS6",-0.0172292467232808
"TOV2881EP","baseline","target_full","SBS7a",-0.00502512562814071
"TOV2881EP","baseline","target_full","SBS7b",-0.0111146445192386
"TOV2881EP","baseline","target_full","SBS7c",
"TOV2881EP","baseline","target_full","SBS7d",
"TOV2881EP","baseline","target_full","SBS8",-0.0547696702680829
"TOV2881EP","baseline","target_full","SBS9",-0.0255209251403304
"TOV2881EP","baseline","target_full","SBS10a",-0.00851955971153824
"TOV2881EP","baseline","target_full","SBS10b",
"TOV2881EP","baseline","target_full","SBS10c",-0.00502512562814069
"TOV2881EP","baseline","target_full","SBS10d",-0.0367765716014388
"TOV2881EP","baseline","target_full","SBS11",0.443206173811684
"TOV2881EP","baseline","target_full","SBS12",0.0814329493893702
"TOV2881EP","baseline","target_full","SBS13",-0.0348463223629141
"TOV2881EP","baseline","target_full","SBS14",-0.0130470113718474
"TOV2881EP","baseline","target_full","SBS15",-0.0709966613265077
"TOV2881EP","baseline","target_full","SBS16",0.176416109446782
"TOV2881EP","baseline","target_full","SBS17a",
"TOV2881EP","baseline","target_full","SBS17b",-0.0169458402448037
"TOV2881EP","baseline","target_full","SBS18",-0.0197598055465707
"TOV2881EP","baseline","target_full","SBS19",-0.0202121878143027
"TOV2881EP","baseline","target_full","SBS20",-0.00864755534507716
"TOV2881EP","baseline","target_full","SBS21",
"TOV2881EP","baseline","target_full","SBS22",-0.00709862681482713
"TOV2881EP","baseline","target_full","SBS23",-0.0784007461540586
"TOV2881EP","baseline","target_full","SBS24",-0.0557082358874886
"TOV2881EP","baseline","target_full","SBS25",-0.00502512562814073
"TOV2881EP","baseline","target_full","SBS26",-0.0314384124493587
"TOV2881EP","baseline","target_full","SBS28",-0.00502512562814075
"TOV2881EP","baseline","target_full","SBS29",0.057526125396134
"TOV2881EP","baseline","target_full","SBS30",-0.0402249248005475
"TOV2881EP","baseline","target_full","SBS31",-0.034242511262619
"TOV2881EP","baseline","target_full","SBS32",-0.018464680406577
"TOV2881EP","baseline","target_full","SBS33",
"TOV2881EP","baseline","target_full","SBS34",-0.0152183348027907
"TOV2881EP","baseline","target_full","SBS35",-0.0111742929302746
"TOV2881EP","baseline","target_full","SBS36",-0.00973733078005225
"TOV2881EP","baseline","target_full","SBS37",-0.00971681205766273
"TOV2881EP","baseline","target_full","SBS38",-0.0225668604790272
"TOV2881EP","baseline","target_full","SBS39",-0.0380564552183124
"TOV2881EP","baseline","target_full","SBS40",-0.0367998032702357
"TOV2881EP","baseline","target_full","SBS41",0.365543300390472
"TOV2881EP","baseline","target_full","SBS42",-0.0119901779204794
"TOV2881EP","baseline","target_full","SBS44",-0.0129548385414184
"TOV2881EP","baseline","target_full","SBS84",-0.00690727165815162
"TOV2881EP","baseline","target_full","SBS85",-0.0367669834248564
"TOV2881EP","baseline","target_full","SBS86",-0.056989503521475
"TOV2881EP","baseline","target_full","SBS87",-0.0249951866276509
"TOV2881EP","baseline","target_full","SBS88",-0.0375586621531577
"TOV2881EP","baseline","target_full","SBS89",-0.0686429100136909
"TOV2881EP","baseline","target_full","SBS90",
"TOV2881EP","baseline","target_full","SBS91",-0.0245218956962819
"TOV2881EP","baseline","target_full","SBS92",-0.0201376797361943
"TOV2881EP","baseline","target_full","SBS93",-0.0684825946867611
"TOV2881EP","baseline","target_full","SBS94",-0.00671429508652382
"TOV2929D","baseline","target_full","SBS1",-0.0350515240170838
"TOV2929D","baseline","target_full","SBS2",-0.0113313177965742
"TOV2929D","baseline","target_full","SBS3",1
"TOV2929D","baseline","target_full","SBS4",-0.0314858184500304
"TOV2929D","baseline","target_full","SBS5",-0.0274101832623295
"TOV2929D","baseline","target_full","SBS6",-0.0371923543484376
"TOV2929D","baseline","target_full","SBS7a",-0.0152671722024615
"TOV2929D","baseline","target_full","SBS7b",-0.0050251256281407
"TOV2929D","baseline","target_full","SBS7c",-0.0131271986990753
"TOV2929D","baseline","target_full","SBS7d",
"TOV2929D","baseline","target_full","SBS8",-0.0527127445873699
"TOV2929D","baseline","target_full","SBS9",
"TOV2929D","baseline","target_full","SBS10a",-0.00860789741249828
"TOV2929D","baseline","target_full","SBS10b",-0.016189043538867
"TOV2929D","baseline","target_full","SBS10c",
"TOV2929D","baseline","target_full","SBS10d",-0.0112330505399751
"TOV2929D","baseline","target_full","SBS11",-0.00995789056439939
"TOV2929D","baseline","target_full","SBS12",0.0130327497105514
"TOV2929D","baseline","target_full","SBS13",-0.00502512562814068
"TOV2929D","baseline","target_full","SBS14",-0.00502512562814068
"TOV2929D","baseline","target_full","SBS15",-0.0468388876598469
"TOV2929D","baseline","target_full","SBS16",-0.0559057786124009
"TOV2929D","baseline","target_full","SBS17a",
"TOV2929D","baseline","target_full","SBS17b",
"TOV2929D","baseline","target_full","SBS18",0.0822765940302085
"TOV2929D","baseline","target_full","SBS19",-0.0070454785383827
"TOV2929D","baseline","target_full","SBS20",-0.00712336288804927
"TOV2929D","baseline","target_full","SBS21",-0.00691737227626177
"TOV2929D","baseline","target_full","SBS22",-0.0111662661961526
"TOV2929D","baseline","target_full","SBS23",-0.0177046726650722
"TOV2929D","baseline","target_full","SBS24",-0.05826991179868
"TOV2929D","baseline","target_full","SBS25",0.0942710941948917
"TOV2929D","baseline","target_full","SBS26",-0.0107278287345741
"TOV2929D","baseline","target_full","SBS28",
"TOV2929D","baseline","target_full","SBS29",0.0201447670489555
"TOV2929D","baseline","target_full","SBS30",0.175556114236338
"TOV2929D","baseline","target_full","SBS31",-0.00502512562814068
"TOV2929D","baseline","target_full","SBS32",-0.0416868784666836
"TOV2929D","baseline","target_full","SBS33",-0.00969493322108085
"TOV2929D","baseline","target_full","SBS34",-0.0050251256281407
"TOV2929D","baseline","target_full","SBS35",
"TOV2929D","baseline","target_full","SBS36",-0.00502512562814069
"TOV2929D","baseline","target_full","SBS37",-0.0127086540781668
"TOV2929D","baseline","target_full","SBS38",-0.0169357219236287
"TOV2929D","baseline","target_full","SBS39",-0.0355730471472023
"TOV2929D","baseline","target_full","SBS40",-0.0979160695508976
"TOV2929D","baseline","target_full","SBS41",-0.0050251256281407
"TOV2929D","baseline","target_full","SBS42",-0.0188450867258972
"TOV2929D","baseline","target_full","SBS44",0.203618912075361
"TOV2929D","baseline","target_full","SBS84",-0.0576704287991096
"TOV2929D","baseline","target_full","SBS85",-0.0201794151596026
"TOV2929D","baseline","target_full","SBS86",-0.020972280634829
"TOV2929D","baseline","target_full","SBS87",-0.0228969818807363
"TOV2929D","baseline","target_full","SBS88",-0.0233943018713555
"TOV2929D","baseline","target_full","SBS89",-0.135828289211012
"TOV2929D","baseline","target_full","SBS90",-0.0050251256281407
"TOV2929D","baseline","target_full","SBS91",
"TOV2929D","baseline","target_full","SBS92",-0.023676652640887
"TOV2929D","baseline","target_full","SBS93",-0.0415829211724736
"TOV2929D","baseline","target_full","SBS94",
"TOV3121D","baseline","target_full","SBS1",0.0219318098894844
"TOV3121D","baseline","target_full","SBS2",-0.00407117816895339
"TOV3121D","baseline","target_full","SBS3",1
"TOV3121D","baseline","target_full","SBS4",-0.0374430525311346
"TOV3121D","baseline","target_full","SBS5",-0.075680871395386
"TOV3121D","baseline","target_full","SBS6",0.0257078577190851
"TOV3121D","baseline","target_full","SBS7a",-0.0434503692016895
"TOV3121D","baseline","target_full","SBS7b",0.00896345071354182
"TOV3121D","baseline","target_full","SBS7c",-0.046359226017241
"TOV3121D","baseline","target_full","SBS7d",0.0741111232627471
"TOV3121D","baseline","target_full","SBS8",-0.207241001451776
"TOV3121D","baseline","target_full","SBS9",
"TOV3121D","baseline","target_full","SBS10a",0.0111511664415093
"TOV3121D","baseline","target_full","SBS10b",0.212215237755319
"TOV3121D","baseline","target_full","SBS10c",
"TOV3121D","baseline","target_full","SBS10d",-0.0477569563289419
"TOV3121D","baseline","target_full","SBS11",-0.0273812330863593
"TOV3121D","baseline","target_full","SBS12",0.0697557372288975
"TOV3121D","baseline","target_full","SBS13",0.0734234526014419
"TOV3121D","baseline","target_full","SBS14",-0.0271815141311807
"TOV3121D","baseline","target_full","SBS15",-0.0809400969230376
"TOV3121D","baseline","target_full","SBS16",-0.0271956763595787
"TOV3121D","baseline","target_full","SBS17a",-0.0292557465842106
"TOV3121D","baseline","target_full","SBS17b",
"TOV3121D","baseline","target_full","SBS18",0.0268639246197836
"TOV3121D","baseline","target_full","SBS19",0.0338434466580631
"TOV3121D","baseline","target_full","SBS20",0.131069780552725
"TOV3121D","baseline","target_full","SBS21",0.00117842514562901
"TOV3121D","baseline","target_full","SBS22",
"TOV3121D","baseline","target_full","SBS23",0.0040282911568527
"TOV3121D","baseline","target_full","SBS24",0.0882404524220319
"TOV3121D","baseline","target_full","SBS25",
"TOV3121D","baseline","target_full","SBS26",0.0149918371039607
"TOV3121D","baseline","target_full","SBS28",
"TOV3121D","baseline","target_full","SBS29",0.137232913183121
"TOV3121D","baseline","target_full","SBS30",0.0325417943844969
"TOV3121D","baseline","target_full","SBS31",-0.111134268504917
"TOV3121D","baseline","target_full","SBS32",-0.0221302333122007
"TOV3121D","baseline","target_full","SBS33",-0.0505866518253794
"TOV3121D","baseline","target_full","SBS34",-0.038308044176026
"TOV3121D","baseline","target_full","SBS35",-0.0244108031770789
"TOV3121D","baseline","target_full","SBS36",-0.0329088607971072
"TOV3121D","baseline","target_full","SBS37",0.00521219618612085
"TOV3121D","baseline","target_full","SBS38",0.131034160498332
"TOV3121D","baseline","target_full","SBS39",-0.138247186791162
"TOV3121D","baseline","target_full","SBS40",-0.0858591575722855
"TOV3121D","baseline","target_full","SBS41",0.0634794761232791
"TOV3121D","baseline","target_full","SBS42",-0.0641926124396547
"TOV3121D","baseline","target_full","SBS44",-0.038758291908882
"TOV3121D","baseline","target_full","SBS84",-0.0384705665828552
"TOV3121D","baseline","target_full","SBS85",0.121078478068866
"TOV3121D","baseline","target_full","SBS86",-0.133531699368738
"TOV3121D","baseline","target_full","SBS87",0.0966850755390956
"TOV3121D","baseline","target_full","SBS88",0.00356483706949561
"TOV3121D","baseline","target_full","SBS89",-0.0266937153461943
"TOV3121D","baseline","target_full","SBS90",-0.0193152706896714
"TOV3121D","baseline","target_full","SBS91",0.0341045520042115
"TOV3121D","baseline","target_full","SBS92",-0.0760186862084548
"TOV3121D","baseline","target_full","SBS93",-0.0336015809452832
"TOV3121D","baseline","target_full","SBS94",-0.00307965515209634
"TOV3121EP","baseline","target_full","SBS1",0.025535124185553
"TOV3121EP","baseline","target_full","SBS2",-0.068343851257061
"TOV3121EP","baseline","target_full","SBS3",1
"TOV3121EP","baseline","target_full","SBS4",-0.0311314581307335
"TOV3121EP","baseline","target_full","SBS5",-0.0296526462206062
"TOV3121EP","baseline","target_full","SBS6",-0.0263769826500266
"TOV3121EP","baseline","target_full","SBS7a",-0.0204830147736577
"TOV3121EP","baseline","target_full","SBS7b",-0.0172816129985998
"TOV3121EP","baseline","target_full","SBS7c",0.128842649080168
"TOV3121EP","baseline","target_full","SBS7d",-0.0426581729365784
"TOV3121EP","baseline","target_full","SBS8",-0.0701027646262838
"TOV3121EP","baseline","target_full","SBS9",
"TOV3121EP","baseline","target_full","SBS10a",0.0578389915959104
"TOV3121EP","baseline","target_full","SBS10b",0.0386646820277933
"TOV3121EP","baseline","target_full","SBS10c",
"TOV3121EP","baseline","target_full","SBS10d",0.182294912673634
"TOV3121EP","baseline","target_full","SBS11",
"TOV3121EP","baseline","target_full","SBS12",-0.0852605755169017
"TOV3121EP","baseline","target_full","SBS13",0.0658334423299963
"TOV3121EP","baseline","target_full","SBS14",-0.0345576154090823
"TOV3121EP","baseline","target_full","SBS15",-0.0348622115323749
"TOV3121EP","baseline","target_full","SBS16",-0.017490552981493
"TOV3121EP","baseline","target_full","SBS17a",0.00682646586012015
"TOV3121EP","baseline","target_full","SBS17b",
"TOV3121EP","baseline","target_full","SBS18",-0.000550155006459054
"TOV3121EP","baseline","target_full","SBS19",0.079905511092705
"TOV3121EP","baseline","target_full","SBS20",
"TOV3121EP","baseline","target_full","SBS21",-0.0873998684859213
"TOV3121EP","baseline","target_full","SBS22",
"TOV3121EP","baseline","target_full","SBS23",-0.0571096977045384
"TOV3121EP","baseline","target_full","SBS24",0.0749219713224658
"TOV3121EP","baseline","target_full","SBS25",-0.0516802978890697
"TOV3121EP","baseline","target_full","SBS26",-0.0725397580521976
"TOV3121EP","baseline","target_full","SBS28",
"TOV3121EP","baseline","target_full","SBS29",-0.0837902331034287
"TOV3121EP","baseline","target_full","SBS30",-0.0543323594855244
"TOV3121EP","baseline","target_full","SBS31",-0.081657224082626
"TOV3121EP","baseline","target_full","SBS32",0.0970873261629657
"TOV3121EP","baseline","target_full","SBS33",0.00867943602947868
"TOV3121EP","baseline","target_full","SBS34",-0.0347462206847921
"TOV3121EP","baseline","target_full","SBS35",-0.0249579642459808
"TOV3121EP","baseline","target_full","SBS36",-0.04007172940399
"TOV3121EP","baseline","target_full","SBS37",-0.0279015204107186
"TOV3121EP","baseline","target_full","SBS38",-0.0323495396442297
"TOV3121EP","baseline","target_full","SBS39",-0.159983424466313
"TOV3121EP","baseline","target_full","SBS40",-0.135900445829682
"TOV3121EP","baseline","target_full","SBS41",-0.0121980899579354
"TOV3121EP","baseline","target_full","SBS42",-0.0276971658377811
"TOV3121EP","baseline","target_full","SBS44",
"TOV3121EP","baseline","target_full","SBS84",0.0101049789445396
"TOV3121EP","baseline","target_full","SBS85",-0.0316699754777911
"TOV3121EP","baseline","target_full","SBS86",0.0194095775352295
"TOV3121EP","baseline","target_full","SBS87",0.0627872309411489
"TOV3121EP","baseline","target_full","SBS88",-0.0172092253791533
"TOV3121EP","baseline","target_full","SBS89",-0.0172806101117802
"TOV3121EP","baseline","target_full","SBS90",-0.0121980899579355
"TOV3121EP","baseline","target_full","SBS91",0.0902616691123181
"TOV3121EP","baseline","target_full","SBS92",0.145531488152206
"TOV3121EP","baseline","target_full","SBS93",-0.0547917957403578
"TOV3121EP","baseline","target_full","SBS94",-0.017110535813624
"TOV3133D","baseline","target_full","SBS1",-0.043005513306922
"TOV3133D","baseline","target_full","SBS2",-0.0331498330043232
"TOV3133D","baseline","target_full","SBS3",1
"TOV3133D","baseline","target_full","SBS4",-0.172956072730024
"TOV3133D","baseline","target_full","SBS5",-0.0498261060724346
"TOV3133D","baseline","target_full","SBS6",-0.0123834382765214
"TOV3133D","baseline","target_full","SBS7a",0.130451015938934
"TOV3133D","baseline","target_full","SBS7b",-0.103440398817416
"TOV3133D","baseline","target_full","SBS7c",0.0282390166091489
"TOV3133D","baseline","target_full","SBS7d",-0.0840108486580222
"TOV3133D","baseline","target_full","SBS8",-0.106309085322745
"TOV3133D","baseline","target_full","SBS9",
"TOV3133D","baseline","target_full","SBS10a",-0.0331498330043234
"TOV3133D","baseline","target_full","SBS10b",-0.0331498330043234
"TOV3133D","baseline","target_full","SBS10c",
"TOV3133D","baseline","target_full","SBS10d",0.127993625337734
"TOV3133D","baseline","target_full","SBS11",0.0883883031044572
"TOV3133D","baseline","target_full","SBS12",-0.0517321426356767
"TOV3133D","baseline","target_full","SBS13",-0.0275416128602333
"TOV3133D","baseline","target_full","SBS14",0.099877413740601
"TOV3133D","baseline","target_full","SBS15",-0.089269654134431
"TOV3133D","baseline","target_full","SBS16",-0.00166666416937524
"TOV3133D","baseline","target_full","SBS17a",-0.061322603627427
"TOV3133D","baseline","target_full","SBS17b",
"TOV3133D","baseline","target_full","SBS18",-0.0894804688810243
"TOV3133D","baseline","target_full","SBS19",0.115028516203434
"TOV3133D","baseline","target_full","SBS20",-0.0858439240828568
"TOV3133D","baseline","target_full","SBS21",-0.0569415984780993
"TOV3133D","baseline","target_full","SBS22",-0.0331498330043233
"TOV3133D","baseline","target_full","SBS23",-0.0165152572384299
"TOV3133D","baseline","target_full","SBS24",-0.0116812755970177
"TOV3133D","baseline","target_full","SBS25",-0.0196902969739841
"TOV3133D","baseline","target_full","SBS26",-0.094016378796946
"TOV3133D","baseline","target_full","SBS28",
"TOV3133D","baseline","target_full","SBS29",0.159518431209599
"TOV3133D","baseline","target_full","SBS30",-0.0107513520635314
"TOV3133D","baseline","target_full","SBS31",-0.148659508137159
"TOV3133D","baseline","target_full","SBS32",-0.017163822268472
"TOV3133D","baseline","target_full","SBS33",-0.0331498330043237
"TOV3133D","baseline","target_full","SBS34",
"TOV3133D","baseline","target_full","SBS35",-0.157945871320875
"TOV3133D","baseline","target_full","SBS36",-0.0181088226608941
"TOV3133D","baseline","target_full","SBS37",
"TOV3133D","baseline","target_full","SBS38",-0.0331498330043231
"TOV3133D","baseline","target_full","SBS39",-0.217187930518982
"TOV3133D","baseline","target_full","SBS40",-0.221158333858018
"TOV3133D","baseline","target_full","SBS41",
"TOV3133D","baseline","target_full","SBS42",0.0307592737836413
"TOV3133D","baseline","target_full","SBS44",0.00845226782284755
"TOV3133D","baseline","target_full","SBS84",0.117596339182746
"TOV3133D","baseline","target_full","SBS85",
"TOV3133D","baseline","target_full","SBS86",
"TOV3133D","baseline","target_full","SBS87",0.116970552628006
"TOV3133D","baseline","target_full","SBS88",0.0677441262794088
"TOV3133D","baseline","target_full","SBS89",-0.128282252168466
"TOV3133D","baseline","target_full","SBS90",
"TOV3133D","baseline","target_full","SBS91",-0.0574640491242662
"TOV3133D","baseline","target_full","SBS92",
"TOV3133D","baseline","target_full","SBS93",
"TOV3133D","baseline","target_full","SBS94",-0.00452134670362007
"TOV3133G","baseline","target_full","SBS1",0.0385016933652114
"TOV3133G","baseline","target_full","SBS2",0.0641272385041609
"TOV3133G","baseline","target_full","SBS3",1
"TOV3133G","baseline","target_full","SBS4",-0.018913784142806
"TOV3133G","baseline","target_full","SBS5",-0.134925194798428
"TOV3133G","baseline","target_full","SBS6",-0.0112628702911073
"TOV3133G","baseline","target_full","SBS7a",0.218558563314884
"TOV3133G","baseline","target_full","SBS7b",-0.00311317016847113
"TOV3133G","baseline","target_full","SBS7c",-0.0163990646659682
"TOV3133G","baseline","target_full","SBS7d",-0.0607288754423428
"TOV3133G","baseline","target_full","SBS8",-0.107233247935589
"TOV3133G","baseline","target_full","SBS9",-0.0163990646659682
"TOV3133G","baseline","target_full","SBS10a",0.0175713058013191
"TOV3133G","baseline","target_full","SBS10b",-0.0520483532434879
"TOV3133G","baseline","target_full","SBS10c",
"TOV3133G","baseline","target_full","SBS10d",0.104698898790767
"TOV3133G","baseline","target_full","SBS11",0.147273842854422
"TOV3133G","baseline","target_full","SBS12",0.114457075656251
"TOV3133G","baseline","target_full","SBS13",-0.0352789593024829
"TOV3133G","baseline","target_full","SBS14",-0.031398204924671
"TOV3133G","baseline","target_full","SBS15",-0.034502634606599
"TOV3133G","baseline","target_full","SBS16",0.00324069168221119
"TOV3133G","baseline","target_full","SBS17a",-0.0436459193808672
"TOV3133G","baseline","target_full","SBS17b",
"TOV3133G","baseline","target_full","SBS18",-0.0280550566942111
"TOV3133G","baseline","target_full","SBS19",
"TOV3133G","baseline","target_full","SBS20",-0.0326917464289171
"TOV3133G","baseline","target_full","SBS21",-0.0163990646659682
"TOV3133G","baseline","target_full","SBS22",-0.0517308979959334
"TOV3133G","baseline","target_full","SBS23",
"TOV3133G","baseline","target_full","SBS24",0.00534287295371976
"TOV3133G","baseline","target_full","SBS25",0.0708064404455501
"TOV3133G","baseline","target_full","SBS26",0.0675859829574501
"TOV3133G","baseline","target_full","SBS28",
"TOV3133G","baseline","target_full","SBS29",0.014621432158187
"TOV3133G","baseline","target_full","SBS30",-0.0711822488700779
"TOV3133G","baseline","target_full","SBS31",-0.0810422851150539
"TOV3133G","baseline","target_full","SBS32",0.0427087138560296
"TOV3133G","baseline","target_full","SBS33",-0.00711837224293414
"TOV3133G","baseline","target_full","SBS34",-0.013203272419698
"TOV3133G","baseline","target_full","SBS35",0.109965523503814
"TOV3133G","baseline","target_full","SBS36",
"TOV3133G","baseline","target_full","SBS37",0.0855121373491085
"TOV3133G","baseline","target_full","SBS38",-0.0492410523925441
"TOV3133G","baseline","target_full","SBS39",-0.117347766981208
"TOV3133G","baseline","target_full","SBS40",-0.11607642607644
"TOV3133G","baseline","target_full","SBS41",-0.0163990646659682
"TOV3133G","baseline","target_full","SBS42",-0.0227936160760491
"TOV3133G","baseline","target_full","SBS44",-0.0379905948919791
"TOV3133G","baseline","target_full","SBS84",-0.00372667423944488
"TOV3133G","baseline","target_full","SBS85",-0.0566025901564687
"TOV3133G","baseline","target_full","SBS86",0.008575784150384
"TOV3133G","baseline","target_full","SBS87",0.0439193930897726
"TOV3133G","baseline","target_full","SBS88",-0.00894843779254987
"TOV3133G","baseline","target_full","SBS89",-0.0896265329300361
"TOV3133G","baseline","target_full","SBS90",-0.0231426032166043
"TOV3133G","baseline","target_full","SBS91",0.209616718566062
"TOV3133G","baseline","target_full","SBS92",-0.0480438958233889
"TOV3133G","baseline","target_full","SBS93",-0.034337443731996
"TOV3133G","baseline","target_full","SBS94",0.0551307307626733
"OV3331","baseline","target_full","SBS1",0.112567993547941
"OV3331","baseline","target_full","SBS2",0.0564629284151358
"OV3331","baseline","target_full","SBS3",1
"OV3331","baseline","target_full","SBS4",
"OV3331","baseline","target_full","SBS5",-0.0826434296259492
"OV3331","baseline","target_full","SBS6",0.0518880964524558
"OV3331","baseline","target_full","SBS7a",0.197036446710516
"OV3331","baseline","target_full","SBS7b",0.0498329689366662
"OV3331","baseline","target_full","SBS7c",
"OV3331","baseline","target_full","SBS7d",-0.030034926700673
"OV3331","baseline","target_full","SBS8",-0.0294608338154439
"OV3331","baseline","target_full","SBS9",-0.0501819679333831
"OV3331","baseline","target_full","SBS10a",0.0681417748450916
"OV3331","baseline","target_full","SBS10b",-0.0580394299714095
"OV3331","baseline","target_full","SBS10c",
"OV3331","baseline","target_full","SBS10d",-0.0230666935310991
"OV3331","baseline","target_full","SBS11",-0.032657374534302
"OV3331","baseline","target_full","SBS12",-0.0149278358521153
"OV3331","baseline","target_full","SBS13",-0.0870374363403032
"OV3331","baseline","target_full","SBS14",
"OV3331","baseline","target_full","SBS15",-0.117124336789445
"OV3331","baseline","target_full","SBS16",-0.028283927008646
"OV3331","baseline","target_full","SBS17a",-0.0930279579504449
"OV3331","baseline","target_full","SBS17b",
"OV3331","baseline","target_full","SBS18",-0.0450445817591395
"OV3331","baseline","target_full","SBS19",-0.137687858058319
"OV3331","baseline","target_full","SBS20",
"OV3331","baseline","target_full","SBS21",-0.0512630380626841
"OV3331","baseline","target_full","SBS22",
"OV3331","baseline","target_full","SBS23",0.00623136604988484
"OV3331","baseline","target_full","SBS24",0.0742991793402829
"OV3331","baseline","target_full","SBS25",-0.0230666935310991
"OV3331","baseline","target_full","SBS26",-0.0251850425243622
"OV3331","baseline","target_full","SBS28",
"OV3331","baseline","target_full","SBS29",-0.171874181615732
"OV3331","baseline","target_full","SBS30",-0.0687866783025336
"OV3331","baseline","target_full","SBS31",-0.12862864030935
"OV3331","baseline","target_full","SBS32",-0.0962686733138075
"OV3331","baseline","target_full","SBS33",-0.00115811941938734
"OV3331","baseline","target_full","SBS34",0.110273105590473
"OV3331","baseline","target_full","SBS35",
"OV3331","baseline","target_full","SBS36",
"OV3331","baseline","target_full","SBS37",0.116640077247585
"OV3331","baseline","target_full","SBS38",
"OV3331","baseline","target_full","SBS39",-0.240764196918555
"OV3331","baseline","target_full","SBS40",-0.0177936291785758
"OV3331","baseline","target_full","SBS41",-0.0553951945054032
"OV3331","baseline","target_full","SBS42",0.090010283577026
"OV3331","baseline","target_full","SBS44",
"OV3331","baseline","target_full","SBS84",-0.0519282740859631
"OV3331","baseline","target_full","SBS85",-0.0600109713016492
"OV3331","baseline","target_full","SBS86",
"OV3331","baseline","target_full","SBS87",-0.023828240121462
"OV3331","baseline","target_full","SBS88",-0.0843478634819973
"OV3331","baseline","target_full","SBS89",-0.0347858941247807
"OV3331","baseline","target_full","SBS90",-0.0400781626375493
"OV3331","baseline","target_full","SBS91",
"OV3331","baseline","target_full","SBS92",0.0105488411165096
"OV3331","baseline","target_full","SBS93",-0.0362651546271275
"OV3331","baseline","target_full","SBS94",-0.0375438596163372
"OV90","baseline","target_full","SBS1",0.121352332918331
"OV90","baseline","target_full","SBS2",0.107380945715392
"OV90","baseline","target_full","SBS3",1
"OV90","baseline","target_full","SBS4",-0.019851326574176
"OV90","baseline","target_full","SBS5",-0.109813711258658
"OV90","baseline","target_full","SBS6",-0.0049924874303154
"OV90","baseline","target_full","SBS7a",
"OV90","baseline","target_full","SBS7b",-0.0461448026152953
"OV90","baseline","target_full","SBS7c",
"OV90","baseline","target_full","SBS7d",-0.0483143118883256
"OV90","baseline","target_full","SBS8",-0.0482738590432378
"OV90","baseline","target_full","SBS9",-0.0709582080710787
"OV90","baseline","target_full","SBS10a",
"OV90","baseline","target_full","SBS10b",-0.0777090468557683
"OV90","baseline","target_full","SBS10c",
"OV90","baseline","target_full","SBS10d",-0.020626529155893
"OV90","baseline","target_full","SBS11",
"OV90","baseline","target_full","SBS12",0.0169618302373259
"OV90","baseline","target_full","SBS13",-0.0151134270730973
"OV90","baseline","target_full","SBS14",
