"cell_line","substrate","reference","signature","bootstrap_count_correlation_with_sbs3"
"TOV3121EP","rare_read_supported","genome_full","SBS7b",-0.0297669459980658
"TOV3121EP","rare_read_supported","genome_full","SBS7c",0.0137226949519812
"TOV3121EP","rare_read_supported","genome_full","SBS7d",-0.0109181651938468
"TOV3121EP","rare_read_supported","genome_full","SBS8",-0.146240703410122
"TOV3121EP","rare_read_supported","genome_full","SBS9",
"TOV3121EP","rare_read_supported","genome_full","SBS10a",-0.033052488828496
"TOV3121EP","rare_read_supported","genome_full","SBS10b",-0.0269519928883811
"TOV3121EP","rare_read_supported","genome_full","SBS10c",-0.0203618627295619
"TOV3121EP","rare_read_supported","genome_full","SBS10d",-0.0188512934405509
"TOV3121EP","rare_read_supported","genome_full","SBS11",-0.0404881732376303
"TOV3121EP","rare_read_supported","genome_full","SBS12",0.00390470802979538
"TOV3121EP","rare_read_supported","genome_full","SBS13",-0.0151186761192355
"TOV3121EP","rare_read_supported","genome_full","SBS14",-0.0267818924191799
"TOV3121EP","rare_read_supported","genome_full","SBS15",0.069258660604389
"TOV3121EP","rare_read_supported","genome_full","SBS16",-0.0810644269926006
"TOV3121EP","rare_read_supported","genome_full","SBS17a",-0.0396988993953407
"TOV3121EP","rare_read_supported","genome_full","SBS17b",
"TOV3121EP","rare_read_supported","genome_full","SBS18",-0.0339387454239071
"TOV3121EP","rare_read_supported","genome_full","SBS19",0.0335553884933356
"TOV3121EP","rare_read_supported","genome_full","SBS20",-0.021148508569915
"TOV3121EP","rare_read_supported","genome_full","SBS21",-0.0788790190449362
"TOV3121EP","rare_read_supported","genome_full","SBS22",
"TOV3121EP","rare_read_supported","genome_full","SBS23",-0.123788644353171
"TOV3121EP","rare_read_supported","genome_full","SBS24",0.0881281307332195
"TOV3121EP","rare_read_supported","genome_full","SBS25",-0.0231845799702159
"TOV3121EP","rare_read_supported","genome_full","SBS26",0.0514134366976615
"TOV3121EP","rare_read_supported","genome_full","SBS28",
"TOV3121EP","rare_read_supported","genome_full","SBS29",-0.0313803997667759
"TOV3121EP","rare_read_supported","genome_full","SBS30",-0.057208529032703
"TOV3121EP","rare_read_supported","genome_full","SBS31",-0.0451077009719772
"TOV3121EP","rare_read_supported","genome_full","SBS32",0.048517179318449
"TOV3121EP","rare_read_supported","genome_full","SBS33",0.0146346738126665
"TOV3121EP","rare_read_supported","genome_full","SBS34",-0.0750609339395473
"TOV3121EP","rare_read_supported","genome_full","SBS35",0.179158770606501
"TOV3121EP","rare_read_supported","genome_full","SBS36",-0.0109181651938466
"TOV3121EP","rare_read_supported","genome_full","SBS37",-0.073305120415376
"TOV3121EP","rare_read_supported","genome_full","SBS38",-0.0716355272373876
"TOV3121EP","rare_read_supported","genome_full","SBS39",-0.150141051965338
"TOV3121EP","rare_read_supported","genome_full","SBS40",-0.0152108832720184
"TOV3121EP","rare_read_supported","genome_full","SBS41",-0.0109181651938465
"TOV3121EP","rare_read_supported","genome_full","SBS42",0.0175463225502539
"TOV3121EP","rare_read_supported","genome_full","SBS44",
"TOV3121EP","rare_read_supported","genome_full","SBS84",0.1104085322403
"TOV3121EP","rare_read_supported","genome_full","SBS85",-0.0337660856962492
"TOV3121EP","rare_read_supported","genome_full","SBS86",0.00934840454463402
"TOV3121EP","rare_read_supported","genome_full","SBS87",-0.0327917769314362
"TOV3121EP","rare_read_supported","genome_full","SBS88",
"TOV3121EP","rare_read_supported","genome_full","SBS89",
"TOV3121EP","rare_read_supported","genome_full","SBS90",-0.0262297353474124
"TOV3121EP","rare_read_supported","genome_full","SBS91",-0.0189237660920504
"TOV3121EP","rare_read_supported","genome_full","SBS92",-0.0732619341994412
"TOV3121EP","rare_read_supported","genome_full","SBS93",-0.0234605295086636
"TOV3121EP","rare_read_supported","genome_full","SBS94",
"TOV3133D","rare_read_supported","genome_full","SBS1",-0.00722402480465206
"TOV3133D","rare_read_supported","genome_full","SBS2",-0.108293720877216
"TOV3133D","rare_read_supported","genome_full","SBS3",1
"TOV3133D","rare_read_supported","genome_full","SBS4",-0.0716917481872106
"TOV3133D","rare_read_supported","genome_full","SBS5",-0.0730644928812778
"TOV3133D","rare_read_supported","genome_full","SBS6",0.136868640930552
"TOV3133D","rare_read_supported","genome_full","SBS7a",0.0498598378351185
"TOV3133D","rare_read_supported","genome_full","SBS7b",0.0181713591728166
"TOV3133D","rare_read_supported","genome_full","SBS7c",-0.143604872646082
"TOV3133D","rare_read_supported","genome_full","SBS7d",0.0231230685943109
"TOV3133D","rare_read_supported","genome_full","SBS8",-0.0608270689249609
"TOV3133D","rare_read_supported","genome_full","SBS9",
"TOV3133D","rare_read_supported","genome_full","SBS10a",0.0993630451307208
"TOV3133D","rare_read_supported","genome_full","SBS10b",
"TOV3133D","rare_read_supported","genome_full","SBS10c",-0.0407408497991176
"TOV3133D","rare_read_supported","genome_full","SBS10d",-0.100454398932805
"TOV3133D","rare_read_supported","genome_full","SBS11",-0.0755879252074617
"TOV3133D","rare_read_supported","genome_full","SBS12",-0.149718096259022
"TOV3133D","rare_read_supported","genome_full","SBS13",-0.0405277515317914
"TOV3133D","rare_read_supported","genome_full","SBS14",0.11462104524891
"TOV3133D","rare_read_supported","genome_full","SBS15",-0.127668715942595
"TOV3133D","rare_read_supported","genome_full","SBS16",-0.0411114254482353
"TOV3133D","rare_read_supported","genome_full","SBS17a",-0.0190839354007361
"TOV3133D","rare_read_supported","genome_full","SBS17b",
"TOV3133D","rare_read_supported","genome_full","SBS18",-0.105305744522409
"TOV3133D","rare_read_supported","genome_full","SBS19",
"TOV3133D","rare_read_supported","genome_full","SBS20",0.000151363427283251
"TOV3133D","rare_read_supported","genome_full","SBS21",-0.146800987231374
"TOV3133D","rare_read_supported","genome_full","SBS22",0.0340611278593324
"TOV3133D","rare_read_supported","genome_full","SBS23",-0.0191151432883241
"TOV3133D","rare_read_supported","genome_full","SBS24",0.0706804990027355
"TOV3133D","rare_read_supported","genome_full","SBS25",-0.0407408497991171
"TOV3133D","rare_read_supported","genome_full","SBS26",-0.121704247216933
"TOV3133D","rare_read_supported","genome_full","SBS28",0.0747614600561555
"TOV3133D","rare_read_supported","genome_full","SBS29",-0.0662482498735114
"TOV3133D","rare_read_supported","genome_full","SBS30",-0.125017574961794
"TOV3133D","rare_read_supported","genome_full","SBS31",-0.109927097458104
"TOV3133D","rare_read_supported","genome_full","SBS32",0.0236409787767945
"TOV3133D","rare_read_supported","genome_full","SBS33",
"TOV3133D","rare_read_supported","genome_full","SBS34",0.0687656741972454
"TOV3133D","rare_read_supported","genome_full","SBS35",-0.218344551597808
"TOV3133D","rare_read_supported","genome_full","SBS36",-0.00557522182359413
"TOV3133D","rare_read_supported","genome_full","SBS37",
"TOV3133D","rare_read_supported","genome_full","SBS38",
"TOV3133D","rare_read_supported","genome_full","SBS39",-0.574517516367089
"TOV3133D","rare_read_supported","genome_full","SBS40",0.172067548485655
"TOV3133D","rare_read_supported","genome_full","SBS41",0.120337149561835
"TOV3133D","rare_read_supported","genome_full","SBS42",-0.0769697819879616
"TOV3133D","rare_read_supported","genome_full","SBS44",-0.0733551076110619
"TOV3133D","rare_read_supported","genome_full","SBS84",-0.0407408497991172
"TOV3133D","rare_read_supported","genome_full","SBS85",
"TOV3133D","rare_read_supported","genome_full","SBS86",0.0128894104066686
"TOV3133D","rare_read_supported","genome_full","SBS87",0.200849610113902
"TOV3133D","rare_read_supported","genome_full","SBS88",-0.118855289137759
"TOV3133D","rare_read_supported","genome_full","SBS89",-0.0461858768100771
"TOV3133D","rare_read_supported","genome_full","SBS90",-0.0570573297863195
"TOV3133D","rare_read_supported","genome_full","SBS91",-0.046843160178563
"TOV3133D","rare_read_supported","genome_full","SBS92",-0.0407408497991173
"TOV3133D","rare_read_supported","genome_full","SBS93",
"TOV3133D","rare_read_supported","genome_full","SBS94",-0.0605129283864023
"TOV3133G","rare_read_supported","genome_full","SBS1",-0.0179790658226711
"TOV3133G","rare_read_supported","genome_full","SBS2",-0.0134219940232739
"TOV3133G","rare_read_supported","genome_full","SBS3",1
"TOV3133G","rare_read_supported","genome_full","SBS4",-0.0383460387145394
"TOV3133G","rare_read_supported","genome_full","SBS5",-0.250936059668644
"TOV3133G","rare_read_supported","genome_full","SBS6",0.169070234289385
"TOV3133G","rare_read_supported","genome_full","SBS7a",0.0634046004518696
"TOV3133G","rare_read_supported","genome_full","SBS7b",0.0697033122072626
"TOV3133G","rare_read_supported","genome_full","SBS7c",-0.0526808958234355
"TOV3133G","rare_read_supported","genome_full","SBS7d",0.0896341839836925
"TOV3133G","rare_read_supported","genome_full","SBS8",-0.161587160065881
"TOV3133G","rare_read_supported","genome_full","SBS9",
"TOV3133G","rare_read_supported","genome_full","SBS10a",-0.0146679984440634
"TOV3133G","rare_read_supported","genome_full","SBS10b",
"TOV3133G","rare_read_supported","genome_full","SBS10c",0.0558249461332178
"TOV3133G","rare_read_supported","genome_full","SBS10d",-0.143670395075025
"TOV3133G","rare_read_supported","genome_full","SBS11",-0.0124329168186116
"TOV3133G","rare_read_supported","genome_full","SBS12",-0.0838179251604779
"TOV3133G","rare_read_supported","genome_full","SBS13",0.028203880874229
"TOV3133G","rare_read_supported","genome_full","SBS14",-0.0324937805519455
"TOV3133G","rare_read_supported","genome_full","SBS15",-0.00997809993762497
"TOV3133G","rare_read_supported","genome_full","SBS16",0.138381144980149
"TOV3133G","rare_read_supported","genome_full","SBS17a",-0.0131230176544595
"TOV3133G","rare_read_supported","genome_full","SBS17b",
"TOV3133G","rare_read_supported","genome_full","SBS18",
"TOV3133G","rare_read_supported","genome_full","SBS19",-0.0588363014335736
"TOV3133G","rare_read_supported","genome_full","SBS20",-0.0758898285027705
"TOV3133G","rare_read_supported","genome_full","SBS21",-0.023194410422593
"TOV3133G","rare_read_supported","genome_full","SBS22",-0.0329136280385617
"TOV3133G","rare_read_supported","genome_full","SBS23",0.0906551214694392
"TOV3133G","rare_read_supported","genome_full","SBS24",0.0583574248381445
"TOV3133G","rare_read_supported","genome_full","SBS25",-0.0327854755953541
"TOV3133G","rare_read_supported","genome_full","SBS26",-0.186944399324793
"TOV3133G","rare_read_supported","genome_full","SBS28",
"TOV3133G","rare_read_supported","genome_full","SBS29",
"TOV3133G","rare_read_supported","genome_full","SBS30",-0.188503228413397
"TOV3133G","rare_read_supported","genome_full","SBS31",-0.0172183169488283
"TOV3133G","rare_read_supported","genome_full","SBS32",0.034254465430249
"TOV3133G","rare_read_supported","genome_full","SBS33",-0.143134779929409
"TOV3133G","rare_read_supported","genome_full","SBS34",0.023865658215273
"TOV3133G","rare_read_supported","genome_full","SBS35",-0.0784410968496403
"TOV3133G","rare_read_supported","genome_full","SBS36",-0.000709176998011327
"TOV3133G","rare_read_supported","genome_full","SBS37",
"TOV3133G","rare_read_supported","genome_full","SBS38",-0.131510031176012
"TOV3133G","rare_read_supported","genome_full","SBS39",-0.464741840445641
"TOV3133G","rare_read_supported","genome_full","SBS40",-0.0669659224406708
"TOV3133G","rare_read_supported","genome_full","SBS41",-0.13950844282826
"TOV3133G","rare_read_supported","genome_full","SBS42",-0.0556448295435283
"TOV3133G","rare_read_supported","genome_full","SBS44",0.0846109511177342
"TOV3133G","rare_read_supported","genome_full","SBS84",-0.00443989591754971
"TOV3133G","rare_read_supported","genome_full","SBS85",-0.081540564892491
"TOV3133G","rare_read_supported","genome_full","SBS86",-0.0672607595119547
"TOV3133G","rare_read_supported","genome_full","SBS87",-0.043397168047293
"TOV3133G","rare_read_supported","genome_full","SBS88",-0.052851838747575
"TOV3133G","rare_read_supported","genome_full","SBS89",-0.118100830533552
"TOV3133G","rare_read_supported","genome_full","SBS90",0.00748529411227403
"TOV3133G","rare_read_supported","genome_full","SBS91",-0.0384472142082328
"TOV3133G","rare_read_supported","genome_full","SBS92",-0.0618437672309605
"TOV3133G","rare_read_supported","genome_full","SBS93",0.0542227392330482
"TOV3133G","rare_read_supported","genome_full","SBS94",-0.186558812084652
"OV3331","rare_read_supported","genome_full","SBS1",0.0218373634132955
"OV3331","rare_read_supported","genome_full","SBS2",-0.0583017051008771
"OV3331","rare_read_supported","genome_full","SBS3",1
"OV3331","rare_read_supported","genome_full","SBS4",-0.038991193102725
"OV3331","rare_read_supported","genome_full","SBS5",-0.0521067405145018
"OV3331","rare_read_supported","genome_full","SBS6",-0.0269935444740917
"OV3331","rare_read_supported","genome_full","SBS7a",-0.0476676035423589
"OV3331","rare_read_supported","genome_full","SBS7b",0.0888379093641942
"OV3331","rare_read_supported","genome_full","SBS7c",-0.0417542664798604
"OV3331","rare_read_supported","genome_full","SBS7d",-0.121904340147144
"OV3331","rare_read_supported","genome_full","SBS8",-0.0476104644237608
"OV3331","rare_read_supported","genome_full","SBS9",
"OV3331","rare_read_supported","genome_full","SBS10a",0.102133019291417
"OV3331","rare_read_supported","genome_full","SBS10b",-0.0873093824873563
"OV3331","rare_read_supported","genome_full","SBS10c",
"OV3331","rare_read_supported","genome_full","SBS10d",-0.0483926225814982
"OV3331","rare_read_supported","genome_full","SBS11",-0.0548670069359201
"OV3331","rare_read_supported","genome_full","SBS12",0.0575826952388897
"OV3331","rare_read_supported","genome_full","SBS13",0.0655836566234436
"OV3331","rare_read_supported","genome_full","SBS14",
"OV3331","rare_read_supported","genome_full","SBS15",-0.163825258184718
"OV3331","rare_read_supported","genome_full","SBS16",-0.0378114405065319
"OV3331","rare_read_supported","genome_full","SBS17a",-0.0632465268532007
"OV3331","rare_read_supported","genome_full","SBS17b",
"OV3331","rare_read_supported","genome_full","SBS18",0.152924141440782
"OV3331","rare_read_supported","genome_full","SBS19",0.144767015516303
"OV3331","rare_read_supported","genome_full","SBS20",
"OV3331","rare_read_supported","genome_full","SBS21",
"OV3331","rare_read_supported","genome_full","SBS22",
"OV3331","rare_read_supported","genome_full","SBS23",
"OV3331","rare_read_supported","genome_full","SBS24",-0.110715546084694
"OV3331","rare_read_supported","genome_full","SBS25",-0.0673111888427169
"OV3331","rare_read_supported","genome_full","SBS26",-0.0600213167032962
"OV3331","rare_read_supported","genome_full","SBS28",
"OV3331","rare_read_supported","genome_full","SBS29",0.0152872654563956
"OV3331","rare_read_supported","genome_full","SBS30",-0.0690159633476272
"OV3331","rare_read_supported","genome_full","SBS31",-0.178176884932785
"OV3331","rare_read_supported","genome_full","SBS32",-0.0253477831367256
"OV3331","rare_read_supported","genome_full","SBS33",0.00992674490560983
"OV3331","rare_read_supported","genome_full","SBS34",-0.0278119336865814
"OV3331","rare_read_supported","genome_full","SBS35",-0.0444865000616344
"OV3331","rare_read_supported","genome_full","SBS36",-0.0278119336865812
"OV3331","rare_read_supported","genome_full","SBS37",-0.0639654509748926
"OV3331","rare_read_supported","genome_full","SBS38",0.0645026325104923
"OV3331","rare_read_supported","genome_full","SBS39",-0.294569889384722
"OV3331","rare_read_supported","genome_full","SBS40",
"OV3331","rare_read_supported","genome_full","SBS41",-0.0278119336865814
"OV3331","rare_read_supported","genome_full","SBS42",
"OV3331","rare_read_supported","genome_full","SBS44",-0.0155405111698564
"OV3331","rare_read_supported","genome_full","SBS84",
"OV3331","rare_read_supported","genome_full","SBS85",-0.0278119336865812
"OV3331","rare_read_supported","genome_full","SBS86",-0.0278119336865813
"OV3331","rare_read_supported","genome_full","SBS87",0.116161537345176
"OV3331","rare_read_supported","genome_full","SBS88",-0.0278119336865814
"OV3331","rare_read_supported","genome_full","SBS89",-0.109332061844085
"OV3331","rare_read_supported","genome_full","SBS90",
"OV3331","rare_read_supported","genome_full","SBS91",
"OV3331","rare_read_supported","genome_full","SBS92",0.0159106532721672
"OV3331","rare_read_supported","genome_full","SBS93",-0.0278119336865811
"OV3331","rare_read_supported","genome_full","SBS94",0.0820229476018995
"OV90","rare_read_supported","genome_full","SBS1",0.00822635818002066
"OV90","rare_read_supported","genome_full","SBS2",-0.0672149504582216
"OV90","rare_read_supported","genome_full","SBS3",1
"OV90","rare_read_supported","genome_full","SBS4",-0.00704227139446795
"OV90","rare_read_supported","genome_full","SBS5",-0.0349754041219196
"OV90","rare_read_supported","genome_full","SBS6",
"OV90","rare_read_supported","genome_full","SBS7a",0.044257800881186
"OV90","rare_read_supported","genome_full","SBS7b",-0.0141864680717572
"OV90","rare_read_supported","genome_full","SBS7c",
"OV90","rare_read_supported","genome_full","SBS7d",0.206267818886058
"OV90","rare_read_supported","genome_full","SBS8",-0.0218458015400883
"OV90","rare_read_supported","genome_full","SBS9",-0.0624018881478436
"OV90","rare_read_supported","genome_full","SBS10a",
"OV90","rare_read_supported","genome_full","SBS10b",0.0328775955260395
"OV90","rare_read_supported","genome_full","SBS10c",0.15359433591016
"OV90","rare_read_supported","genome_full","SBS10d",-0.0120280039458278
"OV90","rare_read_supported","genome_full","SBS11",-0.0171687298903144
"OV90","rare_read_supported","genome_full","SBS12",0.136815031084486
"OV90","rare_read_supported","genome_full","SBS13",-0.00704227139446786
"OV90","rare_read_supported","genome_full","SBS14",
"OV90","rare_read_supported","genome_full","SBS15",0.0586893852959497
"OV90","rare_read_supported","genome_full","SBS16",
"OV90","rare_read_supported","genome_full","SBS17a",-0.00704227139446797
"OV90","rare_read_supported","genome_full","SBS17b",0.053406364285021
"OV90","rare_read_supported","genome_full","SBS18",
"OV90","rare_read_supported","genome_full","SBS19",0.0566635564665162
"OV90","rare_read_supported","genome_full","SBS20",-0.00704227139446792
"OV90","rare_read_supported","genome_full","SBS21",-0.00704227139446798
"OV90","rare_read_supported","genome_full","SBS22",-0.0122209000878427
"OV90","rare_read_supported","genome_full","SBS23",-0.019873523266303
"OV90","rare_read_supported","genome_full","SBS24",0.018057561788657
"OV90","rare_read_supported","genome_full","SBS25",
"OV90","rare_read_supported","genome_full","SBS26",-0.122555885644996
"OV90","rare_read_supported","genome_full","SBS28",-0.0122063945080208
"OV90","rare_read_supported","genome_full","SBS29",-0.0749289957506326
"OV90","rare_read_supported","genome_full","SBS30",0.039644350658031
"OV90","rare_read_supported","genome_full","SBS31",-0.0609382693899117
"OV90","rare_read_supported","genome_full","SBS32",-0.0995977346965229
"OV90","rare_read_supported","genome_full","SBS33",-0.0770536271009068
"OV90","rare_read_supported","genome_full","SBS34",-0.0215184252412167
"OV90","rare_read_supported","genome_full","SBS35",-0.0466234588374353
"OV90","rare_read_supported","genome_full","SBS36",
"OV90","rare_read_supported","genome_full","SBS37",-0.0224168842930523
"OV90","rare_read_supported","genome_full","SBS38",-0.00994365325787114
"OV90","rare_read_supported","genome_full","SBS39",0.0289334421250603
"OV90","rare_read_supported","genome_full","SBS40",-0.0136088011396455
"OV90","rare_read_supported","genome_full","SBS41",-0.00704227139446795
"OV90","rare_read_supported","genome_full","SBS42",
"OV90","rare_read_supported","genome_full","SBS44",-0.00975387299883426
"OV90","rare_read_supported","genome_full","SBS84",-0.0450333569488139
"OV90","rare_read_supported","genome_full","SBS85",-0.048121803374091
"OV90","rare_read_supported","genome_full","SBS86",-0.114069579568442
"OV90","rare_read_supported","genome_full","SBS87",
"OV90","rare_read_supported","genome_full","SBS88",-0.02306964424754
"OV90","rare_read_supported","genome_full","SBS89",0.027110083594278
"OV90","rare_read_supported","genome_full","SBS90",
"OV90","rare_read_supported","genome_full","SBS91",0.109426169024738
"OV90","rare_read_supported","genome_full","SBS92",
"OV90","rare_read_supported","genome_full","SBS93",-0.013227596959291
"OV90","rare_read_supported","genome_full","SBS94",-0.0194870005192677
"TOV81D","rare_read_supported","genome_full","SBS1",
"TOV81D","rare_read_supported","genome_full","SBS2",
"TOV81D","rare_read_supported","genome_full","SBS3",1
"TOV81D","rare_read_supported","genome_full","SBS4",0.0313425626903798
"TOV81D","rare_read_supported","genome_full","SBS5",0.0167484473508678
"TOV81D","rare_read_supported","genome_full","SBS6",
"TOV81D","rare_read_supported","genome_full","SBS7a",-0.170769840893172
"TOV81D","rare_read_supported","genome_full","SBS7b",-0.116408537373063
"TOV81D","rare_read_supported","genome_full","SBS7c",-0.0325222791440849
"TOV81D","rare_read_supported","genome_full","SBS7d",-0.0674674799327487
"TOV81D","rare_read_supported","genome_full","SBS8",
"TOV81D","rare_read_supported","genome_full","SBS9",-0.0434343631411494
"TOV81D","rare_read_supported","genome_full","SBS10a",0.0035939537197497
"TOV81D","rare_read_supported","genome_full","SBS10b",0.229099816092704
"TOV81D","rare_read_supported","genome_full","SBS10c",
"TOV81D","rare_read_supported","genome_full","SBS10d",-0.0231286510450062
"TOV81D","rare_read_supported","genome_full","SBS11",-0.105787203044594
"TOV81D","rare_read_supported","genome_full","SBS12",0.0134469177622355
"TOV81D","rare_read_supported","genome_full","SBS13",-0.0690376532350924
"TOV81D","rare_read_supported","genome_full","SBS14",0.000947864402233358
"TOV81D","rare_read_supported","genome_full","SBS15",-0.0805873850883052
"TOV81D","rare_read_supported","genome_full","SBS16",-0.0177382294391177
"TOV81D","rare_read_supported","genome_full","SBS17a",-0.217188013816923
"TOV81D","rare_read_supported","genome_full","SBS17b",-0.0392280449527503
"TOV81D","rare_read_supported","genome_full","SBS18",-0.0736312824527679
"TOV81D","rare_read_supported","genome_full","SBS19",0.0785515016325868
"TOV81D","rare_read_supported","genome_full","SBS20",-0.114028422867771
"TOV81D","rare_read_supported","genome_full","SBS21",-0.0212415551748898
"TOV81D","rare_read_supported","genome_full","SBS22",
"TOV81D","rare_read_supported","genome_full","SBS23",0.0277023855072564
"TOV81D","rare_read_supported","genome_full","SBS24",-0.113347537389085
"TOV81D","rare_read_supported","genome_full","SBS25",
"TOV81D","rare_read_supported","genome_full","SBS26",-0.0386647111885114
"TOV81D","rare_read_supported","genome_full","SBS28",-0.130950639102039
"TOV81D","rare_read_supported","genome_full","SBS29",-0.18444966871466
"TOV81D","rare_read_supported","genome_full","SBS30",-0.065878675023897
"TOV81D","rare_read_supported","genome_full","SBS31",-0.091574307379232
"TOV81D","rare_read_supported","genome_full","SBS32",-0.0444750771168089
"TOV81D","rare_read_supported","genome_full","SBS33",-0.119245173453992
"TOV81D","rare_read_supported","genome_full","SBS34",
"TOV81D","rare_read_supported","genome_full","SBS35",
"TOV81D","rare_read_supported","genome_full","SBS36",0.117867976916128
"TOV81D","rare_read_supported","genome_full","SBS37",
"TOV81D","rare_read_supported","genome_full","SBS38",
"TOV81D","rare_read_supported","genome_full","SBS39",-0.565716568488338
"TOV81D","rare_read_supported","genome_full","SBS40",-0.0721404996483351
"TOV81D","rare_read_supported","genome_full","SBS41",-0.0569243663781396
"TOV81D","rare_read_supported","genome_full","SBS42",-0.0197423770198481
"TOV81D","rare_read_supported","genome_full","SBS44",-0.0740449195201686
"TOV81D","rare_read_supported","genome_full","SBS84",-0.0329322076814575
"TOV81D","rare_read_supported","genome_full","SBS85",0.016329451237094
"TOV81D","rare_read_supported","genome_full","SBS86",
"TOV81D","rare_read_supported","genome_full","SBS87",
"TOV81D","rare_read_supported","genome_full","SBS88",-0.3291366534969
"TOV81D","rare_read_supported","genome_full","SBS89",-0.36671586157441
"TOV81D","rare_read_supported","genome_full","SBS90",
"TOV81D","rare_read_supported","genome_full","SBS91",0.0579125165473192
"TOV81D","rare_read_supported","genome_full","SBS92",
"TOV81D","rare_read_supported","genome_full","SBS93",-0.00557141549569019
"TOV81D","rare_read_supported","genome_full","SBS94",0.0456573229744039
"TOV21G","rare_read_supported","genome_full","SBS1",
"TOV21G","rare_read_supported","genome_full","SBS2",
"TOV21G","rare_read_supported","genome_full","SBS3",
"TOV21G","rare_read_supported","genome_full","SBS4",
"TOV21G","rare_read_supported","genome_full","SBS5",
"TOV21G","rare_read_supported","genome_full","SBS6",
"TOV21G","rare_read_supported","genome_full","SBS7a",
"TOV21G","rare_read_supported","genome_full","SBS7b",
"TOV21G","rare_read_supported","genome_full","SBS7c",
"TOV21G","rare_read_supported","genome_full","SBS7d",
"TOV21G","rare_read_supported","genome_full","SBS8",
"TOV21G","rare_read_supported","genome_full","SBS9",
"TOV21G","rare_read_supported","genome_full","SBS10a",
"TOV21G","rare_read_supported","genome_full","SBS10b",
"TOV21G","rare_read_supported","genome_full","SBS10c",
"TOV21G","rare_read_supported","genome_full","SBS10d",
"TOV21G","rare_read_supported","genome_full","SBS11",
"TOV21G","rare_read_supported","genome_full","SBS12",
"TOV21G","rare_read_supported","genome_full","SBS13",
"TOV21G","rare_read_supported","genome_full","SBS14",
"TOV21G","rare_read_supported","genome_full","SBS15",
"TOV21G","rare_read_supported","genome_full","SBS16",
"TOV21G","rare_read_supported","genome_full","SBS17a",
"TOV21G","rare_read_supported","genome_full","SBS17b",
"TOV21G","rare_read_supported","genome_full","SBS18",
"TOV21G","rare_read_supported","genome_full","SBS19",
"TOV21G","rare_read_supported","genome_full","SBS20",
"TOV21G","rare_read_supported","genome_full","SBS21",
"TOV21G","rare_read_supported","genome_full","SBS22",
"TOV21G","rare_read_supported","genome_full","SBS23",
"TOV21G","rare_read_supported","genome_full","SBS24",
"TOV21G","rare_read_supported","genome_full","SBS25",
"TOV21G","rare_read_supported","genome_full","SBS26",
"TOV21G","rare_read_supported","genome_full","SBS28",
"TOV21G","rare_read_supported","genome_full","SBS29",
"TOV21G","rare_read_supported","genome_full","SBS30",
"TOV21G","rare_read_supported","genome_full","SBS31",
"TOV21G","rare_read_supported","genome_full","SBS32",
"TOV21G","rare_read_supported","genome_full","SBS33",
"TOV21G","rare_read_supported","genome_full","SBS34",
"TOV21G","rare_read_supported","genome_full","SBS35",
"TOV21G","rare_read_supported","genome_full","SBS36",
"TOV21G","rare_read_supported","genome_full","SBS37",
"TOV21G","rare_read_supported","genome_full","SBS38",
"TOV21G","rare_read_supported","genome_full","SBS39",
"TOV21G","rare_read_supported","genome_full","SBS40",
"TOV21G","rare_read_supported","genome_full","SBS41",
"TOV21G","rare_read_supported","genome_full","SBS42",
"TOV21G","rare_read_supported","genome_full","SBS44",
"TOV21G","rare_read_supported","genome_full","SBS84",
"TOV21G","rare_read_supported","genome_full","SBS85",
"TOV21G","rare_read_supported","genome_full","SBS86",
"TOV21G","rare_read_supported","genome_full","SBS87",
"TOV21G","rare_read_supported","genome_full","SBS88",
"TOV21G","rare_read_supported","genome_full","SBS89",
"TOV21G","rare_read_supported","genome_full","SBS90",
"TOV21G","rare_read_supported","genome_full","SBS91",
"TOV21G","rare_read_supported","genome_full","SBS92",
"TOV21G","rare_read_supported","genome_full","SBS93",
"TOV21G","rare_read_supported","genome_full","SBS94",
"TOV3392D","rare_read_supported","genome_full","SBS1",0.0640212783571639
"TOV3392D","rare_read_supported","genome_full","SBS2",-0.0582006199314924
"TOV3392D","rare_read_supported","genome_full","SBS3",1
"TOV3392D","rare_read_supported","genome_full","SBS4",-0.0516802619954514
"TOV3392D","rare_read_supported","genome_full","SBS5",
"TOV3392D","rare_read_supported","genome_full","SBS6",0.0649215150350736
"TOV3392D","rare_read_supported","genome_full","SBS7a",-0.0416904095458688
"TOV3392D","rare_read_supported","genome_full","SBS7b",0.0548575553102664
"TOV3392D","rare_read_supported","genome_full","SBS7c",
"TOV3392D","rare_read_supported","genome_full","SBS7d",-0.146125451073934
"TOV3392D","rare_read_supported","genome_full","SBS8",-0.101478056777914
"TOV3392D","rare_read_supported","genome_full","SBS9",
"TOV3392D","rare_read_supported","genome_full","SBS10a",0.122258832205991
"TOV3392D","rare_read_supported","genome_full","SBS10b",0.0331277543431976
"TOV3392D","rare_read_supported","genome_full","SBS10c",
"TOV3392D","rare_read_supported","genome_full","SBS10d",-0.0854646798724926
"TOV3392D","rare_read_supported","genome_full","SBS11",-0.0187552730562176
"TOV3392D","rare_read_supported","genome_full","SBS12",0.0128578995214714
"TOV3392D","rare_read_supported","genome_full","SBS13",0.0789945065212907
"TOV3392D","rare_read_supported","genome_full","SBS14",-0.0603388563177003
"TOV3392D","rare_read_supported","genome_full","SBS15",0.0334588627901675
