"cell_line","substrate","reference","replicate","sbs3_count","total_fitted","sbs3_fraction"
"TOV2295-R","baseline","genome_full",76,216.830394724818,399.295169736173,0.543032851782517
"TOV2295-R","baseline","genome_full",77,35.8059178837575,407.984260851073,0.0877629882316166
"TOV2295-R","baseline","genome_full",78,0,403.672786785336,0
"TOV2295-R","baseline","genome_full",79,104.888683508248,411.486376336837,0.254901959189987
"TOV2295-R","baseline","genome_full",80,125.492029120349,416.047776803159,0.301628890039045
"TOV2295-R","baseline","genome_full",81,0,411.519709936485,0
"TOV2295-R","baseline","genome_full",82,127.179012443621,415.36864179887,0.306183470887058
"TOV2295-R","baseline","genome_full",83,0,404.867706891145,0
"TOV2295-R","baseline","genome_full",84,46.0442514302214,419.617100789152,0.109729206325549
"TOV2295-R","baseline","genome_full",85,97.7564781392577,401.714454362419,0.24334817201042
"TOV2295-R","baseline","genome_full",86,0,407.147527941559,0
"TOV2295-R","baseline","genome_full",87,93.0664308879384,414.408017308107,0.224576810778119
"TOV2295-R","baseline","genome_full",88,61.179668206603,417.397305834997,0.146574180885557
"TOV2295-R","baseline","genome_full",89,44.0742892066475,402.470414488029,0.109509389063326
"TOV2295-R","baseline","genome_full",90,106.120608443931,399.439999697386,0.265673464160644
"TOV2295-R","baseline","genome_full",91,87.2239549594938,392.70076802914,0.222113023606364
"TOV2295-R","baseline","genome_full",92,118.096295988663,415.940902213489,0.283925661939464
"TOV2295-R","baseline","genome_full",93,0,413.257251790474,0
"TOV2295-R","baseline","genome_full",94,0,421.672008071898,0
"TOV2295-R","baseline","genome_full",95,0,404.184900055592,0
"TOV2295-R","baseline","genome_full",96,132.873874693432,412.052620497976,0.322468219065931
"TOV2295-R","baseline","genome_full",97,216.772451855079,403.748558735853,0.536899630140598
"TOV2295-R","baseline","genome_full",98,96.1567092313395,406.833482795436,0.236353971090646
"TOV2295-R","baseline","genome_full",99,36.6436726948146,420.753797506044,0.0870905334949193
"TOV2295-R","baseline","genome_full",100,126.540510340034,416.663859995444,0.30369927053769
"TOV2295-R","baseline","genome_full",101,78.7626009341187,413.806726874983,0.190336685749224
"TOV2295-R","baseline","genome_full",102,0,407.908514882375,0
"TOV2295-R","baseline","genome_full",103,119.76512367339,414.502610828353,0.288936958524937
"TOV2295-R","baseline","genome_full",104,187.405915072486,408.933329320103,0.458279875069292
"TOV2295-R","baseline","genome_full",105,57.7831560827311,414.095759979725,0.139540564447123
"TOV2295-R","baseline","genome_full",106,49.3318268349053,407.256964936811,0.12113194145755
"TOV2295-R","baseline","genome_full",107,0,405.159574438261,0
"TOV2295-R","baseline","genome_full",108,0,406.349924394172,0
"TOV2295-R","baseline","genome_full",109,0,412.963461322837,0
"TOV2295-R","baseline","genome_full",110,117.958220218967,397.857812752436,0.296483357717462
"TOV2295-R","baseline","genome_full",111,121.949608037081,403.451747875062,0.302265657986059
"TOV2295-R","baseline","genome_full",112,0,406.623173856398,0
"TOV2295-R","baseline","genome_full",113,0,404.587937955406,0
"TOV2295-R","baseline","genome_full",114,81.64254413324,411.538792139944,0.19838359273183
"TOV2295-R","baseline","genome_full",115,0,409.138030038475,0
"TOV2295-R","baseline","genome_full",116,116.7950189801,405.188439518888,0.288248645787575
"TOV2295-R","baseline","genome_full",117,0,393.912213951801,0
"TOV2295-R","baseline","genome_full",118,0,418.212613765841,0
"TOV2295-R","baseline","genome_full",119,149.309142484829,396.500190255233,0.376567643987046
"TOV2295-R","baseline","genome_full",120,97.6697957684415,400.6574181569,0.243773836056102
"TOV2295-R","baseline","genome_full",121,154.005342857426,396.401007650893,0.388508959071711
"TOV2295-R","baseline","genome_full",122,83.0275921266457,411.328647304679,0.201852199380476
"TOV2295-R","baseline","genome_full",123,68.8523067691365,405.762571392242,0.169686194891984
"TOV2295-R","baseline","genome_full",124,0,407.095200664685,0
"TOV2295-R","baseline","genome_full",125,0,408.446966538619,0
"TOV2295-R","baseline","genome_full",126,0,427.022248494599,0
"TOV2295-R","baseline","genome_full",127,0,394.223212308873,0
"TOV2295-R","baseline","genome_full",128,59.4351023175825,415.779296577279,0.142948681684865
"TOV2295-R","baseline","genome_full",129,0,412.628461176663,0
"TOV2295-R","baseline","genome_full",130,0,403.681456448161,0
"TOV2295-R","baseline","genome_full",131,98.4129284895476,405.588415578832,0.242642355426001
"TOV2295-R","baseline","genome_full",132,131.882994558332,408.069130086599,0.323187873903484
"TOV2295-R","baseline","genome_full",133,0,403.011485678717,0
"TOV2295-R","baseline","genome_full",134,0,403.837624648374,0
"TOV2295-R","baseline","genome_full",135,34.6064652924879,409.824957096081,0.0844420640892659
"TOV2295-R","baseline","genome_full",136,60.7962487661126,416.377053967921,0.146012486006965
"TOV2295-R","baseline","genome_full",137,88.3013583235832,416.740281597999,0.211885824871524
"TOV2295-R","baseline","genome_full",138,0,404.6279707938,0
"TOV2295-R","baseline","genome_full",139,0,405.153422718331,0
"TOV2295-R","baseline","genome_full",140,75.7153210182752,417.100434278443,0.181527792339171
"TOV2295-R","baseline","genome_full",141,0,423.843760293524,0
"TOV2295-R","baseline","genome_full",142,69.9102751140829,408.483104259242,0.171146063044298
"TOV2295-R","baseline","genome_full",143,73.0857423590682,414.358221479559,0.176382990780536
"TOV2295-R","baseline","genome_full",144,0,415.93299143525,0
"TOV2295-R","baseline","genome_full",145,54.0642092495524,411.052375632037,0.13152632718987
"TOV2295-R","baseline","genome_full",146,0,407.835661914222,0
"TOV2295-R","baseline","genome_full",147,0,395.215352736761,0
"TOV2295-R","baseline","genome_full",148,0,422.13476719628,0
"TOV2295-R","baseline","genome_full",149,0,397.228700236249,0
"TOV2295-R","baseline","genome_full",150,140.286603401323,416.349970919317,0.336943949081021
"TOV2295-R","baseline","genome_full",151,49.4185897841223,409.778113717605,0.120598411993713
"TOV2295-R","baseline","genome_full",152,116.363223795099,405.549398584635,0.286927373585576
"TOV2295-R","baseline","genome_full",153,101.52900319941,409.642129763175,0.247848050341176
"TOV2295-R","baseline","genome_full",154,0,401.050863223844,0
"TOV2295-R","baseline","genome_full",155,0,424.401004879192,0
"TOV2295-R","baseline","genome_full",156,0,412.545770450576,0
"TOV2295-R","baseline","genome_full",157,69.7599598582933,419.988373432018,0.166099740543377
"TOV2295-R","baseline","genome_full",158,146.818184931916,409.330938910056,0.358678445667594
"TOV2295-R","baseline","genome_full",159,50.2243815328244,393.748557727968,0.127554452066141
"TOV2295-R","baseline","genome_full",160,43.6928246050027,425.510376765586,0.102683335097779
"TOV2295-R","baseline","genome_full",161,203.537704421573,391.781438487662,0.519518497883057
"TOV2295-R","baseline","genome_full",162,0,395.684482380554,0
"TOV2295-R","baseline","genome_full",163,38.3695127948354,414.658874942033,0.0925327181293278
"TOV2295-R","baseline","genome_full",164,110.56706694584,405.50595702438,0.272664470226741
"TOV2295-R","baseline","genome_full",165,0,395.318981388503,0
"TOV2295-R","baseline","genome_full",166,134.898669932169,398.37265345267,0.338624322636132
"TOV2295-R","baseline","genome_full",167,100.615194792027,405.150574341595,0.248340249685035
"TOV2295-R","baseline","genome_full",168,106.279102234516,406.31460608842,0.261568500472239
"TOV2295-R","baseline","genome_full",169,0,397.195861292069,0
"TOV2295-R","baseline","genome_full",170,73.8056668771375,405.817742118534,0.181868999841756
"TOV2295-R","baseline","genome_full",171,154.292967527505,406.492064258692,0.379571905810473
"TOV2295-R","baseline","genome_full",172,28.0021103207909,405.198252507553,0.0691071843165684
"TOV2295-R","baseline","genome_full",173,0,422.402317060647,0
"TOV2295-R","baseline","genome_full",174,64.8925337833506,414.619122207161,0.156511193786493
"TOV2295-R","baseline","genome_full",175,0,412.729075053982,0
"TOV2295-R","baseline","genome_full",176,0,381.731545306914,0
"TOV2295-R","baseline","genome_full",177,0,410.330078331582,0
"TOV2295-R","baseline","genome_full",178,0,413.272659300135,0
"TOV2295-R","baseline","genome_full",179,0,413.665122387482,0
"TOV2295-R","baseline","genome_full",180,0,395.884470281484,0
"TOV2295-R","baseline","genome_full",181,88.0218348665976,409.099928453226,0.215159741531613
"TOV2295-R","baseline","genome_full",182,0,400.985922095358,0
"TOV2295-R","baseline","genome_full",183,30.6179728103561,407.576736885231,0.0751219832720182
"TOV2295-R","baseline","genome_full",184,36.8418314679521,408.718468612737,0.0901398745033465
"TOV2295-R","baseline","genome_full",185,0,402.711552937333,0
"TOV2295-R","baseline","genome_full",186,0,407.410361381844,0
"TOV2295-R","baseline","genome_full",187,0,397.261585800394,0
"TOV2295-R","baseline","genome_full",188,41.6806438584602,411.114438934061,0.101384529248182
"TOV2295-R","baseline","genome_full",189,111.036292494072,410.934815100861,0.270204150180896
"TOV2295-R","baseline","genome_full",190,0,407.02830373778,0
"TOV2295-R","baseline","genome_full",191,0,416.214408947719,0
"TOV2295-R","baseline","genome_full",192,36.0373807392989,408.564377698945,0.0882049016173736
"TOV2295-R","baseline","genome_full",193,0,407.627684813506,0
"TOV2295-R","baseline","genome_full",194,105.059476726372,410.961977999558,0.255642814543989
"TOV2295-R","baseline","genome_full",195,171.901437765341,426.568776935808,0.402986451563964
"TOV2295-R","baseline","genome_full",196,46.3426758996992,410.039845498086,0.113019933083346
"TOV2295-R","baseline","genome_full",197,0,383.913996550559,0
"TOV2295-R","baseline","genome_full",198,0,411.942129128748,0
"TOV2295-R","baseline","genome_full",199,90.654402092621,406.365928500407,0.223085637191973
"TOV2295-R","baseline","genome_full",200,107.317184318303,405.907112018329,0.264388529150621
"TOV2835EP","baseline","genome_full",1,0,499.779758743814,0
"TOV2835EP","baseline","genome_full",2,0,511.915700914511,0
"TOV2835EP","baseline","genome_full",3,0,506.110036471571,0
"TOV2835EP","baseline","genome_full",4,0,495.553562226375,0
"TOV2835EP","baseline","genome_full",5,0,501.571037703856,0
"TOV2835EP","baseline","genome_full",6,0,505.86077608514,0
"TOV2835EP","baseline","genome_full",7,0,494.088412965425,0
"TOV2835EP","baseline","genome_full",8,0,477.373025724737,0
"TOV2835EP","baseline","genome_full",9,0,518.317873814962,0
"TOV2835EP","baseline","genome_full",10,0,507.113506184889,0
"TOV2835EP","baseline","genome_full",11,0,507.510304115722,0
"TOV2835EP","baseline","genome_full",12,0,497.692648106567,0
"TOV2835EP","baseline","genome_full",13,0,515.948496266641,0
"TOV2835EP","baseline","genome_full",14,0,513.710860510517,0
"TOV2835EP","baseline","genome_full",15,0,510.461947294345,0
"TOV2835EP","baseline","genome_full",16,0,500.920466842921,0
"TOV2835EP","baseline","genome_full",17,0,510.404601229951,0
"TOV2835EP","baseline","genome_full",18,0,506.880986906091,0
"TOV2835EP","baseline","genome_full",19,0,513.200204580164,0
"TOV2835EP","baseline","genome_full",20,0,500.146650151032,0
"TOV2835EP","baseline","genome_full",21,0,499.694811024471,0
"TOV2835EP","baseline","genome_full",22,0,502.935244842496,0
"TOV2835EP","baseline","genome_full",23,0,491.694507665804,0
"TOV2835EP","baseline","genome_full",24,0,505.398593970422,0
"TOV2835EP","baseline","genome_full",25,0,510.859153199121,0
"TOV2835EP","baseline","genome_full",26,0,506.591737875483,0
"TOV2835EP","baseline","genome_full",27,0,491.793635200367,0
"TOV2835EP","baseline","genome_full",28,0,501.201783510966,0
"TOV2835EP","baseline","genome_full",29,0,510.597998355291,0
"TOV2835EP","baseline","genome_full",30,0,505.733337339585,0
"TOV2835EP","baseline","genome_full",31,0,494.623960446786,0
"TOV2835EP","baseline","genome_full",32,0,521.288405870251,0
"TOV2835EP","baseline","genome_full",33,0,509.845091983127,0
"TOV2835EP","baseline","genome_full",34,0,506.361112774496,0
"TOV2835EP","baseline","genome_full",35,0,507.862267807532,0
"TOV2835EP","baseline","genome_full",36,0,500.335763614562,0
"TOV2835EP","baseline","genome_full",37,0,513.074806600656,0
"TOV2835EP","baseline","genome_full",38,0,503.73244793158,0
"TOV2835EP","baseline","genome_full",39,0,489.611755436124,0
"TOV2835EP","baseline","genome_full",40,0,508.696544615495,0
"TOV2835EP","baseline","genome_full",41,0,496.404345566113,0
"TOV2835EP","baseline","genome_full",42,0,514.254233782879,0
"TOV2835EP","baseline","genome_full",43,0,501.832010456792,0
"TOV2835EP","baseline","genome_full",44,0,493.710072887915,0
"TOV2835EP","baseline","genome_full",45,0,497.079253746279,0
"TOV2835EP","baseline","genome_full",46,0,499.478968749601,0
"TOV2835EP","baseline","genome_full",47,0,523.674863209364,0
"TOV2835EP","baseline","genome_full",48,0,505.014941504725,0
"TOV2835EP","baseline","genome_full",49,0,515.020157964768,0
"TOV2835EP","baseline","genome_full",50,0,511.782505963176,0
"TOV2835EP","baseline","genome_full",51,0,505.601993684212,0
"TOV2835EP","baseline","genome_full",52,0,491.712074237985,0
"TOV2835EP","baseline","genome_full",53,0,504.915729315118,0
"TOV2835EP","baseline","genome_full",54,0,500.193790137774,0
"TOV2835EP","baseline","genome_full",55,0,505.000026400538,0
"TOV2835EP","baseline","genome_full",56,0,501.347671879441,0
"TOV2835EP","baseline","genome_full",57,0,494.793546819293,0
"TOV2835EP","baseline","genome_full",58,0,514.035972536098,0
"TOV2835EP","baseline","genome_full",59,0,510.429216337768,0
"TOV2835EP","baseline","genome_full",60,0,512.118524841138,0
"TOV2835EP","baseline","genome_full",61,0,501.384563648021,0
"TOV2835EP","baseline","genome_full",62,0,514.229411022986,0
"TOV2835EP","baseline","genome_full",63,0,496.656807340373,0
"TOV2835EP","baseline","genome_full",64,0,497.459263673282,0
"TOV2835EP","baseline","genome_full",65,0,500.989575447499,0
"TOV2835EP","baseline","genome_full",66,0,511.929427854292,0
"TOV2835EP","baseline","genome_full",67,0,505.531005894418,0
"TOV2835EP","baseline","genome_full",68,0,514.579999566798,0
"TOV2835EP","baseline","genome_full",69,0,514.434200106021,0
"TOV2835EP","baseline","genome_full",70,0,511.715277669365,0
"TOV2835EP","baseline","genome_full",71,0,502.978948486513,0
"TOV2835EP","baseline","genome_full",72,0,503.461427354872,0
"TOV2835EP","baseline","genome_full",73,0,516.903050629934,0
"TOV2835EP","baseline","genome_full",74,0,496.589513922415,0
"TOV2835EP","baseline","genome_full",75,0,499.673136305836,0
"TOV2835EP","baseline","genome_full",76,0,503.890304915847,0
"TOV2835EP","baseline","genome_full",77,0,522.223091931736,0
"TOV2835EP","baseline","genome_full",78,0,490.405563960842,0
"TOV2835EP","baseline","genome_full",79,0,489.145400188069,0
"TOV2835EP","baseline","genome_full",80,0,498.22202902759,0
"TOV2835EP","baseline","genome_full",81,0,503.202054972861,0
"TOV2835EP","baseline","genome_full",82,0,478.75913654658,0
"TOV2835EP","baseline","genome_full",83,0,484.510105162288,0
"TOV2835EP","baseline","genome_full",84,0,500.014838897673,0
"TOV2835EP","baseline","genome_full",85,0,489.285186669865,0
"TOV2835EP","baseline","genome_full",86,0,502.643340895058,0
"TOV2835EP","baseline","genome_full",87,0,496.871522458277,0
"TOV2835EP","baseline","genome_full",88,0,504.276574315536,0
"TOV2835EP","baseline","genome_full",89,0,504.612522394088,0
"TOV2835EP","baseline","genome_full",90,0,512.470114948541,0
"TOV2835EP","baseline","genome_full",91,0,502.827596714478,0
"TOV2835EP","baseline","genome_full",92,0,514.598273245523,0
"TOV2835EP","baseline","genome_full",93,0,528.623958603021,0
"TOV2835EP","baseline","genome_full",94,0,497.066993063137,0
"TOV2835EP","baseline","genome_full",95,0,499.021042366128,0
"TOV2835EP","baseline","genome_full",96,0,506.158088941026,0
"TOV2835EP","baseline","genome_full",97,0,504.514668687334,0
"TOV2835EP","baseline","genome_full",98,0,510.009039100032,0
"TOV2835EP","baseline","genome_full",99,0,509.459478937837,0
"TOV2835EP","baseline","genome_full",100,0,495.334478537126,0
"TOV2835EP","baseline","genome_full",101,0,512.594082270926,0
"TOV2835EP","baseline","genome_full",102,0,503.823486145694,0
"TOV2835EP","baseline","genome_full",103,0,491.660247655635,0
"TOV2835EP","baseline","genome_full",104,0,497.767352349682,0
"TOV2835EP","baseline","genome_full",105,0,511.547015660652,0
"TOV2835EP","baseline","genome_full",106,0,508.851218260813,0
"TOV2835EP","baseline","genome_full",107,0,506.194362295183,0
"TOV2835EP","baseline","genome_full",108,0,515.989836336323,0
"TOV2835EP","baseline","genome_full",109,0,506.40635265876,0
"TOV2835EP","baseline","genome_full",110,0,501.632046701684,0
"TOV2835EP","baseline","genome_full",111,0,500.811378525977,0
"TOV2835EP","baseline","genome_full",112,0,509.721895342534,0
"TOV2835EP","baseline","genome_full",113,0,510.130032760029,0
"TOV2835EP","baseline","genome_full",114,0,503.951216554746,0
"TOV2835EP","baseline","genome_full",115,0,521.370753183337,0
"TOV2835EP","baseline","genome_full",116,0,508.209436255006,0
"TOV2835EP","baseline","genome_full",117,0,495.818930628506,0
"TOV2835EP","baseline","genome_full",118,0,509.973600387184,0
"TOV2835EP","baseline","genome_full",119,0,505.88171693742,0
"TOV2835EP","baseline","genome_full",120,0,501.358763509695,0
"TOV2835EP","baseline","genome_full",121,0,497.42589917971,0
"TOV2835EP","baseline","genome_full",122,0,504.679466948336,0
"TOV2835EP","baseline","genome_full",123,0,520.29969159977,0
"TOV2835EP","baseline","genome_full",124,0,518.033445819333,0
"TOV2835EP","baseline","genome_full",125,0,505.313402663879,0
"TOV2835EP","baseline","genome_full",126,0,511.641361968032,0
"TOV2835EP","baseline","genome_full",127,0,496.743593506698,0
"TOV2835EP","baseline","genome_full",128,0,504.399360155912,0
"TOV2835EP","baseline","genome_full",129,0,510.737467231673,0
"TOV2835EP","baseline","genome_full",130,0,512.242986342982,0
"TOV2835EP","baseline","genome_full",131,0,505.370200924858,0
"TOV2835EP","baseline","genome_full",132,0,512.674017525327,0
"TOV2835EP","baseline","genome_full",133,0,516.16804980323,0
"TOV2835EP","baseline","genome_full",134,0,498.461642494882,0
"TOV2835EP","baseline","genome_full",135,0,504.092208687878,0
"TOV2835EP","baseline","genome_full",136,0,502.200084573612,0
"TOV2835EP","baseline","genome_full",137,0,509.106982247956,0
"TOV2835EP","baseline","genome_full",138,0,519.333937297548,0
"TOV2835EP","baseline","genome_full",139,0,502.981914824142,0
"TOV2835EP","baseline","genome_full",140,0,518.711693391642,0
"TOV2835EP","baseline","genome_full",141,0,501.619384730387,0
"TOV2835EP","baseline","genome_full",142,0,509.3727729124,0
"TOV2835EP","baseline","genome_full",143,0,514.852671755766,0
"TOV2835EP","baseline","genome_full",144,0,508.445233292764,0
"TOV2835EP","baseline","genome_full",145,0,508.019836773358,0
"TOV2835EP","baseline","genome_full",146,0,506.529199669238,0
"TOV2835EP","baseline","genome_full",147,0,509.735523978004,0
"TOV2835EP","baseline","genome_full",148,0,497.538897159437,0
"TOV2835EP","baseline","genome_full",149,0,503.423906486112,0
"TOV2835EP","baseline","genome_full",150,0,505.832877702292,0
"TOV2835EP","baseline","genome_full",151,0,519.263080027983,0
"TOV2835EP","baseline","genome_full",152,0,502.931010225248,0
"TOV2835EP","baseline","genome_full",153,0,502.307984351057,0
"TOV2835EP","baseline","genome_full",154,0,515.442716018172,0
"TOV2835EP","baseline","genome_full",155,0,490.15170213627,0
"TOV2835EP","baseline","genome_full",156,0,509.389244458816,0
"TOV2835EP","baseline","genome_full",157,0,519.803718125028,0
"TOV2835EP","baseline","genome_full",158,0,501.36768146551,0
"TOV2835EP","baseline","genome_full",159,0,504.541453077003,0
"TOV2835EP","baseline","genome_full",160,0,496.44463313616,0
"TOV2835EP","baseline","genome_full",161,0,500.985538048302,0
"TOV2835EP","baseline","genome_full",162,0,497.243106093665,0
"TOV2835EP","baseline","genome_full",163,0,503.165429096456,0
"TOV2835EP","baseline","genome_full",164,0,502.46155196561,0
"TOV2835EP","baseline","genome_full",165,0,508.481997165995,0
"TOV2835EP","baseline","genome_full",166,0,515.127980360926,0
"TOV2835EP","baseline","genome_full",167,0,520.896530594421,0
"TOV2835EP","baseline","genome_full",168,0,510.920948871745,0
"TOV2835EP","baseline","genome_full",169,0,495.208692654841,0
"TOV2835EP","baseline","genome_full",170,0,512.333299663313,0
"TOV2835EP","baseline","genome_full",171,0,503.654791181813,0
"TOV2835EP","baseline","genome_full",172,0,511.013109164469,0
"TOV2835EP","baseline","genome_full",173,0,494.692759183467,0
"TOV2835EP","baseline","genome_full",174,0,493.765711479793,0
"TOV2835EP","baseline","genome_full",175,0,504.339675871354,0
"TOV2835EP","baseline","genome_full",176,0,506.192858908916,0
"TOV2835EP","baseline","genome_full",177,0,499.981010966724,0
"TOV2835EP","baseline","genome_full",178,0,524.478724765429,0
"TOV2835EP","baseline","genome_full",179,0,488.620935774779,0
"TOV2835EP","baseline","genome_full",180,0,512.103865408508,0
"TOV2835EP","baseline","genome_full",181,0,507.196143007322,0
"TOV2835EP","baseline","genome_full",182,0,486.725333208875,0
"TOV2835EP","baseline","genome_full",183,0,498.141751085531,0
"TOV2835EP","baseline","genome_full",184,0,506.736929791709,0
"TOV2835EP","baseline","genome_full",185,0,503.844958269327,0
"TOV2835EP","baseline","genome_full",186,0,506.387215370112,0
"TOV2835EP","baseline","genome_full",187,0,514.59169219437,0
"TOV2835EP","baseline","genome_full",188,0,505.763081457951,0
"TOV2835EP","baseline","genome_full",189,0,505.523096244765,0
"TOV2835EP","baseline","genome_full",190,0,491.466331033996,0
"TOV2835EP","baseline","genome_full",191,0,503.167059735603,0
"TOV2835EP","baseline","genome_full",192,0,504.691204969937,0
"TOV2835EP","baseline","genome_full",193,0,490.007621505808,0
"TOV2835EP","baseline","genome_full",194,0,515.820941285368,0
"TOV2835EP","baseline","genome_full",195,0,502.522965675649,0
"TOV2835EP","baseline","genome_full",196,0,497.263686043226,0
"TOV2835EP","baseline","genome_full",197,0,504.803762914616,0
"TOV2835EP","baseline","genome_full",198,0,515.870165570122,0
"TOV2835EP","baseline","genome_full",199,0,510.389153598029,0
"TOV2835EP","baseline","genome_full",200,0,501.825912962175,0
"TOV2881EP","baseline","genome_full",1,0,560.40958967693,0
"TOV2881EP","baseline","genome_full",2,0,560.384777205736,0
"TOV2881EP","baseline","genome_full",3,0,534.335386597168,0
"TOV2881EP","baseline","genome_full",4,0,540.336114355145,0
"TOV2881EP","baseline","genome_full",5,0,528.477599463381,0
"TOV2881EP","baseline","genome_full",6,47.6445835582384,560.250461908017,0.085041578361181
"TOV2881EP","baseline","genome_full",7,0,560.876742084562,0
"TOV2881EP","baseline","genome_full",8,0,549.478055335169,0
"TOV2881EP","baseline","genome_full",9,0,542.739331470323,0
"TOV2881EP","baseline","genome_full",10,0,557.509104071643,0
"TOV2881EP","baseline","genome_full",11,0,563.308326706609,0
"TOV2881EP","baseline","genome_full",12,0,549.71668388445,0
"TOV2881EP","baseline","genome_full",13,0,547.500339075481,0
"TOV2881EP","baseline","genome_full",14,77.0014927001336,566.741371868945,0.135867075393147
"TOV2881EP","baseline","genome_full",15,0,547.502194807747,0
"TOV2881EP","baseline","genome_full",16,0,534.947198049859,0
"TOV2881EP","baseline","genome_full",17,0,551.419881438634,0
"TOV2881EP","baseline","genome_full",18,0,541.33908084071,0
"TOV2881EP","baseline","genome_full",19,0,561.449414738394,0
"TOV2881EP","baseline","genome_full",20,0,550.642643371393,0
"TOV2881EP","baseline","genome_full",21,0,558.133565633618,0
"TOV2881EP","baseline","genome_full",22,0,534.254645628946,0
"TOV2881EP","baseline","genome_full",23,0,547.908190518971,0
"TOV2881EP","baseline","genome_full",24,0,554.874065266417,0
"TOV2881EP","baseline","genome_full",25,0,554.693366636724,0
"TOV2881EP","baseline","genome_full",26,0,544.388545905813,0
"TOV2881EP","baseline","genome_full",27,0,555.498568674538,0
"TOV2881EP","baseline","genome_full",28,0,529.194260792294,0
"TOV2881EP","baseline","genome_full",29,0,543.400252017343,0
"TOV2881EP","baseline","genome_full",30,0,564.080036898876,0
"TOV2881EP","baseline","genome_full",31,0,550.888588883519,0
"TOV2881EP","baseline","genome_full",32,0,556.105554134218,0
"TOV2881EP","baseline","genome_full",33,0,568.583482919203,0
"TOV2881EP","baseline","genome_full",34,0,556.099149712561,0
"TOV2881EP","baseline","genome_full",35,0,547.835223653734,0
"TOV2881EP","baseline","genome_full",36,0,533.903563731752,0
"TOV2881EP","baseline","genome_full",37,0,545.669281262644,0
"TOV2881EP","baseline","genome_full",38,0,552.697779405668,0
"TOV2881EP","baseline","genome_full",39,0,550.830976518806,0
"TOV2881EP","baseline","genome_full",40,0,523.016646210299,0
"TOV2881EP","baseline","genome_full",41,0,540.626976229134,0
"TOV2881EP","baseline","genome_full",42,0,553.167315197561,0
"TOV2881EP","baseline","genome_full",43,0,529.568078905115,0
"TOV2881EP","baseline","genome_full",44,0,560.218744577708,0
"TOV2881EP","baseline","genome_full",45,0,552.095788864462,0
"TOV2881EP","baseline","genome_full",46,0,557.610752980592,0
"TOV2881EP","baseline","genome_full",47,0,531.038918232248,0
"TOV2881EP","baseline","genome_full",48,0,570.087217291887,0
"TOV2881EP","baseline","genome_full",49,0,558.539863844959,0
"TOV2881EP","baseline","genome_full",50,0,555.259835250762,0
"TOV2881EP","baseline","genome_full",51,0,550.633759976903,0
"TOV2881EP","baseline","genome_full",52,0,551.647150171403,0
"TOV2881EP","baseline","genome_full",53,0,542.523266665329,0
"TOV2881EP","baseline","genome_full",54,0,550.660071227685,0
"TOV2881EP","baseline","genome_full",55,0,565.074855719523,0
"TOV2881EP","baseline","genome_full",56,0,546.303695635472,0
"TOV2881EP","baseline","genome_full",57,0,559.287869395893,0
"TOV2881EP","baseline","genome_full",58,0,552.426307017349,0
"TOV2881EP","baseline","genome_full",59,0,562.368092049302,0
"TOV2881EP","baseline","genome_full",60,0,554.089715197798,0
"TOV2881EP","baseline","genome_full",61,0,544.428187405279,0
"TOV2881EP","baseline","genome_full",62,0,536.741387191007,0
"TOV2881EP","baseline","genome_full",63,0,540.915619175742,0
"TOV2881EP","baseline","genome_full",64,0,567.447025739758,0
"TOV2881EP","baseline","genome_full",65,105.101596749073,543.538513175782,0.193365500698352
"TOV2881EP","baseline","genome_full",66,0,558.179769198179,0
"TOV2881EP","baseline","genome_full",67,0,532.956128574965,0
"TOV2881EP","baseline","genome_full",68,0,539.839627842412,0
"TOV2881EP","baseline","genome_full",69,0,540.951350257033,0
"TOV2881EP","baseline","genome_full",70,0,548.596636113345,0
"TOV2881EP","baseline","genome_full",71,0,557.865046040474,0
"TOV2881EP","baseline","genome_full",72,0,570.357747448756,0
"TOV2881EP","baseline","genome_full",73,0,563.671332541724,0
"TOV2881EP","baseline","genome_full",74,0,537.282659982543,0
"TOV2881EP","baseline","genome_full",75,0,536.30573200837,0
"TOV2881EP","baseline","genome_full",76,0,557.64758922186,0
"TOV2881EP","baseline","genome_full",77,0,544.825325510141,0
"TOV2881EP","baseline","genome_full",78,0,544.604828024311,0
"TOV2881EP","baseline","genome_full",79,0,565.619669148014,0
"TOV2881EP","baseline","genome_full",80,0,542.343565284353,0
"TOV2881EP","baseline","genome_full",81,0,529.784547289096,0
"TOV2881EP","baseline","genome_full",82,0,557.554194256916,0
"TOV2881EP","baseline","genome_full",83,0,552.858561011084,0
"TOV2881EP","baseline","genome_full",84,0,561.063967116781,0
"TOV2881EP","baseline","genome_full",85,0,532.442780992899,0
"TOV2881EP","baseline","genome_full",86,0,540.430330569218,0
"TOV2881EP","baseline","genome_full",87,0,547.45414761782,0
"TOV2881EP","baseline","genome_full",88,0,549.791901880727,0
"TOV2881EP","baseline","genome_full",89,0,549.180898658269,0
"TOV2881EP","baseline","genome_full",90,0,527.422525738378,0
"TOV2881EP","baseline","genome_full",91,0,541.733827032774,0
"TOV2881EP","baseline","genome_full",92,0,567.601767968402,0
"TOV2881EP","baseline","genome_full",93,0,561.67210295213,0
"TOV2881EP","baseline","genome_full",94,0,530.078027374212,0
"TOV2881EP","baseline","genome_full",95,0,555.654480768398,0
"TOV2881EP","baseline","genome_full",96,0,552.407965146784,0
"TOV2881EP","baseline","genome_full",97,0,551.464095115353,0
