"cell_line","substrate","reference","signature","count","fraction"
"TOV81D","rare","genome_full","SBS89",0,0
"TOV81D","rare","genome_full","SBS90",0,0
"TOV81D","rare","genome_full","SBS91",0,0
"TOV81D","rare","genome_full","SBS92",0,0
"TOV81D","rare","genome_full","SBS93",0,0
"TOV81D","rare","genome_full","SBS94",0,0
"TOV21G","rare","genome_full","SBS1",0,0
"TOV21G","rare","genome_full","SBS2",0,0
"TOV21G","rare","genome_full","SBS3",0,0
"TOV21G","rare","genome_full","SBS4",393.405459196344,0.186553241663828
"TOV21G","rare","genome_full","SBS5",0,0
"TOV21G","rare","genome_full","SBS6",540.693933139383,0.256397575623818
"TOV21G","rare","genome_full","SBS7a",0,0
"TOV21G","rare","genome_full","SBS7b",0,0
"TOV21G","rare","genome_full","SBS7c",0,0
"TOV21G","rare","genome_full","SBS7d",0,0
"TOV21G","rare","genome_full","SBS8",0,0
"TOV21G","rare","genome_full","SBS9",0,0
"TOV21G","rare","genome_full","SBS10a",0,0
"TOV21G","rare","genome_full","SBS10b",0,0
"TOV21G","rare","genome_full","SBS10c",0,0
"TOV21G","rare","genome_full","SBS10d",0,0
"TOV21G","rare","genome_full","SBS11",0,0
"TOV21G","rare","genome_full","SBS12",0,0
"TOV21G","rare","genome_full","SBS13",0,0
"TOV21G","rare","genome_full","SBS14",0,0
"TOV21G","rare","genome_full","SBS15",0,0
"TOV21G","rare","genome_full","SBS16",0,0
"TOV21G","rare","genome_full","SBS17a",0,0
"TOV21G","rare","genome_full","SBS17b",0,0
"TOV21G","rare","genome_full","SBS18",0,0
"TOV21G","rare","genome_full","SBS19",0,0
"TOV21G","rare","genome_full","SBS20",0,0
"TOV21G","rare","genome_full","SBS21",0,0
"TOV21G","rare","genome_full","SBS22",0,0
"TOV21G","rare","genome_full","SBS23",0,0
"TOV21G","rare","genome_full","SBS24",0,0
"TOV21G","rare","genome_full","SBS25",0,0
"TOV21G","rare","genome_full","SBS26",271.536173468688,0.128762710850674
"TOV21G","rare","genome_full","SBS28",0,0
"TOV21G","rare","genome_full","SBS29",0,0
"TOV21G","rare","genome_full","SBS30",0,0
"TOV21G","rare","genome_full","SBS31",0,0
"TOV21G","rare","genome_full","SBS32",0,0
"TOV21G","rare","genome_full","SBS33",0,0
"TOV21G","rare","genome_full","SBS34",0,0
"TOV21G","rare","genome_full","SBS35",0,0
"TOV21G","rare","genome_full","SBS36",0,0
"TOV21G","rare","genome_full","SBS37",0,0
"TOV21G","rare","genome_full","SBS38",0,0
"TOV21G","rare","genome_full","SBS39",0,0
"TOV21G","rare","genome_full","SBS40",0,0
"TOV21G","rare","genome_full","SBS41",0,0
"TOV21G","rare","genome_full","SBS42",0,0
"TOV21G","rare","genome_full","SBS44",596.425739426089,0.282825650993703
"TOV21G","rare","genome_full","SBS84",306.749325384353,0.145460820867977
"TOV21G","rare","genome_full","SBS85",0,0
"TOV21G","rare","genome_full","SBS86",0,0
"TOV21G","rare","genome_full","SBS87",0,0
"TOV21G","rare","genome_full","SBS88",0,0
"TOV21G","rare","genome_full","SBS89",0,0
"TOV21G","rare","genome_full","SBS90",0,0
"TOV21G","rare","genome_full","SBS91",0,0
"TOV21G","rare","genome_full","SBS92",0,0
"TOV21G","rare","genome_full","SBS93",0,0
"TOV21G","rare","genome_full","SBS94",0,0
"TOV3392D","rare","genome_full","SBS1",0,0
"TOV3392D","rare","genome_full","SBS2",0,0
"TOV3392D","rare","genome_full","SBS3",0,0
"TOV3392D","rare","genome_full","SBS4",0,0
"TOV3392D","rare","genome_full","SBS5",56.8136829995758,0.192140691792035
"TOV3392D","rare","genome_full","SBS6",0,0
"TOV3392D","rare","genome_full","SBS7a",0,0
"TOV3392D","rare","genome_full","SBS7b",0,0
"TOV3392D","rare","genome_full","SBS7c",0,0
"TOV3392D","rare","genome_full","SBS7d",0,0
"TOV3392D","rare","genome_full","SBS8",0,0
"TOV3392D","rare","genome_full","SBS9",0,0
"TOV3392D","rare","genome_full","SBS10a",0,0
"TOV3392D","rare","genome_full","SBS10b",0,0
"TOV3392D","rare","genome_full","SBS10c",0,0
"TOV3392D","rare","genome_full","SBS10d",0,0
"TOV3392D","rare","genome_full","SBS11",0,0
"TOV3392D","rare","genome_full","SBS12",0,0
"TOV3392D","rare","genome_full","SBS13",14.4844674062238,0.0489856569885078
"TOV3392D","rare","genome_full","SBS14",20.3415236714605,0.0687938930198853
"TOV3392D","rare","genome_full","SBS15",10.9744023102695,0.0371148135549501
"TOV3392D","rare","genome_full","SBS16",0,0
"TOV3392D","rare","genome_full","SBS17a",0,0
"TOV3392D","rare","genome_full","SBS17b",0,0
"TOV3392D","rare","genome_full","SBS18",0,0
"TOV3392D","rare","genome_full","SBS19",0,0
"TOV3392D","rare","genome_full","SBS20",0,0
"TOV3392D","rare","genome_full","SBS21",0,0
"TOV3392D","rare","genome_full","SBS22",0,0
"TOV3392D","rare","genome_full","SBS23",0,0
"TOV3392D","rare","genome_full","SBS24",0,0
"TOV3392D","rare","genome_full","SBS25",0,0
"TOV3392D","rare","genome_full","SBS26",0,0
"TOV3392D","rare","genome_full","SBS28",0,0
"TOV3392D","rare","genome_full","SBS29",61.2916253294024,0.207284841786046
"TOV3392D","rare","genome_full","SBS30",48.6789884332501,0.164629610676199
"TOV3392D","rare","genome_full","SBS31",0,0
"TOV3392D","rare","genome_full","SBS32",0,0
"TOV3392D","rare","genome_full","SBS33",10.7152151704673,0.0362382571742351
"TOV3392D","rare","genome_full","SBS34",0,0
"TOV3392D","rare","genome_full","SBS35",0,0
"TOV3392D","rare","genome_full","SBS36",0,0
"TOV3392D","rare","genome_full","SBS37",0,0
"TOV3392D","rare","genome_full","SBS38",0,0
"TOV3392D","rare","genome_full","SBS39",29.1000104294625,0.0984146043676506
"TOV3392D","rare","genome_full","SBS40",0,0
"TOV3392D","rare","genome_full","SBS41",0,0
"TOV3392D","rare","genome_full","SBS42",0,0
"TOV3392D","rare","genome_full","SBS44",0,0
"TOV3392D","rare","genome_full","SBS84",0,0
"TOV3392D","rare","genome_full","SBS85",10.8451016604931,0.0366775260040377
"TOV3392D","rare","genome_full","SBS86",0,0
"TOV3392D","rare","genome_full","SBS87",32.4429103765417,0.109720104636453
"TOV3392D","rare","genome_full","SBS88",0,0
"TOV3392D","rare","genome_full","SBS89",0,0
"TOV3392D","rare","genome_full","SBS90",0,0
"TOV3392D","rare","genome_full","SBS91",0,0
"TOV3392D","rare","genome_full","SBS92",0,0
"TOV3392D","rare","genome_full","SBS93",0,0
"TOV3392D","rare","genome_full","SBS94",0,0
"TOV112D","rare","genome_full","SBS1",0,0
"TOV112D","rare","genome_full","SBS2",0,0
"TOV112D","rare","genome_full","SBS3",0,0
"TOV112D","rare","genome_full","SBS4",14.7640989971261,0.0682755409470268
"TOV112D","rare","genome_full","SBS5",53.5992062876084,0.24786577252903
"TOV112D","rare","genome_full","SBS6",0,0
"TOV112D","rare","genome_full","SBS7a",0,0
"TOV112D","rare","genome_full","SBS7b",0,0
"TOV112D","rare","genome_full","SBS7c",0,0
"TOV112D","rare","genome_full","SBS7d",0,0
"TOV112D","rare","genome_full","SBS8",0,0
"TOV112D","rare","genome_full","SBS9",0,0
"TOV112D","rare","genome_full","SBS10a",0,0
"TOV112D","rare","genome_full","SBS10b",0,0
"TOV112D","rare","genome_full","SBS10c",0,0
"TOV112D","rare","genome_full","SBS10d",0,0
"TOV112D","rare","genome_full","SBS11",0,0
"TOV112D","rare","genome_full","SBS12",0,0
"TOV112D","rare","genome_full","SBS13",0,0
"TOV112D","rare","genome_full","SBS14",0,0
"TOV112D","rare","genome_full","SBS15",12.5835764737842,0.0581918673779639
"TOV112D","rare","genome_full","SBS16",0,0
"TOV112D","rare","genome_full","SBS17a",7.11791111172365,0.0329162810179194
"TOV112D","rare","genome_full","SBS17b",0,0
"TOV112D","rare","genome_full","SBS18",0,0
"TOV112D","rare","genome_full","SBS19",0,0
"TOV112D","rare","genome_full","SBS20",0,0
"TOV112D","rare","genome_full","SBS21",0,0
"TOV112D","rare","genome_full","SBS22",0,0
"TOV112D","rare","genome_full","SBS23",0,0
"TOV112D","rare","genome_full","SBS24",0,0
"TOV112D","rare","genome_full","SBS25",16.9681208874527,0.0784678856915604
"TOV112D","rare","genome_full","SBS26",0,0
"TOV112D","rare","genome_full","SBS28",0,0
"TOV112D","rare","genome_full","SBS29",46.2724433981182,0.21398367110395
"TOV112D","rare","genome_full","SBS30",17.5111222848429,0.0809789575930035
"TOV112D","rare","genome_full","SBS31",0,0
"TOV112D","rare","genome_full","SBS32",0,0
"TOV112D","rare","genome_full","SBS33",0,0
"TOV112D","rare","genome_full","SBS34",0,0
"TOV112D","rare","genome_full","SBS35",0,0
"TOV112D","rare","genome_full","SBS36",9.16878165450138,0.0424003880906048
"TOV112D","rare","genome_full","SBS37",9.43038881613963,0.0436101720726781
"TOV112D","rare","genome_full","SBS38",0,0
"TOV112D","rare","genome_full","SBS39",0,0
"TOV112D","rare","genome_full","SBS40",0,0
"TOV112D","rare","genome_full","SBS41",0,0
"TOV112D","rare","genome_full","SBS42",0,0
"TOV112D","rare","genome_full","SBS44",0,0
"TOV112D","rare","genome_full","SBS84",0,0
"TOV112D","rare","genome_full","SBS85",0,0
"TOV112D","rare","genome_full","SBS86",0,0
"TOV112D","rare","genome_full","SBS87",0,0
"TOV112D","rare","genome_full","SBS88",0,0
"TOV112D","rare","genome_full","SBS89",28.8272211423532,0.133309463576263
"TOV112D","rare","genome_full","SBS90",0,0
"TOV112D","rare","genome_full","SBS91",0,0
"TOV112D","rare","genome_full","SBS92",0,0
"TOV112D","rare","genome_full","SBS93",0,0
"TOV112D","rare","genome_full","SBS94",0,0
"TOV2414","rare","genome_full","SBS1",0,0
"TOV2414","rare","genome_full","SBS2",6.90523548604157,0.0238268206921154
"TOV2414","rare","genome_full","SBS3",0,0
"TOV2414","rare","genome_full","SBS4",27.4381149922932,0.0946764302785253
"TOV2414","rare","genome_full","SBS5",26.4853418994075,0.0913888445487775
"TOV2414","rare","genome_full","SBS6",23.7199587796655,0.0818467676895178
"TOV2414","rare","genome_full","SBS7a",0,0
"TOV2414","rare","genome_full","SBS7b",0,0
"TOV2414","rare","genome_full","SBS7c",0,0
"TOV2414","rare","genome_full","SBS7d",0,0
"TOV2414","rare","genome_full","SBS8",0,0
"TOV2414","rare","genome_full","SBS9",0,0
"TOV2414","rare","genome_full","SBS10a",0,0
"TOV2414","rare","genome_full","SBS10b",0,0
"TOV2414","rare","genome_full","SBS10c",0,0
"TOV2414","rare","genome_full","SBS10d",0,0
"TOV2414","rare","genome_full","SBS11",18.8453932715689,0.0650268636401675
"TOV2414","rare","genome_full","SBS12",0,0
"TOV2414","rare","genome_full","SBS13",0,0
"TOV2414","rare","genome_full","SBS14",0,0
"TOV2414","rare","genome_full","SBS15",0,0
"TOV2414","rare","genome_full","SBS16",0,0
"TOV2414","rare","genome_full","SBS17a",0,0
"TOV2414","rare","genome_full","SBS17b",0,0
"TOV2414","rare","genome_full","SBS18",0,0
"TOV2414","rare","genome_full","SBS19",9.7900464332218,0.0337809885562034
"TOV2414","rare","genome_full","SBS20",0,0
"TOV2414","rare","genome_full","SBS21",0,0
"TOV2414","rare","genome_full","SBS22",0,0
"TOV2414","rare","genome_full","SBS23",0,0
"TOV2414","rare","genome_full","SBS24",0,0
"TOV2414","rare","genome_full","SBS25",0,0
"TOV2414","rare","genome_full","SBS26",23.9663548953361,0.0826969683929094
"TOV2414","rare","genome_full","SBS28",0,0
"TOV2414","rare","genome_full","SBS29",51.6167240015157,0.178105790886437
"TOV2414","rare","genome_full","SBS30",0,0
"TOV2414","rare","genome_full","SBS31",0,0
"TOV2414","rare","genome_full","SBS32",0,0
"TOV2414","rare","genome_full","SBS33",0,0
"TOV2414","rare","genome_full","SBS34",0,0
"TOV2414","rare","genome_full","SBS35",0,0
"TOV2414","rare","genome_full","SBS36",0,0
"TOV2414","rare","genome_full","SBS37",0,0
"TOV2414","rare","genome_full","SBS38",0,0
"TOV2414","rare","genome_full","SBS39",32.0829564844314,0.110703661442501
"TOV2414","rare","genome_full","SBS40",37.2350398371719,0.128481153098611
"TOV2414","rare","genome_full","SBS41",0,0
"TOV2414","rare","genome_full","SBS42",0,0
"TOV2414","rare","genome_full","SBS44",7.55791839707461,0.0260789319664417
"TOV2414","rare","genome_full","SBS84",0,0
"TOV2414","rare","genome_full","SBS85",0,0
"TOV2414","rare","genome_full","SBS86",0,0
"TOV2414","rare","genome_full","SBS87",24.1662684052854,0.0833867788077927
"TOV2414","rare","genome_full","SBS88",0,0
"TOV2414","rare","genome_full","SBS89",0,0
"TOV2414","rare","genome_full","SBS90",0,0
"TOV2414","rare","genome_full","SBS91",0,0
"TOV2414","rare","genome_full","SBS92",0,0
"TOV2414","rare","genome_full","SBS93",0,0
"TOV2414","rare","genome_full","SBS94",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS1",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS2",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS3",108.162183733899,0.290922782179425
"OV1369-R2","rare_read_supported","genome_full","SBS4",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS5",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS6",39.2053750578336,0.105450319090018
"OV1369-R2","rare_read_supported","genome_full","SBS7a",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS7b",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS7c",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS7d",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS8",80.9733506458857,0.21779324010549
"OV1369-R2","rare_read_supported","genome_full","SBS9",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS10a",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS10b",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS10c",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS10d",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS11",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS12",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS13",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS14",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS15",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS16",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS17a",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS17b",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS18",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS19",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS20",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS21",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS22",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS23",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS24",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS25",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS26",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS28",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS29",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS30",41.1764629416522,0.110751935156604
"OV1369-R2","rare_read_supported","genome_full","SBS31",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS32",24.6429066537501,0.0662817883035211
"OV1369-R2","rare_read_supported","genome_full","SBS33",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS34",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS35",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS36",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS37",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS38",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS39",77.6297297232911,0.208799935164942
"OV1369-R2","rare_read_supported","genome_full","SBS40",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS41",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS42",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS44",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS84",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS85",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS86",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS87",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS88",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS89",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS90",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS91",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS92",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS93",0,0
"OV1369-R2","rare_read_supported","genome_full","SBS94",0,0
"OV2085","rare_read_supported","genome_full","SBS1",0,0
"OV2085","rare_read_supported","genome_full","SBS2",0,0
"OV2085","rare_read_supported","genome_full","SBS3",0,0
"OV2085","rare_read_supported","genome_full","SBS4",25.6146070415574,0.0977933412709191
"OV2085","rare_read_supported","genome_full","SBS5",67.8223770594433,0.258937287416446
"OV2085","rare_read_supported","genome_full","SBS6",0,0
"OV2085","rare_read_supported","genome_full","SBS7a",0,0
"OV2085","rare_read_supported","genome_full","SBS7b",0,0
"OV2085","rare_read_supported","genome_full","SBS7c",0,0
"OV2085","rare_read_supported","genome_full","SBS7d",0,0
"OV2085","rare_read_supported","genome_full","SBS8",0,0
"OV2085","rare_read_supported","genome_full","SBS9",0,0
"OV2085","rare_read_supported","genome_full","SBS10a",0,0
"OV2085","rare_read_supported","genome_full","SBS10b",0,0
"OV2085","rare_read_supported","genome_full","SBS10c",0,0
"OV2085","rare_read_supported","genome_full","SBS10d",0,0
"OV2085","rare_read_supported","genome_full","SBS11",0,0
"OV2085","rare_read_supported","genome_full","SBS12",10.7420742904178,0.0410118857312958
"OV2085","rare_read_supported","genome_full","SBS13",0,0
"OV2085","rare_read_supported","genome_full","SBS14",0,0
"OV2085","rare_read_supported","genome_full","SBS15",15.941814208326,0.0608638373730687
"OV2085","rare_read_supported","genome_full","SBS16",0,0
"OV2085","rare_read_supported","genome_full","SBS17a",0,0
"OV2085","rare_read_supported","genome_full","SBS17b",0,0
"OV2085","rare_read_supported","genome_full","SBS18",0,0
"OV2085","rare_read_supported","genome_full","SBS19",0,0
"OV2085","rare_read_supported","genome_full","SBS20",0,0
"OV2085","rare_read_supported","genome_full","SBS21",0,0
"OV2085","rare_read_supported","genome_full","SBS22",0,0
"OV2085","rare_read_supported","genome_full","SBS23",0,0
"OV2085","rare_read_supported","genome_full","SBS24",21.2297122129719,0.0810523654787376
"OV2085","rare_read_supported","genome_full","SBS25",0,0
"OV2085","rare_read_supported","genome_full","SBS26",0,0
"OV2085","rare_read_supported","genome_full","SBS28",6.78213468077793,0.0258933354045444
"OV2085","rare_read_supported","genome_full","SBS29",0,0
"OV2085","rare_read_supported","genome_full","SBS30",29.7065253776115,0.113415769740785
"OV2085","rare_read_supported","genome_full","SBS31",38.2686454793705,0.14610486513684
"OV2085","rare_read_supported","genome_full","SBS32",0,0
"OV2085","rare_read_supported","genome_full","SBS33",0,0
"OV2085","rare_read_supported","genome_full","SBS34",0,0
"OV2085","rare_read_supported","genome_full","SBS35",0,0
"OV2085","rare_read_supported","genome_full","SBS36",0,0
"OV2085","rare_read_supported","genome_full","SBS37",0,0
"OV2085","rare_read_supported","genome_full","SBS38",0,0
"OV2085","rare_read_supported","genome_full","SBS39",17.6440679252243,0.0673628275155389
"OV2085","rare_read_supported","genome_full","SBS40",0,0
"OV2085","rare_read_supported","genome_full","SBS41",0,0
"OV2085","rare_read_supported","genome_full","SBS42",0,0
"OV2085","rare_read_supported","genome_full","SBS44",0,0
"OV2085","rare_read_supported","genome_full","SBS84",0,0
"OV2085","rare_read_supported","genome_full","SBS85",0,0
"OV2085","rare_read_supported","genome_full","SBS86",13.8873451856905,0.0530201335858055
"OV2085","rare_read_supported","genome_full","SBS87",14.2865772649529,0.0545443513460181
"OV2085","rare_read_supported","genome_full","SBS88",0,0
"OV2085","rare_read_supported","genome_full","SBS89",0,0
"OV2085","rare_read_supported","genome_full","SBS90",0,0
"OV2085","rare_read_supported","genome_full","SBS91",0,0
"OV2085","rare_read_supported","genome_full","SBS92",0,0
"OV2085","rare_read_supported","genome_full","SBS93",0,0
"OV2085","rare_read_supported","genome_full","SBS94",0,0
"OV2295","rare_read_supported","genome_full","SBS1",0,0
"OV2295","rare_read_supported","genome_full","SBS2",7.6611374727197,0.0353704021132979
"OV2295","rare_read_supported","genome_full","SBS3",19.765830683992,0.0912560806911053
"OV2295","rare_read_supported","genome_full","SBS4",0,0
"OV2295","rare_read_supported","genome_full","SBS5",0,0
"OV2295","rare_read_supported","genome_full","SBS6",0,0
"OV2295","rare_read_supported","genome_full","SBS7a",0,0
"OV2295","rare_read_supported","genome_full","SBS7b",0,0
"OV2295","rare_read_supported","genome_full","SBS7c",0,0
"OV2295","rare_read_supported","genome_full","SBS7d",0,0
"OV2295","rare_read_supported","genome_full","SBS8",0,0
"OV2295","rare_read_supported","genome_full","SBS9",0,0
"OV2295","rare_read_supported","genome_full","SBS10a",0,0
"OV2295","rare_read_supported","genome_full","SBS10b",0,0
"OV2295","rare_read_supported","genome_full","SBS10c",0,0
"OV2295","rare_read_supported","genome_full","SBS10d",0,0
"OV2295","rare_read_supported","genome_full","SBS11",0,0
"OV2295","rare_read_supported","genome_full","SBS12",12.2413376363592,0.0565165468110267
"OV2295","rare_read_supported","genome_full","SBS13",0,0
"OV2295","rare_read_supported","genome_full","SBS14",0,0
"OV2295","rare_read_supported","genome_full","SBS15",0,0
"OV2295","rare_read_supported","genome_full","SBS16",0,0
"OV2295","rare_read_supported","genome_full","SBS17a",0,0
"OV2295","rare_read_supported","genome_full","SBS17b",0,0
"OV2295","rare_read_supported","genome_full","SBS18",0,0
"OV2295","rare_read_supported","genome_full","SBS19",0,0
"OV2295","rare_read_supported","genome_full","SBS20",0,0
"OV2295","rare_read_supported","genome_full","SBS21",0,0
"OV2295","rare_read_supported","genome_full","SBS22",0,0
"OV2295","rare_read_supported","genome_full","SBS23",0,0
"OV2295","rare_read_supported","genome_full","SBS24",15.0426628112517,0.0694498740406809
"OV2295","rare_read_supported","genome_full","SBS25",0,0
"OV2295","rare_read_supported","genome_full","SBS26",0,0
"OV2295","rare_read_supported","genome_full","SBS28",0,0
"OV2295","rare_read_supported","genome_full","SBS29",0,0
"OV2295","rare_read_supported","genome_full","SBS30",8.51773548074797,0.0393251955237148
"OV2295","rare_read_supported","genome_full","SBS31",19.9510645788499,0.092111279722511
"OV2295","rare_read_supported","genome_full","SBS32",14.6478861059817,0.0676272451086085
"OV2295","rare_read_supported","genome_full","SBS33",0,0
"OV2295","rare_read_supported","genome_full","SBS34",0,0
"OV2295","rare_read_supported","genome_full","SBS35",0,0
"OV2295","rare_read_supported","genome_full","SBS36",0,0
"OV2295","rare_read_supported","genome_full","SBS37",19.2335330461071,0.088798536812929
"OV2295","rare_read_supported","genome_full","SBS38",0,0
"OV2295","rare_read_supported","genome_full","SBS39",34.492031370544,0.159244893284434
"OV2295","rare_read_supported","genome_full","SBS40",0,0
"OV2295","rare_read_supported","genome_full","SBS41",0,0
"OV2295","rare_read_supported","genome_full","SBS42",0,0
"OV2295","rare_read_supported","genome_full","SBS44",0,0
"OV2295","rare_read_supported","genome_full","SBS84",12.2315926502048,0.0564715555704834
"OV2295","rare_read_supported","genome_full","SBS85",0,0
"OV2295","rare_read_supported","genome_full","SBS86",0,0
"OV2295","rare_read_supported","genome_full","SBS87",18.2313672844774,0.0841716774073585
"OV2295","rare_read_supported","genome_full","SBS88",0,0
"OV2295","rare_read_supported","genome_full","SBS89",34.5812304354801,0.15965671291385
"OV2295","rare_read_supported","genome_full","SBS90",0,0
"OV2295","rare_read_supported","genome_full","SBS91",0,0
"OV2295","rare_read_supported","genome_full","SBS92",0,0
"OV2295","rare_read_supported","genome_full","SBS93",0,0
"OV2295","rare_read_supported","genome_full","SBS94",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS1",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS2",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS3",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS4",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS5",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS6",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS7a",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS7b",20.8205734606673,0.0812579960692078
"OV2295-R2","rare_read_supported","genome_full","SBS7c",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS7d",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS8",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS9",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS10a",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS10b",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS10c",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS10d",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS11",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS12",16.9199342245863,0.0660346820566692
"OV2295-R2","rare_read_supported","genome_full","SBS13",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS14",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS15",21.3409473200983,0.0832888977205982
"OV2295-R2","rare_read_supported","genome_full","SBS16",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS17a",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS17b",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS18",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS19",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS20",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS21",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS22",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS23",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS24",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS25",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS26",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS28",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS29",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS30",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS31",27.1591612393403,0.105996072653734
"OV2295-R2","rare_read_supported","genome_full","SBS32",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS33",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS34",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS35",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS36",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS37",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS38",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS39",37.723460097067,0.147226145239236
"OV2295-R2","rare_read_supported","genome_full","SBS40",64.4080017644723,0.251369884892464
"OV2295-R2","rare_read_supported","genome_full","SBS41",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS42",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS44",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS84",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS85",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS86",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS87",12.6392495665444,0.0493281365922132
"OV2295-R2","rare_read_supported","genome_full","SBS88",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS89",55.216667944225,0.215498184775877
"OV2295-R2","rare_read_supported","genome_full","SBS90",0,0
"OV2295-R2","rare_read_supported","genome_full","SBS91",0,0
