"cell_line","substrate","reference","dictionary","opportunity_model","n_snv","n_reference_signatures","n_selected","sbs3_count","total_fitted","sbs3_fraction","reconstruction_cosine","nnls_without_sbs3_delta_sse_per_n_squared","nnls_with_sbs3_cosine","nnls_without_sbs3_cosine","n_boots","seed","cache_sha256","boot_fraction_lo95","boot_fraction_hi95","boot_fraction_median","boot_selected_fraction","boot_count_lo95","boot_count_hi95","patient_id","subtype","patient_representative","interpretation"
"OV3331","rare_read_supported","target_restricted","restricted","target",145,22,9,50.8336305377954,146.591826857763,0.346769882246702,0.861138220148179,0.00024930297731619,0.8611588126174,0.854323321125116,200,222991549,"c6f6bee548f104d7fe9750522c24f8fb2a1962decd09f5170ea71e3542042fc4",0,0.646876674730237,0.314678581221972,0.925,0,92.7749957817693,"OV3331","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"OV3331","baseline","genome_full","full","genome",303,60,8,0,299.737925384477,0,0.927404535901163,0,0.939279328757034,0.939279328757034,200,119466014,"3a1398bb26840c5c2dea6fa7c8af664271f24e820c858881ca148006f7b94f91",0,0,0,0.02,0,0,"OV3331","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"OV90","baseline","genome_full","full","genome",583,60,9,0,557.485399079141,0,0.954245410766068,0,0.962147085411948,0.962147085411948,200,165399357,"4626cc91f843000f85e898ee51c6f7e35810b8c6c321ee3625f5f6f5a4f26811",0,0.183204976318365,0,0.07,0,101.860676492163,"OV90","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"OV90","rare","target_full","full","target",477,60,12,0,466.295094005061,0,0.95471356450519,0,0.958396806750312,0.958396806750312,0,201546711,"529a789938eb4aa71b9529a513cef78fa7b4171eae18231fddd9741eaa46ef10",,,,,,,"OV90","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"OV90","baseline","genome_restricted","restricted","genome",583,22,5,114.120660316259,541.733383610099,0.210658349234012,0.927085059249975,0.000111639145447466,0.932468465333748,0.928971345133589,200,165399357,"ff90be1fd39414eb9494b56680c3943e43839ff50555c069ba9588a0fe59fa95",0,0.395515308997108,0.224958596903858,0.955,0,209.83608530482,"OV90","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"OV90","rare","target_restricted","restricted","target",477,22,5,0,449.683232568768,0,0.923437576029776,0,0.924451132822725,0.924451132822725,0,201546711,"e67acb17e9affb94aabbb98afb0c7295939f72bf52051a51b2e5d0cc00b84d89",,,,,,,"OV90","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"OV90","rare_read_supported","genome_restricted","restricted","genome",291,22,7,60.7218222667537,273.107893933784,0.222336386517908,0.866988180664255,0.00013206856363109,0.869702493464358,0.865459350452135,200,210190019,"43f804d2037b2e08d98c0d567e41863ecedaaf48fe9fb5b14b537ee2e312e1c4",0,0.430146972868866,0.239565883256261,0.925,0,117.959969459853,"OV90","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"OV90","baseline","target_full","full","target",583,60,5,0,563.856252535969,0,0.96119757448315,0,0.969937838806628,0.969937838806628,200,165399357,"d879cb83bbfcf91fd077a5728308f5247c8321d160888b46e13fd79545e64bf7",0,0.164578474418653,0,0.05,0,91.7752829652649,"OV90","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"OV90","rare_read_supported","genome_full","full","genome",291,60,16,0,280.058321252767,0,0.914124521534691,3.35632661758883e-19,0.917621468598077,0.917621468598077,200,210190019,"5280661a5458fdca555e0459b5af89f55d0b14af14554c76c1b9cfd21370511f",0,0,0,0.01,0,0,"OV90","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"OV90","baseline","target_restricted","restricted","target",583,22,3,0,555.062068564555,0,0.951182783299171,0,0.954709400968894,0.954709400968894,200,165399357,"3cfb3d4647ed2b144acb712eeae991d138db09732f81af29fc323afa083606d7",0,0.183634049708988,0,0.255,0,100.914614745345,"OV90","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"OV90","rare","genome_restricted","restricted","genome",477,22,4,95.0605901524226,431.253137927206,0.220428750059248,0.892245688425865,0.000136475671234827,0.900902261363517,0.895865174839303,0,201546711,"9b7786bf3178241fbdca82131fee9bffa6c4e56ba170ab5755af745f4f588095",,,,,,,"OV90","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"OV90","rare","genome_full","full","genome",477,60,13,0,447.802566937321,0,0.947893327623425,-2.49829335428926e-19,0.95368338811739,0.95368338811739,0,201546711,"2cc2deed64351ce8f93f31bf2066b3dfbb8b0d53b8464fbbc294bcde27fc7f69",,,,,,,"OV90","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"OV90","rare_read_supported","target_full","full","target",291,60,13,0,285.836960975255,0,0.917942547754031,0,0.926192334418934,0.926192334418934,200,210190019,"dac09bd8238bd508b5d38b8646fe09b84aff9f15e7c1f9c82a14e16558079bb9",0,0.0996365389631575,0,0.04,0,29.1082059312116,"OV90","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"OV90","rare_read_supported","target_restricted","restricted","target",291,22,4,0,280.092385797285,0,0.881365963305904,1.32027897165798e-05,0.886568068137434,0.886152871779174,200,210190019,"5ea2d4d3572a5e3349fd46a355a1d66dfe2fc5baac524cd8bcdbe692336efe2f",0,0.291827441526067,0,0.465,0,81.2187311253763,"OV90","HGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV81D","rare_read_supported","target_full","full","target",171,60,10,25.1915807094173,170.464104159044,0.147782319531116,0.919877168970594,2.70959411587331e-05,0.924721841306575,0.923949616511488,200,135127264,"e09d572380086e376526e00f0a0e5ffaf8c9addbf5d60a05fab51e64e5ab9650",0,0.386199428388711,0.111518186927451,0.585,0,67.682008144541,"TOV81D","LGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV81D","rare","target_restricted","restricted","target",498,22,7,42.1040864200176,467.735112548087,0.0900169461100464,0.901085019937439,1.58127570024307e-05,0.902976578426547,0.902414421078387,0,7688205,"363554fa36adf277fa4f3115d0be013139994adda6f8c771d4d7d29cd3ca2205",,,,,,,"TOV81D","LGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV81D","rare_read_supported","target_restricted","restricted","target",171,22,5,24.9485566615868,171.593324495328,0.145393515365256,0.868143454848837,6.75871991835596e-05,0.87159483327337,0.869549665822713,200,135127264,"979e80f2cea0960bde406b859fbb96bba2b0ad6b218bd3c6246c435e760fed16",0,0.461322053039991,0.119828987483456,0.71,0,81.4302900542957,"TOV81D","LGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV81D","rare","target_full","full","target",498,60,7,0,476.419335847737,0,0.924590666425497,1.02319883901583e-05,0.937732379249643,0.937382148875739,0,7688205,"f73973550e0df4134aba8ae694d54573c9b35285468d16a5c2130585eb868e51",,,,,,,"TOV81D","LGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV81D","rare","genome_full","full","genome",498,60,6,89.2925245888409,471.447983813519,0.189400586394618,0.926932987781959,2.17393723453573e-05,0.934388224429908,0.933641285945533,0,7688205,"36f1975391dbaf4772bb91b7e11e5e10dc934a412ce6c59cb0363144fc87785a",,,,,,,"TOV81D","LGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV81D","baseline","genome_restricted","restricted","genome",608,22,4,181.133521542908,569.097465148554,0.318282074047941,0.915349211551897,0.000129663901639807,0.923883460365705,0.919438486784605,200,231656094,"b684dd9a915760788556397e4d7a83c25f5b8cbfe6374911bedc9a3cb31ba414",0.0522078128509948,0.416090184467263,0.26868757973206,0.975,30.1438358245703,237.468523067067,"TOV81D","LGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV81D","rare_read_supported","genome_full","full","genome",171,60,9,48.3642597496346,170.546899441076,0.283583342225137,0.927404458070654,4.26402954025997e-05,0.935134844899363,0.933932872746991,200,135127264,"1155ed8490696e50707b0f248a25cd94d1682722f9889542ce269326a9a832cd",0,0.415435221517724,0,0.48,0,70.8844190539865,"TOV81D","LGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV81D","baseline","target_full","full","target",608,60,3,0,571.387325228023,0,0.934324267113709,2.1198348798884e-06,0.952689584516484,0.952619279237103,200,231656094,"6d0b53172ee80b57a6eb4e4cd3caed7e43272911fb8cc74768d81b68e9f35d5c",0,0.177319331932109,0,0.105,0,103.288888861763,"TOV81D","LGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV81D","baseline","genome_full","full","genome",608,60,4,0,569.95358853821,0,0.936416661442687,1.91294640737248e-06,0.947134727822509,0.94707091220586,200,231656094,"12c2a1af5388c01ac26b17446f3b762632572adac0ccc9b92f6cc6823f480e89",0,0.278764508610224,0,0.23,0,167.520473365738,"TOV81D","LGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV81D","baseline","target_restricted","restricted","target",608,22,3,0,569.434488372132,0,0.926374376186784,9.32281438064169e-06,0.933711823714077,0.933396302284644,200,231656094,"2ce2dddab51db8cf1f69a1fbdffcbf5ea93175d6dd22f05a70dcdeaa6faf25fd",0,0.2717779009409,0,0.445,0,151.099271622881,"TOV81D","LGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV81D","rare_read_supported","genome_restricted","restricted","genome",171,22,4,71.8666145090324,172.435830497336,0.416773093514011,0.888937217041166,0.000324585269542161,0.893492765376163,0.883871067725434,200,135127264,"c9dbbd6fe3effcc0834b085a8c85ad285013b3265c0c2de5b9895d6db99a47bb",0.0815511557051102,0.580119502852686,0.30457884997049,0.985,13.6876870891983,98.9762331426774,"TOV81D","LGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV81D","rare","genome_restricted","restricted","genome",498,22,5,128.6420884516,459.009597967506,0.280260127503274,0.893907418686588,0.000185746308849437,0.899170740473407,0.892516791156094,0,7688205,"1b720790351ceb3ef30dbca82f63d13a1b1d8dce1bca9c4de01af8a9409d18c4",,,,,,,"TOV81D","LGS",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV21G","rare","target_restricted","restricted","target",2129,22,2,0,2064.47354795588,0,0.957719261031682,-4.01308950685893e-19,0.964918703868358,0.964918703868358,0,230866296,"870387ed0063beed5025f16389d551dd5ccc4f7b5b13dbcb5d44c93dbc132727",,,,,,,"TOV21G","CC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV21G","rare","target_full","full","target",2129,60,5,0,2029.07276546996,0,0.970301367046123,0,0.98313592487562,0.98313592487562,0,230866296,"0d3d47f0b9c6903304264e8855573cb09f32c893e6147dd1ffdeb44b964cc2fe",,,,,,,"TOV21G","CC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV21G","rare_read_supported","target_full","full","target",1668,60,8,0,1665.7522886677,0,0.971370776084424,0,0.979139536558251,0.979139536558251,200,78104031,"2eef9453e17d8b2aeeecb786e89f517f41a8f91efa93b50f14aafbd0dcc3bd5f",0,0,0,0,0,0,"TOV21G","CC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV21G","baseline","target_restricted","restricted","target",2417,22,4,0,2454.13616841037,0,0.972029366985737,0,0.975504364553455,0.975504364553455,200,171680110,"d4c5b814e80583ddbe7567d098cb63cc0989f5c788b259f7078a0fafb3242a11",0,0,0,0,0,0,"TOV21G","CC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV21G","baseline","target_full","full","target",2417,60,6,0,2359.77190597075,0,0.978069804043775,0,0.988298964166754,0.988298964166754,200,171680110,"d0f779a08448c5fada3b4bd243411505877f7b073cd603ae658e3326281ae0d9",0,0,0,0,0,0,"TOV21G","CC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV21G","baseline","genome_full","full","genome",2417,60,5,0,2339.57255481444,0,0.976532709977773,1.55685036427931e-19,0.986314623671476,0.986314623671476,200,171680110,"22ffaa1cf12b6d89944f6fee5db996ce4d9a4df4b5f3616814ad10efe2adebcd",0,0,0,0,0,0,"TOV21G","CC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV21G","rare","genome_full","full","genome",2129,60,5,0,2108.81063061486,0,0.967899486199203,2.00654475342946e-19,0.982616384472609,0.982616384472609,0,230866296,"de5e70933a301f84c19f7843bc54e46c76099b07e21bca9773dbf3f877c68b0f",,,,,,,"TOV21G","CC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV21G","baseline","genome_restricted","restricted","genome",2417,22,5,0,2335.17874682548,0,0.973546097624132,9.75328543405505e-06,0.977977153934453,0.977831503775933,200,171680110,"9a13e19c2de64e4e0cba1a9cd3eaed178c858c777b0e77039243de8c69a3c55e",0,0.208315425578859,0,0.1,0,489.830956073773,"TOV21G","CC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV21G","rare_read_supported","genome_restricted","restricted","genome",1668,22,4,0,1628.77225850773,0,0.962100354018515,1.82733420666392e-06,0.970120629951063,0.97009413173245,200,78104031,"32059bcb11d28fdfc81ccc04bdbc3597ae2892bcd916ffc651ecba7ae8a41cd9",0,0.0519151217800942,0,0.035,0,86.7635668664292,"TOV21G","CC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV21G","rare","genome_restricted","restricted","genome",2129,22,5,264.949159209866,2102.06618206091,0.126042253793411,0.960448843258171,1.44162573948473e-05,0.967223570476829,0.966995401006764,0,230866296,"5eccbf3655132492ec1b8135346f452d9832de5177a5ca84119e54f191299c34",,,,,,,"TOV21G","CC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV21G","rare_read_supported","genome_full","full","genome",1668,60,5,0,1540.12849023439,0,0.96769810191676,0,0.982005371861776,0.982005371861776,200,78104031,"11aaa902edb8d18beec301c1c1b4dadfb870f4d7940b90cad1ede9c52d2924fe",0,0,0,0,0,0,"TOV21G","CC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV21G","rare_read_supported","target_restricted","restricted","target",1668,22,5,0,1720.85375688042,0,0.959896643924213,0,0.962082987016004,0.962082987016004,200,78104031,"82ee7691b3120ad1353116e2bc392e6d756f22d2855708c74b7a8e0d9908d21c",0,0,0,0,0,0,"TOV21G","CC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3392D","rare","target_restricted","restricted","target",309,22,6,0,296.68533509971,0,0.890539757864503,0,0.892731473831047,0.892731473831047,0,256250528,"8ed4772a64b2ef9c5e8f290f20d1e857f5ab885b126af0cc9470b3a25f991935",,,,,,,"TOV3392D","CC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3392D","baseline","target_restricted","restricted","target",427,22,6,0,419.28364546854,0,0.931014860745433,0,0.935019838354338,0.935019838354338,200,17691947,"c83e4908b9c74b19940216b9b49d2a42ad6d847bf230aeaa1b587b5925d76544",0,0.126013895883854,0,0.1,0,53.5610360531514,"TOV3392D","CC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3392D","rare_read_supported","target_full","full","target",197,60,14,0,193.869481902444,0,0.91136887816583,0,0.915333788718735,0.915333788718735,200,123579006,"9ed1c916a532ee6f6d7d846887c942e73f56dd06e39898fc7d61785b4994abd5",0,0.117154484038304,0,0.06,0,23.4476058575802,"TOV3392D","CC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3392D","rare","genome_full","full","genome",309,60,10,0,295.687927787147,0,0.910641754198174,0,0.919078528339594,0.919078528339594,0,256250528,"ed00b57995d454e2f42f4ffe9669fb8bca131fae8337d160f7874c7e3f3372f4",,,,,,,"TOV3392D","CC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3392D","baseline","genome_restricted","restricted","genome",427,22,8,105.58629569477,404.264935239429,0.261180939752382,0.916470794846331,0.000110952136152591,0.916841332721074,0.913744949777158,200,17691947,"ffb5bd91676bc12ebacd3e006a1e6e66a772a2f4a3f3cd40208f84bcf8ae291e",0,0.40714762957766,0.200476161563391,0.895,0,161.949192923216,"TOV3392D","CC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3392D","rare","target_full","full","target",309,60,15,0,303.020111687451,0,0.910269827772521,0,0.913683638078582,0.913683638078582,0,256250528,"a9366475c6ea13310f685436c5dca59d5d0962da661c2e275606e2e20a94e861",,,,,,,"TOV3392D","CC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3392D","baseline","genome_full","full","genome",427,60,11,0,419.946478225035,0,0.947758205950645,0,0.950013343212772,0.950013343212772,200,17691947,"3c2a4ea93033037c751cba79b12885d85e17ad284800387f3013196737099dac",0,0,0,0.01,0,0,"TOV3392D","CC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3392D","rare_read_supported","genome_full","full","genome",197,60,11,0,192.300122504218,0,0.918480697990966,0,0.92629431919321,0.92629431919321,200,123579006,"e18c70680acbaf92e11d54d7f8b78672f2413b7c73389876b588554858e9d123",0,0.279578414936778,0,0.12,0,55.4481789006416,"TOV3392D","CC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3392D","rare_read_supported","target_restricted","restricted","target",197,22,6,0,195.629043329161,0,0.868267719687235,0,0.873989310340922,0.873989310340922,200,123579006,"d0c1f02aac007fdac06160115aceab9604b830860b5b26d713742a70b7c29b03",0,0.256861091255438,0,0.235,0,53.2812803959147,"TOV3392D","CC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3392D","baseline","target_full","full","target",427,60,12,0,418.130481818169,0,0.944563726347307,0,0.951599042224149,0.951599042224149,200,17691947,"befb94cbc68a438209c69b6471a10dfd4b86eed39c31ce8101ff171227df2563",0,0,0,0.01,0,0,"TOV3392D","CC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3392D","rare_read_supported","genome_restricted","restricted","genome",197,22,7,33.9724413684692,193.759484589144,0.175333049840145,0.8733236674488,9.84873140467518e-05,0.876563313354671,0.873942088428606,200,123579006,"0f96c65c7b8603a5b052cc1d5b681cb2f26d81efc56d18f014dd5855dba3ef1d",0,0.465803173888313,0.185151551565408,0.775,0,92.1684247459459,"TOV3392D","CC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV3392D","rare","genome_restricted","restricted","genome",309,22,8,48.2999545263541,287.161054867784,0.168198137273846,0.873857114873644,4.67626097173582e-05,0.877199336710368,0.87580676179922,0,256250528,"ad30d32fac7f96e82a428716592141a9d91ad6aa7f3f1be686c901a6b571be1b",,,,,,,"TOV3392D","CC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV112D","rare_read_supported","target_full","full","target",127,60,16,0,125.118334186782,0,0.855979394256336,0,0.858101645548574,0.858101645548574,200,75720736,"0914142c2b8fd833829616fd95f645595336929649ca7bd5c656ca6239cb006e",0,0,0,0,0,0,"TOV112D","EC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV112D","rare","target_full","full","target",229,60,12,0,223.237537650718,0,0.886075095268272,0,0.895433479489451,0.895433479489451,0,169166784,"16d2b12b97b7d2657aaa63582938790c2e8a751f23e132d955857630eecd508a",,,,,,,"TOV112D","EC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV112D","baseline","target_full","full","target",336,60,6,0,338.40294503433,0,0.927974191991598,0,0.935290661056011,0.935290661056011,200,233299737,"36c546ba70b4fbbdc20654df09ed1d7187fe43e975bf72b3a576190ccd286c3e",0,0,0,0,0,0,"TOV112D","EC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV112D","rare","target_restricted","restricted","target",229,22,5,0,218.661718503794,0,0.864638416181062,0,0.86980840723818,0.86980840723818,0,169166784,"e3ac2419eaf3dc715e2dc984595905348293c1707c404c3a78c7aa591bf7cf35",,,,,,,"TOV112D","EC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV112D","baseline","genome_restricted","restricted","genome",336,22,4,0,303.441514347402,0,0.872185297468529,3.90305814155631e-06,0.880967814259962,0.880860381423166,200,233299737,"28697e93010fc31cd73b24b180950737d882478640d9abd279170150e5491081",0,0.216138256714864,0,0.405,0,70.1416851014686,"TOV112D","EC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV112D","rare_read_supported","genome_restricted","restricted","genome",127,22,5,0,122.072392467536,0,0.83214861095161,0,0.84440879587784,0.84440879587784,200,75720736,"a5489b00466fc1c526b71099b951cbdee2665334c9647f10dd0cd91a8842a9d8",0,0,0,0.01,0,0,"TOV112D","EC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV112D","rare","genome_full","full","genome",229,60,10,0,216.24287105365,0,0.87186448568978,0,0.876363225744468,0.876363225744468,0,169166784,"5741cecafaaa56f933e84da53dc84b01302ec1d79ce3a62df00ae55cbb9bf8a0",,,,,,,"TOV112D","EC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV112D","baseline","target_restricted","restricted","target",336,22,4,0,328.892166947087,0,0.921346743205133,0,0.929554287610339,0.929554287610339,200,233299737,"3d147a3195ad2986be950f9b96bfc285f4e1e7e672e0834a90c4afa44c1d4089",0,0,0,0,0,0,"TOV112D","EC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV112D","rare_read_supported","target_restricted","restricted","target",127,22,8,0,124.183433673965,0,0.827994875104365,0,0.832684564016022,0.832684564016022,200,75720736,"ecc3424ba6f25e52387e13cdc6406bc61b88b1c52fbba70c33da450ceac7a187",0,0,0,0,0,0,"TOV112D","EC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV112D","baseline","genome_full","full","genome",336,60,6,0,326.021582759708,0,0.891581809036094,0,0.902055947229529,0.902055947229529,200,233299737,"524c02fc9dabfaca959c2150c7148e28266cb9a2e063eb7feb63a2cbbfd85c3e",0,0,0,0,0,0,"TOV112D","EC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV112D","rare_read_supported","genome_full","full","genome",127,60,11,0,123.769004325125,0,0.851891818850044,0,0.856125381251595,0.856125381251595,200,75720736,"a6db6e5efd167c5977e36e31fe962f7b68a1ab7be93078ba068e43f32b4e6834",0,0,0,0,0,0,"TOV112D","EC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV112D","rare","genome_restricted","restricted","genome",229,22,6,0,209.392357787472,0,0.839474534547151,3.25296654198758e-06,0.84191384859013,0.841812633575795,0,169166784,"829099d452f95efa9f2ddfcb21c8d3763f3373deb9360fea38d903062993b6da",,,,,,,"TOV112D","EC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV2414","baseline","genome_full","full","genome",386,60,6,0,366.993128847994,0,0.93180097107669,3.81509697312733e-19,0.940954256386658,0.940954256386658,200,74406129,"825fc23bc22772d685c2c4ecf3f8750a4ca20b7a6e0fabf7bc227f2d155694dc",0,0.102384185909468,0,0.045,0,38.15871771909,"TOV2414","MC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV2414","baseline","genome_restricted","restricted","genome",386,22,6,39.1454399902166,365.905809651593,0.106982286035551,0.910346330515322,6.56479571099078e-05,0.914642519098036,0.912782722640221,200,74406129,"8f3811bf6b2836f2b96a3085492a5d8b05d05b5eeb6d97b235910d5a73a4724a",0,0.337164734194487,0.170707363014073,0.795,0,124.676648443322,"TOV2414","MC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV2414","baseline","target_full","full","target",386,60,4,0,384.702309019493,0,0.934319409380899,0,0.944799368506443,0.944799368506443,200,74406129,"1ce50a9577fb8f615ad9bf54a89ada8b06d90ec688f8397450643d8f1da34172",0,0,0,0.01,0,0,"TOV2414","MC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV2414","rare","target_full","full","target",303,60,4,0,291.569259605595,0,0.906865076175145,0,0.924963806000424,0.924963806000424,0,145580471,"480d94cea8205ca8efa6dd3152e55b61818c0df6d04ecbfb5e36e8e1eed08aa1",,,,,,,"TOV2414","MC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV2414","rare_read_supported","genome_full","full","genome",211,60,12,0,203.78120619305,0,0.926686697931132,0,0.930443317479762,0.930443317479762,200,149249217,"d1e4b8fe0aad6c5c179dda7248c5a9e327ce02d07677acbd6fd050ac1650681a",0,0.0865948987429711,0,0.035,0,17.420146709765,"TOV2414","MC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV2414","rare","target_restricted","restricted","target",303,22,5,0,294.402180552332,0,0.903924594746803,0,0.906748633067702,0.906748633067702,0,145580471,"2c3f97345721f1922e9ca741e348cb9f8ad6430d0596c2c3a06a8da6f054633f",,,,,,,"TOV2414","MC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV2414","rare_read_supported","genome_restricted","restricted","genome",211,22,8,33.4352841557125,196.020041849708,0.170570742869996,0.882953945621993,6.33345949032861e-05,0.885278811499288,0.883252910021112,200,149249217,"2a96a6bf2b351cb8d64b875252b6811ee47430309c954c2e495a1abdd85fad51",0,0.408373091697167,0.179152985579064,0.785,0,80.5620608763179,"TOV2414","MC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV2414","rare","genome_full","full","genome",303,60,12,0,289.809352883014,0,0.916462373976162,0,0.919485568699669,0.919485568699669,0,145580471,"af176d7d93e17ee5afce6da3df576c029c62a54edb75d7b17932045c666de048",,,,,,,"TOV2414","MC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
"TOV2414","rare_read_supported","target_full","full","target",211,60,15,0,208.078593187875,0,0.929930696231651,0,0.934327751378129,0.934327751378129,200,149249217,"f02f04b8973ce5e61208322eaea2780f7ff34dff36513126012488c295faa6fb",0,0.0556285823933578,0,0.03,0,11.7341309875722,"TOV2414","MC",TRUE,"conditional SBS3 fit; not an HRD classification; tumour-only, no sample-callable mask"
