cell_line,gene_id,symbol,primary_assembly,tpm_restored,counts_restored
OV1369-R2,ENSG00000211804,TRDV1,TRUE,0,0
OV1369-R2,ENSG00000196383,OR4Q2,TRUE,0,0
OV1369-R2,ENSG00000211454,AKR7L,TRUE,0.0318447,2.00126
OV1369-R2,ENSG00000205702,CYP2D7,TRUE,0,0
OV1369-R2,ENSG00000272395,IFNL4,TRUE,0,0
OV1369-R2,ENSG00000249948,GBA3,TRUE,0,0
OV1369-R2,ENSG00000244682,FCGR2C,TRUE,0,0
OV1369-R2,ENSG00000226807,MROH5,TRUE,0,0
OV1369-R2,ENSG00000266200,PNLIPRP2,TRUE,0.0428485,3.11831
OV1369-R2,ENSG00000182077,PTCHD3,TRUE,0,0
OV1369-R2,ENSG00000204403,CASP12,TRUE,0,0
OV1369-R2,ENSG00000233276,GPX1,TRUE,38.4489,1632.05
OV1369-R2,ENSG00000211898,IGHD,TRUE,0.0173041,1
OV1369-R2,ENSG00000225698,IGHV3-72,TRUE,0,0
OV1369-R2,ENSG00000242076,IGKV1-33,TRUE,0,0
OV1369-R2,ENSG00000273962,IGKV2-40,TRUE,0,0
OV1369-R2,ENSG00000251039,IGKV2D-40,TRUE,0,0
OV1369-R2,ENSG00000239975,IGKV1D-33,TRUE,0,0
OV1369-R2,ENSG00000243264,IGKV2D-29,TRUE,0,0
OV1369-R2,ENSG00000242534,IGKV2D-28,TRUE,0,0
OV1369-R2,ENSG00000211642,IGLV10-54,TRUE,0,0
OV1369-R2,ENSG00000270472,IGHV3OR16-9,TRUE,0,0
OV1369-R2,ENSG00000119682,AREL1,TRUE,0.822378,19.49907
OV1369-R2,ENSG00000205329,OR6C3,TRUE,0,0
OV1369-R2,ENSG00000163159,VPS72,TRUE,14.4215962,449.4329
OV1369-R2,ENSG00000170605,OR9K2,TRUE,0,0
OV1369-R2,ENSG00000141627,DYM,TRUE,0,0
OV1369-R2,ENSG00000176692,FOXC2,TRUE,11.0652,1510
OV1369-R2,ENSG00000145386,CCNA2,TRUE,0.357362,55.5464
OV1369-R2,ENSG00000176092,CRYBG2,TRUE,0,0
OV1369-R2,ENSG00000100393,EP300,TRUE,0.807683,10.6657
OV1369-R2,ENSG00000135931,ARMC9,TRUE,0.355789,101.383
OV1369-R2,ENSG00000143374,TARS2,TRUE,0.348626,41.5629
OV1369-R2,ENSG00000203780,FANK1,TRUE,0.0175465,1.16113
OV1369-R2,ENSG00000008838,MED24,TRUE,0,0
OV1369-R2,ENSG00000142973,CYP4B1,TRUE,0,0
OV1369-R2,ENSG00000186951,PPARA,TRUE,5.10931,2972.05
OV1369-R2,ENSG00000285385,AC098582.1,TRUE,0.246674,5.85244
OV1369-R2,ENSG00000140941,MAP1LC3B,TRUE,0.306207,5
OV1369-R2,ENSG00000166947,EPB42,TRUE,0,0
OV1369-R2,ENSG00000164674,SYTL3,TRUE,13.5471,1698.86
OV1369-R2,ENSG00000177565,TBL1XR1,TRUE,0,0
OV1369-R2,ENSG00000173369,C1QB,TRUE,0,0
OV1369-R2,ENSG00000151746,BICD1,TRUE,3.64223,670.958
OV1369-R2,ENSG00000183770,FOXL2,TRUE,0.701234,114
OV1369-R2,ENSG00000143933,CALM2,TRUE,0.106013,5.79862
OV1369-R2,ENSG00000078674,PCM1,TRUE,0.156132,75.2412
OV1369-R2,ENSG00000182899,RPL35A,TRUE,8.21981,616.286
OV1369-R2,ENSG00000175110,MRPS22,TRUE,6.49702,353.825
OV1369-R2,ENSG00000092820,EZR,TRUE,0.285234,46.6421
OV1369-R2,ENSG00000074416,MGLL,TRUE,3.805778,207.259
OV1369-R2,ENSG00000065534,MYLK,TRUE,40.952489,13946.47947
OV1369-R2,ENSG00000112787,FBRSL1,TRUE,0,0
OV1369-R2,ENSG00000187240,DYNC2H1,TRUE,0.00321346,2.43871
OV1369-R2,ENSG00000171560,FGA,TRUE,0,0
OV1369-R2,ENSG00000187048,CYP4A11,TRUE,0,0
OV1369-R2,ENSG00000145734,BDP1,TRUE,0,0
OV1369-R2,ENSG00000256269,HMBS,TRUE,35.0203798,2742.91346
OV1369-R2,ENSG00000142208,AKT1,TRUE,6.72763,122.9265
OV1369-R2,ENSG00000187848,P2RX2,TRUE,0,0
OV1369-R2,ENSG00000140832,MARVELD3,TRUE,0,0
OV1369-R2,ENSG00000131018,SYNE1,TRUE,0.00552055,8.66712
OV1369-R2,ENSG00000162365,CYP4A22,TRUE,0,0
OV1369-R2,ENSG00000172551,MUCL1,TRUE,0,0
OV1369-R2,ENSG00000155034,FBXL18,TRUE,0,0
OV1369-R2,ENSG00000123066,MED13L,TRUE,1.14066,27.1983
OV1369-R2,ENSG00000177045,SIX5,TRUE,3.424348,535.1502
OV1369-R2,ENSG00000116171,SCP2,TRUE,0,0
OV1369-R2,ENSG00000142166,IFNAR1,TRUE,3.31013,18
OV1369-R2,ENSG00000104936,DMPK,TRUE,0,0
OV1369-R2,ENSG00000170291,ELP5,TRUE,0.498124,19.0704
OV1369-R2,ENSG00000105991,HOXA1,TRUE,0,0
OV1369-R2,ENSG00000129007,CALML4,TRUE,0,0
OV1369-R2,ENSG00000230667,SETSIP,TRUE,0,0
OV1369-R2,ENSG00000189195,BTBD8,TRUE,0.0259922,6
OV1369-R2,ENSG00000100336,APOL4,TRUE,0,0
OV1369-R2,ENSG00000130363,RSPH3,TRUE,1.93291,228.945
OV1369-R2,ENSG00000075624,ACTB,TRUE,5.55393,573.95
OV1369-R2,ENSG00000169641,LUZP1,TRUE,11.8183,5789.52
OV1369-R2,ENSG00000197584,KCNMB2,TRUE,0,0
OV1369-R2,ENSG00000169994,MYO7B,TRUE,0,0
OV1369-R2,ENSG00000177084,POLE,TRUE,0.118038,2.286
OV1369-R2,ENSG00000105997,HOXA3,TRUE,0.473347,10.0847
OV1369-R2,ENSG00000261308,FIGNL2,TRUE,0.026988,7.23775
OV1369-R2,ENSG00000113811,SELENOK,TRUE,8.16006,306.095
OV1369-R2,ENSG00000160991,ORAI2,TRUE,0,0
OV1369-R2,ENSG00000100197,CYP2D6,TRUE,0,0
OV1369-R2,ENSG00000183662,FAM19A1,TRUE,0,0
OV1369-R2,ENSG00000092108,SCFD1,TRUE,0.0686856,1.28594
OV1369-R2,ENSG00000143409,MINDY1,TRUE,0.425067,62.0257
OV1369-R2,ENSG00000155368,DBI,TRUE,1.03338,35.2607
OV1369-R2,ENSG00000184983,NDUFA6,TRUE,27.2995,1455.87
OV1369-R2,ENSG00000109572,CLCN3,TRUE,2.18016,701.235
OV1369-R2,ENSG00000204842,ATXN2,TRUE,0.000127918,0.034374
OV1369-R2,ENSG00000162367,TAL1,TRUE,0,0
OV1369-R2,ENSG00000137509,PRCP,TRUE,0.0878075,2.02604
OV1369-R2,ENSG00000143434,SEMA6C,TRUE,0.0959681,10.083
OV1369-R2,ENSG00000105983,LMBR1,TRUE,5.9311,1602.62
OV1369-R2,ENSG00000168056,LTBP3,TRUE,0,0
OV1369-R2,ENSG00000181322,NME9,TRUE,0,0
OV1369-R2,ENSG00000182793,GSTA5,TRUE,0,0
OV1369-R2,ENSG00000183955,KMT5A,TRUE,0,0
OV1369-R2,ENSG00000087460,GNAS,TRUE,0,0
OV1369-R2,ENSG00000137101,CD72,TRUE,0.0305258,2.25239
OV1369-R2,ENSG00000055609,KMT2C,TRUE,0.632279388,627.118209
OV1369-R2,ENSG00000112761,WISP3,TRUE,0.1148131,9.01158
OV1369-R2,ENSG00000150990,DHX37,TRUE,3.66517,951.772
OV1369-R2,ENSG00000198001,IRAK4,TRUE,0,0
OV1369-R2,ENSG00000187867,PALM3,TRUE,0,0
OV1369-R2,ENSG00000083857,FAT1,TRUE,0.0659009,57.1176
OV1369-R2,ENSG00000136997,MYC,TRUE,18.6457,1310.38
OV1369-R2,ENSG00000188120,DAZ1,TRUE,0,0
OV1369-R2,ENSG00000067225,PKM,TRUE,2.259803,275.952
OV1369-R2,ENSG00000169488,OR4K15,TRUE,0,0
OV1369-R2,ENSG00000091129,NRCAM,TRUE,1.2213471,208.30414
OV1369-R2,ENSG00000122034,GTF3A,TRUE,11.5057,625.912
OV1369-R2,ENSG00000143799,PARP1,TRUE,74.8098,1312.96
OV1369-R2,ENSG00000128564,VGF,TRUE,0,0
OV1369-R2,ENSG00000080845,DLGAP4,TRUE,0,0
OV1369-R2,ENSG00000116785,CFHR3,TRUE,0.0395636,3.00865
OV1369-R2,ENSG00000089101,CFAP61,TRUE,0,0
OV1369-R2,ENSG00000132600,PRMT7,TRUE,7.50698,178.999
OV1369-R2,ENSG00000112394,SLC16A10,TRUE,0.205933,12.8315
OV1369-R2,ENSG00000124313,IQSEC2,TRUE,0,0
OV1369-R2,ENSG00000182070,OR52A1,TRUE,0,0
OV1369-R2,ENSG00000082175,PGR,TRUE,0,0
OV1369-R2,ENSG00000091157,WDR7,TRUE,0.0294025,8.87141
OV1369-R2,ENSG00000197128,ZNF772,TRUE,0,0
OV1369-R2,ENSG00000251247,ZNF345,TRUE,0,0
OV1369-R2,ENSG00000005108,THSD7A,TRUE,0,0
OV1369-R2,ENSG00000070081,NUCB2,TRUE,4.03462,284.504
OV1369-R2,ENSG00000114902,SPCS1,TRUE,139.525,5383.14
OV1369-R2,ENSG00000133226,SRRM1,TRUE,0,0
OV1369-R2,ENSG00000177807,KCNJ10,TRUE,0,0
OV1369-R2,ENSG00000197013,ZNF429,TRUE,0,0
OV1369-R2,ENSG00000100612,DHRS7,TRUE,0,0
OV1369-R2,ENSG00000085741,WNT11,TRUE,0,0
OV1369-R2,ENSG00000142733,MAP3K6,TRUE,0,0
OV1369-R2,ENSG00000019991,HGF,TRUE,0.107253,36.0535
OV1369-R2,ENSG00000239521,CASTOR3,TRUE,0.528093,79.8542
OV1369-R2,ENSG00000100416,TRMU,TRUE,0,0
OV1369-R2,ENSG00000078070,MCCC1,TRUE,0,0
OV1369-R2,ENSG00000176945,MUC20,TRUE,0.0336524,3.46768
OV1369-R2,ENSG00000141506,PIK3R5,TRUE,0,0
OV1369-R2,ENSG00000119383,PTPA,TRUE,0,0
OV1369-R2,ENSG00000188554,NBR1,TRUE,0,0
OV1369-R2,ENSG00000134248,LAMTOR5,TRUE,0,0
OV1369-R2,ENSG00000132128,LRRC41,TRUE,0,0
OV1369-R2,ENSG00000273540,AGBL1,TRUE,0,0
OV1369-R2,ENSG00000114331,ACAP2,TRUE,1.06805,192.053
OV1369-R2,ENSG00000160789,LMNA,TRUE,0.82152,32.4774
OV1369-R2,ENSG00000185499,MUC1,TRUE,1.88480000016529,446.854000016246
OV1369-R2,ENSG00000197980,LEKR1,TRUE,0,0
OV1369-R2,ENSG00000248920,USP17L19,TRUE,0,0
OV1369-R2,ENSG00000198843,SELENOT,TRUE,0.0849036,16.6858
OV1369-R2,ENSG00000187170,LCE4A,TRUE,0,0
OV1369-R2,ENSG00000169855,ROBO1,TRUE,0,0
OV1369-R2,ENSG00000122482,ZNF644,TRUE,0.145841,16.2422
OV1369-R2,ENSG00000185532,PRKG1,TRUE,0,0
OV1369-R2,ENSG00000196576,PLXNB2,TRUE,2.060301,381.8565
OV1369-R2,ENSG00000156171,DRAM2,TRUE,3.84902,141.636
OV1369-R2,ENSG00000100697,DICER1,TRUE,0.099906,2.42378
OV1369-R2,ENSG00000134255,CEPT1,TRUE,0,0
OV1369-R2,ENSG00000137462,TLR2,TRUE,2.39105e-06,0.000360134
OV1369-R2,ENSG00000205336,ADGRG1,TRUE,0,0
OV1369-R2,ENSG00000164112,TMEM155,TRUE,0,0
OV1369-R2,ENSG00000138642,HERC6,TRUE,0,0
OV1369-R2,ENSG00000074527,NTN4,TRUE,0.279122,2
OV1369-R2,ENSG00000003402,CFLAR,TRUE,0,0
OV1369-R2,ENSG00000250844,USP17L18,TRUE,0,0
OV1369-R2,ENSG00000135108,FBXO21,TRUE,7.65911,1801.27
OV1369-R2,ENSG00000182257,PRR34,TRUE,1.03478,162.071
OV1369-R2,ENSG00000117450,PRDX1,TRUE,11.0891,229.023
OV1369-R2,ENSG00000142961,MOB3C,TRUE,0,0
OV1369-R2,ENSG00000135272,MDFIC,TRUE,13.90694,1655.528
OV1369-R2,ENSG00000131504,DIAPH1,TRUE,0.4034533,134.379
OV1369-R2,ENSG00000136848,DAB2IP,TRUE,0.441175,131.434
OV1369-R2,ENSG00000198626,RYR2,TRUE,0.00229308,2
OV1369-R2,ENSG00000128881,TTBK2,TRUE,0,0
OV1369-R2,ENSG00000117013,KCNQ4,TRUE,0.673332,164.72
OV1369-R2,ENSG00000132170,PPARG,TRUE,0,0
OV1369-R2,ENSG00000133657,ATP13A3,TRUE,3.8294007,77.90693
OV1369-R2,ENSG00000155363,MOV10,TRUE,1.00241,13.1816
OV1369-R2,ENSG00000169208,OR10G3,TRUE,0,0
OV1369-R2,ENSG00000163964,PIGX,TRUE,20.196,713.143
OV1369-R2,ENSG00000284862,CCDC39,TRUE,0,0
OV1369-R2,ENSG00000167371,PRRT2,TRUE,0.040491,5.37148
OV1369-R2,ENSG00000116991,SIPA1L2,TRUE,8.80234e-06,0.00333531
OV1369-R2,ENSG00000179889,PDXDC1,TRUE,1.28045,70.7984
OV1369-R2,ENSG00000081479,LRP2,TRUE,0.00107624,1
OV1369-R2,ENSG00000114861,FOXP1,TRUE,0.702151,14.7089
OV1369-R2,ENSG00000084207,GSTP1,TRUE,3091.69,102552
OV1369-R2,ENSG00000108641,B9D1,TRUE,0.398811,9.95075
OV1369-R2,ENSG00000081692,JMJD4,TRUE,0.7122414,101.99534
OV1369-R2,ENSG00000162434,JAK1,TRUE,0.730491,15
OV1369-R2,ENSG00000175707,KDF1,TRUE,0,0
OV1369-R2,ENSG00000168779,SHOX2,TRUE,1.49414,118.155
OV1369-R2,ENSG00000249104,USP17L17,TRUE,0,0
OV1369-R2,ENSG00000111490,TBC1D30,TRUE,0.0707729,1.37905
OV1369-R2,ENSG00000273136,NBPF26,TRUE,1.32309,194.56
OV1369-R2,ENSG00000211452,DIO1,TRUE,0,0
OV1369-R2,ENSG00000170439,METTL7B,TRUE,0,0
OV1369-R2,ENSG00000285437,POLR2J3,TRUE,0,0
OV1369-R2,ENSG00000105808,RASA4,TRUE,0.635336,11.3694
OV1369-R2,ENSG00000179695,OR6C2,TRUE,0,0
OV1369-R2,ENSG00000091831,ESR1,TRUE,0,0
OV1369-R2,ENSG00000177879,AP3S1,TRUE,2.01903,36.8475
OV1369-R2,ENSG00000160310,PRMT2,TRUE,0,0
OV1369-R2,ENSG00000279000,OR10A6,TRUE,0,0
OV1369-R2,ENSG00000144369,FAM171B,TRUE,0,0
OV1369-R2,ENSG00000180957,PITPNB,TRUE,0,0
OV1369-R2,ENSG00000139970,RTN1,TRUE,0.00864949,1.26727
OV1369-R2,ENSG00000172489,OR5T3,TRUE,0,0
OV1369-R2,ENSG00000171130,ATP6V0E2,TRUE,0.168362,25.4683
OV1369-R2,ENSG00000144381,HSPD1,TRUE,1.94153,35.6639
OV1369-R2,ENSG00000164850,GPER1,TRUE,0.0315082,3.21675
OV1369-R2,ENSG00000076944,STXBP2,TRUE,0.502465,30.0233
OV1369-R2,ENSG00000164946,FREM1,TRUE,0,0
OV1369-R2,ENSG00000142408,CACNG8,TRUE,0,0
OV1369-R2,ENSG00000021826,CPS1,TRUE,1.075051,30.81909
OV1369-R2,ENSG00000119673,ACOT2,TRUE,0,0
OV1369-R2,ENSG00000169432,SCN9A,TRUE,0,0
OV1369-R2,ENSG00000119844,AFTPH,TRUE,0.127585,10.1803
OV1369-R2,ENSG00000198814,GK,TRUE,0,0
OV1369-R2,ENSG00000125844,RRBP1,TRUE,0,0
OV1369-R2,ENSG00000118492,ADGB,TRUE,0,0
OV1369-R2,ENSG00000196166,C8orf86,TRUE,0,0
OV1369-R2,ENSG00000105220,GPI,TRUE,19.1845,4575.68
OV1369-R2,ENSG00000119608,PROX2,TRUE,0.0105901,2
OV1369-R2,ENSG00000266714,MYO15B,TRUE,0.206964,2
OV1369-R2,ENSG00000182973,CNOT10,TRUE,0,0
OV1369-R2,ENSG00000145191,EIF2B5,TRUE,44.803812,6550.70808
OV1369-R2,ENSG00000187510,PLEKHG7,TRUE,0,0
OV1369-R2,ENSG00000090534,THPO,TRUE,0.171452,17.0451
OV1369-R2,ENSG00000088280,ASAP3,TRUE,0,0
OV1369-R2,ENSG00000154175,ABI3BP,TRUE,0,0
OV1369-R2,ENSG00000144357,UBR3,TRUE,1.73269e-07,8.00377e-05
OV1369-R2,ENSG00000204478,PRAMEF20,TRUE,0,0
OV1369-R2,ENSG00000151503,NCAPD3,TRUE,0.246252,5.44983
OV1369-R2,ENSG00000049283,EPN3,TRUE,0,0
OV1369-R2,ENSG00000004866,ST7,TRUE,0,0
OV1369-R2,ENSG00000138685,FGF2,TRUE,7.77241,316.051
OV1369-R2,ENSG00000175105,ZNF654,TRUE,0,0
OV1369-R2,ENSG00000134200,TSHB,TRUE,0,0
OV1369-R2,ENSG00000157766,ACAN,TRUE,0,0
OV1369-R2,ENSG00000114656,KIAA1257,TRUE,0,0
OV1369-R2,ENSG00000197706,OR6C74,TRUE,0,0
OV1369-R2,ENSG00000185345,PRKN,TRUE,0,0
OV1369-R2,ENSG00000005075,POLR2J,TRUE,5.61496,200.608
OV1369-R2,ENSG00000081019,RSBN1,TRUE,0.179405,26.8828
OV1369-R2,ENSG00000118655,DCLRE1B,TRUE,4.88186,1090.63
OV1369-R2,ENSG00000143469,SYT14,TRUE,0.376635,37.5557
OV1369-R2,ENSG00000183291,SELENOF,TRUE,0.0939876,8.95268
OV1369-R2,ENSG00000144730,IL17RD,TRUE,0,0
OV1369-R2,ENSG00000119402,FBXW2,TRUE,2.625039,131.76311
OV1369-R2,ENSG00000138398,PPIG,TRUE,0.956071,19.4615
OV1369-R2,ENSG00000162601,MYSM1,TRUE,0.087074,1.95235
OV1369-R2,ENSG00000086015,MAST2,TRUE,2.65759,610.63
OV1369-R2,ENSG00000156738,MS4A1,TRUE,0,0
OV1369-R2,ENSG00000109618,SEPSECS,TRUE,0.133467,3.0005
OV1369-R2,ENSG00000134108,ARL8B,TRUE,10.1676,1691.64
OV1369-R2,ENSG00000168944,CEP120,TRUE,0.526366,12.3631
OV1369-R2,ENSG00000139364,TMEM132B,TRUE,0.0448328,1
OV1369-R2,ENSG00000100284,TOM1,TRUE,0,0
OV1369-R2,ENSG00000106290,TAF6,TRUE,2.15202,35.2679
OV1369-R2,ENSG00000186513,OR9Q2,TRUE,0,0
OV1369-R2,ENSG00000197887,OR1S2,TRUE,0,0
OV1369-R2,ENSG00000280204,OR1S1,TRUE,0,0
OV1369-R2,ENSG00000172769,OR5B3,TRUE,0,0
OV1369-R2,ENSG00000211448,DIO2,TRUE,0,0
OV1369-R2,ENSG00000138767,CNOT6L,TRUE,0,0
OV1369-R2,ENSG00000142224,IL19,TRUE,0,0
OV1369-R2,ENSG00000112077,RHAG,TRUE,0,0
OV1369-R2,ENSG00000182346,DAOA,TRUE,0,0
OV1369-R2,ENSG00000164093,PITX2,TRUE,5.07771e-07,6.43708e-05
OV1369-R2,ENSG00000094631,HDAC6,TRUE,0,0
OV1369-R2,ENSG00000110367,DDX6,TRUE,0,0
OV1369-R2,ENSG00000173588,CEP83,TRUE,0,0
OV1369-R2,ENSG00000204644,ZFP57,TRUE,0,0
OV1369-R2,ENSG00000205765,C5orf51,TRUE,0,0
OV1369-R2,ENSG00000198832,SELENOM,TRUE,0,0
OV1369-R2,ENSG00000170923,OR7G2,TRUE,0,0
OV1369-R2,ENSG00000162897,FCAMR,TRUE,0.0667595,2.78611
OV1369-R2,ENSG00000185245,GP1BA,TRUE,0,0
OV1369-R2,ENSG00000197535,MYO5A,TRUE,8.89747e-06,0.00636873
OV1369-R2,ENSG00000171763,SPATA5L1,TRUE,0,0
OV1369-R2,ENSG00000138193,PLCE1,TRUE,0.0500868,1.44992
OV1369-R2,ENSG00000144935,TRPC1,TRUE,0,0
OV1369-R2,ENSG00000127603,MACF1,TRUE,0,0
OV1369-R2,ENSG00000165606,DRGX,TRUE,0,0
OV1369-R2,ENSG00000197381,ADARB1,TRUE,0.071541,0.140251
OV1369-R2,ENSG00000008294,SPAG9,TRUE,0,0
OV1369-R2,ENSG00000162409,PRKAA2,TRUE,0,0
OV1369-R2,ENSG00000153904,DDAH1,TRUE,2.753718,609.575
OV1369-R2,ENSG00000130045,NXNL2,TRUE,1.86108,116.295
OV1369-R2,ENSG00000142867,BCL10,TRUE,6.88379,1078.98
OV1369-R2,ENSG00000188986,NELFB,TRUE,48.9959,4964.24
OV1369-R2,ENSG00000101104,PABPC1L,TRUE,0,0
OV1369-R2,ENSG00000168610,STAT3,TRUE,0.115136,2.65661
OV1369-R2,ENSG00000197363,ZNF517,TRUE,0,0
OV1369-R2,ENSG00000242802,AP5Z1,TRUE,11.225,1814.17
OV1369-R2,ENSG00000143669,LYST,TRUE,0.111228,84.6762
OV1369-R2,ENSG00000102575,ACP5,TRUE,0.346353,25
OV1369-R2,ENSG00000186174,BCL9L,TRUE,5.21212,132.623
OV1369-R2,ENSG00000196352,CD55,TRUE,4.75571e-07,4.69403e-05
OV1369-R2,ENSG00000198836,OPA1,TRUE,0.224819,82.3119
OV1369-R2,ENSG00000278198,AC011043.2,TRUE,0.0196328,1.5
OV1369-R2,ENSG00000160710,ADAR,TRUE,2.91003,64.9085
OV1369-R2,ENSG00000140265,ZSCAN29,TRUE,2.23295,61.061
OV1369-R2,ENSG00000233136,USP17L11,TRUE,0,0
OV1369-R2,ENSG00000159450,TCHH,TRUE,0.00751075,3
OV1369-R2,ENSG00000186094,AGBL4,TRUE,0,0
OV1369-R2,ENSG00000125629,INSIG2,TRUE,0,0
OV1369-R2,ENSG00000105048,TNNT1,TRUE,0,0
OV1369-R2,ENSG00000125107,CNOT1,TRUE,0,0
OV1369-R2,ENSG00000157168,NRG1,TRUE,0,0
OV1369-R2,ENSG00000173157,ADAMTS20,TRUE,0,0
OV1369-R2,ENSG00000107669,ATE1,TRUE,2.3338987,73.73421
OV1369-R2,ENSG00000166529,ZSCAN21,TRUE,0.305429,30.6371
OV1369-R2,ENSG00000204514,ZNF814,TRUE,0,0
OV1369-R2,ENSG00000146555,SDK1,TRUE,0,0
OV1369-R2,ENSG00000276231,PIK3R6,TRUE,0.356263,44.1046
OV1369-R2,ENSG00000165060,FXN,TRUE,0.0930753,33.221045
OV1369-R2,ENSG00000033122,LRRC7,TRUE,0,0
OV1369-R2,ENSG00000169085,VXN,TRUE,0.272384,1
OV1369-R2,ENSG00000132000,PODNL1,TRUE,0,0
OV1369-R2,ENSG00000179532,DNHD1,TRUE,0.28645723381,6.78110498
OV1369-R2,ENSG00000198601,OR2M2,TRUE,0,0
OV1369-R2,ENSG00000092051,JPH4,TRUE,0.0213311,4.1934
OV1369-R2,ENSG00000172782,FADS6,TRUE,0,0
OV1369-R2,ENSG00000145348,TBCK,TRUE,0.567423,107.262
OV1369-R2,ENSG00000162105,SHANK2,TRUE,4.932261,1279.56473
OV1369-R2,ENSG00000172742,OR4D9,TRUE,0,0
OV1369-R2,ENSG00000147050,KDM6A,TRUE,0,0
OV1369-R2,ENSG00000240720,LRRD1,TRUE,0,0
OV1369-R2,ENSG00000089094,KDM2B,TRUE,0,0
OV1369-R2,ENSG00000132670,PTPRA,TRUE,0.48759,100.115
OV1369-R2,ENSG00000135390,ATP5MC2,TRUE,338.294,9752.76
OV1369-R2,ENSG00000249853,HS3ST5,TRUE,0.0117328,1.78669
OV1369-R2,ENSG00000185527,PDE6G,TRUE,0,0
OV1369-R2,ENSG00000170852,KBTBD2,TRUE,0,0
OV1369-R2,ENSG00000049130,KITLG,TRUE,0.183461,15.9152
OV1369-R2,ENSG00000080802,CNOT4,TRUE,2.60511e-10,3.73475e-08
OV1369-R2,ENSG00000139436,GIT2,TRUE,1.13475,351.153
OV1369-R2,ENSG00000125089,SH3TC1,TRUE,0,0
OV1369-R2,ENSG00000267680,ZNF224,TRUE,0.0671457,1.45436
OV1369-R2,ENSG00000149428,HYOU1,TRUE,4.15081,342.064
OV1369-R2,ENSG00000172377,OR9I1,TRUE,0,0
OV1369-R2,ENSG00000103018,CYB5B,TRUE,0.934225,231.933
OV1369-R2,ENSG00000130695,CEP85,TRUE,2.74135,541.844
OV1369-R2,ENSG00000139433,GLTP,TRUE,0.315422,14.7393
OV1369-R2,ENSG00000204387,C6orf48,TRUE,0.453579,14.2631
OV1369-R2,ENSG00000151332,MBIP,TRUE,0,0
OV1369-R2,ENSG00000150991,UBC,TRUE,1.81501,57.722
OV1369-R2,ENSG00000225940,C5orf67,TRUE,0.0289038,1
OV1369-R2,ENSG00000198046,ZNF667,TRUE,0.394415,72.2824
OV1369-R2,ENSG00000179477,ALOX12B,TRUE,0.0580166,8
OV1369-R2,ENSG00000197849,OR8G1,TRUE,0,0
OV1369-R2,ENSG00000116337,AMPD2,TRUE,0.227018,40.9565
OV1369-R2,ENSG00000197938,OR5H2,TRUE,0,0
OV1369-R2,ENSG00000257315,ZBED6,TRUE,0.0448022,20.77
OV1369-R2,ENSG00000164393,ADGRF2,TRUE,0.0245774,6.88649
OV1369-R2,ENSG00000165795,NDRG2,TRUE,0,0
OV1369-R2,ENSG00000196248,OR10S1,TRUE,0,0
OV1369-R2,ENSG00000155657,TTN,TRUE,0,0
OV1369-R2,ENSG00000100888,CHD8,TRUE,4.4614,2134.6
OV1369-R2,ENSG00000176230,OR4K17,TRUE,0,0
OV1369-R2,ENSG00000224940,PRRT4,TRUE,0,0
OV1369-R2,ENSG00000188558,OR2G6,TRUE,0,0
OV1369-R2,ENSG00000279301,OR2T11,TRUE,0,0
OV1369-R2,ENSG00000177151,OR2T35,TRUE,0,0
OV1369-R2,ENSG00000187701,OR2T27,TRUE,0,0
OV1369-R2,ENSG00000185483,ROR1,TRUE,0.500121,154.021
OV1369-R2,ENSG00000232399,USP17L13,TRUE,0,0
OV1369-R2,ENSG00000267534,S1PR2,TRUE,0.00643404,1.30119
OV1369-R2,ENSG00000178922,HYI,TRUE,6.38665e-05,0.0041086
OV1369-R2,ENSG00000075415,SLC25A3,TRUE,0,0
OV1369-R2,ENSG00000110911,SLC11A2,TRUE,0.0675616956,15.37916156
OV1369-R2,ENSG00000143450,OAZ3,TRUE,0,0
OV1369-R2,ENSG00000134258,VTCN1,TRUE,0.0220283,0.505652
OV1369-R2,ENSG00000068903,SIRT2,TRUE,0.126802,7.44094
OV1369-R2,ENSG00000283374,TXNRD3NB,TRUE,0.0464392,2.62571
OV1369-R2,ENSG00000206483,TXNRD3NB,TRUE,0,0
OV1369-R2,ENSG00000151611,MMAA,TRUE,0.200909,82.2556
OV1369-R2,ENSG00000154734,ADAMTS1,TRUE,4.00698e-05,0.000538019
OV1369-R2,ENSG00000100596,SPTLC2,TRUE,0,0
OV1369-R2,ENSG00000131778,CHD1L,TRUE,0,0
OV1369-R2,ENSG00000213865,C8orf44,TRUE,0.823303,80.8707
OV1369-R2,ENSG00000103495,MAZ,TRUE,0,0
OV1369-R2,ENSG00000145103,ILDR1,TRUE,0,0
OV1369-R2,ENSG00000135932,CAB39,TRUE,0.991238,84.6343
OV1369-R2,ENSG00000095787,WAC,TRUE,0,0
OV1369-R2,ENSG00000021645,NRXN3,TRUE,0.0169808,2.3718
OV1369-R2,ENSG00000163531,NFASC,TRUE,0,0
OV1369-R2,ENSG00000120332,TNN,TRUE,0,0
OV1369-R2,ENSG00000198104,OR2T6,TRUE,0,0
OV1369-R2,ENSG00000177462,OR2T8,TRUE,0,0
OV1369-R2,ENSG00000197734,C14orf178,TRUE,0,0
OV1369-R2,ENSG00000136367,ZFHX2,TRUE,0,0
OV1369-R2,ENSG00000134769,DTNA,TRUE,0.0616401,1.47344
OV1369-R2,ENSG00000188676,IDO2,TRUE,0,0
