cell_line,gene_id,symbol,primary_assembly,tpm_restored,counts_restored
OV2085,ENSG00000183208,GDPGP1,TRUE,0.119439,2.84811
OV2085,ENSG00000272949,AC093668.2,TRUE,0,0
OV2085,ENSG00000172046,USP19,TRUE,3.670880854359,485.53687127
OV2085,ENSG00000183495,EP400,TRUE,0,0
OV2085,ENSG00000136631,VPS45,TRUE,1.31475,253.616
OV2085,ENSG00000197147,LRRC8B,TRUE,0,0
OV2085,ENSG00000153250,RBMS1,TRUE,2.53632,675.249
OV2085,ENSG00000109654,TRIM2,TRUE,0.826292,22
OV2085,ENSG00000155906,RMND1,TRUE,4.5718,565.931
OV2085,ENSG00000173898,SPTBN2,TRUE,0,0
OV2085,ENSG00000084093,REST,TRUE,0.0489793,1
OV2085,ENSG00000182963,GJC1,TRUE,0.21936,121.041
OV2085,ENSG00000114455,HHLA2,TRUE,0,0
OV2085,ENSG00000205085,FAM71F2,TRUE,0,0
OV2085,ENSG00000113240,CLK4,TRUE,0,0
OV2085,ENSG00000163931,TKT,TRUE,0.535846,69.3047
OV2085,ENSG00000205944,DAZ2,TRUE,0,0
OV2085,ENSG00000182774,RPS17,TRUE,1072.83,32739.2
OV2085,ENSG00000174527,MYO1H,TRUE,0.00726172,2.18962
OV2085,ENSG00000085185,BCORL1,TRUE,2.32237,939.132
OV2085,ENSG00000161010,MRNIP,TRUE,0,0
OV2085,ENSG00000125046,SSUH2,TRUE,0,0
OV2085,ENSG00000185803,SLC52A2,TRUE,28.069,4172.47
OV2085,ENSG00000138942,RNF185,TRUE,0.117889,27.3208
OV2085,ENSG00000127022,CANX,TRUE,1.3514334,35.94789
OV2085,ENSG00000197763,TXNRD3,TRUE,1.99572,258.269
OV2085,ENSG00000233412,OR5H15,TRUE,0,0
OV2085,ENSG00000076864,RAP1GAP,TRUE,0.652889,164.303
OV2085,ENSG00000050628,PTGER3,TRUE,0,0
OV2085,ENSG00000187527,ATP13A5,TRUE,0,0
OV2085,ENSG00000136869,TLR4,TRUE,0,0
OV2085,ENSG00000244038,DDOST,TRUE,12.7109,1783.19
OV2085,ENSG00000147677,EIF3H,TRUE,108.106,8654.43
OV2085,ENSG00000132613,MTSS1L,TRUE,0.231816,35.3001
OV2085,ENSG00000159023,EPB41,TRUE,3.7826,1588.13
OV2085,ENSG00000161970,RPL26,TRUE,1227.34,36546.1
OV2085,ENSG00000110330,BIRC2,TRUE,0,0
OV2085,ENSG00000110171,TRIM3,TRUE,0,0
OV2085,ENSG00000197283,SYNGAP1,TRUE,0,0
OV2085,ENSG00000204610,TRIM15,TRUE,0,0
OV2085,ENSG00000117523,PRRC2C,TRUE,0.0576953,7.41091
OV2085,ENSG00000221890,NPTXR,TRUE,0,0
OV2085,ENSG00000154545,MAGED4,TRUE,0.0465703,8.39072
OV2085,ENSG00000140400,MAN2C1,TRUE,0,0
OV2085,ENSG00000126524,SBDS,TRUE,0.0977014,5.56581
OV2085,ENSG00000185811,IKZF1,TRUE,0,0
OV2085,ENSG00000064692,SNCAIP,TRUE,0,0
OV2085,ENSG00000143183,TMCO1,TRUE,22.322,2911.84
OV2085,ENSG00000006530,AGK,TRUE,2.36644,641.931
OV2085,ENSG00000187554,TLR5,TRUE,0.109314,25.4871
OV2085,ENSG00000270647,TAF15,TRUE,0,0
OV2085,ENSG00000160949,TONSL,TRUE,0.0212513,2.40577
OV2085,ENSG00000154305,MIA3,TRUE,0.61445,83.7906
OV2085,ENSG00000221836,OR2A5,TRUE,0,0
OV2085,ENSG00000146530,VWDE,TRUE,0.00127379,0.425839
OV2085,ENSG00000009413,REV3L,TRUE,0,0
OV2085,ENSG00000055118,KCNH2,TRUE,0,0
OV2085,ENSG00000167178,ISLR2,TRUE,0,0
OV2085,ENSG00000168303,MPLKIP,TRUE,107.994,6056.26
OV2085,ENSG00000204694,OR11A1,TRUE,0.00247707,0.375
OV2085,ENSG00000157106,SMG1,TRUE,0,0
OV2085,ENSG00000112592,TBP,TRUE,0,0
OV2085,ENSG00000183246,RIMBP3C,TRUE,0,0
OV2085,ENSG00000243729,OR5V1,TRUE,0,0
OV2085,ENSG00000161905,ALOX15,TRUE,0.00681228,0.186793
OV2085,ENSG00000149972,CNTN5,TRUE,0.0122486,5.03112
OV2085,ENSG00000138785,INTS12,TRUE,0,0
OV2085,ENSG00000188157,AGRN,TRUE,0.571188,26.58965
OV2085,ENSG00000228727,SAPCD1,TRUE,0.0760678,2.38865
OV2085,ENSG00000161057,PSMC2,TRUE,21.0987,1832.68
OV2085,ENSG00000258890,CEP95,TRUE,0,0
OV2085,ENSG00000285043,AC093512.2,TRUE,0.0546771,8.97743
OV2085,ENSG00000149474,KAT14,TRUE,1.334838,28.66574
OV2085,ENSG00000108654,DDX5,TRUE,1.2208932,44.89504
OV2085,ENSG00000108604,SMARCD2,TRUE,1.88583e-08,3.01261e-06
OV2085,ENSG00000188878,FBF1,TRUE,0.0783189,18.898
OV2085,ENSG00000176798,OR51L1,TRUE,0,0
OV2085,ENSG00000117090,SLAMF1,TRUE,0,0
OV2085,ENSG00000159921,GNE,TRUE,0.87862,154.858
OV2085,ENSG00000173402,DAG1,TRUE,0.621143,17.4437
OV2085,ENSG00000144010,TRIM43B,TRUE,0,0
OV2085,ENSG00000107863,ARHGAP21,TRUE,0,0
OV2085,ENSG00000174914,OR9G1,TRUE,0,0
OV2085,ENSG00000103222,ABCC1,TRUE,0.191334,7.94325
OV2085,ENSG00000065060,UHRF1BP1,TRUE,0.367464,122.983
OV2085,ENSG00000117602,RCAN3,TRUE,0,0
OV2085,ENSG00000186440,OR6P1,TRUE,0,0
OV2085,ENSG00000180708,OR10K2,TRUE,0,0
OV2085,ENSG00000115904,SOS1,TRUE,0.199714,123.16
OV2085,ENSG00000131876,SNRPA1,TRUE,1.24842,32.962
OV2085,ENSG00000100883,SRP54,TRUE,0.346749,0.887161
OV2085,ENSG00000181927,OR4P4,TRUE,0,0
OV2085,ENSG00000141837,CACNA1A,TRUE,0.0418583,25.4819
OV2085,ENSG00000047365,ARAP2,TRUE,0.00608557,1.08475
OV2085,ENSG00000133835,HSD17B4,TRUE,0.574326,68.25342
OV2085,ENSG00000164398,ACSL6,TRUE,0.0241566,11.3613
OV2085,ENSG00000182613,OR2V2,TRUE,0,0
OV2085,ENSG00000077454,LRCH4,TRUE,0.591999,83.8831
OV2085,ENSG00000167992,VWCE,TRUE,0,0
OV2085,ENSG00000143570,SLC39A1,TRUE,11.2651,798.463
OV2085,ENSG00000161133,USP41,TRUE,0,0
OV2085,ENSG00000064012,CASP8,TRUE,0.0465557,3.78901
OV2085,ENSG00000163681,SLMAP,TRUE,0,0
OV2085,ENSG00000104055,TGM5,TRUE,0.0244818,4.21532
OV2085,ENSG00000182871,COL18A1,TRUE,25.8478,10047
OV2085,ENSG00000138756,BMP2K,TRUE,0.0724345,19.4077
OV2085,ENSG00000100380,ST13,TRUE,34.5181,1943.42
OV2085,ENSG00000130518,IQCN,TRUE,0,0
OV2085,ENSG00000111335,OAS2,TRUE,0,0
OV2085,ENSG00000115423,DNAH6,TRUE,0.00518551,4.78985
OV2085,ENSG00000156414,TDRD9,TRUE,0.0294402,7.11032
OV2085,ENSG00000221972,C3orf36,TRUE,0,0
OV2085,ENSG00000139304,PTPRQ,TRUE,0,0
OV2085,ENSG00000204385,SLC44A4,TRUE,0,0
OV2085,ENSG00000187109,NAP1L1,TRUE,6.1846,1948.59
OV2085,ENSG00000162399,BSND,TRUE,1.26541,461.62
OV2085,ENSG00000204983,PRSS1,TRUE,0,0
OV2085,ENSG00000160460,SPTBN4,TRUE,0.324181,203.971
OV2085,ENSG00000102034,ELF4,TRUE,0,0
OV2085,ENSG00000163635,ATXN7,TRUE,0.579314,285.451
OV2085,ENSG00000196588,MKL1,TRUE,1.5425149,305.02216
OV2085,ENSG00000205403,CFI,TRUE,0.0116313,1
OV2085,ENSG00000150967,ABCB9,TRUE,0,0
OV2085,ENSG00000116350,SRSF4,TRUE,0.426898,6.76402
OV2085,ENSG00000176946,THAP4,TRUE,0,0
OV2085,ENSG00000149260,CAPN5,TRUE,1.22549,382.127
OV2085,ENSG00000117593,DARS2,TRUE,20.3363,5000.36
OV2085,ENSG00000189144,ZNF573,TRUE,0,0
OV2085,ENSG00000221977,OR4E2,TRUE,0,0
OV2085,ENSG00000171102,OBP2B,TRUE,0,0
OV2085,ENSG00000113722,CDX1,TRUE,0,0
OV2085,ENSG00000104626,ERI1,TRUE,0,0
OV2085,ENSG00000138823,MTTP,TRUE,0,0
OV2085,ENSG00000162946,DISC1,TRUE,0,0
OV2085,ENSG00000108556,CHRNE,TRUE,0.742832,124.879
OV2085,ENSG00000135801,TAF5L,TRUE,0.000196383,0.0402948
OV2085,ENSG00000119139,TJP2,TRUE,0.0620883,18.1288
OV2085,ENSG00000114279,FGF12,TRUE,0.92888,25.4013
OV2085,ENSG00000133424,LARGE1,TRUE,0.0253657,0.666109
OV2085,ENSG00000019485,PRDM11,TRUE,8.59663,368.34
OV2085,ENSG00000196290,NIF3L1,TRUE,0.418285,24.262
OV2085,ENSG00000196772,OR14A16,TRUE,0,0
OV2085,ENSG00000142185,TRPM2,TRUE,0.609403,67.0037
OV2085,ENSG00000112530,PACRG,TRUE,0.504823,6.86852
OV2085,ENSG00000137745,MMP13,TRUE,0,0
OV2085,ENSG00000176605,C14orf177,TRUE,0.0122759,1
OV2085,ENSG00000171793,CTPS1,TRUE,29.702895,6584.80262
OV2085,ENSG00000169359,SLC33A1,TRUE,0.583398,389.991
OV2085,ENSG00000152939,MARVELD2,TRUE,1.41088,430.33
OV2085,ENSG00000138759,FRAS1,TRUE,0.0188253,0.531408
OV2085,ENSG00000137710,RDX,TRUE,0.313198,100.047
OV2085,ENSG00000185758,CLDN24,TRUE,0,0
OV2085,ENSG00000266028,SRGAP2,TRUE,5.88162,402.521
OV2085,ENSG00000175206,NPPA,TRUE,0.162364,7.99996
OV2085,ENSG00000134899,ERCC5,TRUE,3.11689,1137.142
OV2085,ENSG00000185024,BRF1,TRUE,0.051328,2.66196
OV2085,ENSG00000092931,MFSD11,TRUE,0.10082,5.33317
OV2085,ENSG00000168159,RNF187,TRUE,41.0579,1595.31
OV2085,ENSG00000279968,GVQW2,TRUE,0,0
OV2085,ENSG00000115084,SLC35F5,TRUE,1.24755,126.551
OV2085,ENSG00000158941,CCAR2,TRUE,0,0
OV2085,ENSG00000141338,ABCA8,TRUE,0,0
OV2085,ENSG00000251655,PRB1,TRUE,0,0
OV2085,ENSG00000119537,KDSR,TRUE,0.950589,370.266
OV2085,ENSG00000132953,XPO4,TRUE,0,0
OV2085,ENSG00000136531,SCN2A,TRUE,0,0
OV2085,ENSG00000146674,IGFBP3,TRUE,1.64432,252.947
OV2085,ENSG00000017483,SLC38A5,TRUE,0,0
OV2085,ENSG00000001084,GCLC,TRUE,3.13976,843.34
OV2085,ENSG00000156395,SORCS3,TRUE,0,0
OV2085,ENSG00000074803,SLC12A1,TRUE,0,0
OV2085,ENSG00000160613,PCSK7,TRUE,2.01485,469.476
OV2085,ENSG00000180185,FAHD1,TRUE,11.8485,503.292
OV2085,ENSG00000148053,NTRK2,TRUE,0,0
OV2085,ENSG00000167553,TUBA1C,TRUE,4.13209,272.699
OV2085,ENSG00000153208,MERTK,TRUE,0,0
OV2085,ENSG00000101353,MROH8,TRUE,0.00931416,2.17923
OV2085,ENSG00000138085,ATRAID,TRUE,59.383000208256,3396.0900165332
OV2085,ENSG00000188818,ZDHHC11,TRUE,0,0
OV2085,ENSG00000185985,SLITRK2,TRUE,0,0
OV2085,ENSG00000164692,COL1A2,TRUE,0,0
OV2085,ENSG00000105198,LGALS13,TRUE,0,0
OV2085,ENSG00000147138,GPR174,TRUE,0,0
OV2085,ENSG00000278023,RDM1,TRUE,0,0
OV2085,ENSG00000135976,ANKRD36,TRUE,0.1009553,15.9365
OV2085,ENSG00000123594,ATXN3L,TRUE,0,0
OV2085,ENSG00000241598,KRTAP5-4,TRUE,0,0
OV2085,ENSG00000132463,GRSF1,TRUE,0.870844,161.027
OV2085,ENSG00000158406,HIST1H4H,TRUE,1.76806,111.32
OV2085,ENSG00000198542,ITGBL1,TRUE,0,0
OV2085,ENSG00000170160,CCDC144A,TRUE,0,0
OV2085,ENSG00000184007,PTP4A2,TRUE,0.500758,15.6875
OV2085,ENSG00000089335,ZNF302,TRUE,0.143377,16.3372
OV2085,ENSG00000249459,ZNF286B,TRUE,0.307466221,10.616484
OV2085,ENSG00000187918,OR51I2,TRUE,0,0
OV2085,ENSG00000185594,SPATA8,TRUE,0,0
OV2085,ENSG00000204152,TIMM23B,TRUE,3.150694,223.63165
OV2085,ENSG00000170445,HARS,TRUE,94.1732,12277.6
OV2085,ENSG00000088247,KHSRP,TRUE,0.783098,118.378
OV2085,ENSG00000137166,FOXP4,TRUE,0,0
OV2085,ENSG00000274209,ANTXRL,TRUE,0,0
OV2085,ENSG00000141527,CARD14,TRUE,0,0
OV2085,ENSG00000140416,TPM1,TRUE,0.122696,2.75524
OV2085,ENSG00000181958,OR4A15,TRUE,0,0
OV2085,ENSG00000137648,TMPRSS4,TRUE,0.0256533,6.35517
OV2085,ENSG00000148120,C9orf3,TRUE,0.179063,27.8899
OV2085,ENSG00000284906,AC091057.6,TRUE,0.170063,23.3924
OV2085,ENSG00000270765,GAS2L2,TRUE,0,0
OV2085,ENSG00000221970,OR2A1,TRUE,0,0
OV2085,ENSG00000128512,DOCK4,TRUE,0.037994,8.71231
OV2085,ENSG00000108448,TRIM16L,TRUE,16.3578,2177.4
OV2085,ENSG00000174876,AMY1B,TRUE,0,0
OV2085,ENSG00000070182,SPTB,TRUE,0.0492472,24
OV2085,ENSG00000162747,FCGR3B,TRUE,0,0
OV2085,ENSG00000092096,SLC22A17,TRUE,0.238239,24.3256
OV2085,ENSG00000135372,NAT10,TRUE,0,0
OV2085,ENSG00000095564,BTAF1,TRUE,0.373758,186.82
OV2085,ENSG00000140564,FURIN,TRUE,0,0
OV2085,ENSG00000198947,DMD,TRUE,0,0
OV2085,ENSG00000186493,C5orf38,TRUE,0,0
OV2085,ENSG00000269556,TMEM185A,TRUE,0,0
OV2085,ENSG00000152556,PFKM,TRUE,0,0
OV2085,ENSG00000188243,COMMD6,TRUE,0,0
OV2085,ENSG00000206140,TMEM191C,TRUE,0,0
OV2085,ENSG00000166682,TMPRSS5,TRUE,0.245709,36.052
OV2085,ENSG00000170892,TSEN34,TRUE,4.53231,224.657
OV2085,ENSG00000166507,NDST2,TRUE,0.105823,17.7353
OV2085,ENSG00000181785,OR5AS1,TRUE,0,0
OV2085,ENSG00000183092,BEGAIN,TRUE,0.117156,22.2007
OV2085,ENSG00000111913,RIPOR2,TRUE,0.131107,53.309
OV2085,ENSG00000215114,UBXN2B,TRUE,0,0
OV2085,ENSG00000114062,UBE3A,TRUE,6.2134357,2264.6622
OV2085,ENSG00000206531,CD200R1L,TRUE,0.119164,5
OV2085,ENSG00000144674,GOLGA4,TRUE,0,0
OV2085,ENSG00000154114,TBCEL,TRUE,1.79539,49.2297
OV2085,ENSG00000172320,OR5A1,TRUE,0,0
OV2085,ENSG00000154710,RABGEF1,TRUE,5.10128,1561.21
OV2085,ENSG00000054118,THRAP3,TRUE,1.83893,27.5032
OV2085,ENSG00000099721,AMELY,TRUE,0,0
OV2085,ENSG00000283597,FAM169B,TRUE,0,0
OV2085,ENSG00000283473,FAM240A,TRUE,0.0287906,3.5
OV2085,ENSG00000127515,OR7A10,TRUE,0,0
OV2085,ENSG00000178950,GAK,TRUE,0,0
OV2085,ENSG00000172379,ARNT2,TRUE,0,0
OV2085,ENSG00000112855,HARS2,TRUE,10.2775,1735.37
OV2085,ENSG00000100201,DDX17,TRUE,0,0
OV2085,ENSG00000102935,ZNF423,TRUE,0.453281,147.411
OV2085,ENSG00000101310,SEC23B,TRUE,9.13986,2232.46
OV2085,ENSG00000101849,TBL1X,TRUE,1.19422,502.63
OV2085,ENSG00000188171,ZNF626,TRUE,0,0
OV2085,ENSG00000095397,WHRN,TRUE,0.106628,24.4191
OV2085,ENSG00000107404,DVL1,TRUE,0.125824,19.4113
OV2085,ENSG00000241489,AC244197.3,TRUE,0.0314549,1.3012
OV2085,ENSG00000172188,OR4C11,TRUE,0,0
OV2085,ENSG00000222047,C10orf55,TRUE,0,0
OV2085,ENSG00000144285,SCN1A,TRUE,0,0
OV2085,ENSG00000121579,NAA50,TRUE,5.08666,1157
OV2085,ENSG00000043462,LCP2,TRUE,0.0120776,2
OV2085,ENSG00000186577,SMIM29,TRUE,0,0
OV2085,ENSG00000196811,CHRNG,TRUE,0.0130013,2
OV2085,ENSG00000185674,LYG2,TRUE,0,0
OV2085,ENSG00000273045,C2orf15,TRUE,1.08378,119.001
OV2085,ENSG00000118363,SPCS2,TRUE,0.0867675,16.2303
OV2085,ENSG00000149932,TMEM219,TRUE,0,0
OV2085,ENSG00000166685,COG1,TRUE,0.118099,27.8413
OV2085,ENSG00000221914,PPP2R2A,TRUE,0,0
OV2085,ENSG00000077232,DNAJC10,TRUE,0,0
OV2085,ENSG00000073756,PTGS2,TRUE,0,0
OV2085,ENSG00000127914,AKAP9,TRUE,0.0963008,3.85542
OV2085,ENSG00000177693,OR4F4,TRUE,0,0
OV2085,ENSG00000254656,RTL1,TRUE,0,0
OV2085,ENSG00000136758,YME1L1,TRUE,3.98463,688.144
OV2085,ENSG00000135517,MIP,TRUE,0.0839079,15
OV2085,ENSG00000187608,ISG15,TRUE,183.477,7169.76
OV2085,ENSG00000184478,OR56A3,TRUE,0,0
OV2085,ENSG00000130640,TUBGCP2,TRUE,13.1101,3914.27
OV2085,ENSG00000198967,OR10Z1,TRUE,0,0
OV2085,ENSG00000173285,OR10K1,TRUE,0,0
OV2085,ENSG00000174937,OR5M3,TRUE,0,0
OV2085,ENSG00000168000,BSCL2,TRUE,0,0
OV2085,ENSG00000280314,OR8K3,TRUE,0,0
OV2085,ENSG00000188848,BEND4,TRUE,0.0232028,2
OV2085,ENSG00000183049,CAMK1D,TRUE,0.71515,81.5941
OV2085,ENSG00000165533,TTC8,TRUE,1.016101,153.2065
OV2085,ENSG00000206113,CFAP99,TRUE,0,0
OV2085,ENSG00000125675,GRIA3,TRUE,0,0
OV2085,ENSG00000277399,GPR179,TRUE,0.00635546,3.66818
OV2085,ENSG00000177189,RPS6KA3,TRUE,0.631566,370.503
OV2085,ENSG00000171987,C11orf40,TRUE,0,0
OV2085,ENSG00000011454,RABGAP1,TRUE,0.069409,2
OV2085,ENSG00000140332,TLE3,TRUE,1.3328023,532.2462
OV2085,ENSG00000050030,NEXMIF,TRUE,0,0
OV2085,ENSG00000188394,GPR21,TRUE,0.0273898,2.00014
OV2085,ENSG00000163820,FYCO1,TRUE,0.136726,84.9339
OV2085,ENSG00000137501,SYTL2,TRUE,0.00408277,1.38002
OV2085,ENSG00000128000,ZNF780B,TRUE,0.485987,7.70026
OV2085,ENSG00000187961,KLHL17,TRUE,0.290541,37.9862
OV2085,ENSG00000197594,ENPP1,TRUE,0.00372354,2.00005
OV2085,ENSG00000226288,OR52I2,TRUE,0,0
OV2085,ENSG00000110169,HPX,TRUE,0,0
OV2085,ENSG00000117479,SLC19A2,TRUE,2.20221,555.175
OV2085,ENSG00000163607,GTPBP8,TRUE,0.0558154,4.935
OV2085,ENSG00000105426,PTPRS,TRUE,0,0
OV2085,ENSG00000149311,ATM,TRUE,0,0
OV2085,ENSG00000139718,SETD1B,TRUE,0,0
OV2085,ENSG00000108733,PEX12,TRUE,0.000519454,0.0960519
OV2085,ENSG00000162631,NTNG1,TRUE,0.0167641,3.67914
OV2085,ENSG00000134365,CFHR4,TRUE,0,0
OV2085,ENSG00000144815,NXPE3,TRUE,0.301229,36.7533
OV2085,ENSG00000005810,MYCBP2,TRUE,1.034014,100.08725
OV2085,ENSG00000196549,MME,TRUE,0,0
OV2085,ENSG00000184208,C22orf46,TRUE,0.775503,274.982
OV2085,ENSG00000125266,EFNB2,TRUE,1.65987,525.432
OV2085,ENSG00000162825,NBPF20,TRUE,0.8376948,253.2778
OV2085,ENSG00000136574,GATA4,TRUE,0,0
OV2085,ENSG00000255298,OR8G5,TRUE,0.506052,32.1238
OV2085,ENSG00000126561,STAT5A,TRUE,0.196859,4.85351
OV2085,ENSG00000155957,TMBIM4,TRUE,32.8652938,1040.25424
OV2085,ENSG00000156097,GPR61,TRUE,0.0540389,1.64909
OV2085,ENSG00000231192,OR5H1,TRUE,0,0
OV2085,ENSG00000198625,MDM4,TRUE,0.0271329,10.8597
OV2085,ENSG00000213029,SPHAR,TRUE,0,0
OV2085,ENSG00000188219,POTEE,TRUE,0,0
OV2085,ENSG00000147439,BIN3,TRUE,0,0
OV2085,ENSG00000147044,CASK,TRUE,0.163174,2.82887
OV2085,ENSG00000113262,GRM6,TRUE,0,0
OV2085,ENSG00000135502,SLC26A10,TRUE,0,0
OV2085,ENSG00000135476,ESPL1,TRUE,1.60868,745.641
OV2085,ENSG00000196944,OR2T4,TRUE,0,0
OV2085,ENSG00000184619,KRBA2,TRUE,0,0
OV2085,ENSG00000203734,ECT2L,TRUE,0,0
OV2085,ENSG00000010671,BTK,TRUE,0,0
OV2085,ENSG00000278662,GOLGA6L10,TRUE,0,0
OV2085,ENSG00000073734,ABCB11,TRUE,0,0
OV2085,ENSG00000153130,SCOC,TRUE,6.72335,821.169
OV2085,ENSG00000197437,OR13G1,TRUE,0,0
OV2085,ENSG00000177535,OR2B11,TRUE,0,0
OV2085,ENSG00000130779,CLIP1,TRUE,0,0
OV2085,ENSG00000196312,MFSD14C,TRUE,1.694515,59.172
OV2085,ENSG00000136122,BORA,TRUE,0.630141,69.4704
OV2085,ENSG00000166897,ELFN2,TRUE,0.000297941,0.180274
OV2085,ENSG00000091136,LAMB1,TRUE,0.3801614,12.4712
OV2085,ENSG00000130402,ACTN4,TRUE,13.4147,360.957
OV2085,ENSG00000112562,SMOC2,TRUE,0,0
OV2085,ENSG00000174326,SLC16A11,TRUE,0.348565,41.7809
OV2085,ENSG00000048405,ZNF800,TRUE,0.151104,21.4218
OV2085,ENSG00000071054,MAP4K4,TRUE,0.931856,444.129
OV2085,ENSG00000152291,TGOLN2,TRUE,0.265759,122.631
OV2085,ENSG00000100031,GGT1,TRUE,0.23855,37.8259
OV2085,ENSG00000181652,ATG9B,TRUE,0.114306,13.6336
OV2085,ENSG00000164509,IL31RA,TRUE,0,0
OV2085,ENSG00000183791,ELOA3,TRUE,0.0159564,2
OV2085,ENSG00000237763,AMY1A,TRUE,0,0
OV2085,ENSG00000185052,SLC24A3,TRUE,0,0
OV2085,ENSG00000133142,TCEAL4,TRUE,0.370156,26.9211
OV2085,ENSG00000128487,SPECC1,TRUE,0.0846143,3
OV2085,ENSG00000196305,IARS,TRUE,1.03391,70.3753
OV2085,ENSG00000161681,SHANK1,TRUE,0,0
OV2085,ENSG00000237765,FAM200B,TRUE,0.0325332,10.0962
OV2085,ENSG00000182261,NLRP10,TRUE,0,0
OV2085,ENSG00000091137,SLC26A4,TRUE,0,0
OV2085,ENSG00000188234,AGAP4,TRUE,0.845594,14.5972
OV2085,ENSG00000163565,IFI16,TRUE,0,0
OV2085,ENSG00000133816,MICAL2,TRUE,3.10806251,1479.8994
OV2085,ENSG00000204278,TMEM235,TRUE,0,0
OV2085,ENSG00000145945,FAM50B,TRUE,41.195,4404.39
OV2085,ENSG00000175221,MED16,TRUE,6.85730167353,389.718820596
OV2085,ENSG00000163818,LZTFL1,TRUE,0.293527,25.9092
OV2085,ENSG00000173585,CCR9,TRUE,0,0
OV2085,ENSG00000136273,HUS1,TRUE,0.87314,125.205
OV2085,ENSG00000156030,ELMSAN1,TRUE,0,0
OV2085,ENSG00000154781,CCDC174,TRUE,0.15082,28.312
OV2085,ENSG00000165731,RET,TRUE,0.068529,2
OV2085,ENSG00000138778,CENPE,TRUE,0,0
OV2085,ENSG00000124177,CHD6,TRUE,0,0
OV2085,ENSG00000130021,PUDP,TRUE,0.326226,15.4944
OV2085,ENSG00000188010,MORN2,TRUE,23.6007,971.055
OV2085,ENSG00000179165,PXT1,TRUE,0.0347028,1.12054
OV2085,ENSG00000176624,MEX3C,TRUE,1.62566,371.212
OV2085,ENSG00000160111,CPAMD8,TRUE,0.0419061,1.21681
OV2085,ENSG00000152595,MEPE,TRUE,0,0
OV2085,ENSG00000117868,ESYT2,TRUE,1.90149,363.421
OV2085,ENSG00000146872,TLK2,TRUE,0.742872,19.1232
OV2085,ENSG00000123297,TSFM,TRUE,7.5558,1123.17
OV2085,ENSG00000221837,KRTAP10-9,TRUE,0,0
OV2085,ENSG00000164078,MST1R,TRUE,0.0235113,3.20442
OV2085,ENSG00000104946,TBC1D17,TRUE,0.590884,95.618
OV2085,ENSG00000204007,GLT6D1,TRUE,0,0
OV2085,ENSG00000169203,NPIPB12,TRUE,4.32657,371.014
OV2085,ENSG00000241852,C8orf58,TRUE,0,0
OV2085,ENSG00000007047,MARK4,TRUE,0,0
OV2085,ENSG00000112139,MDGA1,TRUE,0.233366,1
OV2085,ENSG00000166257,SCN3B,TRUE,0,0
OV2085,ENSG00000181585,TMIE,TRUE,0.524003,63.6241
OV2085,ENSG00000121281,ADCY7,TRUE,0.186643,2.20547
OV2085,ENSG00000168014,C2CD3,TRUE,0.0525983,2.01647
OV2085,ENSG00000023171,GRAMD1B,TRUE,0,0
OV2085,ENSG00000105928,GSDME,TRUE,0.0717272,7.99254
OV2085,ENSG00000120616,EPC1,TRUE,0.843724,22.9523
OV2085,ENSG00000185689,C6orf201,TRUE,0,0
OV2085,ENSG00000085552,IGSF9,TRUE,0.121899,22.3688
OV2085,ENSG00000177570,SAMD12,TRUE,0,0
OV2085,ENSG00000174405,LIG4,TRUE,8.73244e-07,0.00025284
OV2085,ENSG00000213658,LAT,TRUE,0.00706905,0.800257
OV2085,ENSG00000136261,BZW2,TRUE,0,0
OV2085,ENSG00000168765,GSTM4,TRUE,0,0
OV2085,ENSG00000225830,ERCC6,TRUE,0,0
OV2085,ENSG00000185332,TMEM105,TRUE,0.0184098,4.27464
OV2085,ENSG00000284755,AL049557.1,TRUE,0,0
OV2085,ENSG00000111199,TRPV4,TRUE,0,0
OV2085,ENSG00000198099,ADH4,TRUE,0.0484879,6.42556
OV2085,ENSG00000085433,WDR47,TRUE,0,0
OV2085,ENSG00000106603,COA1,TRUE,0,0
OV2085,ENSG00000187553,CYP26C1,TRUE,0.831248,85.2445
OV2085,ENSG00000250506,CDK3,TRUE,1.95498,56.0484
OV2085,ENSG00000278674,ELOA3B,TRUE,0,0
OV2085,ENSG00000176155,CCDC57,TRUE,0.754964,157.365
OV2085,ENSG00000174197,MGA,TRUE,0.295888,8.78866
OV2085,ENSG00000101276,SLC52A3,TRUE,0.405988,75.3413
OV2085,ENSG00000120500,ARR3,TRUE,0,0
OV2085,ENSG00000186092,OR4F5,TRUE,0,0
OV2085,ENSG00000204311,PJVK,TRUE,0.00236043,0.235425
OV2085,ENSG00000068366,ACSL4,TRUE,0,0
OV2085,ENSG00000198399,ITSN2,TRUE,0.00286631,1.19239
OV2085,ENSG00000109685,NSD2,TRUE,0,0
OV2085,ENSG00000163682,RPL9,TRUE,24.2763,910.923
OV2085,ENSG00000180035,ZNF48,TRUE,0,0
OV2085,ENSG00000196267,ZNF836,TRUE,0.0767069,14.916
OV2085,ENSG00000176697,BDNF,TRUE,0,0
OV2085,ENSG00000108389,MTMR4,TRUE,0.551399,25.5771
OV2085,ENSG00000125485,DDX31,TRUE,9.4329,1836.37
OV2085,ENSG00000123600,METTL8,TRUE,0.414002,16.6359
OV2085,ENSG00000115355,CCDC88A,TRUE,0,0
OV2085,ENSG00000107625,DDX50,TRUE,0.0652155,11.2289
