"model","profile","center","autosomal_span_bp","fga"
"OV1369-R2","Archived",-0.1248,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1247,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1246,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1245,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1244,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1243,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1242,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1241,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.124,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1239,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1238,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1237,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1236,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1235,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1234,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1233,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1232,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1231,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.123,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1229,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1228,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1227,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1226,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1225,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1224,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1223,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1222,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1221,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.122,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1219,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1218,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1217,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1216,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1215,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1214,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1213,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1212,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1211,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.121,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1209,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1208,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1207,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1206,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1205,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1204,2741890670,0.824250982261083
"OV1369-R2","Archived",-0.1203,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1202,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1201,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.12,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1199,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1198,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1197,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1196,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1195,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1194,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1193,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1192,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1191,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.119,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1189,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1188,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1187,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1186,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1185,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1184,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1183,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1182,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1181,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.118,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1179,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.117873641304348,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1178,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1177,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1176,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1175,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1174,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1173,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1172,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1171,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.117,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1169,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1168,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1167,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1166,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1165,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1164,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1163,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1162,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1161,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.116,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1159,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1158,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1157,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1156,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1155,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1154,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1153,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1152,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1151,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.115,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1149,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1148,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1147,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1146,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1145,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1144,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1143,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1142,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1141,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.114,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1139,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1138,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1137,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1136,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1135,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1134,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1133,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1132,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1131,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.113,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1129,2741890670,0.827249244405504
"OV1369-R2","Archived",-0.1128,2741890670,0.827306810522828
"OV1369-R2","Archived",-0.1127,2741890670,0.827306810522828
"OV1369-R2","Archived",-0.1126,2741890670,0.827306810522828
"OV1369-R2","Archived",-0.1125,2741890670,0.827306810522828
"OV1369-R2","Archived",-0.1124,2741890670,0.827306810522828
"OV1369-R2","Archived",-0.1123,2741890670,0.827306810522828
"OV1369-R2","Archived",-0.1122,2741890670,0.827306810522828
"OV1369-R2","Archived",-0.1121,2741890670,0.827306810522828
"OV1369-R2","Archived",-0.112,2741890670,0.827306810522828
"OV1369-R2","Archived",-0.1119,2741890670,0.842916680919302
"OV1369-R2","Archived",-0.1118,2741890670,0.842916680919302
"OV1369-R2","Archived",-0.1117,2741890670,0.842916680919302
"OV1369-R2","Archived",-0.1116,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1115,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1114,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1113,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1112,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1111,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.111,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1109,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1108,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1107,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1106,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1105,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1104,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1103,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1102,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1101,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.11,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1099,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1098,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1097,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1096,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1095,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1094,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1093,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1092,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1091,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.109,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1089,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1088,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1087,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1086,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1085,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1084,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1083,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1082,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1081,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.108,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1079,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1078,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1077,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1076,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1075,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1074,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1073,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1072,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1071,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.107,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1069,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1068,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1067,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1066,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1065,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1064,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1063,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1062,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1061,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.106,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1059,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1058,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1057,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1056,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1055,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1054,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1053,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1052,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1051,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.105,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1049,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1048,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1047,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1046,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1045,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1044,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1043,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1042,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1041,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.104,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1039,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1038,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1037,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1036,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1035,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1034,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1033,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1032,2741890670,0.846235462408135
"OV1369-R2","Archived",-0.1031,2741890670,0.849231132180774
"OV1369-R2","Archived",-0.103,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1029,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1028,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1027,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1026,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1025,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1024,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1023,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1022,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1021,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.102,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1019,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1018,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1017,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1016,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1015,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1014,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1013,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1012,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1011,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.101,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1009,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1008,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1007,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1006,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1005,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1004,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1003,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1002,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1001,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.1,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0999,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0998,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0997,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0996,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0995,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0994,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0993,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0992,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0991,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.099,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0989,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0988,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0987,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0986,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0985,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0984,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0983,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0982,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0981,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.098,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0979,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0978,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0977,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0976,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0975,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0974,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0973,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0972,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0971,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.097,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0969,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0968,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0967,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0966,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0965,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0964,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0963,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0962,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0961,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.096,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0959,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0958,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0957,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0956,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0955,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0954,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0953,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0952,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0951,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.095,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0949,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0948,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0947,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0946,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0945,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0944,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0943,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0942,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0941,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.094,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0939,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0938,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0937,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0936,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0935,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0934,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0933,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0932,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0931,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.093,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0929,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0928,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0927,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0926,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0925,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0924,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0923,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0922,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0921,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.092,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0919,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0918,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0917,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0916,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0915,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0914,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0913,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0912,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0911,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.091,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0909,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0908,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0907,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0906,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0905,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0904,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0903,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0902,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0901,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.09,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0899,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0898,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0897,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0896,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0895,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0894,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0893,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0892,2741890670,0.848230744736441
"OV1369-R2","Archived",-0.0891,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.089,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0889,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0888,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0887,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0886,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0885,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0884,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0883,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0882,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0881,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.088,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0879,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0878,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0877,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0876,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0875,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0874,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0873,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0872,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0871,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.087,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0869,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0868,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0867,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0866,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0865,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0864,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0863,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0862,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0861,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.086,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0859,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0858,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0857,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0856,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0855,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0854,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0853,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0852,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0851,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.085,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0849,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0848,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0847,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0846,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0845,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0844,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0843,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0842,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0841,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.084,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0839,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0838,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0837,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0836,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0835,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0834,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0833,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0832,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0831,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.083,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0829,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0828,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0827,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0826,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0825,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0824,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0823,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0822,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0821,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.082,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0819,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0818,2741890670,0.850717250881488
"OV1369-R2","Archived",-0.0817,2741890670,0.855202496823114
"OV1369-R2","Archived",-0.0816,2741890670,0.855202496823114
"OV1369-R2","Archived",-0.0815,2741890670,0.855202496823114
"OV1369-R2","Archived",-0.0814,2741890670,0.855202496823114
"OV1369-R2","Archived",-0.0813,2741890670,0.855202496823114
"OV1369-R2","Archived",-0.0812,2741890670,0.871465548259807
