relative_path,bytes,declared_sha256,sha256,manifest_match,status
models/TOV1369_P65.antitargetcoverage.cnn,1745733,dd4845e45755072b747567bba95e8c7e3d7d0ea749c6e0726ec057620d1a3158,dd4845e45755072b747567bba95e8c7e3d7d0ea749c6e0726ec057620d1a3158,True,verified_payload
models/TOV1369_P65.targetcoverage.cnn,18499888,74244528aa46587f333c50d36f649deba628c1239edcaef8e849b931e99c9009,74244528aa46587f333c50d36f649deba628c1239edcaef8e849b931e99c9009,True,verified_payload
models/TOV21G_P59.antitargetcoverage.cnn,1745733,1ac5749964de62edc4fad6e03f013f24687f86daafdbbfbad44e8575dd6835e3,1ac5749964de62edc4fad6e03f013f24687f86daafdbbfbad44e8575dd6835e3,True,verified_payload
models/TOV21G_P59.targetcoverage.cnn,18502985,fdc8f11e44bf95c79eadb9595bbca7becbbe19c5685700d41c14b5b62fc1dc09,fdc8f11e44bf95c79eadb9595bbca7becbbe19c5685700d41c14b5b62fc1dc09,True,verified_payload
models/TOV2295_R_P57.antitargetcoverage.cnn,1745733,c4751feb16fe60084c33779bef7177eb2be2998407cb223eb247fc0a41f75621,c4751feb16fe60084c33779bef7177eb2be2998407cb223eb247fc0a41f75621,True,verified_payload
models/TOV2295_R_P57.targetcoverage.cnn,18501957,e98a2b474cecfa6c6de4f2bebd5abb53f4b0e6d3eabb8f0203b011b92667a882,e98a2b474cecfa6c6de4f2bebd5abb53f4b0e6d3eabb8f0203b011b92667a882,True,verified_payload
models/TOV2414_P65.antitargetcoverage.cnn,1745731,3eec861e06b42834e2a97fb98d2fb37ffbb61ae1f874a22d41fdb3768c310b27,3eec861e06b42834e2a97fb98d2fb37ffbb61ae1f874a22d41fdb3768c310b27,True,verified_payload
models/TOV2414_P65.targetcoverage.cnn,18501590,1d22616db9431203ee9d0dfd3aebe5239b238aa7d4a1fee957564be51f1153d4,1d22616db9431203ee9d0dfd3aebe5239b238aa7d4a1fee957564be51f1153d4,True,verified_payload
models/TOV2835EP_P64.antitargetcoverage.cnn,1745732,72e4212f2d24aa2ecb482f6ed95b8cf7fd10a57276b05873bf070fe20f7fdc39,72e4212f2d24aa2ecb482f6ed95b8cf7fd10a57276b05873bf070fe20f7fdc39,True,verified_payload
models/TOV2835EP_P64.targetcoverage.cnn,18500855,467a3d8108225002a4f0adab3b300807e6c1a096e64d1d40be2ceddf59ef55fc,467a3d8108225002a4f0adab3b300807e6c1a096e64d1d40be2ceddf59ef55fc,True,verified_payload
models/TOV2881EP_P64.antitargetcoverage.cnn,1745733,53fc7dead06cbf756870c559a9916640096d007cf08f0e11325106591b4bb75c,53fc7dead06cbf756870c559a9916640096d007cf08f0e11325106591b4bb75c,True,verified_payload
models/TOV2881EP_P64.targetcoverage.cnn,18501912,5fe9cebc22f80d86b6e93c997ac3f83f1a77350e9432a89b4d62250c8e2131f8,5fe9cebc22f80d86b6e93c997ac3f83f1a77350e9432a89b4d62250c8e2131f8,True,verified_payload
models/TOV2929D_P57.antitargetcoverage.cnn,1745733,c86e8ae8b4f0263b95472ae7fb1bb58a2d1dc3fe348941e0f143bf11c4009a10,c86e8ae8b4f0263b95472ae7fb1bb58a2d1dc3fe348941e0f143bf11c4009a10,True,verified_payload
models/TOV2929D_P57.targetcoverage.cnn,18501824,4c23d6d613ec8b5254477b4af07e986fc16775d23402fd3ac607764d3df2fc48,4c23d6d613ec8b5254477b4af07e986fc16775d23402fd3ac607764d3df2fc48,True,verified_payload
models/TOV3121D_P68.antitargetcoverage.cnn,1745733,de9f2bfe3db450f220ce501017548d8f534ca4e359764af29e1be2e0e5472f17,de9f2bfe3db450f220ce501017548d8f534ca4e359764af29e1be2e0e5472f17,True,verified_payload
models/TOV3121D_P68.targetcoverage.cnn,18501065,e8950fc2a5191c8e402b9c328a19442c95ef767d35265325863da65c149b2166,e8950fc2a5191c8e402b9c328a19442c95ef767d35265325863da65c149b2166,True,verified_payload
models/TOV3121EP_P68.antitargetcoverage.cnn,1745732,0d6137268911f3d48c214faa38389a416d37899eb633db939cc2e0f060c3e393,0d6137268911f3d48c214faa38389a416d37899eb633db939cc2e0f060c3e393,True,verified_payload
models/TOV3121EP_P68.targetcoverage.cnn,18501893,6b62f8387f4c2c58e20385c6b64ecf52e352a7e076a66b8e0ce28bb49e1c5552,6b62f8387f4c2c58e20385c6b64ecf52e352a7e076a66b8e0ce28bb49e1c5552,True,verified_payload
models/TOV3133D_P66.antitargetcoverage.cnn,1745732,414086d612e1d2acdb69f795e43a358ef42fa4eb0d92d2cb11f019f6c3de90a2,414086d612e1d2acdb69f795e43a358ef42fa4eb0d92d2cb11f019f6c3de90a2,True,verified_payload
models/TOV3133D_P66.targetcoverage.cnn,18501821,aa69490e7f318e1e014487fa0f08aaefd82238bc1f60aa42a605d3f9cc28debd,aa69490e7f318e1e014487fa0f08aaefd82238bc1f60aa42a605d3f9cc28debd,True,verified_payload
models/TOV3133G_P65.antitargetcoverage.cnn,1745731,6e2e6e25f3f33fe627ffa87a4b1aeb616809c09a3ed3e2798c56d43cea527299,6e2e6e25f3f33fe627ffa87a4b1aeb616809c09a3ed3e2798c56d43cea527299,True,verified_payload
models/TOV3133G_P65.targetcoverage.cnn,18501949,1e5da11a6f048e8c25640b17a00b9591b33b31009cbed3300d1d2a5ffd16f8fa,1e5da11a6f048e8c25640b17a00b9591b33b31009cbed3300d1d2a5ffd16f8fa,True,verified_payload
models/TOV3392D_P69.antitargetcoverage.cnn,1745734,6b82da16dac34020d5f40a8aada41ed51584003e6d73d80fe80754cca629fb14,6b82da16dac34020d5f40a8aada41ed51584003e6d73d80fe80754cca629fb14,True,verified_payload
models/TOV3392D_P69.targetcoverage.cnn,18502622,f67d92e21ac2b7aae898db1fdababba888333e5719a75d40f8561401b5a6406b,f67d92e21ac2b7aae898db1fdababba888333e5719a75d40f8561401b5a6406b,True,verified_payload
models/TOV81D_P23.antitargetcoverage.cnn,1745733,e8f50caa2fcaf3341dcdb1a19f636a6b539a6fc6dbbf418e89ed95157b3ec0f9,e8f50caa2fcaf3341dcdb1a19f636a6b539a6fc6dbbf418e89ed95157b3ec0f9,True,verified_payload
models/TOV81D_P23.targetcoverage.cnn,18502272,fde9959ff24e45d8d57cbf53e6f674f8b57b5e11756d70d8276d3d0bd868005b,fde9959ff24e45d8d57cbf53e6f674f8b57b5e11756d70d8276d3d0bd868005b,True,verified_payload
normals/intervals_sorted.target.bed,13941386,2177970ffdbc933e488067f812e3ae4760310bd9a40fadf4e2fa5389480d955d,2177970ffdbc933e488067f812e3ae4760310bd9a40fadf4e2fa5389480d955d,True,verified_payload
normals/reference.cnn,26875054,848c052274264ac544897977648860455ac742d89bc1de5edc7ece1ca185eeda,848c052274264ac544897977648860455ac742d89bc1de5edc7ece1ca185eeda,True,verified_payload
normals/SRR4039087.sorted.antitargetcoverage.cnn,2240395,42eb9e52469bf4997f52c67a629e3fec17d1af9eaef73592c572c708bb7a1ee2,42eb9e52469bf4997f52c67a629e3fec17d1af9eaef73592c572c708bb7a1ee2,True,verified_payload
normals/SRR4039087.sorted.targetcoverage.cnn,18164074,1e12a7b4427c7c1173bdcf4f00ee26d17cb3983ac87522e469770f1fa363f162,1e12a7b4427c7c1173bdcf4f00ee26d17cb3983ac87522e469770f1fa363f162,True,verified_payload
normals/SRR4039088.sorted.antitargetcoverage.cnn,2238125,89eee053527c5ba0442b9001472438b3aa6c2e2d0cfe3e0df2aa8b8255af23ef,89eee053527c5ba0442b9001472438b3aa6c2e2d0cfe3e0df2aa8b8255af23ef,True,verified_payload
normals/SRR4039088.sorted.targetcoverage.cnn,18104285,d4a99f14b7a9e470cd2873a1bd5cf10fe7d7bfb5e64c838e6063e8e93cfacdad,d4a99f14b7a9e470cd2873a1bd5cf10fe7d7bfb5e64c838e6063e8e93cfacdad,True,verified_payload
normals/SRR4039089.sorted.antitargetcoverage.cnn,2236552,c2856f6225dcbd352a37c29bc55d35e4abbecc43ffee5d276c4fb55099bae19f,c2856f6225dcbd352a37c29bc55d35e4abbecc43ffee5d276c4fb55099bae19f,True,verified_payload
normals/SRR4039089.sorted.targetcoverage.cnn,18234526,26317acb4ef31e79c3a39177b56d2ee32e990dbe69f6adbdb57592d0e97b72a3,26317acb4ef31e79c3a39177b56d2ee32e990dbe69f6adbdb57592d0e97b72a3,True,verified_payload
normals/SRR4039096.sorted.antitargetcoverage.cnn,2235992,8b27f59686941b9f3bf6680fa3e9790eb9f1e8e4b8509ecae22dca9a335f68fc,8b27f59686941b9f3bf6680fa3e9790eb9f1e8e4b8509ecae22dca9a335f68fc,True,verified_payload
normals/SRR4039096.sorted.targetcoverage.cnn,18160247,2bd1229de933bda1c54d7d3438bcc7c44169381c83e2f8dbb488237c5ccc49b2,2bd1229de933bda1c54d7d3438bcc7c44169381c83e2f8dbb488237c5ccc49b2,True,verified_payload
normals/SRR4039097.sorted.antitargetcoverage.cnn,2239403,5ed8facec5265a81cbc6b3306a02ab037b952d6a87e8cbdb6c3f358fec68a5a4,5ed8facec5265a81cbc6b3306a02ab037b952d6a87e8cbdb6c3f358fec68a5a4,True,verified_payload
normals/SRR4039097.sorted.targetcoverage.cnn,18114164,796281ccf50c05345ddeb3dd2b0b333f5012ed24a6c1512b03ed58e29320dfab,796281ccf50c05345ddeb3dd2b0b333f5012ed24a6c1512b03ed58e29320dfab,True,verified_payload
plots/OV1369_R2_P66-diagram.pdf,4930693,db70ef3a099f46cb55793c32492ec70d3ba5e5c4635fc626051282e4db7157c3,db70ef3a099f46cb55793c32492ec70d3ba5e5c4635fc626051282e4db7157c3,True,verified_payload
plots/OV1369_R2_P66-scatter.png,179752,2e9b1140bb4362709f5881f24fb105a500e568f5ebd7e7f683fe53fb8c927dc5,2e9b1140bb4362709f5881f24fb105a500e568f5ebd7e7f683fe53fb8c927dc5,True,verified_payload
plots/OV2085_P64-diagram.pdf,5363545,ae73f8fdba964c1a816f457c60c2f785e06e819aa47c466d115c63e86b20bd2e,ae73f8fdba964c1a816f457c60c2f785e06e819aa47c466d115c63e86b20bd2e,True,verified_payload
plots/OV2085_P64-scatter.png,158533,eeedc052b59cc40ce3d3d01f940e7ee97fc1425ca3c7aa782cdf67cfc790d05a,eeedc052b59cc40ce3d3d01f940e7ee97fc1425ca3c7aa782cdf67cfc790d05a,True,verified_payload
plots/OV2295_P61-diagram.pdf,4887098,65598e2e0e96a9d8734d5b6f56c99dde88582bc53455b36aa8d7e1800dd694ca,65598e2e0e96a9d8734d5b6f56c99dde88582bc53455b36aa8d7e1800dd694ca,True,verified_payload
plots/OV2295_P61-scatter.png,168401,b256b99e4dd442b319b3264be378f4ee55728bf7ccac31a443af9de05bddbf07,b256b99e4dd442b319b3264be378f4ee55728bf7ccac31a443af9de05bddbf07,True,verified_payload
plots/OV2295_R2_P70-diagram.pdf,4491370,759223dccdffb8da73f9f2733caa69b08735b6355fdcb1dd4644f779a4d7d1a5,759223dccdffb8da73f9f2733caa69b08735b6355fdcb1dd4644f779a4d7d1a5,True,verified_payload
plots/OV2295_R2_P70-scatter.png,136458,14738613e30576ba83592b068a7965b323f863c92f273705042a8db8d38ca941,14738613e30576ba83592b068a7965b323f863c92f273705042a8db8d38ca941,True,verified_payload
plots/OV3133_R2_P58-diagram.pdf,5492985,5a02abcb594a5c3c54c8ad266140bdaf51891358c745887ea42060171cc3a33f,5a02abcb594a5c3c54c8ad266140bdaf51891358c745887ea42060171cc3a33f,True,verified_payload
plots/OV3133_R2_P58-scatter.png,184578,3dc26aa5ab1d2ced1e8f8c05f6c2c8232d1fad7f8461d1458e814ac074f3e30b,3dc26aa5ab1d2ced1e8f8c05f6c2c8232d1fad7f8461d1458e814ac074f3e30b,True,verified_payload
plots/OV3133_R_P71-diagram.pdf,4988867,f5d088f84c5b6f60f338f05568ff104385d75d19c37ea739fb562b11ada5e877,f5d088f84c5b6f60f338f05568ff104385d75d19c37ea739fb562b11ada5e877,True,verified_payload
plots/OV3133_R_P71-scatter.png,182267,0c5ffeff95ce2835634cbf0b61cb7e0210cf1a382c4218b0c24353252d7c4df7,0c5ffeff95ce2835634cbf0b61cb7e0210cf1a382c4218b0c24353252d7c4df7,True,verified_payload
plots/OV3291_P46-diagram.pdf,4879785,97bddffef36d498d34fa02c95f74610def49b94ef09214e95c920897b796eede,97bddffef36d498d34fa02c95f74610def49b94ef09214e95c920897b796eede,True,verified_payload
plots/OV3291_P46-scatter.png,167971,28ec191de81d556a93ef177c2eb2df02317846114f826b44d6cadcac6e59557e,28ec191de81d556a93ef177c2eb2df02317846114f826b44d6cadcac6e59557e,True,verified_payload
plots/OV3331_P54-diagram.pdf,5075633,91d96f3cb4fa19ad163a4544fc71d0e9e9375b6c3f1e3373bece28a0fc3b2f1b,91d96f3cb4fa19ad163a4544fc71d0e9e9375b6c3f1e3373bece28a0fc3b2f1b,True,verified_payload
plots/OV3331_P54-scatter.png,139989,0577d0a985dbad7e3e3b3525fd7b0266ac79c10042d47fc7d7d2dc4b74c40467,0577d0a985dbad7e3e3b3525fd7b0266ac79c10042d47fc7d7d2dc4b74c40467,True,verified_payload
plots/OV90_P63-diagram.pdf,4548902,d432a77411fafc6a6835aecd3f6be30c255ead22c6c94ed2ce1782bd24002ae6,d432a77411fafc6a6835aecd3f6be30c255ead22c6c94ed2ce1782bd24002ae6,True,verified_payload
plots/OV90_P63-scatter.png,153838,aa0f76027a5296bb3f48895c5ec6272f8abfb5d5e2cf7de1e8846875b7113e9d,aa0f76027a5296bb3f48895c5ec6272f8abfb5d5e2cf7de1e8846875b7113e9d,True,verified_payload
plots/TOV112D_P83-diagram.pdf,3760523,80583c12f8391c341b9d3634de92357334eff513cf2244e423de98beb517726f,80583c12f8391c341b9d3634de92357334eff513cf2244e423de98beb517726f,True,verified_payload
plots/TOV112D_P83-scatter.png,151748,56260a24a809b5730453a3e8e0e97e426736377eadc47df63f8911c2d1a04be5,56260a24a809b5730453a3e8e0e97e426736377eadc47df63f8911c2d1a04be5,True,verified_payload
plots/TOV1369_P65-diagram.pdf,4740869,13253e216079a5bad479755636e6c1afc871349900ebdedb24c24f77f12eca9e,13253e216079a5bad479755636e6c1afc871349900ebdedb24c24f77f12eca9e,True,verified_payload
plots/TOV1369_P65-scatter.png,178410,400ca99933619fa8a9326ac03ab18e556e38435274e971d18747334090c0f17a,400ca99933619fa8a9326ac03ab18e556e38435274e971d18747334090c0f17a,True,verified_payload
plots/TOV21G_P59-diagram.pdf,3912509,fb37eda4e810f14271e9f99406088c95ab1ffea6f1b2cb50ea0f5dc52a702894,fb37eda4e810f14271e9f99406088c95ab1ffea6f1b2cb50ea0f5dc52a702894,True,verified_payload
plots/TOV21G_P59-scatter.png,160831,bb23e3b2a8993c651cad3edf12f238ac80e440bca314b98cb74712e78602149f,bb23e3b2a8993c651cad3edf12f238ac80e440bca314b98cb74712e78602149f,True,verified_payload
plots/TOV2295_R_P57-diagram.pdf,4730532,35e454b79e417cc5791117100e0dffddc472df2dda022322b90049798dadc022,35e454b79e417cc5791117100e0dffddc472df2dda022322b90049798dadc022,True,verified_payload
plots/TOV2295_R_P57-scatter.png,161783,501e2926be44cd7399d94fbb510ba4251d37491241dbc094df6f8d35c8fb3802,501e2926be44cd7399d94fbb510ba4251d37491241dbc094df6f8d35c8fb3802,True,verified_payload
plots/TOV2414_P65-diagram.pdf,3990567,49a8a290566b52b62bdca1cd3289f2ef5a80a92c4e80241f9064c97be41bdd19,49a8a290566b52b62bdca1cd3289f2ef5a80a92c4e80241f9064c97be41bdd19,True,verified_payload
plots/TOV2414_P65-scatter.png,172222,dd121c899629fc8a75f080134ebf5f12bad80c83e14b1d350b7a65db9f8e1908,dd121c899629fc8a75f080134ebf5f12bad80c83e14b1d350b7a65db9f8e1908,True,verified_payload
plots/TOV2835EP_P64-diagram.pdf,4519342,c1e0f3882e0c3a273aeba2ce2172897f0d5b05c3e35d7d6c3f6a5352723975a6,c1e0f3882e0c3a273aeba2ce2172897f0d5b05c3e35d7d6c3f6a5352723975a6,True,verified_payload
plots/TOV2835EP_P64-scatter.png,175328,2bbbef095601896300861787bf0f5db225660aa78b62d41ec08c0c5f485fac90,2bbbef095601896300861787bf0f5db225660aa78b62d41ec08c0c5f485fac90,True,verified_payload
plots/TOV2881EP_P64-diagram.pdf,4437427,014d2d06a03e79c4e0a9813429b987504bfb8465471a179e5351de885b9fea3a,014d2d06a03e79c4e0a9813429b987504bfb8465471a179e5351de885b9fea3a,True,verified_payload
plots/TOV2881EP_P64-scatter.png,172942,da88083f9bf9084ce3059e73b342bba488dfbe47e3b80eac4798a3b1b57dfb5b,da88083f9bf9084ce3059e73b342bba488dfbe47e3b80eac4798a3b1b57dfb5b,True,verified_payload
plots/TOV2929D_P57-diagram.pdf,4992085,36c45f96404cdb97589fa6688ce6af5efd188169d4a5ad707048ba1b8ef1c5f1,36c45f96404cdb97589fa6688ce6af5efd188169d4a5ad707048ba1b8ef1c5f1,True,verified_payload
plots/TOV2929D_P57-scatter.png,155723,d331eaab290a4e31317581a7833472e1bd08f81c7e36e70c932e2d2d945c20e0,d331eaab290a4e31317581a7833472e1bd08f81c7e36e70c932e2d2d945c20e0,True,verified_payload
plots/TOV3121D_P68-diagram.pdf,4919507,0c9074a2fccee103a9d738cd8280b5297f9187b68b669c9bbf11a4e8b2d9244a,0c9074a2fccee103a9d738cd8280b5297f9187b68b669c9bbf11a4e8b2d9244a,True,verified_payload
plots/TOV3121D_P68-scatter.png,126802,3fc4a3f10793039fe41e3515ad9da59827844588b8244c313979edf661ff856f,3fc4a3f10793039fe41e3515ad9da59827844588b8244c313979edf661ff856f,True,verified_payload
plots/TOV3121EP_P68-diagram.pdf,4943093,eeec746a9c183f08eb910ceedd808e3214612d32dc923621174d99ac0ad5fefa,eeec746a9c183f08eb910ceedd808e3214612d32dc923621174d99ac0ad5fefa,True,verified_payload
plots/TOV3121EP_P68-scatter.png,129403,f172ac7b8851ba74422af1fa73dafa5cd2c7ce0a7e1954266da56c3480e26bb7,f172ac7b8851ba74422af1fa73dafa5cd2c7ce0a7e1954266da56c3480e26bb7,True,verified_payload
plots/TOV3133D_P66-diagram.pdf,4785104,c872193044c7b98c02a1adbacf3cc6e8492ea8aca065715078002dd60a19c633,c872193044c7b98c02a1adbacf3cc6e8492ea8aca065715078002dd60a19c633,True,verified_payload
plots/TOV3133D_P66-scatter.png,182940,2f934bd962c235a432274d2e784378b4ab5a271ddf1fae4ae29d51077537432c,2f934bd962c235a432274d2e784378b4ab5a271ddf1fae4ae29d51077537432c,True,verified_payload
plots/TOV3133G_P65-diagram.pdf,5196190,dfb29f64d284fd3412c69336b8c6f84a15686361123d7d678748202456bf8ae1,dfb29f64d284fd3412c69336b8c6f84a15686361123d7d678748202456bf8ae1,True,verified_payload
plots/TOV3133G_P65-scatter.png,182185,83d82fb28bd1bb51b2bbc006bf05bd8a8d0b11b436fb345ea0e517fd1fed965d,83d82fb28bd1bb51b2bbc006bf05bd8a8d0b11b436fb345ea0e517fd1fed965d,True,verified_payload
plots/TOV3392D_P69-diagram.pdf,4868275,b953be32b68f2865ec32d32ef6011bdd3b2f6fa5a5a8ae805abe095dc86277e3,b953be32b68f2865ec32d32ef6011bdd3b2f6fa5a5a8ae805abe095dc86277e3,True,verified_payload
plots/TOV3392D_P69-scatter.png,125801,2f64a22ff9ee563b3b7281a69da1dadf03a895a39346fccf1425287180d20dca,2f64a22ff9ee563b3b7281a69da1dadf03a895a39346fccf1425287180d20dca,True,verified_payload
plots/TOV81D_P23-diagram.pdf,3682548,a1f9aab1416bdebfdd8f90f93dc76ca06f1e5409d186a567943addd063a197c3,a1f9aab1416bdebfdd8f90f93dc76ca06f1e5409d186a567943addd063a197c3,True,verified_payload
plots/TOV81D_P23-scatter.png,167613,000f068320d06b42d44a3c3598ad534196e1c0ede1734b85fe9970af953f9db5,000f068320d06b42d44a3c3598ad534196e1c0ede1734b85fe9970af953f9db5,True,verified_payload
run_cnvkit.sh,632,3978bb9c2d275aec2a9ff096474c9f1b74393a5533bd6928e419f15969b93cf8,3978bb9c2d275aec2a9ff096474c9f1b74393a5533bd6928e419f15969b93cf8,True,verified_payload
SHA256SUMS,11276,ff7f82eedec9b83d9060d33dd530ad7673c78a1603b7369fdaa341393d4a2ce3,9ee4b430ccfe72eb1ccb6b8b6b22d9ddd3de7ac6e22e9349b39793fa37f3d4ca,False,manifest_self_hash_mismatch
